	OM2_B_B_1	OM2_B_B_2	OM2_B_B_3	OM2_C_4A_1	OM2_C_4A_3	OM2_C_4B_1	OM2_C_4B_2	OM2_C_4C_1	OM2_C_4C_2	OM2_C_4C_3	OM2_C_4E_1	OM2_C_4E_2	OM2_C_4E_3	OM2_C_4F_1	OM2_C_4F_2	OM2_C_4F_3	OM2_C_4G_1	OM2_C_4G_3	OM2_C_4H_1	OM2_C_4H_3	OM2_C_5A_1	OM2_C_5A_2	OM2_C_5A_3	OM2_C_5F_1	OM2_C_5F_2	OM2_C_5F_3	OM2_C_5G_1	OM2_C_5G_2	OM2_C_5G_3	OM2_C_6E_1	OM2_C_6E_2	OM2_C_6G_1	OM2_C_6G_3	OM2_C_6H_1	OM2_C_6H_3	OM2_H_2A_1	OM2_H_2A_2	OM2_H_2A_3	OM2_H_2B_1	OM2_H_2B_3	OM2_H_2C_1	OM2_H_2C_2	OM2_H_2F_1	OM2_H_2F_2	OM2_H_2F_3
OM2_C_5A_1	0.0425836129423489	0.0249706519587343	0.0249583450398355	0.0881109345296644	0.0815404165570984	0.0719864023363127	0.0807988252579896	0.0970788983057659	0.113469609689636	0.0887826709501349	0.0264573140413248	0.0249386919541371	0.0185484588373759	0.00464791020908474	0.00860049077220936	0.010930920660732	0.0760453791528787	0.0700062876343512	0.0161819509526783	0.0255133815203661	0	0.0267720749430752	0.00837966466876905	0.0403892523061236	0.0374166486574102	0.0480502251143621	0.0594117186256247	0.0576562255994948	0.075106879070691	0.0905886287915726	0.102149256736883	0.0972235343579003	0.0871057042807513	0.110921061788205	0.0481063547948375	0.0794999095351181	0.0973014945078067	0.0913329993342962	0.100305077785403	0.0794201764507964	0.0693190633319902	0.0782288085546111	0.0778465834869927	0.0885308706805914	0.0727580844895818
OM2_C_5A_2	0.0213323599009361	0.0115191697575979	0.0193515238201184	0.114621646902705	0.108087051566116	0.0484883164794108	0.0557671475824041	0.0745493710456269	0.0880726105213889	0.0675236775179457	0.00892052671391562	0.00861403026936367	0.0119726888419465	0.0249066934246759	0.0190669318354211	0.0172029996174054	0.0514684003017719	0.051617917692832	0.0419505301618066	0.00675709086570794	0.0267720749430752	0	0.0249362014896845	0.0668645561835162	0.0640513993878105	0.0745001622296432	0.0353058615303018	0.0337537997923779	0.0505038199365961	0.0649383483483553	0.0762873726604278	0.0712898237711176	0.0610115094683025	0.0849606275228836	0.0218774646294302	0.055240677322988	0.0729230563990683	0.066981939844779	0.0753364925327715	0.0544311733499554	0.0450895928554145	0.0534548965538447	0.0539035878505055	0.0637624535501736	0.0497465675617776
OM2_C_5A_3	0.0374916026676493	0.0196937566198686	0.0177260162572544	0.0918722963290452	0.0852231712087585	0.0664573871938792	0.0759259859409144	0.0909252274108962	0.10869223382494	0.0823086924557688	0.0220634589667441	0.0205585928470034	0.0141219838821817	0.00912667796768667	0.0103116228936101	0.00792762348424044	0.0709713447411111	0.0632381440393931	0.0210827646653712	0.0244217461710594	0.00837966466876905	0.0249362014896845	0	0.0440609518915343	0.0414781510409452	0.0505780125054743	0.0543068773378345	0.052498394415072	0.0700332353015508	0.0861542145160513	0.0978140908406934	0.0929367869481308	0.0830751928627237	0.107459786830635	0.0457760618729143	0.074209538856109	0.0919476856496486	0.0859808610944073	0.0952663436243676	0.0745257803167277	0.0641410305833215	0.0732204039893886	0.0724025973997151	0.0834672893973789	0.0669806393644789
OM2_C_5F_1	0.0798706812163281	0.063585328741053	0.0604052147631837	0.0482139447280347	0.041592112341983	0.109985359481537	0.119539841415463	0.133220232464042	0.15205736406404	0.124588358221354	0.0653224788521413	0.0640785584630012	0.0575606132057465	0.0420628497784246	0.0478962199332961	0.0505846554740275	0.114625749783642	0.105156723073723	0.0252028402880446	0.0644407306384872	0.0403892523061236	0.0668645561835162	0.0440609518915343	0	0.00437293306599912	0.0105176048148864	0.0979142085695384	0.0961247536335235	0.113632161727401	0.129807807255141	0.141315434065862	0.136355232278199	0.126595482987292	0.150789070440598	0.0883806935527375	0.117720278167583	0.135257650502267	0.129134736431828	0.138647593128731	0.118123845624442	0.107806924851002	0.116815555827128	0.115753698913827	0.127043548370895	0.110172450132612
OM2_C_5F_2	0.0778156125812473	0.0610679545000134	0.0582489520772417	0.0508040405333333	0.0442060425972877	0.107663372581202	0.11714510633145	0.131318081119336	0.149722813596678	0.122568374723333	0.0628697538781605	0.0615377286376024	0.0549997045891989	0.0393818254499677	0.045153095786449	0.0478069927442386	0.112233717843511	0.102940346711566	0.0227264230211315	0.061865284004817	0.0374166486574102	0.0640513993878105	0.0414781510409452	0.00437293306599912	0	0.0132712562490302	0.0955654871695944	0.0937727208567981	0.111274402344652	0.127284243878583	0.13883559379125	0.133912937725434	0.124028871395348	0.147902735935041	0.0854170213409424	0.115410608638701	0.133016073018445	0.126976360933014	0.136359267978148	0.115742442890133	0.105425011566838	0.114449973839866	0.113526282207086	0.124671333348007	0.108004344363788
OM2_C_5F_3	0.0864357559628333	0.0700699395366275	0.0660981481233323	0.0422632124083634	0.0355610522866696	0.115609332255945	0.125659095506248	0.138191196198121	0.158118967296579	0.129102690580919	0.072243556868966	0.0709520038054697	0.0644815990352669	0.0500494991415081	0.0558326606553661	0.0576858046460528	0.120592025703462	0.109241695140295	0.0338645790896447	0.0724999977652021	0.0480502251143621	0.0745001622296432	0.0505780125054743	0.0105176048148864	0.0132712562490302	0	0.104077378818393	0.102261165287011	0.119646251498869	0.136137864981429	0.147732675257688	0.142880400517564	0.133262159566382	0.157459951954032	0.0957860032650787	0.123523112911931	0.140891766489952	0.134905253806871	0.144560011977571	0.124247786853557	0.113753086671534	0.122855885239631	0.121499310000498	0.132929963575832	0.115685637614294
OM2_C_5G_1	0.0200920214714199	0.0347154630790844	0.0382045245706935	0.145523994240672	0.138912597649721	0.0136427793721058	0.0217962844163174	0.0394974134298555	0.0545870547555487	0.0334641582825188	0.0332878102078428	0.0345611646049285	0.0409963913233717	0.0576331512270314	0.0523661465030775	0.0485378053772654	0.0169948272687494	0.0249409922461717	0.0740738430322859	0.038603665704418	0.0594117186256247	0.0353058615303018	0.0543068773378345	0.0979142085695384	0.0955654871695944	0.104077378818393	0	0.00185653471302527	0.0158701621635695	0.032622099609077	0.0441429220286119	0.039308354802951	0.0303674991028437	0.0568320973598582	0.0224475319248181	0.020294122091182	0.0381023328580271	0.0320832452675719	0.0411125045664029	0.0203534415788147	0.0103180490470354	0.019045798094134	0.0186756696311476	0.0294643130691666	0.0147218581523666
OM2_C_5G_2	0.0186139510062309	0.0329203321115209	0.0363774933738477	0.143730043799342	0.137115506890577	0.0150664783693943	0.0235916135690916	0.0409685856080164	0.0563961239285452	0.0346015039268188	0.0315683915793905	0.0328208179515657	0.0392368212008005	0.0559090249146807	0.0506672701619236	0.0467727878450137	0.0187173148415236	0.0249030191715924	0.0723236720327328	0.0371179290801408	0.0576562255994948	0.0337537997923779	0.052498394415072	0.0961247536335235	0.0937727208567981	0.102261165287011	0.00185653471302527	0	0.0176332312458086	0.0344038189716337	0.0459598064500355	0.0411425719917133	0.0321389103823677	0.0584712139071068	0.0217040441284428	0.0219914836502205	0.0398209341770854	0.0338270567078085	0.0428994715793957	0.0221549431890871	0.0119584239231621	0.0208249683048293	0.0203394705982368	0.0312106732306262	0.0160837009631733
OM2_C_5G_3	0.0354437564108852	0.0504708703250694	0.0537993089829484	0.161073111906899	0.154475148495503	0.00647364261961379	0.00623217994212037	0.0265153755729705	0.0388741950057267	0.0230586014752778	0.0490966296709641	0.0503345210604759	0.0567804104460184	0.0733937735160935	0.0680644383342774	0.0642420959251953	0.00174119757537322	0.0258053274206346	0.0898687191324584	0.0538354858954545	0.075106879070691	0.0505038199365961	0.0700332353015508	0.113632161727401	0.111274402344652	0.119646251498869	0.0158701621635695	0.0176332312458086	0	0.0176735337491683	0.0289642527625482	0.024513214541225	0.0171817175223709	0.0432997620467953	0.0339039791559284	0.00500620079717854	0.0224758120464521	0.016971516753526	0.0253478124781267	0.00484543748295864	0.00608419943356575	0.00324535118184557	0.00518986740392167	0.0136053762024813	0.00845080204113355
OM2_C_6E_1	0.0518608920121125	0.066549180006769	0.0706327677952514	0.177238005287927	0.170674379401565	0.0230502965531903	0.0115542272652714	0.0264726966212619	0.0237153831632519	0.0286935360748593	0.0649320258613214	0.0661087906968137	0.0726168944130216	0.0889080451424958	0.0833529008105048	0.0798698145996756	0.0166983025787028	0.0394699732501453	0.105671700527745	0.0683083077461218	0.0905886287915726	0.0649383483483553	0.0861542145160513	0.129807807255141	0.127284243878583	0.136137864981429	0.032622099609077	0.0344038189716337	0.0176735337491683	0	0.011967198407241	0.00844966205302329	0.00622121564376743	0.0263825296212469	0.0454058641810165	0.0156491820083375	0.0143037701821446	0.0139609568980058	0.0131811916048762	0.0129701429593131	0.0232640048605172	0.014599173343386	0.018519243931633	0.00838785410400378	0.0247660954199193
OM2_C_6E_2	0.0629182997332163	0.0782052127993518	0.0822519026650753	0.188719386190797	0.182175024642131	0.0342521803134929	0.0227364007559152	0.028795551138552	0.0131811409244002	0.0349123001380109	0.0764186868903408	0.0776657198084218	0.0841873112844325	0.100341372906756	0.0947666178424649	0.0914792619466158	0.0281137165480002	0.0496990355140111	0.117100143476223	0.0793712062749339	0.102149256736883	0.0762873726604278	0.0978140908406934	0.141315434065862	0.13883559379125	0.147732675257688	0.0441429220286119	0.0459598064500355	0.0289642527625482	0.011967198407241	0	0.00562659105168707	0.015499314465831	0.020089803029064	0.0565145392548305	0.0262272252190368	0.0156210914417145	0.0188490003770031	0.0105223379858045	0.024144296692232	0.0348303043254258	0.0257596036019837	0.0287745785967027	0.0171686382385912	0.0352763391631534
