	OM2_B_B_3	OM2_B_C_1	OM2_B_C_2	OM2_C_4A_2	OM2_C_4A_3	OM2_C_4C_1	OM2_C_4C_2	OM2_C_4E_2	OM2_C_4E_3	OM2_C_4F_1	OM2_C_4F_2	OM2_C_4G_2	OM2_C_4G_3	OM2_C_4H_1	OM2_C_4H_2	OM2_C_4H_3	OM2_C_5A_1	OM2_C_5A_2	OM2_C_5F_1	OM2_C_6E_1	OM2_C_6E_2	OM2_C_6E_3	OM2_C_6F_1	OM2_C_6F_2	OM2_C_6F_3	OM2_C_6G_1	OM2_C_6G_2	OM2_C_6G_3	OM2_C_6H_1	OM2_C_6H_2	OM2_C_6H_3	OM2_H_2A_1	OM2_H_2A_2	OM2_H_2B_2	OM2_H_2B_3	OM2_H_2C_1	OM2_H_2F_2	OM2_H_2F_3
OM2_C_6G_1	0.0129872192815658	0.0178660979053612	0.0273845082221031	0.00502024854852031	0.0202693839692516	0.0315902599437564	0.0245237338652714	0.0736804760795313	0.0466819953585479	0.0218522461428988	0.0292186981077028	0.0428463050570012	0.0326130447361294	0.0237686686771799	0.0286077051754476	0.0201928287688659	0.0145302921222507	0.0249452986067334	0.0565546226529134	0.00852765368490744	0.014681874735372	0.0107121104006576	0.0293302986397783	0.0267567075345902	0.00577774949677816	0	0.0118039407069018	0.0147732589185038	0.0234972015482986	0.0090187693118048	0.00831945184131659	0.0142814839819401	0.0245406913788925	0.049761817171017	0.0580384300837241	0.0470569264199113	0.063038897641024	0.0566904828270432
OM2_C_6G_2	0.00144487347855656	0.0115763263734794	0.0155896116092963	0.0100239003882988	0.0087573749763429	0.0237945588534059	0.0129690751675094	0.0643605361691375	0.0364315538267478	0.0106994699031488	0.0189139566599447	0.0322059931348203	0.0216771810740391	0.0135540482916243	0.018804984756312	0.00860916856045598	0.00296013257126253	0.0144242911938134	0.0467781832920681	0.00520456382145949	0.00850062830550438	0.0044698062849243	0.0210171742753379	0.0166178680721604	0.00636192069149971	0.0118039407069018	0	0.00565154055258399	0.0127802511611153	0.00310878943399594	0.0183995179518066	0.0260104535622946	0.0343430301149608	0.0383692286736322	0.0473395703306597	0.0354009930387592	0.0527600071864471	0.0469408877845421
OM2_C_6G_3	0.00449874980050799	0.00612288241494852	0.0143330096459262	0.0146039687510461	0.00669446940796731	0.0182744975906344	0.0137455014382988	0.0594678857431755	0.0319960473881888	0.00749483963616426	0.0144648906317907	0.028083614305744	0.0178854677164552	0.00900185636372343	0.0139801312769719	0.00682767319252461	0.00660211710621479	0.0101794726453303	0.0420701927397443	0.00626176653516628	0.00369050090445934	0.0040705817496783	0.0155832622845485	0.0120180150471873	0.010586523467363	0.0147732589185038	0.00565154055258399	0	0.00878597066497898	0.00634601833207173	0.0224791654201295	0.0288838649990481	0.0387538547500576	0.0351949873520906	0.0432858983676422	0.0328666462872099	0.0483764206402149	0.0422186684897782
OM2_C_6H_1	0.0113373764038391	0.00960531046742135	0.00818057281630846	0.0227290956402613	0.00484750433900439	0.0132534712272562	0.0109746654872345	0.0517051270359558	0.0236564542894015	0.00247450317272676	0.00617954195876841	0.0194918626671359	0.00911872415561387	0.00171362529396341	0.00646040247947176	0.00521700942257407	0.0115763608346402	0.00170748957366014	0.0340424223971675	0.0150310533221143	0.0104831700528951	0.0128447376262195	0.0102629494203511	0.00411044670542371	0.0188477012425883	0.0234972015482986	0.0127802511611153	0.00878597066497898	0	0.014706153755633	0.0309388495621608	0.0376599170982333	0.0470572671870865	0.0264245477329651	0.0346811496256459	0.0242928958206555	0.0400011499271029	0.0342100222442521
OM2_C_6H_2	0.00403422673321615	0.011283990346153	0.0184454940100151	0.00825888857176622	0.0112524018549225	0.024453307011343	0.0160612140766959	0.0657994369722381	0.0382232333886765	0.0129039113407653	0.0206551307106156	0.0341829712319168	0.0237894740247865	0.0151908569453081	0.0202864584142358	0.0111754813400592	0.00606712050229707	0.0162475347390968	0.0483774557517649	0.00242740998323696	0.00790062157608596	0.00301079797382538	0.0218488479203372	0.0182498089323419	0.00424208688384664	0.0090187693118048	0.00310878943399594	0.00634601833207173	0.014706153755633	0	0.0162482656673756	0.0232983279402652	0.0324625693320071	0.040800372190251	0.049373800597423	0.0380446468894256	0.0545963830635797	0.0485287921690962
OM2_C_6H_3	0.0197843845377928	0.0261159765301259	0.0336064824878228	0.00846334279992651	0.0271550287702263	0.0398316043706214	0.0298738373477506	0.0817630379701538	0.054442948373095	0.0290333704431392	0.036891067008972	0.0504149975331306	0.0399840759515058	0.0314245962713064	0.0364509043011869	0.0270000486145584	0.0205865853431287	0.0324917649659732	0.0645024371034541	0.0164378653105379	0.0228597446408878	0.0185389102400307	0.0374979138850238	0.0344722769329512	0.0121094739550409	0.00831945184131659	0.0183995179518066	0.0224791654201295	0.0309388495621608	0.0162482656673756	0	0.00953509071815265	0.0163353635783474	0.0567387448671026	0.0655894089867239	0.053616347329043	0.0708064672116571	0.0646467455465603
OM2_H_2A_1	0.0272429562634439	0.0309850552629993	0.0415868986948107	0.0169608720425181	0.034546855039963	0.0444017509909105	0.0383973167413671	0.086690059769902	0.0604552501212403	0.0361027020513801	0.0431959417723053	0.0568257730229148	0.0467595715365689	0.0378058625035653	0.0424180425891866	0.0344677575304158	0.0286046036389045	0.0390443998127403	0.0699890812349066	0.0226344921633653	0.0281761915106298	0.0248200791413087	0.0424911056259739	0.0407178823382114	0.0197342135697403	0.0142814839819401	0.0260104535622946	0.0288838649990481	0.0376599170982333	0.0232983279402652	0.00953509071815265	0	0.0146060569986245	0.0639909812573954	0.0719716580371238	0.0613205609047182	0.0767247357710715	0.0701078509726588
OM2_H_2A_2	0.0357696580353864	0.0423954805113589	0.0488871973475557	0.0243415922026374	0.0430208625002032	0.0561081936959148	0.0445711019971281	0.0980365776978382	0.0706355448620526	0.0450352446162397	0.0530884960300923	0.0665074794730895	0.0560015502217694	0.0476376752475856	0.0527194799964338	0.0428237785501336	0.0361834225161992	0.0486506775357654	0.0807640383341866	0.0327671369021732	0.0391734739042235	0.0348551706411247	0.0538102225047045	0.0506976262875425	0.0282491310320443	0.0245406913788925	0.0343430301149608	0.0387538547500576	0.0470572671870865	0.0324625693320071	0.0163353635783474	0.0146060569986245	0	0.0723546260010453	0.0816248784681345	0.0688825416424354	0.0869714709711823	0.0809111932809758
OM2_H_2B_2	0.0370141794590629	0.0347226752378706	0.0236080223106308	0.0483121759774048	0.0296258260278099	0.0258868303899009	0.0284521024912731	0.0330477073396837	0.0111102382143245	0.0279220092319415	0.0215563669633697	0.00990480455995347	0.0174673657287448	0.0265324589421393	0.0229261118346289	0.0297641784455731	0.0362507566401848	0.0251793862299895	0.0173902252407335	0.0414008721827709	0.0366051032183347	0.0392290609205008	0.0255628766462448	0.023947621112348	0.044711432081859	0.049761817171017	0.0383692286736322	0.0351949873520906	0.0264245477329651	0.040800372190251	0.0567387448671026	0.0639909812573954	0.0723546260010453	0	0.0119201321613655	0.00535762210090131	0.0186646468104391	0.0176469624324873
OM2_H_2B_3	0.0459155733509973	0.0413550094084785	0.033877725698603	0.0573420095013061	0.0386980193948012	0.0295748927622751	0.0390560463553261	0.0211946134189024	0.0118227656753356	0.0366482011907377	0.0288439341162786	0.0152112381530264	0.0256746802047227	0.034290614686844	0.0296068693319911	0.0389184583623819	0.0456320964543556	0.0331496841209877	0.00833317708685085	0.0495225202042716	0.0438792553795804	0.0473387055011601	0.0304444409022254	0.0313140420613829	0.0535074272558682	0.0580384300837241	0.0473395703306597	0.0432858983676422	0.0346811496256459	0.049373800597423	0.0655894089867239	0.0719716580371238	0.0816248784681345	0.0119201321613655	0	0.0172551984925761	0.00675006937469464	0.00853688908636069
OM2_H_2C_1	0.0341179099208386	0.0332968755559408	0.02005756065219	0.0451613635588154	0.0268001597318892	0.026474739071066	0.0244827592886145	0.0384003388925977	0.0148231113304231	0.0254004173736982	0.0203792205327259	0.0119284890090663	0.0160187398382195	0.0247315973539496	0.0220374252290916	0.0268757189717209	0.0330456062707752	0.0233057644513187	0.0225233923805883	0.0389166972976465	0.0347440132744424	0.0367949286164075	0.0255451356398177	0.0225493729487846	0.0417533097824764	0.0470569264199113	0.0354009930387592	0.0328666462872099	0.0242928958206555	0.0380446468894256	0.053616347329043	0.0613205609047182	0.0688825416424354	0.00535762210090131	0.0172551984925761	0	0.0240034521075759	0.022779509529255
OM2_H_2F_2	0.0513218364033828	0.0458409003654448	0.0399778865711225	0.0626995789009323	0.0442705666338183	0.0331625002718599	0.0452353568490957	0.0144781663858229	0.0163919372881877	0.0421153149589512	0.0339581846858974	0.0206482142867113	0.0312360877620637	0.0394213434298784	0.0344580228843248	0.0445210007438461	0.0512484215991886	0.038393541336327	0.00767148554991568	0.0545402889124533	0.0486009027974574	0.0523789483979286	0.0345163704980362	0.0363739338199881	0.0587891004583558	0.063038897641024	0.0527600071864471	0.0483764206402149	0.0400011499271029	0.0545963830635797	0.0708064672116571	0.0767247357710715	0.0869714709711823	0.0186646468104391	0.00675006937469464	0.0240034521075759	0	0.00768600638553513
