	OM2_B_B	OM2_B_C	OM2_C_4A	OM2_C_4B	OM2_C_4C	OM2_C_4E	OM2_C_4F	OM2_C_4G	OM2_C_4H	OM2_C_5A	OM2_C_5F	OM2_C_5G	OM2_C_6E	OM2_C_6F	OM2_C_6G	OM2_C_6H	OM2_H_2A	OM2_H_2B	OM2_H_2C	OM2_H_2F
OM2_B_B	0	0.00110762726022358	0.00789339570399733	0.00372440209532593	0.0194597636018525	0.0235099260623963	0.00405486302479341	0.00799036346502851	0.00602869308553797	0.00197074131501618	0.00554481345453571	0.00969093342768078	0.00943745378885048	0.00907908667957147	0.0176277576945601	0.00708251408347048	0.019779904803676	0.0172559032871874	0.015324055970835	0.0114411151973227
OM2_B_C	0.00110762726022358	0	0.00822240213074475	0.00481366813692349	0.0197871347856426	0.0237146776712756	0.00383793098498295	0.00909443873925387	0.00694281196295315	0.00211749244210613	0.00572640217645566	0.0100842874171525	0.00944711855266895	0.010119739732854	0.0177638875615784	0.00807166755449905	0.0205266063983119	0.0175455710467367	0.0158302815070709	0.0114732806782442
OM2_C_4A	0.00789339570399733	0.00822240213074475	0	0.00863404592584004	0.011576642302881	0.0156490967483555	0.0119352002337336	0.0092967636582997	0.00499735736447748	0.00610654722848812	0.0132896581968775	0.00191323165049332	0.00289882498594588	0.00795083813029302	0.00988020315674284	0.00611621874259464	0.0133116927603525	0.00936312900662434	0.00777257800732294	0.00429053132515397
OM2_C_4B	0.00372440209532593	0.00481366813692349	0.00863404592584004	0	0.0195719683132544	0.0239664809465737	0.0058397334268484	0.0045528974719577	0.00456478793524849	0.00477607033141772	0.00578159820769436	0.0100194166290927	0.0109925612326619	0.0062954155579194	0.0184315505647121	0.00489544500695233	0.0182467786258793	0.0175572779305791	0.014902533785266	0.0128036660472983
OM2_C_4C	0.0194597636018525	0.0197871347856426	0.011576642302881	0.0195719683132544	0	0.00468609563212458	0.023507683766187	0.0182625825901898	0.0150971869379542	0.0176762985464721	0.0247553145918188	0.00978300093671003	0.0109293970447582	0.0157897043129239	0.00381472625319004	0.0153696962052875	0.00869259336420444	0.00231841518014286	0.00506841706646824	0.00912137892354946
OM2_C_4E	0.0235099260623963	0.0237146776712756	0.0156490967483555	0.0239664809465737	0.00468609563212458	0	0.0275133501114329	0.0228984950734251	0.0195755166295879	0.0216399732518327	0.0289347521617251	0.0139980233239642	0.0144252180147467	0.0204545216900877	0.00605693086670254	0.0199443848211642	0.0124225104974831	0.00641641541728971	0.00975155895505546	0.0124335939639444
OM2_C_4F	0.00405486302479341	0.00383793098498295	0.0119352002337336	0.0058397334268484	0.023507683766187	0.0275133501114329	0	0.0103254599414684	0.00966865152695604	0.0058754195301732	0.00240250870303959	0.0137447903405558	0.0132846481663585	0.0121026647350724	0.0215861956492738	0.0104471970988032	0.0235850241802418	0.0212938156362146	0.0193592125510494	0.015310264630249
OM2_C_4G	0.00799036346502851	0.00909443873925387	0.0092967636582997	0.0045528974719577	0.0182625825901898	0.0228984950734251	0.0103254599414684	0	0.00433842048555604	0.00834185481199897	0.00980862298418368	0.00990592521084263	0.0121495149115068	0.00265028343938696	0.0180253829524246	0.0032343588575296	0.0150778475758338	0.0165877781490861	0.01324048972132	0.0135174547941063
OM2_C_4H	0.00602869308553797	0.00694281196295315	0.00499735736447748	0.00456478793524849	0.0150971869379542	0.0195755166295879	0.00966865152695604	0.00433842048555604	0	0.00535831752421474	0.010193680383553	0.00587552126162219	0.00781964378781278	0.00368503963190683	0.0142628856271284	0.00143579243710438	0.0139256666484505	0.013162298890399	0.0103492709826965	0.00926744582289378
OM2_C_5A	0.00197074131501618	0.00211749244210613	0.00610654722848812	0.00477607033141772	0.0176762985464721	0.0216399732518327	0.0058754195301732	0.00834185481199897	0.00535831752421474	0	0.00751116556152381	0.00796716340421563	0.00747780805960397	0.0088491159133855	0.0157187784211589	0.0066557920232603	0.0185601440811472	0.0154415446565873	0.013726694450835	0.00948898238067299
