	OM2_B_B	OM2_B_C	OM2_C_4A	OM2_C_4B	OM2_C_4C	OM2_C_4E	OM2_C_4F	OM2_C_4G	OM2_C_4H	OM2_C_5A	OM2_C_5F	OM2_C_5G	OM2_C_6E	OM2_C_6F	OM2_C_6G	OM2_C_6H	OM2_H_2A	OM2_H_2B	OM2_H_2C	OM2_H_2F
OM2_B_B	0	0.0183011944724988	0.00426302849144434	0.0294189436061592	0.0406580079539725	0.0120146501985526	0.0188497069283198	0.00429842064672798	0.0199699497733157	0.00126682094031161	0.0221008337098114	0.0482076727744242	0.011669798557132	0.0303090134540326	0.00788930479800515	0.00805955597826147	0.0296716679709293	NA	0.0317741742339408	0.0403354934231666
OM2_B_C	0.0183011944724988	0	0.0225635766839301	0.0111199114271325	0.0223627941276978	0.0062870476252001	0.000548581136872155	0.0140031764616926	0.00166897655391776	0.0195678491200927	0.00380019622514337	0.0299159352580268	0.00663191172378087	0.0120102241041519	0.0104124381867541	0.010242189634778	0.0113727036943663	NA	0.0134758069980013	0.0220401473434857
OM2_C_4A	0.00426302849144434	0.0225635766839301	0	0.0336804301607651	0.0449182098633374	0.016277371588187	0.0231120537852451	0.00856139110456724	0.0242322215634511	0.00299621355562539	0.0263629521264423	0.0524668002637721	0.0159325350262164	0.0345704121020761	0.0121521824010593	0.0123224281802759	0.0339331298084956	NA	0.0360354229772247	0.0445957374612993
OM2_C_4B	0.0294189436061592	0.0111199114271325	0.0336804301607651	0	0.0112438763236897	0.0174065218222208	0.0105713533953745	0.0251216777602731	0.00945099768881561	0.0306853477048554	0.00731982588464529	0.0187982404221783	0.0177513527326232	0.000890355091941381	0.0215314523192656	0.0213612254802588	0.000252803673643854	NA	0.0023560214348085	0.0109211872061299
OM2_C_4C	0.0406580079539725	0.0223627941276978	0.0449182098633374	0.0112438763236897	0	0.0286484011257086	0.0218143084570298	0.0363618853222667	0.0206940929850156	0.0419240460279584	0.0185631599860412	0.00755492627421964	0.0289931677054478	0.0103535579176675	0.0327724984514288	0.0326023087471939	0.0109910837099902	NA	0.00888793818479214	0.000322703099929327
OM2_C_4E	0.0120146501985526	0.0062870476252001	0.016277371588187	0.0174065218222208	0.0286484011257086	0	0.00683562025273299	0.00771637567878171	0.00795599406285481	0.0132813967958524	0.0100871569890489	0.036200554634846	0.000344869305486694	0.0182967755239912	0.00412548852621702	0.00395523438831354	0.0176592977038426	NA	0.0197622536378776	0.0283257909385854
OM2_C_4F	0.0188497069283198	0.000548581136872155	0.0231120537852451	0.0105713533953745	0.0218143084570298	0.00683562025273299	0	0.0145517171108538	0.00112039578617939	0.0201163518408266	0.00325161752441548	0.0293675255782116	0.0071804834302565	0.0114616700143387	0.0109609966838259	0.0107907488495959	0.0108241467504791	NA	0.0129272600692523	0.0214916589150056
OM2_C_4G	0.00429842064672798	0.0140031764616926	0.00856139110456724	0.0251216777602731	0.0363618853222667	0.00771637567878171	0.0145517171108538	0	0.015672020423287	0.00556523039543966	0.0178030300600377	0.0439125316707355	0.00737151352417613	0.0260118241795503	0.003590928901123	0.00376118321025833	0.0253744236212809	NA	0.0274771162551556	0.0360393326691799
OM2_C_4H	0.0199699497733157	0.00166897655391776	0.0242322215634511	0.00945099768881561	0.0206940929850156	0.00795599406285481	0.00112039578617939	0.015672020423287	0	0.0212365739530342	0.00213122452655405	0.0282474602416673	0.00830085512738948	0.0103413217601659	0.0120813388610116	0.0119110926071335	0.00970379309580295	NA	0.0118069254554056	0.0203714380271003
OM2_C_5A	0.00126682094031161	0.0195678491200927	0.00299621355562539	0.0306853477048554	0.0419240460279584	0.0132813967958524	0.0201163518408266	0.00556523039543966	0.0212365739530342	0	0.0233674153060874	0.0494734020942001	0.0129365491502291	0.0315753926776179	0.00915609200977183	0.00932634182472797	0.0309380650788725	NA	0.0330405109640891	0.0416015435659463
