	OM1_B_B	OM1_B_C	OM1_C_1A	OM1_C_1B	OM1_C_1D	OM1_C_1E	OM1_C_1F	OM1_C_2A	OM1_C_2C	OM1_C_2F	OM1_C_2G	OM1_C_2H	OM1_C_3D	OM1_C_3E	OM1_C_3F	OM1_H_1B	OM1_H_1C	OM1_H_1D	OM1_H_1G
OM1_B_B	0	0.0293064057557298	0.061763049070917	0.0760005179638963	0.0061085479636522	0.0729003234556083	0.0308118284714867	0.027086749251812	NA	0.010333119826099	0.00916724598496615	0.0211012210140722	0.0103742475758923	0.0274088809896081	0.00660280408406846	0.0309016346322114	0.0431257003667208	0.026525676263371	0.0536853574926059
OM1_B_C	0.0293064057557298	0	0.0369451672076938	0.0500290695417848	0.0283721959872717	0.0473767371285761	0.05998871034598	0.056007460663254	NA	0.0217402811923638	0.0229898289702063	0.0161698441525732	0.0389501230945526	0.0554455591071773	0.0358871150136815	0.0599879217681878	0.0722507281803117	0.055756372112129	0.0825756644048599
OM1_C_1A	0.061763049070917	0.0369451672076938	0	0.0144826542350406	0.0581509038165206	0.0112033892544215	0.0915945508851808	0.0884504105609943	NA	0.0516984244230981	0.0530064933882394	0.0410489189827536	0.0690120006277379	0.0891009565162066	0.0680270602996716	0.0919218650549336	0.103717562394765	0.0872485444629932	0.114579766624298
OM1_C_1B	0.0760005179638963	0.0500290695417848	0.0144826542350406	0	0.0725370898228972	0.00349930903351699	0.105961648617305	0.102763103214776	NA	0.0660296168166466	0.0673467647294193	0.0554470791028492	0.0834215323047237	0.103293398759354	0.0823212929395588	0.106271103294923	0.118088842696275	0.101619764311976	0.12891847778823
OM1_C_1D	0.0061085479636522	0.0283721959872717	0.0581509038165206	0.0725370898228972	0	0.0693333308115873	0.0335448451748083	0.0304226010374184	NA	0.00685690547678116	0.00551518693100279	0.0171217438390355	0.0110606279056097	0.0316011889813077	0.0103910776739591	0.0338527091725636	0.0457753658773594	0.0291836404179334	0.056622895091219
OM1_C_1E	0.0729003234556083	0.0473767371285761	0.0112033892544215	0.00349930903351699	0.0693333308115873	0	0.102751183794954	0.0996024325653905	NA	0.0628713373511385	0.0641816935230253	0.0522401103629691	0.080186437051937	0.100212482094467	0.0791836948360695	0.103077503595785	0.114859451633775	0.098409292413197	0.125711416496911
OM1_C_1F	0.0308118284714867	0.05998871034598	0.0915945508851808	0.105961648617305	0.0335448451748083	0.102751183794954	0	0.00487515056266094	NA	0.0401817750489186	0.0388409453763067	0.0506471183307125	0.022677607515207	0.00936464312581795	0.0242162225842817	0.00131690126363873	0.0123249819222034	0.00436314308504427	0.0230984545348312
OM1_C_2A	0.027086749251812	0.056007460663254	0.0884504105609943	0.102763103214776	0.0304226010374184	0.0996024325653905	0.00487515056266094	0	NA	0.0368465063274029	0.0355270315504945	0.0474947292104127	0.0199817810532365	0.00524639570728829	0.0205757205306003	0.0042707747251286	0.0164047352190424	0.00371605271076855	0.026644203620092
OM1_C_2C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM1_C_2F	0.010333119826099	0.0217402811923638	0.0516984244230981	0.0660296168166466	0.00685690547678116	0.0628713373511385	0.0401817750489186	0.0368465063274029	NA	0	0.0013518035869706	0.0107963117993019	0.0178844746648904	0.0375890690587407	0.0163628320654902	0.0404258381966036	0.0524559107028905	0.0358273009368968	0.0632324420958889
OM1_C_2G	0.00916724598496615	0.0229898289702063	0.0530064933882394	0.0673467647294193	0.00551518693100279	0.0641816935230253	0.0388409453763067	0.0355270315504945	NA	0.0013518035869706	0	0.0120550291473599	0.0165336254160566	0.036324058720719	0.0150722792893776	0.0390911196358451	0.0511123630988321	0.0344853456856158	0.061896386906421
