	OM1_B_B_1	OM1_B_B_2	OM1_B_C_1	OM1_B_C_2	OM1_B_C_3	OM1_C_1A_1	OM1_C_1A_2	OM1_C_1A_3	OM1_C_1B_1	OM1_C_1B_2	OM1_C_1B_3	OM1_C_1D_2	OM1_C_1E_1	OM1_C_1E_2	OM1_C_1E_3	OM1_C_1F_1	OM1_C_1F_2	OM1_C_1F_3	OM1_C_2A_1	OM1_C_2A_2	OM1_C_2A_3	OM1_C_2F_1	OM1_C_2F_2	OM1_C_2G_1	OM1_C_2G_2	OM1_C_2G_3	OM1_C_2H_2	OM1_C_3D_2	OM1_C_3D_3	OM1_C_3E_1	OM1_C_3E_2	OM1_C_3E_3	OM1_C_3F_2	OM1_C_3F_3	OM1_H_1B_1	OM1_H_1B_2	OM1_H_1B_3	OM1_H_1C_1	OM1_H_1C_2	OM1_H_1C_3	OM1_H_1D_1	OM1_H_1D_3	OM1_H_1G_1	OM1_H_1G_2	OM1_H_1G_3
OM1_C_3E_1	0.0285198009058018	0.014369789190385	0.0277393379541242	0.0272107254226574	0.0129340050567756	0.0105250229722182	0.0286594635640507	0.044453066178507	0.0229948273813566	0.0102678359325265	0.0424808534467063	0.00431244342793614	0.0127976255566953	0.00527118363576518	0.0504665299134293	0.0197057715791672	0.0264853140911495	0.0333533555194496	0.00694310649217249	0.00753286105212606	0.0266990626201972	0.00703259146793297	0.0148813317468879	0.00266483350943601	0.0181766726813603	0.0117269810938022	0.015072494689274	0.00414539952650837	0.00883435149882491	0	0.026576403071909	0.0439783109949586	0.0110704149110886	0.0130534986023702	0.0191107599685479	0.0136251636062392	0.0444481047637685	0.00250901927761807	0.0247223658240924	0.0446827622207159	0.00816566726055484	0.0201183124175054	0.0141750237023942	0.0149025375978775	0.0458178135667945
OM1_C_3E_2	0.0113083055286496	0.0123514789513931	0.00955624414070603	0.00614037165913358	0.0302899604942495	0.0369365979783219	0.0499373186343171	0.0661297344292333	0.0460731258795952	0.0182271324450557	0.0666201787849326	0.0278647222995776	0.0344934433455182	0.0222441003080349	0.0739918865720154	0.039365971459349	0.0489657776842017	0.0568786959892407	0.0257011875609129	0.0272961370432792	0.0500254371787289	0.0238184640480866	0.0117705257459645	0.0248569409936304	0.0400322674497212	0.0322309788440999	0.0166064961222862	0.0284318269806495	0.0304355557366144	0.026576403071909	0	0.0653147533341995	0.0188542239918901	0.0285324803311666	0.00756716110643533	0.0357648190593656	0.0672846776383006	0.0271924356988305	0.0445847555353909	0.0682485334271654	0.018607834073067	0.0438109868561085	0.0144737470795811	0.0380515992039789	0.0680163803960962
OM1_C_3E_3	0.0710473493171203	0.0553724524508211	0.0696341847296889	0.0684114834646534	0.0357631380470647	0.0366740522050152	0.0171854026183343	0.00154868278177897	0.0222231883684651	0.0477922506672064	0.0116135265601514	0.0406387911863576	0.0319062621567652	0.0469619515001981	0.0127139545627333	0.026092830127999	0.0183047546165906	0.0126684394308549	0.0413256491382988	0.039220727421917	0.0176263262209341	0.0440654216180104	0.0548216388146226	0.0439342704236431	0.0265181936305862	0.0340284605126195	0.0568016524836395	0.0432594089987595	0.0377154594733652	0.0439783109949586	0.0653147533341995	0	0.0467785882799387	0.0373176939393427	0.0583563089712038	0.0308020782722105	0.00571700170804895	0.0423952786000075	0.0207713644229369	0.00961514558573723	0.0507239552476609	0.0247846797409709	0.0510982733419472	0.0291190597247507	0.00627297747808467
OM1_C_3F_2	0.0247881154618417	0.00917120673442135	0.0233455037793219	0.0217092293207937	0.0120636287080002	0.0200856888074614	0.0313914761221571	0.047531423771504	0.027470752155435	0.00168897033640856	0.0478432370121214	0.0104300664839443	0.0156726207547271	0.00803533199541163	0.055255065405509	0.0207706189203048	0.0302797147773193	0.0380960135375104	0.00762795632108349	0.00862502022813567	0.031194218292582	0.00727084769716864	0.00818537839382386	0.0085172088718985	0.0212647180470942	0.0134527754376806	0.0140208228397985	0.0131773219305204	0.0125391920729904	0.0110704149110886	0.0188542239918901	0.0467785882799387	0	0.0104989054476829	0.0116229903387273	0.0169350716626161	0.0485220869526154	0.0107340181719868	0.0260707549587737	0.0494813542067907	0.00791213700779381	0.0252055743603144	0.00466572568246025	0.0192682232407422	0.0493729206900442
OM1_C_3F_3	0.0348453573630985	0.0192706985398564	0.0326844710783848	0.0315429605996506	0.00203716421494128	0.0162607033876912	0.0234431614568299	0.0381743769756866	0.0181185418431359	0.0116420918436366	0.0386929598445469	0.009103824272316	0.00796153498020807	0.0124282336036215	0.045744059751493	0.011383841517411	0.0206933427405941	0.0288542344416549	0.00921812788028737	0.00657021719453828	0.022358918638086	0.011962358158647	0.0183171012884225	0.0110592037705957	0.0138118570405388	0.00781868386581634	0.0208882119045507	0.0130229271061913	0.0111664313267869	0.0130534986023702	0.0285324803311666	0.0373176939393427	0.0104989054476829	0	0.0215351748453085	0.00963921139131319	0.0393061250650048	0.0109908546518516	0.0167074810381208	0.0400817917499771	0.0159881209005699	0.0164035933439988	0.0142032349251603	0.0116106763829059	0.0405262820043727
OM1_H_1B_1	0.0142301380496771	0.00530081826417019	0.0124651926443563	0.0102706895876048	0.0231800151546134	0.0294223696165792	0.0429272157468814	0.059125794195535	0.0387159463168681	0.0108140438166673	0.0592445190567837	0.0203019471008092	0.0271316616845766	0.0147772414785842	0.0667158052475701	0.0323250156818205	0.041701804245067	0.049543710119863	0.0183286493579221	0.0198658476077015	0.042688105606809	0.0165609515582726	0.00427662961767177	0.0173107771864697	0.0328004886501522	0.0249563253242551	0.0111799878777147	0.0210092972105975	0.0231372018462145	0.0191107599685479	0.00756716110643533	0.0583563089712038	0.0116229903387273	0.0215351748453085	0	0.028406076930259	0.060106808575762	0.0196511149444401	0.0376288610958573	0.0609518122461132	0.0113340989126591	0.0363782804069011	0.00735419730543348	0.0306321189724781	0.0609680169414699
OM1_H_1B_2	0.0404017607590744	0.0248424413786104	0.0392612910180314	0.0381232541596028	0.00809466664209951	0.0111352212248385	0.0155974247783865	0.0313819000518998	0.0115735807103268	0.0176010592216546	0.0310465125466914	0.0102199924182227	0.00183429250371337	0.0164681415993061	0.0386196075162091	0.00662599810621204	0.0141273252293705	0.0213968848481437	0.0107665756727343	0.00860680003330134	0.0143640854857201	0.0136341750270639	0.0245262755821885	0.0132434512949371	0.00502998665089305	0.0039336068094336	0.0267512975530014	0.0138431949644031	0.00788666790916243	0.0136251636062392	0.0357648190593656	0.0308020782722105	0.0169350716626161	0.00963921139131319	0.028406076930259	0	0.0319141954058048	0.0120899373240471	0.0111911592156791	0.032792859737032	0.0199394036094744	0.00926226558207878	0.0214515001254133	0.00265100530441164	0.0330127925614483
OM1_H_1B_3	0.0722281854729759	0.056732488779286	0.0710045193271808	0.0699573662957903	0.0375977269180325	0.0362174047099941	0.0185776744929281	0.00442624806789645	0.0227814480737187	0.0493760083636864	0.00691398229571216	0.0414343376893325	0.0331380246912298	0.0478670586022951	0.00873702365797764	0.0281160949232805	0.0192224694482521	0.0117430912842645	0.0425211942409715	0.040503317097979	0.0178167010751434	0.0451621162510751	0.0563632643237904	0.0447445901137159	0.0276603522815611	0.0353789566311241	0.0577949776926932	0.0436090397729916	0.0385846687083695	0.0444481047637685	0.0672846776383006	0.00571700170804895	0.0485220869526154	0.0393061250650048	0.060106808575762	0.0319141954058048	0	0.0430171089033096	0.023114846148739	0.00515353902947403	0.0516734163454795	0.0251347830637403	0.0529441113450167	0.0299342653641406	0.00485623953679285
OM1_H_1C_1	0.0298796406270089	0.0152921832865583	0.0286449241361987	0.0281578129423849	0.0107388320916596	0.00982414651321296	0.0274537006844644	0.0429261754864718	0.0211648779066638	0.0102270167800069	0.041075613177261	0.00210925403301205	0.0110407656800935	0.00526069638783564	0.0489602724788759	0.0178605772775172	0.0246927491535558	0.0318148129271593	0.00666148306866111	0.00618797945965473	0.0252149097042531	0.00773790629914068	0.0155017472652698	0.00263966333752459	0.0168840507905591	0.0104196424227227	0.0154699700776424	0.00315395512971503	0.00863984438922674	0.00250901927761807	0.0271924356988305	0.0423952786000075	0.0107340181719868	0.0109908546518516	0.0196511149444401	0.0120899373240471	0.0430171089033096	0	0.0229681389188211	0.0431900239015064	0.00939086171996177	0.0183765364663367	0.0140650361221986	0.0133427515968553	0.0445059964849611
OM1_H_1C_2	0.0505800111466804	0.0348330245294188	0.0490562923171438	0.0477357042828659	0.0152785795552479	0.0203453655008805	0.00852769380545998	0.0216166559455376	0.00875714561733354	0.0271478493799718	0.0238527516740129	0.0209918577885219	0.0119631440808523	0.0269872714559602	0.0302874550726028	0.00543165934424739	0.00760685880776662	0.0143218145143801	0.0211817116272772	0.0189161825400806	0.00877485517492828	0.0240794360379523	0.0341718698923341	0.0241166439972496	0.0079563653289112	0.0139205636756553	0.0367608907974446	0.0244240585536164	0.0184239829470313	0.0247223658240924	0.0445847555353909	0.0207713644229369	0.0260707549587737	0.0167074810381208	0.0376288610958573	0.0111911592156791	0.023114846148739	0.0229681389188211	0	0.0247175783276393	0.0305857597715748	0.00971387875437616	0.0303519290621565	0.0104108932554243	0.0239962232545745
OM1_H_1C_3	0.0728293435024526	0.0574736029340175	0.0713763852917592	0.0706181502729463	0.0382549363526458	0.0357932219092681	0.0212032934600451	0.00878234669656649	0.0225879921673042	0.0502450368730961	0.00329302355878911	0.0417188008744155	0.0338955322823807	0.0480875630511911	0.00585336786211154	0.0293242223696669	0.0194303124698424	0.0114571354985928	0.043481223562358	0.0413048452101573	0.0184600070121175	0.0461714889596495	0.0571499543893126	0.0451364457852366	0.0290112333173131	0.0364936568873936	0.0577165080501012	0.0434129996673028	0.039667646579125	0.0446827622207159	0.0682485334271654	0.00961514558573723	0.0494813542067907	0.0400817917499771	0.0609518122461132	0.032792859737032	0.00515353902947403	0.0431900239015064	0.0247175783276393	0	0.0521867854427752	0.0249973984341856	0.053814958853304	0.0305697576295764	0.0098724268616472
OM1_H_1D_1	0.0206910188981546	0.0063038771821191	0.0200317254671316	0.0191558487946466	0.016872080666636	0.0186671121549431	0.035007651002226	0.0513033607710907	0.0301597445214475	0.00625761248481048	0.0501412684717069	0.0106412482781673	0.0188881317898155	0.00524713318943588	0.0579927567641656	0.0252888122313829	0.0334740255511666	0.0407690985265455	0.00988188939049532	0.0116799647559965	0.0339368164908097	0.00793080947946975	0.00718733119805859	0.00710176044101388	0.0245004035493511	0.0169632483436357	0.00966521080379979	0.010703644689943	0.014045263043376	0.00816566726055484	0.018607834073067	0.0507239552476609	0.00791213700779381	0.0159881209005699	0.0113340989126591	0.0199394036094744	0.0516734163454795	0.00939086171996177	0.0305857597715748	0.0521867854427752	0	0.0274553901967689	0.0084790370412414	0.0217881267699703	0.0527806891084861
OM1_H_1D_3	0.048057579781023	0.0327903031195566	0.0464423892363737	0.0458158155380054	0.0144026053082443	0.0126488941542604	0.0135561622834202	0.0252780202405258	0.00304235365717428	0.0257840308546394	0.0230998132817441	0.016854091783663	0.0098791972353486	0.0231428047712588	0.0307336812292336	0.00885974877681048	0.00674069373698571	0.0136353338633401	0.019411977039955	0.0169438103358141	0.00778905973185113	0.022229750594359	0.0325054980843607	0.0203737651716628	0.00855627012324207	0.0131628512374204	0.0327924323385898	0.0187208724649878	0.0164725560420601	0.0201183124175054	0.0438109868561085	0.0247846797409709	0.0252055743603144	0.0164035933439988	0.0363782804069011	0.00926226558207878	0.0251347830637403	0.0183765364663367	0.00971387875437616	0.0249973984341856	0.0274553901967689	0	0.029412134535142	0.00676010514660107	0.0272958436766192
OM1_H_1G_1	0.0211560608130132	0.00654305413926063	0.0192013570894009	0.0175277683501363	0.0158912360298281	0.0237981123972681	0.0359547166180037	0.051893934092028	0.0316308892413666	0.00440424595933033	0.052201818088087	0.0141734034926205	0.0200983229634833	0.00992793314886468	0.0595591421909133	0.0250418595019793	0.034507912773372	0.0424387247606338	0.0121033328616499	0.0131080932426965	0.0356268749733354	0.0112001331912348	0.00483274962745667	0.0118237986376785	0.0258584111529607	0.0180673021381699	0.0116915703824153	0.0159283903676599	0.0170624255118323	0.0141750237023942	0.0144737470795811	0.0510982733419472	0.00466572568246025	0.0142032349251603	0.00735419730543348	0.0214515001254133	0.0529441113450167	0.0140650361221986	0.0303519290621565	0.053814958853304	0.0084790370412414	0.029412134535142	0	0.0237167864933657	0.053860806543125
OM1_H_1G_2	0.0423947811219789	0.0269521728009105	0.0411915501205452	0.0402197524285198	0.0098384593581591	0.0103141101460003	0.0144854403845394	0.0296455459003737	0.00925896574794358	0.0198548188170027	0.0287229329976591	0.0116179160985991	0.00378923865021094	0.0180463629976432	0.0363985106305348	0.00665784724346523	0.0120403319528152	0.0191375718041613	0.0130052397857263	0.0108050128842504	0.0121940627341874	0.0158047865146368	0.026700179490295	0.0148669380576716	0.00458569506039715	0.00653878283392109	0.0282670932074924	0.0146066066994402	0.00986741814123212	0.0149025375978775	0.0380515992039789	0.0291190597247507	0.0192682232407422	0.0116106763829059	0.0306321189724781	0.00265100530441164	0.0299342653641406	0.0133427515968553	0.0104108932554243	0.0305697576295764	0.0217881267699703	0.00676010514660107	0.0237167864933657	0	0.0312759857394885
OM1_H_1G_3	0.0731393215339911	0.0576462505086419	0.0722031634379106	0.0709011970580012	0.0389405017965497	0.0381526043884227	0.0183484812122378	0.00486313609849571	0.0251329262416958	0.050278305198579	0.0113297267193011	0.0428746911865716	0.034356161899398	0.049307312433193	0.0122059403133441	0.0291634164080678	0.0214655251061068	0.0147618623267685	0.043333825914794	0.0415355443197876	0.0196099512172516	0.045859707457024	0.0572723362628736	0.0460295660583436	0.0283945202580456	0.0361946716338524	0.059455710478179	0.0453933140818384	0.0392570034508378	0.0458178135667945	0.0680163803960962	0.00627297747808467	0.0493729206900442	0.0405262820043727	0.0609680169414699	0.0330127925614483	0.00485623953679285	0.0445059964849611	0.0239962232545745	0.0098724268616472	0.0527806891084861	0.0272958436766192	0.053860806543125	0.0312759857394885	0
