	OM1_B_B_1	OM1_B_B_2	OM1_B_B_3	OM1_B_C_2	OM1_B_C_3	OM1_C_1B_1	OM1_C_1B_2	OM1_C_1B_3	OM1_C_1D_2	OM1_C_1D_3	OM1_C_1E_1	OM1_C_1E_2	OM1_C_1E_3	OM1_C_1F_1	OM1_C_1F_2	OM1_C_1F_3	OM1_C_2A_1	OM1_C_2A_2	OM1_C_2A_3	OM1_C_2F_1	OM1_C_2F_2	OM1_C_2F_3	OM1_C_2G_1	OM1_C_2G_2	OM1_C_2G_3	OM1_C_2H_2	OM1_C_2H_3	OM1_C_3D_1	OM1_C_3D_2	OM1_C_3D_3	OM1_C_3E_1	OM1_C_3E_2	OM1_C_3E_3	OM1_C_3F_2	OM1_C_3F_3	OM1_H_1B_1	OM1_H_1B_2	OM1_H_1B_3	OM1_H_1C_1	OM1_H_1C_2	OM1_H_1C_3	OM1_H_1D_1	OM1_H_1D_2	OM1_H_1D_3	OM1_H_1G_1	OM1_H_1G_2	OM1_H_1G_3
OM1_C_2F_2	0.0185419774815283	0.0173756288401486	0.0336895110989995	0.011891429486287	0.0225145378433007	0.0173882166410631	0.0122566489798544	0.0352951490942541	0.00878085478101525	0.0216753250025801	0.0190451404350843	0.0197034163326062	0.0227448262310389	0.0117855587116311	0.0206715642945373	0.0261701837519575	0.0235167472301247	0.0200889098376292	0.0418167921894809	0.00919245781813776	0	0.0220018203567942	0.00549948397067737	0.00693179997622047	0.0227817995151597	0.0206389739791674	0.0228164913181942	0.0121036666954964	0.0180729787192516	0.0169440930342573	0.00957684713534071	0.00948499332719406	0.013498735746636	0.00767771129594688	0.0330040295142529	0.00692423161151788	0.0173927857959252	0.014811466320591	0.0121928242106746	0.0105913971791621	0.0194458849296397	0.0270110555926768	0.0196175478694343	0.0202610890683062	0.00867551895141251	0.0197483942000368	0.00425893380139202
OM1_C_2F_3	0.00443735301597233	0.00809255920704753	0.0127884538937579	0.0116729446374878	0.00217258239199198	0.00463066143781024	0.00977740471343939	0.0164946883609016	0.0204600559573782	0.00928170494573063	0.00500101027834736	0.00232263743710221	0.00455094206044562	0.0114194114432379	0.0180733622639123	0.00686748174679172	0.0020033904550083	0.00296851121801774	0.0235831714848312	0.0140407350953569	0.0220018203567942	0	0.0174564063200594	0.0222300514003076	0.00782940464068061	0.00814383640880789	0.00956992815522049	0.0109940876872992	0.0062402714285766	0.00731455940154572	0.0134089482535231	0.0209545221110612	0.00927148818530394	0.0161024370254795	0.0144403257974212	0.0151659965180206	0.00544092711187139	0.00998387406538452	0.0254900365311933	0.0222780314360408	0.00282396172940041	0.011790383694913	0.0085065484293858	0.00529371346677365	0.025355130675627	0.00723301838049394	0.0210010388110673
OM1_C_2G_1	0.0145963878451447	0.0120087183364043	0.0297530885161998	0.00942882976007186	0.0176609616350567	0.0128479122676405	0.00818743498233359	0.032051603808966	0.0056237453391086	0.0190167517411171	0.0139471926896809	0.0151346543439559	0.0189794331868842	0.0064988701983486	0.0156190056161194	0.0224669818288533	0.018766601315866	0.0159826528686067	0.0388661041854243	0.00737007482309547	0.00549948397067737	0.0174564063200594	0	0.00568131592429743	0.0197043167252163	0.0177626997945872	0.0201318720898252	0.00686256720303358	0.0146202645479092	0.0136823116937819	0.00426864163013116	0.00645474390015584	0.00842618209903147	0.00220279002839923	0.0297661790383253	0.00279040516070643	0.0135257968675361	0.012228911445605	0.0107530671489397	0.00799578988537145	0.0151538849684429	0.0243020801333518	0.0141806344561843	0.0167129874658497	0.00877963147022654	0.0166620730129721	0.00360716636720346
OM1_C_2G_2	0.019878571582201	0.0155478539134912	0.0348390412184047	0.0151091059038326	0.0220669597353578	0.0177664767313533	0.013607906802715	0.0374690774713565	0.00270179497369279	0.0246486257503701	0.0180884166841017	0.0199490897166111	0.0242773204008885	0.0108139414386986	0.0153177600469379	0.0277534491611698	0.0232800339458452	0.0211410527477909	0.0443571709127435	0.0129629461473756	0.00693179997622047	0.0222300514003076	0.00568131592429743	0	0.0252482929278408	0.0233656570636692	0.0257545043797024	0.0112380998187385	0.020109726908609	0.0192401120672069	0.00889951142046701	0.0030429109691101	0.0129595210764068	0.00620930514113962	0.0351968955424673	0.00846315750272629	0.01887139667115	0.0179012813175129	0.00545430782100644	0.00374249132925059	0.020204234934123	0.0299021773299037	0.0172534580829424	0.0221381388723201	0.00318535304459115	0.0222294416119493	0.00290089114028718
OM1_C_2G_3	0.00607593326843307	0.0145193508447429	0.011764860371034	0.0108934809878807	0.00999078338541197	0.00908936560209433	0.0116662698500233	0.0125171723608378	0.0241824668173827	0.00206122069157188	0.0118581861079997	0.00829726268851317	0.00338211216066704	0.0153715627655029	0.0249916430434218	0.00450819885463367	0.00939283842019828	0.00581970892003112	0.0191812371196616	0.0136155722962971	0.0227817995151597	0.00782940464068061	0.0197043167252163	0.0252482929278408	0	0.00223531037319212	0.00180346912961436	0.0149822017752852	0.00517742758002365	0.00602274847853254	0.0166322043277319	0.0248548781446249	0.0134760087619981	0.0191569552684976	0.0102250435851887	0.0169524523661795	0.0067187346134548	0.00799911327988697	0.0295693673818864	0.0263702656893111	0.00696912005469688	0.00480216605581267	0.01571610697266	0.00349050156690763	0.0284187799133658	0.00305923317346707	0.0232480171576779
OM1_C_2H_2	0.00515691923919173	0.0137396496885759	0.0139637155331933	0.00875214461393753	0.0102932454942609	0.00818154024203777	0.00989014672847022	0.0146780336962843	0.0224372557509372	0.00146548527825403	0.0113818494963286	0.00796883436243358	0.00438974540689078	0.0138521499484855	0.0241954991819327	0.00655112098545367	0.00996844428971476	0.00552939584004521	0.0212268944230549	0.0114537790555578	0.0206389739791674	0.00814383640880789	0.0177626997945872	0.0233656570636692	0.00223531037319212	0	0.00243142966062666	0.013485488744794	0.00366173120306485	0.00418027453148875	0.01491924675923	0.0231378054833801	0.0120980456294354	0.0173571795412789	0.0123933184680934	0.0149873225978205	0.00544395340210859	0.00582944408422344	0.0278473163410297	0.0246774766725616	0.00651395132017293	0.00654128406440569	0.0152341439633051	0.00292004474163509	0.0265191966349784	0.00131340240935528	0.0212664442889665
OM1_C_2H_3	0.00734204984633503	0.01591534989193	0.0127149234515631	0.0109806050038011	0.0117391642109301	0.0103943174985296	0.0123164541206074	0.0126706841226771	0.024860073436125	0.00114153331204005	0.0133833440541408	0.00985818580840345	0.00517901136745753	0.0162744889278228	0.0263949806210234	0.00593960899774645	0.0111797946200295	0.00736367752285058	0.0190076869511638	0.0136288099002327	0.0228164913181942	0.00956992815522049	0.0201318720898252	0.0257545043797024	0.00180346912961436	0.00243142966062666	0	0.0159045822265921	0.00605018818318445	0.00660977882891296	0.0173481513188193	0.0255637515512864	0.0144934169140903	0.0197734117396998	0.0104244823806732	0.0173488819945785	0.00778129931485231	0.00804467622858845	0.0302714673920971	0.0271052019359969	0.00846668425363597	0.00420711526405448	0.0172511765394712	0.0048413706340833	0.0288993441718469	0.00370245156284941	0.0236092038981044
OM1_C_3D_1	0.00909150697361673	0.00531638502757866	0.0236656009063604	0.00774103749493348	0.01091757587205	0.00660765682356566	0.00414508230604181	0.0266502850047381	0.00955301447260044	0.0149199885182994	0.00709589458645323	0.00872389278162064	0.0133938174757026	0.00042741610823769	0.0124435651552155	0.016801621931662	0.0120887191796049	0.0101279316661855	0.0336656972159066	0.00780831564944524	0.0121036666954964	0.0109940876872992	0.00686256720303358	0.0112380998187385	0.0149822017752852	0.013485488744794	0.0159045822265921	0	0.00986967717620748	0.00937998389129963	0.00259483039986486	0.0101202412805929	0.0017252937838057	0.00517723712367303	0.0244212848166569	0.00538786479263836	0.00827345727251758	0.0093342568429655	0.0147852732483011	0.0115523325446327	0.00909996976635215	0.0197812227576715	0.00767533578448739	0.0115849853810073	0.0143648212067975	0.0122035688628142	0.0102064926857675
OM1_C_3D_2	0.00199676797740502	0.0102420316077318	0.0156744888410576	0.0064226226053566	0.00812040746305872	0.00470987830245182	0.00650603144200365	0.0174421144444947	0.0190065140247302	0.00512374905296475	0.00817450468619678	0.00515113581801084	0.00475188540382669	0.0102472476103234	0.0206367782016549	0.0081058198283181	0.00824287041722022	0.0032772188858163	0.0242636376456363	0.00912642792610819	0.0180729787192516	0.0062402714285766	0.0146202645479092	0.020109726908609	0.00517742758002365	0.00366173120306485	0.00605018818318445	0.00986967717620748	0	0.00125100547552535	0.0114553338910731	0.0196794310776723	0.00844444773270501	0.0139902302295104	0.0151528078179587	0.0119061887287304	0.00182938325663187	0.00400664402185836	0.0243946748838261	0.0211975822697966	0.00373747357076534	0.00994664831294568	0.0119342021569041	0.0021917861366526	0.0232874327633092	0.00235379959847961	0.0181963687209666
OM1_C_3D_3	0.0029034679151421	0.0104077021114351	0.0168678938519339	0.00520526582389989	0.00908317972740718	0.00505494051535927	0.0057117113326069	0.0184528252539351	0.0182611057037628	0.00557056990637079	0.00865665122898301	0.00596523464578302	0.00597795503603913	0.00973161147928563	0.0206485241088843	0.00927949346222032	0.00931472678026751	0.0043938336795838	0.0251971119357052	0.00792616039925363	0.0169440930342573	0.00731455940154572	0.0136823116937819	0.0192401120672069	0.00602274847853254	0.00418027453148875	0.00660977882891296	0.00937998389129963	0.00125100547552535	0	0.0107394619322929	0.0189592378512017	0.00809535088878187	0.0131901612598587	0.0161588170637883	0.0109326001187499	0.00221799494623067	0.00276909644693704	0.0236701077070868	0.0204985353522326	0.00465210510200234	0.0106816955012014	0.0122843921440808	0.00338810475741761	0.0224061326787082	0.00299045385625896	0.017229697360991
OM1_C_3E_1	0.0110273132077924	0.00779991591822093	0.0259466745801083	0.00778588639187735	0.0134629992253714	0.00888205034999795	0.0050396167749354	0.0286522334985136	0.00755359451095132	0.0162946076883323	0.00968735453175365	0.0111036925702779	0.0154162865917444	0.0022330357833383	0.0132732235314635	0.0188809422834626	0.0146058662096176	0.0122472616561536	0.0356008232365198	0.00693567787589873	0.00957684713534071	0.0134089482535231	0.00426864163013116	0.00889951142046701	0.0166322043277319	0.01491924675923	0.0173481513188193	0.00259483039986486	0.0114553338910731	0.0107394619322929	0	0.00822823441642153	0.00420804870246835	0.00270277664948193	0.0263935088630423	0.00318548284131632	0.0100684021119771	0.0100319697888363	0.0129440829602186	0.00976076131137756	0.011306203822649	0.0213848717374455	0.0100617851809509	0.013377998093434	0.0120718660114598	0.0136983196665069	0.00764632809141424
OM1_C_3E_2	0.0191511867567807	0.0136774275430226	0.0337138934891112	0.0154554496343507	0.0205208959306067	0.016717222535166	0.0132499043360656	0.0367534324271922	0.000832548764585187	0.0245000222966156	0.0164653760301335	0.0187538684247657	0.0234966975195621	0.00969754577129051	0.0123100450956536	0.0269178867186292	0.0217874077452867	0.0202457734559604	0.0437453693361456	0.0137112328249536	0.00948499332719406	0.0209545221110612	0.00645474390015584	0.0030429109691101	0.0248548781446249	0.0231378054833801	0.0255637515512864	0.0101202412805929	0.0196794310776723	0.0189592378512017	0.00822823441642153	0	0.0118174743327109	0.00587886612404359	0.0345147938092215	0.008913903607772	0.0182469044677376	0.0180350646755456	0.00471653438556171	0.00158409267692646	0.0192163521788043	0.0296100681265484	0.0151022047654063	0.0215677227175721	0.00499217275111062	0.0219239729648916	0.00522624650658275
OM1_C_3E_3	0.00749640449786787	0.0043337086498321	0.0219435324206843	0.00739014890813099	0.00925543611228389	0.00490015835147649	0.00358650877931178	0.0249843248489955	0.0112653138074244	0.0135512990871752	0.00555395837170999	0.00699863791790306	0.0117397932558507	0.00215228621959576	0.012959336516588	0.0151226671982615	0.0104021141664728	0.00845230055489308	0.0320158759962862	0.00806136408342949	0.013498735746636	0.00927148818530394	0.00842618209903147	0.0129595210764068	0.0134760087619981	0.0120980456294354	0.0144934169140903	0.0017252937838057	0.00844444773270501	0.00809535088878187	0.00420804870246835	0.0118174743327109	0	0.00686273305113626	0.0227659159896715	0.00662326533861284	0.00676036107626458	0.00847009856413515	0.0164616482041746	0.0132278770372429	0.0074015491863376	0.0182762135422672	0.00678882173106548	0.0100342091846053	0.0160895512065162	0.0107967742974972	0.0118542209240092
OM1_C_3F_2	0.0136778703951995	0.0100615445707885	0.0286462544385311	0.00959725693820935	0.0160944876402662	0.0115847266790143	0.00749236817722443	0.0312873918645734	0.00512357193862573	0.0186925703158567	0.0122351246024991	0.0138014858994662	0.0180750714056928	0.00477030358933494	0.0135256924296986	0.0215485418914363	0.0172607065267077	0.0149329274439794	0.0382063214771286	0.00805607527429939	0.00767771129594688	0.0161024370254795	0.00220279002839923	0.00620930514113962	0.0191569552684976	0.0173571795412789	0.0197734117396998	0.00517723712367303	0.0139902302295104	0.0131901612598587	0.00270277664948193	0.00587886612404359	0.00686273305113626	0	0.0290207348221755	0.00328240356684688	0.0126866759645118	0.0121587278808934	0.0105381833093943	0.00745823433134032	0.0140044472512407	0.023869007663149	0.0121383081875315	0.0159743960874418	0.00938945598045733	0.0161746364784502	0.00506018272498311
OM1_C_3F_3	0.0153757271456178	0.0225079310691555	0.0053087124971888	0.0211173727437807	0.0159349517060544	0.0179179947770376	0.0216097781316768	0.00229495723851894	0.0339018380765788	0.0115281021593958	0.0194350994097562	0.0162021664259536	0.0110297258237112	0.0248379936491121	0.03238900857266	0.00770232409828767	0.0147123162033891	0.0143218022814469	0.00925596270032992	0.0238357693437298	0.0330040295142529	0.0144403257974212	0.0297661790383253	0.0351968955424673	0.0102250435851887	0.0123933184680934	0.0104244823806732	0.0244212848166569	0.0151528078179587	0.0161588170637883	0.0263935088630423	0.0345147938092215	0.0227659159896715	0.0290207348221755	0	0.0270562773117776	0.0163367560942928	0.0182144349562212	0.039197254275275	0.035967523094661	0.0154196103893101	0.0066016823710915	0.022839441158645	0.0130672561803538	0.0383798351988819	0.0132663072037651	0.0333454095577916
OM1_H_1B_1	0.0120107449461088	0.0107001286135066	0.0272133498525197	0.00666358617285535	0.0155980839325564	0.0105363265173505	0.00558250040116335	0.0293457899546709	0.00810565422707425	0.0162313725831969	0.0121447608903575	0.0128513598141347	0.0163590864772036	0.00514324240147012	0.0162483738551638	0.0198409972618968	0.0166205913887947	0.0134646409891298	0.0361254598549633	0.0048155151331497	0.00692423161151788	0.0151659965180206	0.00279040516070643	0.00846315750272629	0.0169524523661795	0.0149873225978205	0.0173488819945785	0.00538786479263836	0.0119061887287304	0.0109326001187499	0.00318548284131632	0.008913903607772	0.00662326533861284	0.00328240356684688	0.0270562773117776	0	0.0109072903612561	0.0094403313654265	0.0134061923928949	0.0104928661985809	0.0127142143320372	0.0215252094689901	0.0130585876459771	0.0140286454462296	0.0115697917833814	0.0139028034682547	0.006297801837282
OM1_H_1B_2	0.00116398553511633	0.00841838001913653	0.0163329869138579	0.00630596133587007	0.00701489350867302	0.00291481137310917	0.00534107052346486	0.0186049376533832	0.0176056735950884	0.00690931050201966	0.00646688258282001	0.00381044172133773	0.00545617939422966	0.00866890811304462	0.0188086012666622	0.00894321521355014	0.00739792625430347	0.00279758282174196	0.0255369734287629	0.00882755001436041	0.0173927857959252	0.00544092711187139	0.0135257968675361	0.01887139667115	0.0067187346134548	0.00544395340210859	0.00778129931485231	0.00827345727251758	0.00182938325663187	0.00221799494623067	0.0100684021119771	0.0182469044677376	0.00676036107626458	0.0126866759645118	0.0163367560942928	0.0109072903612561	0	0.00460504919296597	0.0229546117849186	0.0197370586579507	0.00263555818721552	0.0115205938744032	0.0101627646509216	0.00332366365811065	0.0220561936030319	0.00413090390686403	0.0171302088199474
OM1_H_1B_3	0.0055478873493675	0.0116961411838381	0.0193772638929144	0.00293679368433072	0.0116192415201945	0.00696457245725738	0.00520834863604726	0.0205022367671722	0.0172792694897855	0.00690581553111198	0.0105470037821315	0.00839435580310548	0.00862835457883785	0.00960103979004945	0.0214144486414559	0.0117781623888963	0.0119684999083336	0.00712107646289559	0.0270286599967713	0.00562459987685369	0.014811466320591	0.00998387406538452	0.012228911445605	0.0179012813175129	0.00799911327988697	0.00582944408422344	0.00804467622858845	0.0093342568429655	0.00400664402185836	0.00276909644693704	0.0100319697888363	0.0180350646755456	0.00847009856413515	0.0121587278808934	0.0182144349562212	0.0094403313654265	0.00460504919296597	0	0.0226831347708409	0.0196106183922305	0.00722469405233472	0.0122516145214639	0.0138480570144717	0.00602729078675475	0.0210032981275472	0.00502559383655108	0.0156287099397397
OM1_H_1C_1	0.0238462961917293	0.017931389654129	0.0382708695523644	0.0200359066478016	0.0249179820555189	0.0213545659346074	0.0179601829034702	0.0414277549830458	0.00541902503986739	0.0292036000328259	0.0208524539745754	0.0233335832950343	0.0281753351705313	0.014366840154513	0.0141534556257246	0.0315792516827356	0.0262075727197557	0.0249083070708142	0.048432393815225	0.0181208167609214	0.0121928242106746	0.0254900365311933	0.0107530671489397	0.00545430782100644	0.0295693673818864	0.0278473163410297	0.0302714673920971	0.0147852732483011	0.0243946748838261	0.0236701077070868	0.0129440829602186	0.00471653438556171	0.0164616482041746	0.0105381833093943	0.039197254275275	0.0134061923928949	0.0229546117849186	0.0226831347708409	0	0.00323413511532768	0.0238596612791343	0.03432333691671	0.0190595267825144	0.0262762336237424	0.00401718967689275	0.0266372385454799	0.0083528758227969
OM1_H_1C_2	0.0206196268357866	0.0148127102277213	0.0350559720119896	0.0170388771755087	0.0217517779637672	0.0181216235717323	0.014793639972836	0.0381969020039124	0.00238933063167553	0.0260472170239111	0.0176865164470837	0.0201098652135495	0.0249438726654036	0.0111344971712867	0.0123093605871791	0.0283464771517188	0.0230336479805924	0.0216750938165325	0.0452053956679482	0.0152842115363166	0.0105913971791621	0.0222780314360408	0.00799578988537145	0.00374249132925059	0.0263702656893111	0.0246774766725616	0.0271052019359969	0.0115523325446327	0.0211975822697966	0.0204985353522326	0.00976076131137756	0.00158409267692646	0.0132278770372429	0.00745823433134032	0.035967523094661	0.0104928661985809	0.0197370586579507	0.0196106183922305	0.00323413511532768	0	0.0206266061323271	0.0311349523224561	0.0160745071215531	0.0230597343813384	0.00457437316639776	0.0234555793588727	0.00638077220200304
OM1_H_1C_3	0.00176112685605554	0.00757844899150377	0.0146454551968251	0.00885223477942304	0.00443136224915237	0.00250752357567615	0.00719166143200651	0.0176137086030406	0.0186507359531313	0.00787538993052798	0.00491732600154771	0.00147035525286118	0.00446304685562672	0.0095249318047792	0.0180336410868814	0.00773863291859773	0.0047630578942683	0.00117886614625642	0.024672326565256	0.0112558302907523	0.0194458849296397	0.00282396172940041	0.0151538849684429	0.020204234934123	0.00696912005469688	0.00651395132017293	0.00846668425363597	0.00909996976635215	0.00373747357076534	0.00465210510200234	0.011306203822649	0.0192163521788043	0.0074015491863376	0.0140044472512407	0.0154196103893101	0.0127142143320372	0.00263555818721552	0.00722469405233472	0.0238596612791343	0.0206266061323271	0	0.0115546134535603	0.00878595327773979	0.00364684301015478	0.0233710582482322	0.00534601110471049	0.0187451076607385
OM1_H_1D_1	0.0108448024830292	0.0191285638754212	0.0100752954367011	0.0151873117178656	0.0138188402053311	0.0138134222868273	0.0163836365779443	0.00873298870077846	0.0289252686487664	0.00534675406550845	0.0163182910864435	0.0127595668579643	0.00731639620295243	0.0201688284712466	0.0295458312949759	0.00572706634530574	0.0129277471347153	0.0103772199487877	0.0148229184198568	0.0178285526456195	0.0270110555926768	0.011790383694913	0.0243020801333518	0.0299021773299037	0.00480216605581267	0.00654128406440569	0.00420711526405448	0.0197812227576715	0.00994664831294568	0.0106816955012014	0.0213848717374455	0.0296100681265484	0.0182762135422672	0.023869007663149	0.0066016823710915	0.0215252094689901	0.0115205938744032	0.0122516145214639	0.03432333691671	0.0311349523224561	0.0115546134535603	0	0.0201161256317559	0.0082639136533634	0.0330571746560568	0.0076965079184518	0.027797260496113
OM1_H_1D_2	0.010107381064771	0.00245674219720494	0.020465095433103	0.0136930077464654	0.00693090465030742	0.00724955133430161	0.0100326559287642	0.0248024991194348	0.0148747335405482	0.0166347847571174	0.00386879436317058	0.00742002290877693	0.0128046929646071	0.00792092151655095	0.00957378395983722	0.0153670191589167	0.00821034950116207	0.00990360445853868	0.0318477271539516	0.0147903648725701	0.0196175478694343	0.0085065484293858	0.0141806344561843	0.0172534580829424	0.01571610697266	0.0152341439633051	0.0172511765394712	0.00767533578448739	0.0119342021569041	0.0122843921440808	0.0100617851809509	0.0151022047654063	0.00678882173106548	0.0121383081875315	0.022839441158645	0.0130585876459771	0.0101627646509216	0.0138480570144717	0.0190595267825144	0.0160745071215531	0.00878595327773979	0.0201161256317559	0	0.0124255722013534	0.0200217149281899	0.0139935883243796	0.0170818157448872
OM1_H_1D_3	0.0025860115699046	0.0110866585808868	0.0134867396920805	0.00859283031288309	0.00741399665895128	0.00560727997626613	0.00854382566739127	0.0153476076117121	0.0209220993675821	0.00423352747030085	0.00855833498036543	0.00507796111866994	0.00260339984876924	0.0119844403944325	0.0215693187416698	0.00591416553938396	0.00719422673804757	0.00261294357080642	0.0222382507734347	0.0113082978377502	0.0202610890683062	0.00529371346677365	0.0167129874658497	0.0221381388723201	0.00349050156690763	0.00292004474163509	0.0048413706340833	0.0115849853810073	0.0021917861366526	0.00338810475741761	0.013377998093434	0.0215677227175721	0.0100342091846053	0.0159743960874418	0.0130672561803538	0.0140286454462296	0.00332366365811065	0.00602729078675475	0.0262762336237424	0.0230597343813384	0.00364684301015478	0.0082639136533634	0.0124255722013534	0	0.0253213069701586	0.00194634494239213	0.0203036288202048
OM1_H_1G_1	0.0230622645683593	0.0184640473915921	0.0379977225171131	0.0181737310147988	0.025122916480073	0.0209229397920319	0.0167885089159134	0.0406521982936274	0.00514821120970174	0.0277883165278491	0.0211113191159465	0.0230862660107501	0.0274603754617639	0.0139386102682386	0.0168808489404543	0.0309350952655304	0.0263536842955022	0.0243169839251942	0.0475354936483002	0.0159191735989683	0.00867551895141251	0.025355130675627	0.00877963147022654	0.00318535304459115	0.0284187799133658	0.0265191966349784	0.0288993441718469	0.0143648212067975	0.0232874327633092	0.0224061326787082	0.0120718660114598	0.00499217275111062	0.0160895512065162	0.00938945598045733	0.0383798351988819	0.0115697917833814	0.0220561936030319	0.0210032981275472	0.00401718967689275	0.00457437316639776	0.0233710582482322	0.0330571746560568	0.0200217149281899	0.0253213069701586	0	0.0253940387318896	0.00552564239225932
OM1_H_1G_2	0.00389073110589911	0.0124511446852863	0.0144069126011319	0.00787228360308529	0.00933674020630744	0.00689057329134995	0.00868795022418059	0.0155604493095498	0.0212339709426887	0.00277886015990727	0.0101562635346876	0.00681434682207624	0.00407226699748652	0.0125751316073902	0.0228972276060148	0.00683850273699997	0.00914049406452846	0.00444996143407885	0.0222374023037979	0.0106058137718286	0.0197483942000368	0.00723301838049394	0.0166620730129721	0.0222294416119493	0.00305923317346707	0.00131340240935528	0.00370245156284941	0.0122035688628142	0.00235379959847961	0.00299045385625896	0.0136983196665069	0.0219239729648916	0.0107967742974972	0.0161746364784502	0.0132663072037651	0.0139028034682547	0.00413090390686403	0.00502559383655108	0.0266372385454799	0.0234555793588727	0.00534601110471049	0.0076965079184518	0.0139935883243796	0.00194634494239213	0.0253940387318896	0	0.0201966766156526
OM1_H_1G_3	0.0182030882921041	0.0150900315654497	0.033354944410448	0.0127507517254554	0.0211080971841635	0.0164122195301957	0.0117904135527791	0.0356330453801839	0.00453052047486485	0.0224841644413781	0.0172877486499724	0.0186829844203824	0.0225844624310389	0.00980998835616763	0.0167639237946583	0.0260716070705011	0.0222485094574747	0.0195857987223437	0.0424190086560331	0.0104144301842198	0.00425893380139202	0.0210010388110673	0.00360716636720346	0.00290089114028718	0.0232480171576779	0.0212664442889665	0.0236092038981044	0.0102064926857675	0.0181963687209666	0.017229697360991	0.00764632809141424	0.00522624650658275	0.0118542209240092	0.00506018272498311	0.0333454095577916	0.006297801837282	0.0171302088199474	0.0156287099397397	0.0083528758227969	0.00638077220200304	0.0187451076607385	0.027797260496113	0.0170818157448872	0.0203036288202048	0.00552564239225932	0.0201966766156526	0
