	OM1_B_B	OM1_B_C	OM1_C_1A	OM1_C_1B	OM1_C_1D	OM1_C_1E	OM1_C_1F	OM1_C_2A	OM1_C_2C	OM1_C_2F	OM1_C_2G	OM1_C_2H	OM1_C_3D	OM1_C_3E	OM1_C_3F	OM1_H_1B	OM1_H_1C	OM1_H_1D	OM1_H_1G
OM1_B_B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM1_B_C	NA	0	0.02526419941321	NA	NA	0.0336457418840059	0.0127216078298036	NA	NA	NA	0.0736253853763112	0.0204750357216386	NA	0.0371882859656975	0.025724342471506	NA	0.0256161141549027	0.0193191735115556	NA
OM1_C_1A	NA	0.02526419941321	0	NA	NA	0.0139931807031648	0.0142152829006592	NA	NA	NA	0.0653745741254423	0.00847134953549928	NA	0.0141948463407029	0.00673226126095477	NA	0.00729554171712897	0.0122200811603731	NA
OM1_C_1B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM1_C_1D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM1_C_1E	NA	0.0336457418840059	0.0139931807031648	NA	NA	0	0.0220163635932451	NA	NA	NA	0.0765669589439312	0.0134041967178622	NA	0.00847883680817321	0.00870440900342189	NA	0.00893594875085397	0.0150127142082305	NA
OM1_C_1F	NA	0.0127216078298036	0.0142152829006592	NA	NA	0.0220163635932451	0	NA	NA	NA	0.072562848066106	0.00880326808637398	NA	0.0247292467897356	0.014074620010608	NA	0.0135097084777815	0.00777169528609944	NA
OM1_C_2A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM1_C_2C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM1_C_2F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM1_C_2G	NA	0.0736253853763112	0.0653745741254423	NA	NA	0.0765669589439312	0.072562848066106	NA	NA	NA	0	0.0723980879569719	NA	0.0736928409333183	0.0716086925052238	NA	0.0726026915709547	0.0758662597992848	NA
OM1_C_2H	NA	0.0204750357216386	0.00847134953549928	NA	NA	0.0134041967178622	0.00880326808637398	NA	NA	NA	0.0723980879569719	0	NA	0.0170777039423576	0.00544481910304703	NA	0.00522714375447574	0.00400743136341805	NA
OM1_C_3D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM1_C_3E	NA	0.0371882859656975	0.0141948463407029	NA	NA	0.00847883680817321	0.0247292467897356	NA	NA	NA	0.0736928409333183	0.0170777039423576	NA	0	0.012304550582332	NA	0.0118733644502644	0.0190709057527601	NA
OM1_C_3F	NA	0.025724342471506	0.00673226126095477	NA	NA	0.00870440900342189	0.014074620010608	NA	NA	NA	0.0716086925052238	0.00544481910304703	NA	0.012304550582332	0	NA	0.00202943293308307	0.00854923751809669	NA
OM1_H_1B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM1_H_1C	NA	0.0256161141549027	0.00729554171712897	NA	NA	0.00893594875085397	0.0135097084777815	NA	NA	NA	0.0726026915709547	0.00522714375447574	NA	0.0118733644502644	0.00202943293308307	NA	0	0.00773520436737978	NA
OM1_H_1D	NA	0.0193191735115556	0.0122200811603731	NA	NA	0.0150127142082305	0.00777169528609944	NA	NA	NA	0.0758662597992848	0.00400743136341805	NA	0.0190709057527601	0.00854923751809669	NA	0.00773520436737978	0	NA
OM1_H_1G	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
