	OM1_B_B_2	OM1_B_B_3	OM1_B_C_1	OM1_B_C_2	OM1_B_C_3	OM1_C_1A_1	OM1_C_1A_2	OM1_C_1A_3	OM1_C_1B_1	OM1_C_1B_2	OM1_C_1B_3	OM1_C_1D_2	OM1_C_1D_3	OM1_C_1E_1	OM1_C_1E_2	OM1_C_1E_3	OM1_C_1F_1	OM1_C_1F_2	OM1_C_1F_3	OM1_C_2A_1	OM1_C_2A_2	OM1_C_2A_3	OM1_C_2F_1	OM1_C_2F_2	OM1_C_2F_3	OM1_C_2G_1	OM1_C_2G_2	OM1_C_2G_3	OM1_C_2H_2	OM1_C_2H_3	OM1_C_3D_1	OM1_C_3D_2	OM1_C_3D_3	OM1_C_3E_1	OM1_C_3E_2	OM1_C_3E_3	OM1_H_1B_3	OM1_H_1C_1	OM1_H_1C_2	OM1_H_1C_3	OM1_H_1D_1	OM1_H_1D_2	OM1_H_1D_3	OM1_H_1G_1	OM1_H_1G_2	OM1_H_1G_3
OM1_C_2A_2	0.00813170383501225	0.0192773578397549	0.0072189620593186	0.00745462489131463	0.0254173818225191	0.00573681892925599	0.0248524420662789	0.0125596513494711	0.00360702737945008	0.0106560986310541	0.00509270409684497	0.0080102281527327	0.0040740923574568	0.0675540132713101	0.103590936207744	0.0892022092795954	0.00568792583033903	0.00469546738209538	0.0440417535888469	0.00309100825989671	0	0.00239980662968166	0.00347534213169179	0.0118053060087938	0.0117534966031748	0.00638762076670416	0.00631191563172807	0.00722856006296419	0.00529045715715443	0.00822033707006826	0.0056859513629716	0.006729287944191	0.030705971970547	0.00946950381312949	0.00458826200049037	0.00628474740219197	0.00695214029499481	0.00430132556417346	0.00343548074631324	0.00633597981628768	0.00944782641774727	0.00931591983754025	0.0515776935792716	0.00793935533803588	0.00376006409161696	0.0157166903577987
OM1_C_2A_3	0.00778231345617206	0.0185556883563319	0.00701373139994768	0.00819100112705059	0.0250812883692715	0.00654515954025878	0.0253390612147305	0.0131630512506037	0.00591176184162328	0.0130372343625207	0.0067390356646479	0.00931110522243689	0.00372826988246959	0.0681577790280485	0.103898822804309	0.0897615023121612	0.0078946788440606	0.00677892017945333	0.0439636841501617	0.00496613330968708	0.00239980662968166	0	0.00330315316408964	0.0115316124729392	0.010120501421283	0.00826278677544522	0.00639588955985937	0.007789349671486	0.00673167597594076	0.00818927280225269	0.00645076163212907	0.00857912941686266	0.0313551261578651	0.00977319209007809	0.00682295642101525	0.00397069961828514	0.00628667067730689	0.00600603352428517	0.00311547700171854	0.00846625893069469	0.00964724873360905	0.0117142309647274	0.0519234757290583	0.00885756061821353	0.00497454255671485	0.0149497149242333
OM1_C_2F_1	0.0109818647484642	0.0218548336595979	0.0101568084967868	0.0108458702833262	0.0283248827261295	0.0034117100967995	0.0220401978781089	0.0159389840494709	0.00516745870039303	0.0128583081176731	0.00853890999836337	0.00638395412258706	0.00684229880111816	0.0709617696420052	0.106888615261149	0.0925942296829076	0.00869470483241184	0.00523775215191136	0.0471366811912612	0.00347545090276759	0.00347534213169179	0.00330315316408964	0	0.0147324039879783	0.0132530634806275	0.00971844520408388	0.00940876614359783	0.010559414718543	0.00876360754035807	0.0112781861594258	0.00906517422464213	0.0100684861247591	0.0341223924661322	0.0127150647129512	0.00566972114917727	0.00649559180050659	0.00954963666657507	0.00774515876313318	0.00618514202239186	0.00943297577110725	0.0126430399981711	0.0113128367837213	0.054896766321235	0.0113789097463834	0.00721334650325448	0.0182499007204672
OM1_C_2F_2	0.00375277829914353	0.00780466167114566	0.00459933298526805	0.00559840381877805	0.0136228886812284	0.0175336959836748	0.0366392605869345	0.00464580259686923	0.0141077724736839	0.0165106346356904	0.00908686107822825	0.0196826275739479	0.00789520412232548	0.0571970457758916	0.0925671217467836	0.0787113626464853	0.0116909895392216	0.0156443197902831	0.0324398666323657	0.014632852147881	0.0118053060087938	0.0115316124729392	0.0147324039879783	0	0.00707560182549054	0.00995332536501994	0.00551836199976915	0.00531184413460416	0.00842275954929681	0.00362802778602204	0.00673663536396142	0.00986821062900035	0.0207455158709599	0.00327783043393877	0.015103443986551	0.0108307826798573	0.00530068050128417	0.00943236763025235	0.00855727146556805	0.0113641187483944	0.00298135062708729	0.0162800688694889	0.0406393212948861	0.0059567029709751	0.00866567400032132	0.00463362825919478
OM1_C_2F_3	0.00628685149793729	0.0101910492791104	0.00690355847356818	0.00986186061449098	0.0174502040105406	0.0166252167798759	0.0348399454875235	0.0115584642416108	0.0151611743881445	0.0202686069526815	0.0120972501331607	0.0194297849594069	0.00810966149918104	0.0627037989152785	0.0971913152238495	0.0839826945887319	0.0146919353942017	0.0164283015795499	0.0365003312734987	0.014818808504204	0.0117534966031748	0.010120501421283	0.0132530634806275	0.00707560182549054	0	0.0136124332641989	0.00785781471977869	0.00922858506810924	0.0115222460830925	0.00733797634574923	0.00966114045715456	0.0137094692802592	0.0270167676858457	0.00878979309447126	0.016207174442001	0.0070991415367945	0.00586244400367485	0.0119575882181952	0.00857542152240072	0.0147491131826536	0.00836678516542363	0.0194971409073019	0.0457339538568088	0.0106598864762352	0.0105851948973301	0.00699675985369411
OM1_C_2G_1	0.00762087992064779	0.017674090107389	0.00680053637337475	0.00437668770321655	0.0224611150309738	0.0108162860296759	0.0290607089905047	0.00826824657199621	0.00590642137652758	0.00675734397437092	0.00169130370932004	0.011761826323122	0.00634146239134147	0.0622055138762011	0.0986826781453862	0.0838910420708205	0.0019537193122191	0.0073311535163486	0.0400998975134974	0.00737398819518853	0.00638762076670416	0.00826278677544522	0.00971844520408388	0.00995332536501994	0.0136124332641989	0	0.00576604682068127	0.00479918525295001	0.00212334332431013	0.00685539231112102	0.00395448510408791	0.000353328810976491	0.0254833414987701	0.00670137639687374	0.00655535930688611	0.0111346681859087	0.00775826588377491	0.00228467393170139	0.00633805405340651	0.00142527023833089	0.00697212278455072	0.00633619306948459	0.0467235738048702	0.00404389379853726	0.00362413886850754	0.0145733415970964
OM1_C_2G_2	0.00207323564796831	0.0131705531512855	0.00112138142118152	0.00244996394675204	0.0191110947333661	0.0120485260198535	0.0311622347939779	0.00685534582226346	0.00868597108652642	0.0124815227693648	0.00433596379425818	0.0141674799221182	0.0026798673280562	0.0617827670510837	0.0975564449720071	0.0833901656387018	0.00702136892681249	0.0101979901576343	0.0377682690592794	0.00911774180523884	0.00631191563172807	0.00639588955985937	0.00940876614359783	0.00551836199976915	0.00785781471977869	0.00576604682068127	0	0.0018144192658887	0.00371559719354114	0.00190868880890141	0.00181291048482291	0.00585278925956272	0.0249919808306571	0.00338352058540048	0.00971020238542872	0.00713119503381927	0.0020580296385474	0.00437695589030055	0.00328208265790702	0.00696766690421421	0.00325392262756818	0.0118483051222857	0.0455463795517378	0.00332150677753444	0.00328396333380166	0.00971045360393199
OM1_C_2G_3	0.00296944264151117	0.0131150924863969	0.00237342812363483	0.000662952753247506	0.0185375834846859	0.0128814854206318	0.0319254858746536	0.00539368195430012	0.00894538253577504	0.0115329686841971	0.00377654752222479	0.0147112056606926	0.00422576058640154	0.0604437756325886	0.0964020453040406	0.0820820073191563	0.00641449136581168	0.0104991159418254	0.036898869970871	0.00970761275207935	0.00722856006296419	0.007789349671486	0.010559414718543	0.00531184413460416	0.00922858506810924	0.00479918525295001	0.0018144192658887	0	0.00311133226229791	0.0020709570188968	0.00157910241838733	0.00478588627652237	0.0236000815762636	0.00232520492380595	0.00990169352898355	0.00891798868555596	0.00371463112522174	0.00414400998904162	0.00472560595437326	0.00616186417104296	0.00243012266829397	0.0111162839351655	0.044365355997295	0.00153338948221518	0.00361428538166859	0.00986198218917382
OM1_C_2H_2	0.00567272473161299	0.0162245706651902	0.00479494167663182	0.00291093865529116	0.0214867907288078	0.0104939347508842	0.0292914898352202	0.00769361118670599	0.00606946831060152	0.00876860698522812	0.000667825362690731	0.0119661926863798	0.00429899188747132	0.0624315710746072	0.0986707130744426	0.0841040042038444	0.00335896637066514	0.00761793718625453	0.0395792388803295	0.00712454023038377	0.00529045715715443	0.00673167597594076	0.00876360754035807	0.00842275954929681	0.0115222460830925	0.00212334332431013	0.00371559719354114	0.00311133226229791	0	0.00504118604947507	0.0019161794312123	0.00229267431275861	0.0255945270609176	0.00532736142349684	0.00695438754508141	0.00920129538721037	0.00566051547533531	0.00118300128715861	0.00438515404837825	0.00325211587451314	0.005504699338	0.00815772283644997	0.0466510507097424	0.00299657119764733	0.0017728290642952	0.0129608693783334
OM1_C_2H_3	0.00110394415299647	0.0113563891416719	0.0012340755443056	0.0026189634768661	0.0172033449658594	0.0139567726282293	0.0330698370479862	0.0054277433242366	0.0104985552656886	0.0135998361528795	0.00570647660935264	0.0160575353122955	0.00446599189328294	0.0600727455602328	0.0957472838082075	0.0816597814029987	0.00839472168631134	0.0120284707964478	0.0358774902978291	0.0110077406154538	0.00822033707006826	0.00818927280225269	0.0112781861594258	0.00362802778602204	0.00733797634574923	0.00685539231112102	0.00190868880890141	0.0020709570188968	0.00504118604947507	0	0.00320949086778473	0.00685337339294056	0.0233415562971945	0.00189336457565455	0.0115051240326569	0.00834168552500985	0.00254087315166478	0.00593661821576405	0.00510611776961933	0.00819549196973079	0.00160008393870973	0.013148793268358	0.043748510189824	0.00334822630151851	0.00505600037664758	0.00797189538955087
