	OM1_B_B_1	OM1_B_B_2	OM1_B_B_3	OM1_C_1A_1	OM1_C_1A_2	OM1_C_1A_3	OM1_C_1B_1	OM1_C_1B_2	OM1_C_1B_3	OM1_C_1D_2	OM1_C_1D_3	OM1_C_1E_1	OM1_C_1E_2	OM1_C_1E_3	OM1_C_1F_1	OM1_C_1F_2	OM1_C_1F_3	OM1_C_2A_1	OM1_C_2A_2	OM1_C_2A_3	OM1_C_2F_1	OM1_C_2F_2	OM1_C_2F_3	OM1_C_2G_1	OM1_C_2G_2	OM1_C_2G_3	OM1_C_2H_2	OM1_C_2H_3	OM1_C_3D_1	OM1_C_3D_2	OM1_C_3D_3	OM1_C_3E_1	OM1_C_3E_2	OM1_C_3E_3	OM1_C_3F_2	OM1_C_3F_3	OM1_H_1B_1	OM1_H_1B_2	OM1_H_1B_3	OM1_H_1C_1	OM1_H_1C_2	OM1_H_1C_3	OM1_H_1D_1	OM1_H_1D_2	OM1_H_1D_3	OM1_H_1G_1	OM1_H_1G_2	OM1_H_1G_3
OM1_C_1F_2	0.108161846601315	0.103475818942892	0.07640044051702	0.0581085272840294	0.0355790390809717	0.0447259931324771	0.0282287506427252	0.0152893384502923	0.0181336039363253	0.0260358158262225	0.0476864694118286	0.0127475495181398	0.00920196458776751	0.02460197893703	0.0149663432546756	0	0.0389485292730357	0.0297795539530934	0.0324633864673344	0.0121467978357156	0.0839942733217127	0.0620027379426858	0.0488303092974094	0.0713896568963058	0.0652695352570834	0.041089928696686	0.113736476215626	0.114022337644386	0.0365614800899426	0.0534592389686049	0.0533417781266939	0.102612681107272	0.0894783287913698	0.0658192653091074	0.0592323837471112	0.0253605722898433	0.02276052045592	0.0197354812798223	0.0114620572037949	0.0310157681521673	0.0320600351861335	0.0289833946908801	0.0398515018081752	0.0411427985268155	0.0188787304161273	0.0671002469991396	0.061229422399175	0.0236792308820835
OM1_C_1F_3	0.131997775148827	0.129293204228731	0.102516830053368	0.0914539037935596	0.043695850508974	0.0805758717166736	0.0624912054417099	0.0357022741525555	0.0374944365814695	0.0161919393722159	0.0108182534596643	0.0274945417164128	0.0387036803928329	0.0186981556655681	0.0507881938374369	0.0389485292730357	0	0.0645576138481848	0.0671646447933949	0.0328788577520626	0.112191842779584	0.0941473503166385	0.0782471525524373	0.100864780645586	0.0971066846242977	0.0619121324400021	0.0898495277314451	0.0876970405550881	0.033036037887306	0.0309307353591412	0.0369556055580344	0.132784348260492	0.118017498464375	0.0940550796364131	0.0891413521435491	0.0560961525568071	0.0546774996846405	0.0567338396294629	0.0402624455099691	0.0391716352129725	0.0295021575009485	0.0266238339923218	0.0686820617527561	0.0724699023918332	0.0495921928317633	0.0999405001191845	0.0921890930549308	0.0533297741862346
OM1_C_2A_1	0.0857736884648217	0.0812637226215511	0.0537642096403881	0.0333945594729808	0.0417181921204872	0.0212915492384825	0.00884811618971296	0.0314898090929333	0.031993340563969	0.0496728109089598	0.0714666029253484	0.0393679353628714	0.0308602818352446	0.0501943962108417	0.0229351171687246	0.0297795539530934	0.0645576138481848	0	0.00534338179910098	0.0335801902275963	0.0608977987155317	0.0364315574940303	0.0273967688737379	0.0469274151386008	0.0395275154293793	0.030850766628418	0.127360290972221	0.128435420830344	0.0509911729078558	0.0716512983807265	0.068268964853512	0.0775995074233683	0.0642583742141486	0.0436777306411868	0.0347834791931491	0.0179303330738578	0.0153566828471586	0.0131409364549711	0.0249994204385471	0.0400599084184734	0.0498134913668717	0.044575819728542	0.0219781502883244	0.019684370302054	0.0159067899105586	0.0395495821940118	0.0373897687418916	0.0154601311758694
OM1_C_2A_2	0.0829185295468767	0.0783212884366037	0.0510803631689503	0.029908609335793	0.0429435327332671	0.0180376034974907	0.0108223804269649	0.034229048767131	0.0335363033336427	0.0521965749567527	0.0742312640783354	0.0422253737026788	0.0346278802419811	0.0533846676646444	0.0257228913451548	0.0324633864673344	0.0671646447933949	0.00534338179910098	0	0.0363977277343825	0.0577523518924116	0.0330622883630619	0.0247477741022948	0.0444201957895379	0.0360537893007257	0.0301110388061209	0.128321589976828	0.129596444361852	0.0529359904900044	0.0737228875049732	0.0697289155656561	0.0740901996217673	0.0613979637428484	0.0406647105271578	0.0329685297751107	0.0182276211264741	0.0181787921372746	0.0159377990963534	0.0282482363453159	0.0419971769972824	0.0522690226753854	0.0467136252672589	0.0209540459380434	0.018309272797152	0.018834744999403	0.0364048435613886	0.0345431095095201	0.0167147045669856
OM1_C_2A_3	0.108361993420318	0.104097395274104	0.0766988996196579	0.0616061627604441	0.0298911738114905	0.049151801634626	0.0322016407714928	0.0130417250999563	0.0142068866095634	0.0210578256319801	0.0408018552282403	0.0113799205469663	0.0137844939979859	0.0189382270471821	0.022932088481956	0.0121467978357156	0.0328788577520626	0.0335801902275963	0.0363977277343825	0	0.0859740183137716	0.0653178056289784	0.0515185460726883	0.0734019426864465	0.0681935531208672	0.0404145582287223	0.106945728534427	0.106582837007875	0.0309663218713259	0.0477515340525864	0.0461791880193799	0.105257942340837	0.0914122504649793	0.0671312605144429	0.0619478372870443	0.0287495147446569	0.0265625502501765	0.0273211648195025	0.0101945514254151	0.0272333193255794	0.0280296485961539	0.0197356240150973	0.0418149082621099	0.0445876004636771	0.0210388836556868	0.0706534332557242	0.0641117576160215	0.0244980987431317
OM1_C_2F_1	0.0281331221718542	0.0229835169457285	0.0148877629068842	0.0307690666348427	0.0717417590454583	0.0473133844140186	0.0580361670642906	0.0789256133147028	0.0777808320196048	0.0973882043431182	0.116927297206696	0.0901700978010489	0.0876040198056642	0.103624219591858	0.0818859946827474	0.0839942733217127	0.112191842779584	0.0608977987155317	0.0577523518924116	0.0859740183137716	0	0.0259585101286266	0.0365718665098394	0.0163410551393386	0.0234108622531251	0.0519270989657849	0.137568236125481	0.142088076670863	0.0848181595067383	0.104481805732226	0.09582598322419	0.0230845338312471	0.0117098736627032	0.0194960935867567	0.030113937369357	0.0593863859997122	0.0659482030349214	0.0700063056142392	0.0807056234617848	0.0755787900323513	0.0881891164362101	0.0880646850225842	0.0455657003204915	0.0450212467828211	0.0699466110306409	0.0281783394873429	0.0244884089380268	0.0664186946630928
OM1_C_2F_2	0.05277518719737	0.0476395135980665	0.0243192304589806	0.00839700062398611	0.0584156107200651	0.0234102161483635	0.035038743052768	0.0595900696072989	0.0587457818990174	0.0787670119604608	0.100032813283411	0.0700020191103814	0.0651197817166483	0.0831033286513809	0.0576520040208499	0.0620027379426858	0.0941473503166385	0.0364315574940303	0.0330622883630619	0.0653178056289784	0.0259585101286266	0	0.0175168413747129	0.0147260966917783	0.00439969185751729	0.0375849588127268	0.136104320569125	0.139325239665944	0.0711164201612589	0.0921558463831249	0.0854367594474661	0.041658260500612	0.0295401087947385	0.0153006191402949	0.0138781352981097	0.0388516771194537	0.043847502678065	0.045936269529187	0.0587066050156627	0.0603139457266231	0.072751335340487	0.070945704550404	0.0266912595720916	0.0235288686174005	0.047756776328389	0.00917954539333835	0.00770467613218854	0.0444438284687469
OM1_C_2F_3	0.0611172056594586	0.0577074295812011	0.0305468158669703	0.0190729153006874	0.0422914386516098	0.0237026595692169	0.0236440413695214	0.0441392457823469	0.0438880452121101	0.062721144850076	0.0837213726983044	0.0551791455815213	0.05214539483137	0.0685664958105028	0.0470614340521726	0.0488303092974094	0.0782471525524373	0.0273967688737379	0.0247477741022948	0.0515185460726883	0.0365718665098394	0.0175168413747129	0	0.0248199726690645	0.0207562055142687	0.0207036257151333	0.121184697904611	0.124105520208606	0.0543674320734705	0.0750748535945134	0.0689573018065762	0.0562729901642284	0.0414407639056596	0.0204536696319268	0.0141887321992577	0.0239526383133678	0.0306924255687062	0.0350558392977734	0.0453350639305947	0.0433577623241303	0.0561770976589076	0.0550759538246109	0.0110077050047172	0.0107128954911788	0.034032148269669	0.0243669504283652	0.0158182886171592	0.0316039554505204
OM1_C_2G_1	0.0411045255967751	0.0362200677138342	0.0133037320396163	0.020364170728135	0.0619269444351314	0.0356620963784009	0.0443179415116513	0.0665106328833295	0.0667066161855555	0.0857386565083697	0.105793589042019	0.0778177613839788	0.0740148573819944	0.091025101393203	0.0687328688293246	0.0713896568963058	0.100864780645586	0.0469274151386008	0.0444201957895379	0.0734019426864465	0.0163410551393386	0.0147260966917783	0.0248199726690645	0	0.0137627505358411	0.0418192512770895	0.13421298145765	0.138067101043675	0.0748904356051995	0.0950682801472215	0.0877151327261032	0.0346412065788146	0.0190971421821943	0.0131144820794535	0.0154220384708122	0.0473710549000495	0.0519990197938406	0.0564885008816839	0.0674761946652266	0.0644904398863502	0.0770632066201791	0.0768392288955028	0.0328240097798448	0.031350044885071	0.05674618844305	0.0173875601760014	0.0115058952456119	0.0531854863450936
OM1_C_2G_2	0.0498699733780197	0.0445659258956131	0.022304672617657	0.00965895104321081	0.060725333729203	0.0256121971078119	0.0383959588878199	0.0627980287934017	0.0613985920221348	0.0818903109502273	0.102901123738964	0.0732658489087535	0.0684713442155422	0.0861188766817001	0.0608364091010281	0.0652695352570834	0.0971066846242977	0.0395275154293793	0.0360537893007257	0.0681935531208672	0.0234108622531251	0.00439969185751729	0.0207562055142687	0.0137627505358411	0	0.0400860830702429	0.137608768734148	0.140820587566343	0.073815777823962	0.0949967742894951	0.0876865956876706	0.0385049347459917	0.0269330033870252	0.0139844902949311	0.0167865905432948	0.0421489692482063	0.0474649135345793	0.0494803102226132	0.0617440665921468	0.0633057009380234	0.0759175278893523	0.0735202101855378	0.0299435961281766	0.0273476577321903	0.0509304094469463	0.00930049240948569	0.00996953229928285	0.0475000998689006
OM1_C_2G_3	0.0717579723203996	0.0702166517475733	0.0428477577902565	0.0381431951893916	0.0238429684173761	0.0374438981609081	0.025904028318506	0.0314412986111173	0.030706607730215	0.0470951067231722	0.0660760456505397	0.0432353038966962	0.0443739940645909	0.0553381622619326	0.0440747846248339	0.041089928696686	0.0619121324400021	0.030850766628418	0.0301110388061209	0.0404145582287223	0.0519270989657849	0.0375849588127268	0.0207036257151333	0.0418192512770895	0.0400860830702429	0	0.102790621390981	0.104976803608271	0.0358731790925373	0.0560705684637212	0.0493141475894222	0.0733617205221058	0.0572029509027038	0.035082071763128	0.0316375483229084	0.0191538714823735	0.0274855064287157	0.0349340335584832	0.0363397107421267	0.025674384070885	0.0398436364124207	0.0377071266858074	0.0154357812555925	0.0217771796589419	0.0270418199506788	0.0440965584820059	0.0350358313759841	0.0264611270301368
OM1_C_2H_2	0.142108357676778	0.143773847085073	0.128596715957111	0.136161549436579	0.0861494478092182	0.135359244381181	0.121512540095087	0.101539223198186	0.101523953362114	0.0937825324409934	0.0834267229531961	0.103418814222029	0.116079652505373	0.104244214288489	0.126525208437968	0.113736476215626	0.0898495277314451	0.127360290972221	0.128321589976828	0.106945728534427	0.137568236125481	0.136104320569125	0.121184697904611	0.13421298145765	0.137608768734148	0.102790621390981	0	0.0119523044836404	0.0788272824089099	0.0653252974812014	0.0612587440038863	0.158554004498515	0.144358820034818	0.126580097440349	0.129233971442856	0.112134181052368	0.117261593654047	0.12493071232008	0.11298570175385	0.0891339483964253	0.0848667926435527	0.0904181937389198	0.115130826583586	0.121870756778291	0.114864504979283	0.143611982465097	0.131345121847014	0.116385073454471
OM1_C_2H_3	0.147104390254487	0.14893344587657	0.13260176053462	0.139200385631971	0.0872754333958496	0.137544246302365	0.123079957597972	0.102158887467627	0.101566127342356	0.0929649093938573	0.0804039003096584	0.103423553784451	0.11592265712555	0.102490664974126	0.126524957498481	0.114022337644386	0.0876970405550881	0.128435420830344	0.129596444361852	0.106582837007875	0.142088076670863	0.139325239665944	0.124105520208606	0.138067101043675	0.140820587566343	0.104976803608271	0.0119523044836404	0	0.0794672064008681	0.0654154612723843	0.0614839951346938	0.163345776867804	0.148588804944025	0.130144950092508	0.132483598873782	0.113925119739116	0.1187693058547	0.126001990155082	0.112806565120982	0.090389151010259	0.0859342611325075	0.089490112077152	0.117711532169685	0.124518720237703	0.115369235253458	0.146634323631014	0.134963287220749	0.117413357375267
OM1_C_3D_1	0.102466913094348	0.100590001667296	0.0752128453340436	0.069598199287169	0.0150540234540573	0.0633479932739188	0.0456593192350712	0.0232969532265892	0.0254269307775379	0.0237758435120178	0.0346938433614562	0.0280073925465736	0.0386680453741473	0.0349343155342816	0.0484757263891621	0.0365614800899426	0.033036037887306	0.0509911729078558	0.0529359904900044	0.0309663218713259	0.0848181595067383	0.0711164201612589	0.0543674320734705	0.0748904356051995	0.073815777823962	0.0358731790925373	0.0788272824089099	0.0794672064008681	0	0.0240796427266874	0.0190496760788993	0.106844916630386	0.0909984114646534	0.0677996382727973	0.0645330958945562	0.0370694944473583	0.0406729890663794	0.0470241072958758	0.0352238485372582	0.0135532074407114	0.0129765595137294	0.0183578116600073	0.04520855315006	0.0509614059071167	0.0371176088232081	0.0779136280624628	0.0678510084293885	0.04087970934667
OM1_C_3D_2	0.120125045019347	0.119208466649124	0.0946274160837823	0.0913672881460108	0.0374247816582622	0.085428142653221	0.0670308613621217	0.0420086073371881	0.0460894688014052	0.0309749421602072	0.0273686255105676	0.0418041203338293	0.054189061807367	0.0431576209479682	0.0662786602827369	0.0534592389686049	0.0309307353591412	0.0716512983807265	0.0737228875049732	0.0477515340525864	0.104481805732226	0.0921558463831249	0.0750748535945134	0.0950682801472215	0.0949967742894951	0.0560705684637212	0.0653252974812014	0.0654154612723843	0.0240796427266874	0	0.0174895216365976	0.126300005825065	0.110411916299964	0.0887836041638688	0.0846552399117171	0.0584729929483622	0.0594094808383216	0.0661257730917286	0.0531241896438519	0.0329577383454821	0.0240578304489105	0.0330309764707434	0.0662869372983829	0.0714634502428819	0.057099470581849	0.098692004106956	0.0884387522107377	0.0596221369648799
