	OM1_B_B	OM1_B_C	OM1_C_1A	OM1_C_1B	OM1_C_1D	OM1_C_1E	OM1_C_1F	OM1_C_2A	OM1_C_2C	OM1_C_2F	OM1_C_2G	OM1_C_2H	OM1_C_3D	OM1_C_3E	OM1_C_3F	OM1_H_1B	OM1_H_1C	OM1_H_1D	OM1_H_1G
OM1_B_B	0	0.0176707287067021	NA	0.0436914012301508	0.0332567301823798	NA	0.0111466997089556	0.0161794007663199	NA	0.00894481055835665	0.0212123752457829	0.0437490086324867	NA	0.0105923081560276	0.0377860502685996	NA	NA	NA	0.0143471553395642
OM1_B_C	0.0176707287067021	0	NA	0.0559386017762755	0.047936680745679	NA	0.0106018001654569	0.0273141718379998	NA	0.00875032150784631	0.0347870785882208	0.0548782796438804	NA	0.0121708502131042	0.0505891651227101	NA	NA	NA	0.0294476570020294
OM1_C_1A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM1_C_1B	0.0436914012301508	0.0559386017762755	NA	0	0.0133148788084355	NA	0.0453608086721015	0.0288261878332602	NA	0.0491521507402792	0.0224905313465228	0.00419473430271812	NA	0.0438052358721613	0.00604819075132101	NA	NA	NA	0.0295313901557902
OM1_C_1D	0.0332567301823798	0.047936680745679	NA	0.0133148788084355	0	NA	0.037524352314945	0.0211092085239424	NA	0.0401345391363204	0.0132305216897106	0.0158664243620788	NA	0.0359589092358257	0.00797850507612012	NA	NA	NA	0.0190094558639074
OM1_C_1E	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM1_C_1F	0.0111466997089556	0.0106018001654569	NA	0.0453608086721015	0.037524352314945	NA	0	0.0167286724258605	NA	0.00588333196825478	0.0243175568859748	0.0443758022319714	NA	0.00157610967484558	0.0399979341689437	NA	NA	NA	0.0194810445466534
OM1_C_2A	0.0161794007663199	0.0273141718379998	NA	0.0288261878332602	0.0211092085239424	NA	0.0167286724258605	0	NA	0.0203635552694295	0.00796984496398128	0.0282348387943154	NA	0.0151538176472419	0.0233163073436719	NA	NA	NA	0.00709813197603537
OM1_C_2C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM1_C_2F	0.00894481055835665	0.00875032150784631	NA	0.0491521507402792	0.0401345391363204	NA	0.00588333196825478	0.0203635552694295	NA	0	0.0272202467626994	0.0485473975672228	NA	0.00678062158656538	0.0435304042615944	NA	NA	NA	0.0212802721243981
OM1_C_2G	0.0212123752457829	0.0347870785882208	NA	0.0224905313465228	0.0132305216897106	NA	0.0243175568859748	0.00796984496398128	NA	0.0272202467626994	0	0.0227796742482705	NA	0.0227480294120213	0.016589760172962	NA	NA	NA	0.00717208923345919
OM1_C_2H	0.0437490086324867	0.0548782796438804	NA	0.00419473430271812	0.0158664243620788	NA	0.0443758022319714	0.0282348387943154	NA	0.0485473975672228	0.0227796742482705	0	NA	0.0428494304726714	0.00790639515082282	NA	NA	NA	0.0299466599087185
OM1_C_3D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM1_C_3E	0.0105923081560276	0.0121708502131042	NA	0.0438052358721613	0.0359589092358257	NA	0.00157610967484558	0.0151538176472419	NA	0.00678062158656538	0.0227480294120213	0.0428494304726714	NA	0	0.0384292521819494	NA	NA	NA	0.0179971783671294
OM1_C_3F	0.0377860502685996	0.0505891651227101	NA	0.00604819075132101	0.00797850507612012	NA	0.0399979341689437	0.0233163073436719	NA	0.0435304042615944	0.016589760172962	0.00790639515082282	NA	0.0384292521819494	0	NA	NA	NA	0.0235554325238894
OM1_H_1B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM1_H_1C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM1_H_1D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM1_H_1G	0.0143471553395642	0.0294476570020294	NA	0.0295313901557902	0.0190094558639074	NA	0.0194810445466534	0.00709813197603537	NA	0.0212802721243981	0.00717208923345919	0.0299466599087185	NA	0.0179971783671294	0.0235554325238894	NA	NA	NA	0
