	OM1_B_B	OM1_B_C	OM1_C_1A	OM1_C_1B	OM1_C_1D	OM1_C_1E	OM1_C_1F	OM1_C_2A	OM1_C_2C	OM1_C_2F	OM1_C_2G	OM1_C_2H	OM1_C_3D	OM1_C_3E	OM1_C_3F	OM1_H_1B	OM1_H_1C	OM1_H_1D	OM1_H_1G
OM1_B_B	0	0.01755629271937	0.00615266414064147	NA	NA	0.0140124412771091	NA	0.00384441288338197	NA	0.0135952117424132	NA	0.0412651788998396	NA	0.014697474388946	0.00299229526308574	0.0111258947152592	NA	NA	0.00590489929252951
OM1_B_C	0.01755629271937	0	0.0118112018293007	NA	NA	0.00459705135502449	NA	0.0203954306698119	NA	0.0300419864119547	NA	0.0237180058912626	NA	0.00333175800372377	0.0147080094010275	0.00645893908173332	NA	NA	0.0226335393709155
OM1_C_1A	0.00615266414064147	0.0118112018293007	0	NA	NA	0.00903152737274817	NA	0.0096864221322839	NA	0.0196230655195873	NA	0.0354213335238079	NA	0.00873414869768965	0.00316088366887014	0.00570629068486258	NA	NA	0.011904260732425
OM1_C_1B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM1_C_1D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM1_C_1E	0.0140124412771091	0.00459705135502449	0.00903152737274817	NA	NA	0	NA	0.0164173806987355	NA	0.0258066036350933	NA	0.0276468853297334	NA	0.00425186442309024	0.0114268220425511	0.00340015013527097	NA	NA	0.0186048306259415
OM1_C_1F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM1_C_2A	0.00384441288338197	0.0203954306698119	0.0096864221322839	NA	NA	0.0164173806987355	NA	0	NA	0.00994568655810852	NA	0.0440123503719923	NA	0.017801645305136	0.00660445281047752	0.013956134534323	NA	NA	0.00225941382630585
OM1_C_2C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM1_C_2F	0.0135952117424132	0.0300419864119547	0.0196230655195873	NA	NA	0.0258066036350933	NA	0.00994568655810852	NA	0	NA	0.0534039299505301	NA	0.0276320662083073	0.0165075627051112	0.0236905990533365	NA	NA	0.00772130749344837
OM1_C_2G	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM1_C_2H	0.0412651788998396	0.0237180058912626	0.0354213335238079	NA	NA	0.0276468853297334	NA	0.0440123503719923	NA	0.0534039299505301	NA	0	NA	0.0266933847467352	0.0383996334937991	0.0301637052310912	NA	NA	0.0462213431467847
OM1_C_3D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM1_C_3E	0.014697474388946	0.00333175800372377	0.00873414869768965	NA	NA	0.00425186442309024	NA	0.017801645305136	NA	0.0276320662083073	NA	0.0266933847467352	NA	0	0.0117641984605932	0.00405016901305879	NA	NA	0.0200595828571118
OM1_C_3F	0.00299229526308574	0.0147080094010275	0.00316088366887014	NA	NA	0.0114268220425511	NA	0.00660445281047752	NA	0.0165075627051112	NA	0.0383996334937991	NA	0.0117641984605932	0	0.00834755603469916	NA	NA	0.00878793985963509
OM1_H_1B	0.0111258947152592	0.00645893908173332	0.00570629068486258	NA	NA	0.00340015013527097	NA	0.013956134534323	NA	0.0236905990533365	NA	0.0301637052310912	NA	0.00405016901305879	0.00834755603469916	0	NA	NA	0.0162026825128794
OM1_H_1C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM1_H_1D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM1_H_1G	0.00590489929252951	0.0226335393709155	0.011904260732425	NA	NA	0.0186048306259415	NA	0.00225941382630585	NA	0.00772130749344837	NA	0.0462213431467847	NA	0.0200595828571118	0.00878793985963509	0.0162026825128794	NA	NA	0
