	OM1_B_B	OM1_B_C	OM1_C_1A	OM1_C_1B	OM1_C_1D	OM1_C_1E	OM1_C_1F	OM1_C_2A	OM1_C_2C	OM1_C_2F	OM1_C_2G	OM1_C_2H	OM1_C_3D	OM1_C_3E	OM1_C_3F	OM1_H_1B	OM1_H_1C	OM1_H_1D	OM1_H_1G
OM1_B_B	0	0.0224843806681977	NA	0.0306433534998483	0.0445033551423156	0.0415789268187053	NA	0.0349904268523187	NA	0.00674118667610513	0.0739245765424972	0.0267914203631873	NA	0.0122361977985207	0.0351286086255055	NA	NA	NA	NA
OM1_B_C	0.0224843806681977	0	NA	0.0514919671810857	0.0669058424184718	0.0635402420738763	NA	0.0566394264339031	NA	0.0261100303904801	0.0515124532619097	0.047151876853943	NA	0.0343103595029949	0.0544895794984024	NA	NA	NA	NA
OM1_C_1A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM1_C_1B	0.0306433534998483	0.0514919671810857	NA	0	0.0206776838466383	0.013889596867237	NA	0.00669548097215941	NA	0.0254781656168067	0.102212252303977	0.00461553859812789	NA	0.0187390044426725	0.00729382514697919	NA	NA	NA	NA
OM1_C_1D	0.0445033551423156	0.0669058424184718	NA	0.0206776838466383	0	0.00819259706731373	NA	0.0140542890501669	NA	0.0415140278679896	0.118225603220684	0.0247803519653757	NA	0.0327462604543974	0.024965119063021	NA	NA	NA	NA
OM1_C_1E	0.0415789268187053	0.0635402420738763	NA	0.013889596867237	0.00819259706731373	0	NA	0.0073406111712006	NA	0.0375540678012682	0.114712588482081	0.0183941772319187	NA	0.0293805377764653	0.0170433889168007	NA	NA	NA	NA
OM1_C_1F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM1_C_2A	0.0349904268523187	0.0566394264339031	NA	0.00669548097215941	0.0140542890501669	0.0073406111712006	NA	0	NA	0.0305651019272816	0.107707391549545	0.0110886485659918	NA	0.0227647805357164	0.0115557264804627	NA	NA	NA	NA
OM1_C_2C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM1_C_2F	0.00674118667610513	0.0261100303904801	NA	0.0254781656168067	0.0415140278679896	0.0375540678012682	NA	0.0305651019272816	NA	0	0.0773167890938859	0.0212721215406423	NA	0.00898446409403994	0.0292018379034373	NA	NA	NA	NA
OM1_C_2G	0.0739245765424972	0.0515124532619097	NA	0.102212252303977	0.118225603220684	0.114712588482081	NA	0.107707391549545	NA	0.0773167890938859	0	0.097729156464729	NA	0.0857250734557065	0.104221302722931	NA	NA	NA	NA
OM1_C_2H	0.0267914203631873	0.047151876853943	NA	0.00461553859812789	0.0247803519653757	0.0183941772319187	NA	0.0110886485659918	NA	0.0212721215406423	0.097729156464729	0	NA	0.015348040466953	0.00875530863625999	NA	NA	NA	NA
OM1_C_3D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM1_C_3E	0.0122361977985207	0.0343103595029949	NA	0.0187390044426725	0.0327462604543974	0.0293805377764653	NA	0.0227647805357164	NA	0.00898446409403994	0.0857250734557065	0.015348040466953	NA	0	0.0240461503122391	NA	NA	NA	NA
OM1_C_3F	0.0351286086255055	0.0544895794984024	NA	0.00729382514697919	0.024965119063021	0.0170433889168007	NA	0.0115557264804627	NA	0.0292018379034373	0.104221302722931	0.00875530863625999	NA	0.0240461503122391	0	NA	NA	NA	NA
OM1_H_1B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM1_H_1C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM1_H_1D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM1_H_1G	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
