	OM1_B_B_1	OM1_B_B_2	OM1_B_B_3	OM1_B_C_1	OM1_B_C_2	OM1_B_C_3	OM1_C_1A_1	OM1_C_1A_2	OM1_C_1A_3	OM1_C_1B_1	OM1_C_1B_2	OM1_C_1B_3	OM1_C_1D_2	OM1_C_1D_3	OM1_C_1E_1	OM1_C_1E_2	OM1_C_1E_3	OM1_C_1F_1	OM1_C_1F_2	OM1_C_1F_3	OM1_C_2A_1	OM1_C_2A_2	OM1_C_2A_3	OM1_C_2F_1	OM1_C_2F_2	OM1_C_2F_3	OM1_C_2G_1	OM1_C_2G_2	OM1_C_2G_3	OM1_C_2H_2	OM1_C_2H_3	OM1_C_3D_1	OM1_C_3D_2	OM1_C_3D_3	OM1_C_3E_1	OM1_C_3E_2	OM1_C_3E_3	OM1_C_3F_3	OM1_H_1B_1	OM1_H_1B_2	OM1_H_1B_3	OM1_H_1C_1	OM1_H_1C_2	OM1_H_1C_3	OM1_H_1D_1	OM1_H_1D_2	OM1_H_1D_3	OM1_H_1G_1	OM1_H_1G_2	OM1_H_1G_3
OM1_C_3E_2	0.00798424927914802	0.002266779800462	0.00766085049356485	0.00266480809232444	0.00568699447561384	0.00814551797165221	0.00635638276395802	0.0122017720857719	0.0190179336898222	0.0133527517770011	0.00535090757101973	0.01467773706541	0.00848759952509703	0.0180320306794038	0.0152340857620808	0.0203628591257391	0.029601179847752	0.00248211332181265	0.00660373393513946	0.051213191372298	0.0109970250746333	0.0101622063088663	0.0434394715399849	0.00315589101344066	0.00290156448483267	0.00465301960671195	0.00355562460803608	0.00406997873152938	0.00751768206684015	0.000906434506718952	0.0140423488717221	0.00655196610906801	0.0118908536856219	0.0139771824023709	0.00466696950258025	0	0.00787289134346343	0.0123689303454878	0.0182534434475774	0.0130546587929707	0.0176796824637192	0.00470083550410024	0.00298425677637131	0.0180188515318524	0.00721353712428749	0.0237613751089184	0.0210492743929178	0.00304892191132446	0.00844100237512223	0.0161371673807155
OM1_C_3E_3	0.0123351657057044	0.005606485000373	0.0154747962532999	0.00546933722105822	0.0096974208046095	0.00831410482208051	0.00372428586996652	0.00669787172941055	0.0129883002525485	0.00548013253181216	0.00630483539507794	0.00718983732957885	0.00309311338611877	0.0103923351799507	0.00882883549209482	0.0128175920884842	0.0226042246933083	0.00822737608492204	0.00196838402098801	0.0433743467409072	0.00323183889880685	0.00437970478218827	0.0359466146271466	0.00729237000302901	0.00958045431652071	0.00391730613581517	0.00984313597703998	0.00735942155119427	0.00379234333153854	0.00721588297903923	0.00618359626672917	0.00785868648062798	0.00658198746497986	0.0078105498775695	0.00361832123978987	0.00787289134346343	0	0.00583395141261418	0.0113700703942633	0.00577677378138926	0.0100514312589189	0.011881352908397	0.00938459269418036	0.0105596397164234	0.00636994305756375	0.015961033048141	0.0140616539833519	0.0049097683345603	0.0161466338189864	0.00910773961686072
OM1_C_3F_3	0.0135599035230396	0.0103120738275946	0.0199293597387793	0.0105671027408394	0.0115269754053525	0.00817260785121621	0.00608657753543436	0.00183124745857047	0.00715830434110197	0.00495996180119333	0.00826697619419563	0.00318235232761105	0.00388200565870877	0.00636787576346347	0.003021465213665	0.00834721499766375	0.0172459097609342	0.0134611278772898	0.00596597807448125	0.0395916058469235	0.00557842533535797	0.00225546306064648	0.0311612673959228	0.0104316868092116	0.0130059355461425	0.00950778485324077	0.0129718858637127	0.0099758060542713	0.00498048808540411	0.0119837407506802	0.00475857436497514	0.00885829412800557	0.00207362804387852	0.00199482213923121	0.00774052242678219	0.0123689303454878	0.00583395141261418	0	0.00588720570287388	0.00174629256321027	0.00602113923249683	0.0169051727720907	0.0127104510379642	0.00598774590237912	0.00688986108995468	0.0122849780988967	0.0086817419365135	0.00993054382572184	0.0197097962177269	0.00380622503243302
OM1_H_1B_1	0.0185864253416782	0.0161936940071675	0.0257873874247837	0.0164168821382992	0.016915153282534	0.0131309632958019	0.0119427795378571	0.00639360805714035	0.00312171139346777	0.00779738040052017	0.0139147167907254	0.00456010672106182	0.00976867851093828	0.00372973490773896	0.00317838344375579	0.00376169730203181	0.0113614667866045	0.0193070041577579	0.0118168671350718	0.0343276411870665	0.00988459217822173	0.00810308487764166	0.02537945332617	0.0161992415561343	0.0187601695068223	0.0152226674620587	0.0186648567299338	0.015662060579548	0.0108086400957047	0.0178678833520996	0.00698690717868553	0.0141809938513999	0.00676580133779856	0.00446080250841308	0.0136260322199427	0.0182534434475774	0.0113700703942633	0.00588720570287388	0	0.00561143441401272	0.00367589853103751	0.0227851439505988	0.0184516238212179	0.00260485201189365	0.012306625994978	0.00799489597604917	0.00279859406096142	0.0157845303738085	0.0253928048589479	0.00227221836154173
OM1_H_1B_2	0.0150228037091232	0.0108847085939208	0.0206995936805676	0.0109939690859882	0.0128536172076563	0.00972521723920093	0.0070255633347275	0.00356400533511067	0.00759388824714559	0.00335907969424734	0.00946400257731471	0.00169896816183445	0.00473993087190748	0.00508837245481952	0.00351996760622999	0.00732032877265869	0.0168382226584976	0.0138579871325944	0.00646378049355546	0.0384415647822225	0.00456130137687048	0.00347899621598808	0.0304002907271565	0.0114541707381576	0.0140161002003276	0.00966593319500135	0.0140545634988586	0.0111034423004823	0.00603684553582988	0.012566069882965	0.00304531523044213	0.0102591929393066	0.00381963342543039	0.00305785028533413	0.00839021512235295	0.0130546587929707	0.00577677378138926	0.00174629256321027	0.00561143441401272	0	0.00473169131338301	0.0174265745720674	0.0137404606125772	0.00496567378837462	0.00828557663444085	0.0109969951336465	0.00828535666592762	0.0103766384927526	0.0207554214140141	0.0033405293979295
OM1_H_1B_3	0.0195791269876146	0.0154655694604717	0.0253385392926444	0.0154765801079231	0.017519329788442	0.0141709112457617	0.0117551503122156	0.00740324108969134	0.00679046360423665	0.00520452363181814	0.0141759021523193	0.00303937376182891	0.00947042174816277	0.000356776656238021	0.00493510595732545	0.00279272533490375	0.0129721415783741	0.0182765260184887	0.0110791163701117	0.0337127731534212	0.00770440786198257	0.00814151731282621	0.0259001665291511	0.0161844663788662	0.0187437025372852	0.0139508145674615	0.0187856741301058	0.0158305976027313	0.0107640686061099	0.0171356652942342	0.00431593193569122	0.0148725955049228	0.00776346879246434	0.00576322218134322	0.0130392642857223	0.0176796824637192	0.0100514312589189	0.00602113923249683	0.00367589853103751	0.00473169131338301	0	0.0219148832730238	0.0184700224716933	0.00111113688916283	0.0129001804956149	0.00628234143783437	0.00507102925962358	0.0148830682189455	0.0254833525505898	0.00302637864241072
OM1_H_1C_1	0.0109717449770751	0.00659365826965037	0.00425992295091406	0.00644372361703034	0.00941264404194798	0.0126073705073765	0.01100071067916	0.0168574466686102	0.0236818882007722	0.0172359776564857	0.00998390607969746	0.0189819631520744	0.0130366675480614	0.0222596005102392	0.0198300597211212	0.024658499484388	0.0341421613752236	0.00368995944732832	0.0109885873592067	0.0551162011771334	0.0147177313875463	0.0147463273470033	0.0477847021232902	0.00762786670096632	0.0060009383560679	0.00806903024905502	0.00663385900598079	0.00850963634324536	0.0121638943476569	0.00492840615603673	0.018008949267204	0.0109775656391896	0.0165561517107902	0.0185915480941087	0.00916938685772681	0.00470083550410024	0.011881352908397	0.0169051727720907	0.0227851439505988	0.0174265745720674	0.0219148832730238	0	0.00630159989160018	0.0223548473463888	0.0118692245863687	0.0278123974062982	0.0255694338828459	0.00705201585461465	0.00699297833497929	0.0206169815502771
OM1_H_1C_2	0.00506246575991098	0.00437862558820718	0.00764722395068697	0.00517141076099062	0.00311370241672699	0.00658200431864128	0.00671550511600985	0.0121110219820472	0.0187226322906781	0.0147125962331552	0.00457068591608956	0.0154315507675873	0.00900078422690029	0.0188267456380379	0.0153042665455241	0.0210075867366638	0.0296435378460102	0.00537743693607249	0.00768122256882718	0.0521684743910527	0.0126162192511272	0.0104583794269358	0.0438187412972647	0.00228752696083384	0.000341708220403791	0.00702754295506543	0.000582382102390767	0.00281822466775445	0.00774493699614461	0.00381230066262382	0.0152855157445354	0.0049754666007218	0.0117562304891436	0.0140144755083271	0.00577724481308898	0.00298425677637131	0.00938459269418036	0.0127104510379642	0.0184516238212179	0.0137404606125772	0.0184700224716933	0.00630159989160018	0	0.0186368297287803	0.00636807107572882	0.0247088130510429	0.0212324224218561	0.0052806290090189	0.00701683649741655	0.0165078411843233
OM1_H_1C_3	0.0194558493305334	0.0158396322694398	0.0256640021733213	0.015913200338885	0.0175057179348242	0.0140056033635527	0.0119399293888538	0.00715108226695475	0.00572653498033986	0.00603914490945826	0.0142462912835427	0.00337672462255796	0.00965993014916363	0.00112488765790094	0.00435776308477445	0.00237116101769278	0.0121904631053513	0.0187516266655739	0.0114229097446035	0.033607791723969	0.00844708290948798	0.00820299562103916	0.0254483855934902	0.0163503214837437	0.0189220411841834	0.0144762910457725	0.018923150530146	0.0159395129810475	0.0108944213708226	0.0175191000757301	0.00515765908137929	0.0148178093426069	0.00752458656928992	0.00536323378425208	0.0133555101057417	0.0180188515318524	0.0105596397164234	0.00598774590237912	0.00260485201189365	0.00496567378837462	0.00111113688916283	0.0223548473463888	0.0186368297287803	0	0.0128600547083197	0.00639447781058269	0.00404233923402922	0.0153050515912598	0.025649792008093	0.00248281778945438
OM1_H_1D_1	0.00674788151613003	0.00603240583223752	0.0139883283302243	0.0068150225909334	0.00464986511980967	0.00194569285069411	0.00271071207223968	0.00591356225525864	0.0123662712842508	0.0102960246535093	0.00189371505183957	0.00995404135809867	0.00403777498416769	0.0132499218747459	0.00912892586481998	0.0152011880462702	0.0233483476106872	0.00923263684472857	0.00450566938260912	0.0464359215009645	0.00902972462839316	0.00480741544346182	0.0376495662758437	0.00432641412000898	0.00670103874792338	0.00719598624987631	0.00647788257064174	0.00356796066918601	0.00273952314465445	0.00728495763278522	0.0105951018036263	0.00197529054491429	0.00554113247881329	0.00784770851923491	0.00422733916364046	0.00721353712428749	0.00636994305756375	0.00688986108995468	0.012306625994978	0.00828557663444085	0.0129001804956149	0.0118692245863687	0.00636807107572882	0.0128600547083197	0	0.0191727266140875	0.0150447620113739	0.00629398379133353	0.0131364114843005	0.0105437298228572
OM1_H_1D_2	0.0258223868216391	0.0215145151576878	0.0314080319473344	0.0214292908136379	0.023798412256407	0.0203860391019346	0.0180001675429026	0.0135433345094379	0.0104527286403458	0.0105986586398616	0.020454381797783	0.00929814881240894	0.0157218049256604	0.00592903435124938	0.0106695388169067	0.00426796505145053	0.00985447546011867	0.0241323092671459	0.0172033869683547	0.0274925178859634	0.0131639679508778	0.0144235502401967	0.0204349390894364	0.0224279869210635	0.0249750756182928	0.0197545713506356	0.0250392361714737	0.02209878060169	0.0170332772611508	0.023159206346971	0.00980623869929799	0.0211422546167861	0.0139156009899658	0.0117469640082744	0.0191763571467187	0.0237613751089184	0.015961033048141	0.0122849780988967	0.00799489597604917	0.0109969951336465	0.00628234143783437	0.0278123974062982	0.0247088130510429	0.00639447781058269	0.0191727266140875	0	0.00667143188404376	0.0208655889332778	0.0317125641034438	0.00886055541214049
OM1_H_1D_3	0.0211978648886762	0.0189803977651957	0.028584484665441	0.0191864856661	0.0196243487790715	0.0157733689893245	0.0147410665604679	0.00914381096033525	0.00393017060036335	0.0100221259291103	0.016685527291236	0.00701717779096751	0.0125635401126875	0.0049210838416036	0.00593205228869504	0.00329847711252364	0.00858098544165829	0.0220726515736262	0.0145919643049815	0.0318129370149977	0.0123204287842891	0.0109015451908399	0.0226137695024606	0.018986369004018	0.0215431271616238	0.0179441226494771	0.0214361218297248	0.0184361092751496	0.0136059777501934	0.0206565086724535	0.00915412304273592	0.0168897820828627	0.00951027111953907	0.00722215537617471	0.0164166607200699	0.0210492743929178	0.0140616539833519	0.0086817419365135	0.00279859406096142	0.00828535666592762	0.00507102925962358	0.0255694338828459	0.0212324224218561	0.00404233923402922	0.0150447620113739	0.00667143188404376	0	0.0185565468184158	0.028155668789115	0.0049747566509898
OM1_H_1G_1	0.0095884427280748	0.000903613436686246	0.0105685907658059	0.000640183167396614	0.00692592483436909	0.00782916425728781	0.00440171736829249	0.010097753053835	0.0168892736562357	0.0103713098037846	0.00483759268368864	0.0119333322064161	0.00612194560740726	0.0152303718121391	0.0129081976756984	0.0176151935681057	0.0271353246412353	0.00353191612277211	0.00396862301109191	0.0482781633802111	0.0079683658689275	0.00785359392094585	0.0407431280578171	0.00392731771091676	0.00536240691129189	0.00174700748575302	0.00583985010651124	0.00456531173319509	0.00549920965975547	0.00231433740320027	0.0110922831646744	0.00652237734032997	0.00983715194155945	0.011708744007484	0.00237315750252836	0.00304892191132446	0.0049097683345603	0.00993054382572184	0.0157845303738085	0.0103766384927526	0.0148830682189455	0.00705201585461465	0.0052806290090189	0.0153050515912598	0.00629398379133353	0.0208655889332778	0.0185565468184158	0	0.0114786733279274	0.0135906331296194
OM1_H_1G_2	0.00840135532256107	0.0106417893059887	0.00374955055083178	0.0110991835894307	0.00876111890460283	0.0128071143027644	0.0137307312136881	0.0190142483047134	0.0254467764594009	0.0215833661109248	0.0114823767249807	0.0224448770439207	0.0160163132750409	0.0258400195959489	0.0222266665458455	0.0280201426895693	0.0364747075797552	0.00947176135866126	0.0145920517655954	0.0591722559219207	0.0193441874414065	0.0174626866858388	0.0507541745594106	0.0093042515255182	0.00674140380798268	0.0130831411594284	0.00674054860447504	0.00974383994529382	0.0147572869406685	0.00927154689240088	0.0222032589013754	0.0114091751818341	0.0186494080231287	0.0209377692496363	0.0126336491859914	0.00844100237512223	0.0161466338189864	0.0197097962177269	0.0253928048589479	0.0207554214140141	0.0254833525505898	0.00699297833497929	0.00701683649741655	0.025649792008093	0.0131364114843005	0.0317125641034438	0.028155668789115	0.0114786733279274	0	0.0234970974509129
OM1_H_1G_3	0.0170559519579142	0.0140346012911359	0.0237239016460516	0.014218661565092	0.0151918352608835	0.0115918553919689	0.00988982651684788	0.00472330905597565	0.00467828030111612	0.00572925902637714	0.0120306065423645	0.00241279165839437	0.00765911628209581	0.00328442974828866	0.00191334354508931	0.00470047116272547	0.0135522840546347	0.017102335367516	0.00963083609500659	0.0359038571430551	0.00766459584482255	0.00606113542908306	0.0273577722173121	0.0142328293012352	0.0168059924271943	0.0129755862639094	0.0167577417556595	0.0137561305920385	0.00878636101003955	0.0157144954388072	0.00498776183390662	0.0124790030875556	0.00510103989523663	0.00288654121818978	0.011483840041184	0.0161371673807155	0.00910773961686072	0.00380622503243302	0.00227221836154173	0.0033405293979295	0.00302637864241072	0.0206169815502771	0.0165078411843233	0.00248281778945438	0.0105437298228572	0.00886055541214049	0.0049747566509898	0.0135906331296194	0.0234970974509129	0
