	OM1_B_B	OM1_B_C	OM1_C_1A	OM1_C_1B	OM1_C_1D	OM1_C_1E	OM1_C_1F	OM1_C_2A	OM1_C_2C	OM1_C_2F	OM1_C_2G	OM1_C_2H	OM1_C_3D	OM1_C_3E	OM1_C_3F	OM1_H_1B	OM1_H_1C	OM1_H_1D	OM1_H_1G
OM1_B_B	0	0.00522150247065007	0.0542417256647064	0.0321167829301336	0.0078700892012954	0.0300342979595592	0.00694734463109214	0.0316414533594948	NA	0.032877398695675	0.0150815025977945	0.0185436120228208	0.0550772236291603	0.0411307412369503	0.0628551706535831	0.0951488489449275	0.0320743164509066	0.0438111284172963	0.035529092021861
OM1_B_C	0.00522150247065007	0	0.0588513474818863	0.0283913488647249	0.00525728419264367	0.0345785572170021	0.0047543291690211	0.0269586002789862	NA	0.0375367397701555	0.0101831373551548	0.0229785246307479	0.0596122864705701	0.036230874446645	0.067381976485248	0.100031819643152	0.0367503495101604	0.0484242799435976	0.0400545110491825
OM1_C_1A	0.0542417256647064	0.0588513474818863	0	0.0855807472427016	0.0614124731414121	0.0248073456632771	0.0567433582324642	0.0852206146406188	NA	0.0218910702062251	0.0689337501480841	0.0359473478331854	0.00200759068586157	0.0941347362674593	0.0126616168972176	0.0445787624994135	0.0231497727971885	0.0107043894619339	0.0197071407220487
OM1_C_1B	0.0321167829301336	0.0283913488647249	0.0855807472427016	0	0.0247653698736468	0.0611881951237726	0.031998025050885	0.0124219979189281	NA	0.0640723829427276	0.0202261634535549	0.0502913512694608	0.0864666187294876	0.0221084637209642	0.0939506697120998	0.124031408593074	0.062942520748576	0.0750643492670281	0.0669759159255051
OM1_C_1D	0.0078700892012954	0.00525728419264367	0.0614124731414121	0.0247653698736468	0	0.037005411700726	0.00930421329740178	0.025363745184042	NA	0.0400686795002759	0.00969242502279577	0.025729207100205	0.0622191845576122	0.0355635606211694	0.0702147514750854	0.101536326057807	0.0387934446664932	0.0509201658240557	0.042919546776525
OM1_C_1E	0.0300342979595592	0.0345785572170021	0.0248073456632771	0.0611881951237726	0.037005411700726	0	0.0325813686619729	0.0607759941979477	NA	0.00433318517531831	0.0447395249737762	0.0118898714637924	0.0255157163364911	0.0702791352104804	0.0338098947112056	0.0662796370307868	0.00504893572317118	0.0141365553271684	0.00766813676455925
OM1_C_1F	0.00694734463109214	0.0047543291690211	0.0567433582324642	0.031998025050885	0.00930421329740178	0.0325813686619729	0	0.0293846722166972	NA	0.0357046681858441	0.0129780571797005	0.0210061009582355	0.057376269373319	0.038072687070272	0.0652403283542725	0.098546123989016	0.034983898228672	0.0463748045141619	0.0380126071600124
OM1_C_2A	0.0316414533594948	0.0269586002789862	0.0852206146406188	0.0124219979189281	0.025363745184042	0.0607759941979477	0.0293846722166972	0	NA	0.0636070177805633	0.0174862726168457	0.0495848150660879	0.0859629792752808	0.0132949569206785	0.092886148990647	0.125579984711764	0.0632751516081905	0.0747161231964089	0.0659800267426399
OM1_C_2C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM1_C_2F	0.032877398695675	0.0375367397701555	0.0218910702062251	0.0640723829427276	0.0400686795002759	0.00433318517531831	0.0357046681858441	0.0636070177805633	NA	0	0.0476567774546216	0.0150298084670326	0.0227882513363916	0.0730175184260703	0.0303195582295393	0.0635474244285636	0.00664715023902152	0.0113431313101919	0.00404195974109567
