	OM1_B_B	OM1_B_C	OM1_C_1A	OM1_C_1B	OM1_C_1D	OM1_C_1E	OM1_C_1F	OM1_C_2A	OM1_C_2C	OM1_C_2F	OM1_C_2G	OM1_C_2H	OM1_C_3D	OM1_C_3E	OM1_C_3F	OM1_H_1B	OM1_H_1C	OM1_H_1D	OM1_H_1G
OM1_B_B	0	0.0115294406580557	0.0103810535074332	0.0103683782828842	0.0410091881251638	0.0115753543860614	0.00927333410025762	0.0128737013491215	NA	0.0881134234862979	0.00669283613142863	0.00801585079823619	0.0174617562747413	0.00681672310189596	0.0276283971413332	0.010263343622627	0.00918501894299373	0.0097128109034006	0.00729860994150241
OM1_B_C	0.0115294406580557	0	0.0102535509014396	0.00229628117368672	0.0516756790896851	0.00264177018789437	0.0175195512864518	0.00455868748843557	NA	0.0991772106212792	0.00571831074228823	0.00885458377522044	0.00662430640889334	0.0108680377044192	0.0165346177437611	0.00295172057345942	0.0137923639971835	0.0066974559630935	0.00558906425024714
OM1_C_1A	0.0103810535074332	0.0102535509014396	0	0.00797093824406749	0.0439548191503139	0.00806959795778135	0.00990356846400402	0.00996198239855792	NA	0.0918481473499053	0.0065698501625368	0.00252186804004083	0.0164483994137939	0.00398888563527556	0.0238046113127116	0.0104936397215459	0.00476045427608345	0.0111335400003138	0.00690577018300593
OM1_C_1B	0.0103683782828842	0.00229628117368672	0.00797093824406749	0	0.0498132910129743	0.00148102962772457	0.0154916994039022	0.00432444584219095	NA	0.0974386401202602	0.00398983809177862	0.00662125016565642	0.00873356750031815	0.00875736783494945	0.0179009547820811	0.00344914149053575	0.0115881143789722	0.00643986621538587	0.00392734468618763
OM1_C_1D	0.0410091881251638	0.0516756790896851	0.0439548191503139	0.0498132910129743	0	0.0506602820085093	0.0345314211105803	0.0515414184200555	NA	0.0480842087570569	0.0460174255311202	0.0437883083767581	0.0580236066113191	0.0413889573424419	0.0666829206689557	0.050425539187963	0.0392812689751692	0.0486418924119925	0.0464243009971626
OM1_C_1E	0.0115753543860614	0.00264177018789437	0.00806959795778135	0.00148102962772457	0.0506602820085093	0	0.0163028058525896	0.00474424047082389	NA	0.0983237235495283	0.00522748202515318	0.00710443272106512	0.0085181591545803	0.00936855306481795	0.017270265869094	0.00464538880275295	0.0120213673169548	0.00776309821428201	0.00524561874043043
OM1_C_1F	0.00927333410025762	0.0175195512864518	0.00990356846400402	0.0154916994039022	0.0345314211105803	0.0163028058525896	0	0.0172082227901006	NA	0.0824270132790428	0.0118703494850721	0.00941365027496955	0.0239441853512462	0.00720706682013436	0.0323315045797059	0.0164758750998474	0.005635584449583	0.0152597431096728	0.0122303027686004
OM1_C_2A	0.0128737013491215	0.00455868748843557	0.00996198239855792	0.00432444584219095	0.0515414184200555	0.00474424047082389	0.0172082227901006	0	NA	0.0992562029986751	0.00656249023774748	0.00907360458062706	0.00792908480378258	0.0113331602517998	0.0152917487532227	0.00385853637084381	0.0138240638151989	0.0051917882079292	0.00572655284166687
OM1_C_2C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM1_C_2F	0.0881134234862979	0.0991772106212792	0.0918481473499053	0.0974386401202602	0.0480842087570569	0.0983237235495283	0.0824270132790428	0.0992562029986751	NA	0	0.0936058248587316	0.0915983672942422	0.105394824928137	0.0891538085074452	0.114395868369212	0.097871400486102	0.0871498856170225	0.0960124777304314	0.0940406556335677
OM1_C_2G	0.00669283613142863	0.00571831074228823	0.0065698501625368	0.00398983809177862	0.0460174255311202	0.00522748202515318	0.0118703494850721	0.00656249023774748	NA	0.0936058248587316	0	0.00433310926378332	0.0121198992109353	0.00573398568762134	0.0214576195634713	0.00487118302912931	0.0088109635557647	0.00569151802403861	0.00113474298824943
OM1_C_2H	0.00801585079823619	0.00885458377522044	0.00252186804004083	0.00662125016565642	0.0437883083767581	0.00710443272106512	0.00941365027496955	0.00907360458062706	NA	0.0915983672942422	0.00433310926378332	0	0.0153393522881437	0.00254898649161174	0.0236345115633809	0.00877783977136054	0.00498010829802419	0.00935880980854428	0.00485607206830772
