	OM1_B_B	OM1_B_C	OM1_C_1A	OM1_C_1B	OM1_C_1D	OM1_C_1E	OM1_C_1F	OM1_C_2A	OM1_C_2C	OM1_C_2F	OM1_C_2G	OM1_C_2H	OM1_C_3D	OM1_C_3E	OM1_C_3F	OM1_H_1B	OM1_H_1C	OM1_H_1D	OM1_H_1G
OM1_B_B	0	0.0134358950046266	0.0560412049830586	0.0555883578061571	0.0162096398872315	0.0105979754253377	0.0460349243378784	0.0143977328954471	NA	0.00200634228906251	0.0214810704551994	0.00937368911274304	0.0189836538012354	0.0123514789513931	0.0192706985398564	0.00530081826417019	0.0152921832865583	0.0327903031195566	0.00654305413926063
OM1_B_C	0.0134358950046266	0	0.06914590287212	0.0687683436151797	0.0292384836178525	0.0230675108961122	0.0591891956572596	0.0278020526191237	NA	0.0136575883322679	0.0347665499777398	0.0155654326216973	0.0323942679970684	0.00614037165913358	0.0315429605996506	0.0102706895876048	0.0281578129423849	0.0458158155380054	0.0175277683501363
OM1_C_1A	0.0560412049830586	0.06914590287212	0	0.0107886500199897	0.0412072190301671	0.0475716507763814	0.0127814944552195	0.0419139638022581	NA	0.0555382974591654	0.0346425032865066	0.0574783780394318	0.0381844929435482	0.0661297344292333	0.0381743769756866	0.059125794195535	0.0429261754864718	0.0252780202405258	0.051893934092028
OM1_C_1B	0.0555883578061571	0.0687683436151797	0.0107886500199897	0	0.0396984419666224	0.0460648073836439	0.00986430117378126	0.0416248765712127	NA	0.0553570350187788	0.0348042569235027	0.0557023123571488	0.0377122832777618	0.0666201787849326	0.0386929598445469	0.0592445190567837	0.041075613177261	0.0230998132817441	0.052201818088087
OM1_C_1D	0.0162096398872315	0.0292384836178525	0.0412072190301671	0.0396984419666224	0	0.00647726807283998	0.0302999455893854	0.00578246213076983	NA	0.0162037127615791	0.00851963921847086	0.0168213819449776	0.00754014589552135	0.0278647222995776	0.009103824272316	0.0203019471008092	0.00210925403301205	0.016854091783663	0.0141734034926205
OM1_C_1E	0.0105979754253377	0.0230675108961122	0.0475716507763814	0.0460648073836439	0.00647726807283998	0	0.036683184235151	0.00832078002318601	NA	0.0107697034787195	0.0140997641040808	0.010507111273001	0.0122484893540868	0.0222441003080349	0.0124282336036215	0.0147772414785842	0.00526069638783564	0.0231428047712588	0.00992793314886468
OM1_C_1F	0.0460349243378784	0.0591891956572596	0.0127814944552195	0.00986430117378126	0.0302999455893854	0.036683184235151	0	0.0320924636226206	NA	0.0457177104050372	0.025158375691162	0.0464175005347158	0.0284146630493648	0.0568786959892407	0.0288542344416549	0.049543710119863	0.0318148129271593	0.0136353338633401	0.0424387247606338
OM1_C_2A	0.0143977328954471	0.0278020526191237	0.0419139638022581	0.0416248765712127	0.00578246213076983	0.00832078002318601	0.0320924636226206	0	NA	0.0142899106971219	0.00732223992361529	0.0182067707457259	0.00498790565852253	0.0257011875609129	0.00921812788028737	0.0183286493579221	0.00666148306866111	0.019411977039955	0.0121033328616499
OM1_C_2C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM1_C_2F	0.00200634228906251	0.0136575883322679	0.0555382974591654	0.0553570350187788	0.0162037127615791	0.0107697034787195	0.0457177104050372	0.0142899106971219	NA	0	0.021125523820658	0.00970082824750708	0.0190649969028625	0.0117705257459645	0.0183171012884225	0.00427662961767177	0.0155017472652698	0.0325054980843607	0.00483274962745667
OM1_C_2G	0.0214810704551994	0.0347665499777398	0.0346425032865066	0.0348042569235027	0.00851963921847086	0.0140997641040808	0.025158375691162	0.00732223992361529	NA	0.021125523820658	0	0.0243487757835195	0.0051559010989233	0.0322309788440999	0.00781868386581634	0.0249563253242551	0.0104196424227227	0.0131628512374204	0.0180673021381699
OM1_C_2H	0.00937368911274304	0.0155654326216973	0.0574783780394318	0.0557023123571488	0.0168213819449776	0.010507111273001	0.0464175005347158	0.0182067707457259	NA	0.00970082824750708	0.0243487757835195	0	0.0225506103438385	0.0166064961222862	0.0208882119045507	0.0111799878777147	0.0154699700776424	0.0327924323385898	0.0116915703824153
OM1_C_3D	0.0189836538012354	0.0323942679970684	0.0381844929435482	0.0377122832777618	0.00754014589552135	0.0122484893540868	0.0284146630493648	0.00498790565852253	NA	0.0190649969028625	0.0051559010989233	0.0225506103438385	0	0.0304355557366144	0.0111664313267869	0.0231372018462145	0.00863984438922674	0.0164725560420601	0.0170624255118323
OM1_C_3E	0.0123514789513931	0.00614037165913358	0.0661297344292333	0.0666201787849326	0.0278647222995776	0.0222441003080349	0.0568786959892407	0.0257011875609129	NA	0.0117705257459645	0.0322309788440999	0.0166064961222862	0.0304355557366144	0	0.0285324803311666	0.00756716110643533	0.0271924356988305	0.0438109868561085	0.0144737470795811
OM1_C_3F	0.0192706985398564	0.0315429605996506	0.0381743769756866	0.0386929598445469	0.009103824272316	0.0124282336036215	0.0288542344416549	0.00921812788028737	NA	0.0183171012884225	0.00781868386581634	0.0208882119045507	0.0111664313267869	0.0285324803311666	0	0.0215351748453085	0.0109908546518516	0.0164035933439988	0.0142032349251603
OM1_H_1B	0.00530081826417019	0.0102706895876048	0.059125794195535	0.0592445190567837	0.0203019471008092	0.0147772414785842	0.049543710119863	0.0183286493579221	NA	0.00427662961767177	0.0249563253242551	0.0111799878777147	0.0231372018462145	0.00756716110643533	0.0215351748453085	0	0.0196511149444401	0.0363782804069011	0.00735419730543348
OM1_H_1C	0.0152921832865583	0.0281578129423849	0.0429261754864718	0.041075613177261	0.00210925403301205	0.00526069638783564	0.0318148129271593	0.00666148306866111	NA	0.0155017472652698	0.0104196424227227	0.0154699700776424	0.00863984438922674	0.0271924356988305	0.0109908546518516	0.0196511149444401	0	0.0183765364663367	0.0140650361221986
OM1_H_1D	0.0327903031195566	0.0458158155380054	0.0252780202405258	0.0230998132817441	0.016854091783663	0.0231428047712588	0.0136353338633401	0.019411977039955	NA	0.0325054980843607	0.0131628512374204	0.0327924323385898	0.0164725560420601	0.0438109868561085	0.0164035933439988	0.0363782804069011	0.0183765364663367	0	0.029412134535142
OM1_H_1G	0.00654305413926063	0.0175277683501363	0.051893934092028	0.052201818088087	0.0141734034926205	0.00992793314886468	0.0424387247606338	0.0121033328616499	NA	0.00483274962745667	0.0180673021381699	0.0116915703824153	0.0170624255118323	0.0144737470795811	0.0142032349251603	0.00735419730543348	0.0140650361221986	0.029412134535142	0
