	OM1_B_B	OM1_B_C	OM1_C_1A	OM1_C_1B	OM1_C_1D	OM1_C_1E	OM1_C_1F	OM1_C_2A	OM1_C_2C	OM1_C_2F	OM1_C_2G	OM1_C_2H	OM1_C_3D	OM1_C_3E	OM1_C_3F	OM1_H_1B	OM1_H_1C	OM1_H_1D	OM1_H_1G
OM1_B_B	0	0.00918265946338875	0.00968150412643119	0.0183005109259819	0.0137914647458624	0.0258140343268319	0.0331828841040536	0.0268213600735267	NA	0.0429622246013585	0.00781327375162521	0.00906001853093407	0.0279972429369802	0.0312694054291423	0.00955250256353928	0.0145577806208022	0.0259619482689888	0.00706012747062167	0.0126262642748452
OM1_B_C	0.00918265946338875	0	0.0106234278442907	0.0162897806468149	0.0125580796425678	0.0253776731201878	0.0311276271891714	0.0267734008141965	NA	0.0444988253628342	0.00161992371234724	0.00820532532778996	0.0243487346098916	0.0334388799850846	0.0107657938720261	0.00805926475046113	0.0255152376047561	0.00707500780333357	0.0126580745185039
OM1_C_1A	0.00968150412643119	0.0106234278442907	0	0.00872189204819696	0.00428189866177267	0.0163039866704116	0.0235053313482323	0.0174358064967971	NA	0.0522524700084886	0.0106750100077133	0.00252823709111648	0.0185809210385587	0.0406620605022271	0.000301893953462402	0.0186478119213771	0.0164511340035155	0.00377740364388451	0.00294591586024197
OM1_C_1B	0.0183005109259819	0.0162897806468149	0.00872189204819696	0	0.00450988468931277	0.00924910150517898	0.0151410556302872	0.0107701809437701	NA	0.0601611716938021	0.0170778502014294	0.00947392170448984	0.00990783544409016	0.048738864329869	0.00891179128990254	0.0239434950694604	0.00937736326092298	0.0115405103020275	0.00590345748773294
OM1_C_1D	0.0137914647458624	0.0125580796425678	0.00428189866177267	0.00450988468931277	0	0.0129293167640434	0.0195533420641257	0.0142598912846555	NA	0.0558444003930969	0.0131103598724011	0.00505175442257787	0.0143071826202874	0.0443602137631327	0.00450265480307234	0.0205073873200066	0.0130712933102582	0.00709147564770759	0.00187046242870379
OM1_C_1E	0.0258140343268319	0.0253776731201878	0.0163039866704116	0.00924910150517898	0.0129293167640434	0	0.0083798647001083	0.00164921621591741	NA	0.068528442736068	0.0260236023663915	0.0178801304760837	0.00930886692445796	0.0569460733725968	0.0163722431776342	0.0331517522149264	0.000147977291439892	0.0198187663441427	0.0134346036362627
OM1_C_1F	0.0331828841040536	0.0311276271891714	0.0235053313482323	0.0151410556302872	0.0195533420641257	0.0083798647001083	0	0.00843615551751617	NA	0.0752627785962401	0.0320678359800659	0.0245882528812293	0.00804087668115619	0.063859843560024	0.0236350210835851	0.0383230383658899	0.00825414117618918	0.0266413655096322	0.0205602349815234
OM1_C_2A	0.0268213600735267	0.0267734008141965	0.0174358064967971	0.0107701809437701	0.0142598912846555	0.00164921621591741	0.00843615551751617	0	NA	0.069641362796804	0.0273673096286843	0.0191356818654238	0.0106266009874031	0.0580238951790017	0.0174828500685313	0.0346029413260383	0.00156850014188667	0.0210299792540356	0.0146254578541654
OM1_C_2C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM1_C_2F	0.0429622246013585	0.0444988253628342	0.0522524700084886	0.0601611716938021	0.0558444003930969	0.068528442736068	0.0752627785962401	0.069641362796804	NA	0	0.0433693410575688	0.050801149672839	0.06881003207043	0.0117672838212011	0.052193128384464	0.038736681161364	0.0686750691550394	0.0487943132121978	0.0551245343668866
OM1_C_2G	0.00781327375162521	0.00161992371234724	0.0106750100077133	0.0170778502014294	0.0131103598724011	0.0260236023663915	0.0320678359800659	0.0273673096286843	NA	0.0433693410575688	0	0.00841864027235304	0.025486513435833	0.0321977018035177	0.0107756051083292	0.00809685051597503	0.0261640711226651	0.00694730324227934	0.0129829946088269
OM1_C_2H	0.00906001853093407	0.00820532532778996	0.00252823709111648	0.00947392170448984	0.00505175442257787	0.0178801304760837	0.0245882528812293	0.0191356818654238	NA	0.050801149672839	0.00841864027235304	0	0.0189744339865557	0.0393134852022257	0.00274041476591758	0.0162602397611825	0.0180245111046277	0.00207263337704722	0.00457953233211842
OM1_C_3D	0.0279972429369802	0.0243487346098916	0.0185809210385587	0.00990783544409016	0.0143071826202874	0.00930886692445796	0.00804087668115619	0.0106266009874031	NA	0.06881003207043	0.025486513435833	0.0189744339865557	0	0.0576433939750546	0.0187865824811454	0.0310364591352969	0.00929797681451322	0.021031888603798	0.0158098176501586
OM1_C_3E	0.0312694054291423	0.0334388799850846	0.0406620605022271	0.048738864329869	0.0443602137631327	0.0569460733725968	0.063859843560024	0.0580238951790017	NA	0.0117672838212011	0.0321977018035177	0.0393134852022257	0.0576433939750546	0	0.040590369379079	0.0284999665813342	0.0570932743950871	0.0372804009384326	0.0435602947920115
OM1_C_3F	0.00955250256353928	0.0107657938720261	0.000301893953462402	0.00891179128990254	0.00450265480307234	0.0163722431776342	0.0236350210835851	0.0174828500685313	NA	0.052193128384464	0.0107756051083292	0.00274041476591758	0.0187865824811454	0.040590369379079	0	0.018774590457974	0.0165196443695998	0.00384759148259005	0.00308286618547177
OM1_H_1B	0.0145577806208022	0.00805926475046113	0.0186478119213771	0.0239434950694604	0.0205073873200066	0.0331517522149264	0.0383230383658899	0.0346029413260383	NA	0.038736681161364	0.00809685051597503	0.0162602397611825	0.0310364591352969	0.0284999665813342	0.018774590457974	0	0.0332849559961655	0.0149954884553889	0.0207064961777906
OM1_H_1C	0.0259619482689888	0.0255152376047561	0.0164511340035155	0.00937736326092298	0.0130712933102582	0.000147977291439892	0.00825414117618918	0.00156850014188667	NA	0.0686750691550394	0.0261640711226651	0.0180245111046277	0.00929797681451322	0.0570932743950871	0.0165196443695998	0.0332849559961655	0	0.019964284638822	0.0135809180641111
OM1_H_1D	0.00706012747062167	0.00707500780333357	0.00377740364388451	0.0115405103020275	0.00709147564770759	0.0198187663441427	0.0266413655096322	0.0210299792540356	NA	0.0487943132121978	0.00694730324227934	0.00207263337704722	0.021031888603798	0.0372804009384326	0.00384759148259005	0.0149954884553889	0.019964284638822	0	0.00640618654749143
OM1_H_1G	0.0126262642748452	0.0126580745185039	0.00294591586024197	0.00590345748773294	0.00187046242870379	0.0134346036362627	0.0205602349815234	0.0146254578541654	NA	0.0551245343668866	0.0129829946088269	0.00457953233211842	0.0158098176501586	0.0435602947920115	0.00308286618547177	0.0207064961777906	0.0135809180641111	0.00640618654749143	0
