	OM1_B_B_2	OM1_B_B_3	OM1_B_C_1	OM1_B_C_2	OM1_B_C_3	OM1_C_1A_1	OM1_C_1A_2	OM1_C_1A_3	OM1_C_1B_1	OM1_C_1B_2	OM1_C_1B_3	OM1_C_1D_2	OM1_C_1D_3	OM1_C_1E_1	OM1_C_1E_2	OM1_C_1E_3	OM1_C_1F_1	OM1_C_1F_2	OM1_C_1F_3	OM1_C_2A_1	OM1_C_2A_2	OM1_C_2A_3	OM1_C_2F_1	OM1_C_2F_2	OM1_C_2F_3	OM1_C_2G_1	OM1_C_2G_2	OM1_C_2G_3	OM1_C_2H_2	OM1_C_2H_3	OM1_C_3D_2	OM1_C_3D_3	OM1_C_3E_1	OM1_C_3E_2	OM1_C_3E_3	OM1_C_3F_2	OM1_C_3F_3	OM1_H_1B_1	OM1_H_1B_2	OM1_H_1B_3	OM1_H_1C_1	OM1_H_1C_2	OM1_H_1C_3	OM1_H_1D_1	OM1_H_1D_2	OM1_H_1D_3	OM1_H_1G_1	OM1_H_1G_2	OM1_H_1G_3
OM1_C_2H_3	0.0386324941825311	0.00978082576207121	0.0425475562856022	0.0269049296559533	0.0383348356284835	0.0178662606638705	0.0205251175558024	0.0256820611033465	0.0706061613365895	0.110356626015839	0.0566253732020841	0.0461649123649938	0.0151480097165132	0.014424853628598	0.0183823168060846	0.0159012639055303	0.047189245938049	0.0397351438219637	0.0366999552135945	0.068335592353754	0.0717575885047988	0.0570101591591369	0.0151210700615855	0.0129856295673963	0.030822704614046	0.0719716296477608	0.0521717953639798	0.0508734034517573	0.0211964018975293	0	0.020772293154769	0.0538755302476292	0.0726662886715913	0.0761251640221544	0.0879063658077324	0.0325933318996026	0.0278817979449167	0.0648883238753442	0.0627951248187422	0.0534247459683378	0.0160896240713093	0.00668652882074238	0.0170582134517708	0.0258444452299379	0.0137228677632134	0.0841658420759525	0.0100034460190882	0.00891701193523353	0.0142011300305806
OM1_C_3D_2	0.0550772236291603	0.0283381030160944	0.0596122864705701	0.0435723329832099	0.0571179215602682	0.0275044974885767	0.00200759068586157	0.00896730068051359	0.0864666187294876	0.12669348780321	0.0747532683886594	0.0622191845576122	0.0328244097275744	0.0255157163364911	0.0214348628268434	0.0358071110952908	0.0640626750053459	0.057376269373319	0.0172257465044978	0.0859629792752808	0.0901882261023094	0.0754790209842908	0.0264065713698624	0.0227882513363916	0.0165450034385305	0.0886790317312885	0.0696905690437072	0.0695331137488833	0.0366786456865116	0.020772293154769	0	0.0355538856756612	0.0910639884059524	0.0948390237981314	0.106525095113351	0.0146334469274119	0.0125208625219754	0.044353851947258	0.0427644107082228	0.0374297563499741	0.0239392571834349	0.0181256759492988	0.00770064217926561	0.0129095159200873	0.0115325723368229	0.0649413616602096	0.0205506662101426	0.0217208255200271	0.0115945017200805
OM1_C_3D_3	0.0898175474784243	0.0619514483019629	0.0944046911600264	0.0787033468675587	0.0915335867516582	0.0618672320800521	0.0361548920038971	0.0336304342897698	0.12088470306032	0.160528769595545	0.109446720177475	0.097088176571682	0.067747354476272	0.0604008036722487	0.0545151623681242	0.0689417020533325	0.0986692592281645	0.0922349468880438	0.019370960225757	0.120209449877769	0.124410552983157	0.109949498421269	0.0607459231243075	0.0571619145504853	0.0254291247537182	0.122991891469696	0.104401254905227	0.104291436919527	0.0717128804095674	0.0538755302476292	0.0355538856756612	0	0.125122576516977	0.128991049881722	0.140711238867953	0.0266949298048005	0.0276584760167117	0.0248147321804346	0.0145698479149372	0.010628817665447	0.0591026236051637	0.0530578857715441	0.0402474283811713	0.0405132580431394	0.0464363942015923	0.0332549853912926	0.0545094881425928	0.0566306973152721	0.0422655739469278
OM1_C_3E_1	0.0371328459530341	0.0636922203193035	0.0323231824187222	0.0484513262023654	0.0353014078523676	0.0652511575113224	0.0903332020443881	0.0932590523776131	0.0182680518928636	0.0409857789962021	0.0176656852529855	0.0314831095074686	0.0598881994298852	0.0662532322422533	0.0730953351640873	0.0606387830799718	0.0281648536984959	0.0343891584512726	0.10692749631784	0.007979527025321	0.00357742991008342	0.0164145471376972	0.0655139018558053	0.0689539250839768	0.101703639409307	0.012719435573164	0.0225123379354501	0.0253848643469799	0.0548697839294146	0.0726662886715913	0.0910639884059524	0.125122576516977	0	0.00588829042116938	0.0166371481332739	0.100548951815165	0.0978229158006773	0.131517019378197	0.13224976390022	0.124914180757486	0.0688508163552298	0.0732249292367431	0.0855531407535461	0.0887656962568839	0.0799923865673188	0.152018856350459	0.0710636960672282	0.0694349586526568	0.083392644180563
OM1_C_3E_2	0.0411307412369503	0.0673680451939277	0.036230874446645	0.0519860698936897	0.0387141151790266	0.0694403708094597	0.0941347362674593	0.0974256752609959	0.0221084637209642	0.0400577921333486	0.02080454546579	0.0355635606211694	0.0631620702384539	0.0702791352104804	0.0773700402629729	0.0633953848683576	0.0324684777260159	0.038072687070272	0.110851881777304	0.0132949569206785	0.00534853031396476	0.0195545668658569	0.0696028373818935	0.0730175184260703	0.105318933146414	0.0168228424348682	0.0262665497089276	0.0273293235831803	0.0587195736290679	0.0761251640221544	0.0948390237981314	0.128991049881722	0.00588829042116938	0	0.0130975036407553	0.104639449967935	0.101828215531024	0.135794903862958	0.136294865319751	0.128501296412942	0.0727585188673278	0.0768835252181627	0.089464764214485	0.0929483561051804	0.0839102734346194	0.156368528904783	0.075050720950412	0.0732097960645681	0.0871767238757435
OM1_C_3E_3	0.0528914761827364	0.0792708463823217	0.0478858733753463	0.0637671857213838	0.0499235378063426	0.0810092201799121	0.105899263450817	0.108891858309154	0.0294505895072648	0.0324544350088859	0.0324175396551065	0.0467807948372765	0.0748215795124546	0.0817891530672509	0.0889876098729868	0.0751025663260061	0.0438618743113421	0.049528042610642	0.12265024096421	0.0225477025791567	0.0177400967868905	0.0315114633094444	0.0813386549212764	0.0846991733317968	0.117444355543586	0.0243414000249444	0.0379634423849746	0.038860462980108	0.0703951235940314	0.0879063658077324	0.106525095113351	0.140711238867953	0.0166371481332739	0.0130975036407553	0	0.116496654625844	0.113516644948516	0.147146644977557	0.148001178625213	0.140480221542593	0.0843222073296678	0.0886340437671087	0.101326149196105	0.104645507091506	0.0955779914640645	0.167887713593137	0.0868007762208182	0.0849801200430515	0.0992057364085893
OM1_C_3F_2	0.0646797614978572	0.0387062273865847	0.0695163588874337	0.0543518005294044	0.0680500012167182	0.0365082352733921	0.0139788187516066	0.0109077379308175	0.0951945897076283	0.134850876717006	0.0849870398020746	0.0718352797472577	0.0450492844808932	0.0358629014629228	0.0286600676268785	0.0481786777417151	0.0735850748430827	0.0678790543276733	0.00849310833148211	0.0953062398957754	0.0998261638703077	0.0856033247799476	0.0356042990848975	0.0323009211671956	0.0130759601939231	0.0975460808376759	0.0795493962596362	0.0805914944520166	0.0471244161656571	0.0325933318996026	0.0146334469274119	0.0266949298048005	0.100548951815165	0.104639449967935	0.116496654625844	0	0.00948551808402509	0.034172135283471	0.0321618937948682	0.0297615842626616	0.0344565647338019	0.030098306432193	0.016047697553313	0.0146675603572959	0.0224410088523917	0.0528028975928049	0.0301878327240008	0.0327731474924595	0.0191724288244123
OM1_C_3F_3	0.0628551706535831	0.0349831925343799	0.067381976485248	0.0521528659256455	0.0645245634801357	0.0353084321902438	0.0126616168972176	0.00975137173164438	0.0939506697120998	0.133527235369125	0.0824035644104441	0.0702147514750854	0.0418017164930548	0.0338098947112056	0.0283989879488396	0.0436837465614989	0.0715206189318528	0.0652403283542725	0.0116564846194241	0.092886148990647	0.0972198319607089	0.0828374632991679	0.0338997735336401	0.0303195582295393	0.0112675032640037	0.0958340914419818	0.0773408124161969	0.0776677204336525	0.0449895216497547	0.0278817979449167	0.0125208625219754	0.0276584760167117	0.0978229158006773	0.101828215531024	0.113516644948516	0.00948551808402509	0	0.0399284292221624	0.0366070821346189	0.0294454743192806	0.0334450807605234	0.0269736310898105	0.0142577709136716	0.0182915788428726	0.0206224633174647	0.0565960873656567	0.0274000419315502	0.0301251701437744	0.0159778211819297
OM1_H_1B_1	0.0951488489449275	0.0713940802973712	0.100031819643152	0.0850642052483597	0.0992643483810037	0.0666929278704632	0.0445787624994135	0.0402670732843744	0.124031408593074	0.163308537052939	0.115731757918675	0.101536326057807	0.0760774983644617	0.0662796370307868	0.0587903019185007	0.0800403120410152	0.10389056925072	0.098546123989016	0.0299205367548225	0.125579984711764	0.130855305724766	0.116706305789953	0.066758176999501	0.0635474244285636	0.0409508439032494	0.127104273271782	0.110103706808819	0.111613022988783	0.0778343850716448	0.0648883238753442	0.044353851947258	0.0248147321804346	0.131517019378197	0.135794903862958	0.147146644977557	0.034172135283471	0.0399284292221624	0	0.0127490391770895	0.034275545342853	0.0639432722994468	0.0616117857363582	0.0487158221313464	0.0433361073512859	0.0533684200937465	0.0273852050423948	0.0622786232989149	0.064329541904955	0.0527829734144547
OM1_H_1B_2	0.0961023989156193	0.0701408830551702	0.100933221873689	0.0854299975765175	0.0993300426940726	0.067663533236345	0.0430739412548951	0.0398946680568798	0.126230627634371	0.165801999265638	0.116429514029187	0.10300840012546	0.0754413975946007	0.0668285446117585	0.0598072993747333	0.078012901126568	0.105049755017002	0.0991954769375059	0.0261768688727473	0.126851502286647	0.131492529118474	0.117171924116461	0.0671066721490934	0.0637167748051669	0.0350547158270001	0.128886567860928	0.111013042302593	0.111731632528494	0.0783132749748666	0.0627951248187422	0.0427644107082228	0.0145698479149372	0.13224976390022	0.136294865319751	0.148001178625213	0.0321618937948682	0.0366070821346189	0.0127490391770895	0	0.0227572323026266	0.0648082156594643	0.060644568642757	0.0473088828978699	0.0443504830436814	0.0530377174576438	0.0242122644807743	0.0617534433385323	0.0638255965118153	0.0503615336971303
OM1_H_1B_3	0.0903458468185089	0.0617366836108728	0.0948184216622124	0.07908634273028	0.091524726301911	0.0635573526803241	0.0379247774593855	0.0372300172075088	0.121814979897496	0.16127954866868	0.109410240253518	0.0978826378524417	0.0677991246078355	0.0619004760147406	0.0566664157454558	0.0677195543438314	0.0992260352730178	0.0925742349652263	0.0230015752807172	0.12054274643412	0.124071115471268	0.109720180754228	0.0619523151880287	0.0584792229440647	0.0238065546338158	0.123599045645307	0.1045925029984	0.103851680640699	0.072507879587988	0.0534247459683378	0.0374297563499741	0.010628817665447	0.124914180757486	0.128501296412942	0.140480221542593	0.0297615842626616	0.0294454743192806	0.034275545342853	0.0227572323026266	0	0.060819435823443	0.0536432273163282	0.0415235182889284	0.0438044776140419	0.0481479288919545	0.0391574099274972	0.0554213087145264	0.0573646786728433	0.0422547658104589
OM1_H_1C_1	0.0320743164509066	0.0142706166465212	0.0367503495101604	0.021232556479773	0.0361368551621004	0.00625607788916548	0.0231497727971885	0.0268063582273421	0.062942520748576	0.103430788856035	0.0522931800862304	0.0387934446664932	0.014767016200604	0.00504893572317118	0.0091517915428386	0.0228288332537959	0.0411031006323659	0.034983898228672	0.0400693750441924	0.0632751516081905	0.0679078093711313	0.053340720130906	0.00698039466120452	0.00664715023902152	0.0379236754143847	0.0654736193912194	0.046895288211996	0.0478594483662752	0.0142311411777517	0.0160896240713093	0.0239392571834349	0.0591026236051637	0.0688508163552298	0.0727585188673278	0.0843222073296678	0.0344565647338019	0.0334450807605234	0.0639432722994468	0.0648082156594643	0.060819435823443	0	0.0102171942453421	0.0197351246896678	0.0217028942982629	0.0129301245164019	0.0863177376001123	0.0098379217364331	0.00750078814385322	0.0205411194739549
OM1_H_1C_2	0.0376403394525405	0.0110466800226081	0.0419634215418377	0.0258596147410531	0.0391479816331798	0.0132357523324292	0.0176203674435188	0.0226711641108614	0.0694954103007917	0.109705179228028	0.0568381736051079	0.0449675005857084	0.0150495358012711	0.00994075643993925	0.0128562382742824	0.019254414506918	0.0465605832001082	0.0395344484146548	0.0348099040190553	0.0683475711506735	0.072290402871568	0.0575050079339853	0.0111326000030219	0.00832864573725031	0.0306682914318844	0.0713826325187177	0.0519425763666949	0.0515202039194253	0.0192674188073384	0.00668652882074238	0.0181256759492988	0.0530578857715441	0.0732249292367431	0.0768835252181627	0.0886340437671087	0.030098306432193	0.0269736310898105	0.0616117857363582	0.060644568642757	0.0536432273163282	0.0102171942453421	0	0.0141010154733091	0.0209304527485086	0.00864095695395848	0.0823043312203778	0.00638522224214355	0.00439217038753707	0.0131502157397308
OM1_H_1C_3	0.0496894579163119	0.0229867866584991	0.0543626831200821	0.0387943311066878	0.0523648520346183	0.022079560603161	0.00621554202063837	0.0105253296650114	0.0809788607023816	0.120987578935357	0.0696422521239584	0.0570067110198357	0.0290478772589571	0.0206934804687285	0.0155978841827631	0.0324318028195469	0.0586614883426061	0.0524242520120693	0.0214974316506658	0.0804878699036612	0.0847383393654315	0.0702565516283631	0.0206599207116085	0.0171799645801857	0.0187401763517159	0.0831015056960003	0.064410441521362	0.0648757729369426	0.0317010566984101	0.0170582134517708	0.00770064217926561	0.0402474283811713	0.0855531407535461	0.089464764214485	0.101326149196105	0.016047697553313	0.0142577709136716	0.0487158221313464	0.0473088828978699	0.0415235182889284	0.0197351246896678	0.0141010154733091	0	0.0106084843741939	0.00731692360711109	0.0685707805250234	0.014705619281791	0.0168807899473685	0.00555425199399682
OM1_H_1D_1	0.0522177128769748	0.0296466041162295	0.057172984069333	0.0423253113713366	0.056867413729007	0.0238446061291519	0.0114142428966325	0.0108100619600617	0.0821030544112098	0.122010263001465	0.0729300786189645	0.0589597831101858	0.0346406124047743	0.0239179314951577	0.0158460409578537	0.0400081277189376	0.0611445190772787	0.0558426059907454	0.0213977452605356	0.0830860422033296	0.0879880386502689	0.073819696039752	0.023774198562524	0.0208830066566189	0.0234695708941959	0.0848461215309876	0.0672577048732984	0.0689619873135076	0.0350551611443221	0.0258444452299379	0.0129095159200873	0.0405132580431394	0.0887656962568839	0.0929483561051804	0.104645507091506	0.0146675603572959	0.0182915788428726	0.0433361073512859	0.0443504830436814	0.0438044776140419	0.0217028942982629	0.0209304527485086	0.0106084843741939	0	0.0126460833660544	0.0652324979804178	0.0202664980959793	0.0223863226465456	0.0155020809107811
OM1_H_1D_2	0.0438111284172963	0.0184911834534154	0.0484242799435976	0.0327018984320964	0.0465053135632347	0.0159942312144723	0.0107043894619339	0.0146947333450595	0.0750643492670281	0.115299471412171	0.0637754266665612	0.0509201658240557	0.0231320244679038	0.0141365553271684	0.0107269174019129	0.0278838611762573	0.0527644113222971	0.0463748045141619	0.0276192480167331	0.0747161231964089	0.0791674215422802	0.0645465573086262	0.0149483887443223	0.0113431313101919	0.0256340328061201	0.0773046639322054	0.0585523043834794	0.0590156633733895	0.0255211673866633	0.0137228677632134	0.0115325723368229	0.0464363942015923	0.0799923865673188	0.0839102734346194	0.0955779914640645	0.0224410088523917	0.0206224633174647	0.0533684200937465	0.0530377174576438	0.0481479288919545	0.0129301245164019	0.00864095695395848	0.00731692360711109	0.0126460833660544	0	0.0745242940345101	0.00975012775908628	0.0110144560280003	0.00980276935644585
OM1_H_1D_3	0.11667625846857	0.0909665630810737	0.12152506767606	0.106760774661053	0.120022845408004	0.0883124752169958	0.0651669470378135	0.0604772523925238	0.145901019200758	0.184507263404365	0.13701766437552	0.123513954356483	0.0972748745174485	0.0878294341442393	0.0801914531211886	0.0997846383597235	0.125284988354462	0.119969811542805	0.0480897203700393	0.146526436409912	0.15154658160446	0.137626790953321	0.0878089302682025	0.0845039551268582	0.0560377422136741	0.148478584941538	0.131501754439474	0.132956236321267	0.0993971721496907	0.0841658420759525	0.0649413616602096	0.0332549853912926	0.152018856350459	0.156368528904783	0.167887713593137	0.0528028975928049	0.0565960873656567	0.0273852050423948	0.0242122644807743	0.0391574099274972	0.0863177376001123	0.0823043312203778	0.0685707805250234	0.0652324979804178	0.0745242940345101	0	0.082482570222358	0.0851992000704294	0.0713039336046765
OM1_H_1G_1	0.035529092021861	0.00968591290322458	0.0400545110491825	0.0249576729221825	0.0379070489969869	0.00964852664588098	0.0197071407220487	0.022774345500038	0.0669759159255051	0.106945485316149	0.0552539841894698	0.042919546776525	0.0165715660198969	0.00766813676455925	0.00885050677977423	0.02156018062687	0.0442936188634266	0.0380126071600124	0.0360594742701259	0.0659800267426399	0.0703361973988854	0.0558346869413594	0.00718307073233305	0.00404195974109567	0.0322823633832214	0.0688553999761666	0.0500823733520404	0.0507949840311613	0.0176932542178623	0.0100034460190882	0.0205506662101426	0.0545094881425928	0.0710636960672282	0.075050720950412	0.0868007762208182	0.0301878327240008	0.0274000419315502	0.0622786232989149	0.0617534433385323	0.0554213087145264	0.0098379217364331	0.00638522224214355	0.014705619281791	0.0202664980959793	0.00975012775908628	0.082482570222358	0	0.00468045003089685	0.0136468728663332
OM1_H_1G_2	0.0335975651215963	0.00846650438878654	0.0380365084477788	0.0221595120571139	0.0357631260991732	0.00928224645798686	0.0210255822696448	0.0253187549130941	0.0653704583167284	0.105590602725443	0.0531349480411277	0.0409356352012759	0.0127103468843648	0.00612128964347718	0.0109755131496511	0.0183667983362298	0.042546184011308	0.0358043799919395	0.0381145454180293	0.0644221618503405	0.0685353557880313	0.0538292765418418	0.00695152453545457	0.00494308052592527	0.0341609403778449	0.0673133231674215	0.0480788993941843	0.0481792026714987	0.0152478304482274	0.00891701193523353	0.0217208255200271	0.0566306973152721	0.0694349586526568	0.0732097960645681	0.0849801200430515	0.0327731474924595	0.0301251701437744	0.064329541904955	0.0638255965118153	0.0573646786728433	0.00750078814385322	0.00439217038753707	0.0168807899473685	0.0223863226465456	0.0110144560280003	0.0851992000704294	0.00468045003089685	0	0.0159162815590446
OM1_H_1G_3	0.0482352879321619	0.0203013604339687	0.0527888151217363	0.0373684669170988	0.0503317097758637	0.0222562323197752	0.0104320197983059	0.0150743538702231	0.0797902066062681	0.119564972900619	0.0677194165783109	0.0558082816795323	0.0273958710165203	0.0206861471691517	0.0169798215010364	0.0295181807025525	0.0571423442665733	0.0507754966175566	0.0243712551583262	0.0787076686087398	0.082548354659246	0.0681439577638393	0.0201158622349001	0.0169173614118086	0.0187869877312849	0.0815979301188934	0.0626582940440142	0.0627633965383277	0.0306192714841675	0.0142011300305806	0.0115945017200805	0.0422655739469278	0.083392644180563	0.0871767238757435	0.0992057364085893	0.0191724288244123	0.0159778211819297	0.0527829734144547	0.0503615336971303	0.0422547658104589	0.0205411194739549	0.0131502157397308	0.00555425199399682	0.0155020809107811	0.00980276935644585	0.0713039336046765	0.0136468728663332	0.0159162815590446	0
