	OM1_B_B_1	OM1_B_B_2	OM1_B_B_3	OM1_B_C_2	OM1_B_C_3	OM1_C_1A_1	OM1_C_1A_2	OM1_C_1A_3	OM1_C_1B_1	OM1_C_1B_2	OM1_C_1B_3	OM1_C_1D_2	OM1_C_1D_3	OM1_C_1E_1	OM1_C_1E_2	OM1_C_1E_3	OM1_C_1F_1	OM1_C_1F_2	OM1_C_1F_3	OM1_C_2A_1	OM1_C_2A_2	OM1_C_2A_3	OM1_C_2F_1	OM1_C_2F_2	OM1_C_2F_3	OM1_C_2G_1	OM1_C_2G_2	OM1_C_2G_3	OM1_C_2H_2	OM1_C_2H_3	OM1_C_3D_1	OM1_C_3D_2	OM1_C_3D_3	OM1_C_3E_1	OM1_C_3E_2	OM1_C_3E_3	OM1_C_3F_2	OM1_C_3F_3	OM1_H_1B_1	OM1_H_1B_2	OM1_H_1B_3	OM1_H_1C_1	OM1_H_1C_2	OM1_H_1C_3	OM1_H_1D_1	OM1_H_1D_3	OM1_H_1G_1	OM1_H_1G_2	OM1_H_1G_3
OM1_C_3E_3	0.0097328391759951	0.010254790493979	0.00771111589895015	0.00685924826678626	0.00558374390382106	0.00488153903780032	0.00547844284468946	0.0092524171150789	0.00343929145786441	0.00829556685073199	0.0245926449715781	0.0478486343371779	0.0254032108417008	0.00327819179475407	0.0115411039928287	0.0112706310639424	0.0135245071044125	0.0138971268936499	0.0158423433517376	0.00657882693508941	0.00742542760696857	0.0185368137641695	0.0955955887897463	0.0847179587229223	0.0887816167869977	0.00926866200821487	0.0200269419529505	0.00430821067915303	0.00412237097212978	0.0148338243678068	0.00381062584365053	0.0117879978210185	0.0117873749153012	0.00647431615047666	0.00805371312129232	0	0.0129025732634747	0.0200340416004915	0.00663551129729756	0.00189990342146161	0.00918748977535771	0.00887370709092563	0.00874862312229027	0.00829923741545586	0.00870878955609364	0.00352553276751774	0.0172279351064691	0.00920921994895762	0.00466791316915506
OM1_C_3F_2	0.0212662188128224	0.0191174806904662	0.00735494835874168	0.0190931644370305	0.00803265540506893	0.017580542385733	0.0181471528313233	0.0135326642249968	0.0100695031714208	0.010875401482417	0.0129832183507375	0.0596243572278631	0.0378216697929854	0.00964275873797496	0.0232432216135927	0.00329990077541096	0.0254513215488847	0.0261345426976269	0.00484717471164408	0.00927662093193688	0.0140377014074089	0.0078129333265911	0.10703132775707	0.0967093484053045	0.100064222095227	0.0214646434194213	0.0300335340933016	0.0136525953737656	0.0166383955386095	0.00587882134103629	0.0109911692837553	0.00182743724799239	0.00365456395438679	0.0188201636209082	0.0173190326372825	0.0129025732634747	0	0.0100473361223783	0.00939220302808127	0.0135389605111695	0.00736480180473177	0.0216065666632755	0.0206273167550044	0.0105743924492268	0.0122657560867408	0.00983441445616304	0.0274389994166605	0.0216880776690437	0.0133082225459387
OM1_C_3F_3	0.0280367066704545	0.0276283971413332	0.0124897177873445	0.0267153971592233	0.0165346177437611	0.0238046113127116	0.0245067751398971	0.0196175633737389	0.0179009547820811	0.0164757893099299	0.00534511316953688	0.0666829206689557	0.0445691409639421	0.017270265869094	0.0303277286747764	0.0100246497350831	0.0323315045797059	0.0330838687131771	0.00793410323703568	0.0152917487532227	0.0202117538557894	0.0050259461829177	0.114395868369212	0.103612142445135	0.107152370299889	0.0283488871309029	0.0368456609933215	0.0214576195634713	0.0236345115633809	0.0063385997246543	0.0180403545042028	0.0112791885545603	0.0136261360888028	0.0261073641027536	0.0254679950066839	0.0200340416004915	0.0100473361223783	0	0.0173950029277164	0.0198283938583018	0.0110338296908354	0.0283502163963492	0.0280314616949818	0.0139205583341994	0.0191094018627359	0.0177770999275777	0.0344432439677641	0.0290878454030377	0.0208210028405626
OM1_H_1B_1	0.0122898864907446	0.010263343622627	0.00792110989156306	0.0109977182802957	0.00295172057345942	0.0104936397215459	0.01059971027419	0.00534937464586399	0.00344914149053575	0.00435242647331428	0.0213146692358316	0.050425539187963	0.0289852611003053	0.00464538880275295	0.0142317025165634	0.0094906970928234	0.0164758750998474	0.0173368496934657	0.013750512178931	0.00385853637084381	0.0054124791479946	0.0164898035052932	0.097871400486102	0.0875876706459903	0.0907969402512772	0.0128171161899157	0.0206471995267566	0.00487118302912931	0.00877783977136054	0.0132806105943827	0.0034152608101454	0.00769715199208125	0.0084889130358749	0.0105608564451023	0.00823655803157981	0.00663551129729756	0.00939220302808127	0.0173950029277164	0	0.00735986369080186	0.00856306238634735	0.0135474301770138	0.0118907882389925	0.00775928622354982	0.00380658015976987	0.0057079367492821	0.0180519775753662	0.0135426002054423	0.00431005545643285
OM1_H_1B_2	0.00944908552987155	0.0111664091681431	0.00761011654257896	0.00734471530146552	0.00665932651441942	0.00410917473267009	0.00482817117776418	0.00906893879581275	0.00448954113291856	0.00796943924641978	0.0246035094044114	0.0477130117210308	0.0251442273840932	0.00429152278613524	0.0114484177760405	0.0117152193581308	0.0133070637764485	0.0137213585692934	0.016315467152901	0.00634884037008839	0.00705932067161679	0.018712381759419	0.0955705815111534	0.0845360808263474	0.0886784641519101	0.00905694087336633	0.0198777701936396	0.00514454987534944	0.00411898047727016	0.0149130645554522	0.00404693231383234	0.012470448193786	0.0128915709423676	0.00665520261043707	0.00882526346054606	0.00189990342146161	0.0135389605111695	0.0198283938583018	0.00735986369080186	0	0.00881601432632266	0.00861199469820231	0.00891810473657891	0.00729091778649321	0.00888180802838204	0.0048962334359533	0.0171453620974033	0.00942274163417838	0.00518751360385878
OM1_H_1B_3	0.017469576586742	0.017881735071799	0.00206524176244493	0.0158942605407876	0.00730651085049724	0.0127843071682654	0.0135173066924085	0.0112277942816283	0.00773442394393567	0.00796548634689751	0.0159468578435008	0.0561404593347395	0.0337405974194688	0.00692461679870539	0.019705743091105	0.00506598650057813	0.0216581373754659	0.022280262079995	0.00898168607018951	0.00568728881449098	0.0108151705494397	0.0104459405369236	0.103982541802294	0.0930207177351857	0.0969206411366941	0.017546386245661	0.0271029160085954	0.0112612344726943	0.0127325629097384	0.00665348945375799	0.00773202589535362	0.00715688173258677	0.00914442627163058	0.0152536512023549	0.0155322656864674	0.00918748977535771	0.00736480180473177	0.0110338296908354	0.00856306238634735	0.00881601432632266	0	0.0173712796305688	0.0173142793101267	0.00432763428203636	0.0107713336937695	0.0076630994250006	0.0245220072957839	0.0181691776389202	0.0107301303470139
OM1_H_1C_1	0.0042919161412123	0.00918501894299373	0.0162172778554286	0.00363225210493715	0.0137923639971835	0.00476045427608345	0.00389016987241433	0.0131776801178987	0.0115881143789722	0.0141648803955334	0.0331170341616774	0.0392812689751692	0.0165955938806647	0.0120213673169548	0.00464430582455896	0.0201175556537654	0.005635584449583	0.00547860622319998	0.024706869840043	0.0138240638151989	0.01098847755459	0.0272838817096334	0.0871498856170225	0.0760176758506768	0.0803629904459849	0.00238271806450008	0.0137536896331152	0.0088109635557647	0.00498010829802419	0.0235068449977136	0.0110151151758424	0.0203145653599028	0.0202654935390295	0.00320448708404053	0.0081521955169384	0.00887370709092563	0.0216065666632755	0.0283502163963492	0.0135474301770138	0.00861199469820231	0.0173712796305688	0	0.00343188235189846	0.01502202487116	0.0134628422930056	0.0122086535272348	0.0111602379214816	0.00233763646738732	0.00934268249816431
OM1_H_1C_2	0.00268472667220599	0.00584880152802725	0.0161943563951739	0.00270252360723129	0.0126183562735734	0.00617115340835935	0.0051451596374588	0.0113173242731649	0.0106267318083571	0.0128952689231236	0.0325460026823475	0.0392437865053737	0.0172332489698927	0.0114275377273173	0.00304555651558804	0.01963710029715	0.0051173868199674	0.00559943809760527	0.0242234853493717	0.0129565079152735	0.00942815016833325	0.0269886009067941	0.0869817709807254	0.0762665945838341	0.0801079789525938	0.00190670698523837	0.0119885374321874	0.00708037130386358	0.00482102401375634	0.0233220419721647	0.0100617841997738	0.0191581512136442	0.0190516137192666	0.0024526084611549	0.00508156903302487	0.00874862312229027	0.0206273167550044	0.0280314616949818	0.0118907882389925	0.00891810473657891	0.0173142793101267	0.00343188235189846	0	0.0149388766176177	0.0114499798958094	0.0117129152651846	0.00917959198338443	0.0027514816138648	0.00765960310979493
OM1_H_1C_3	0.0145237056594361	0.0160304042370834	0.00522312310688087	0.0140809874212324	0.0078071498484302	0.0107125411198521	0.011236790378837	0.00832399287804947	0.00730767985034801	0.00530845248419433	0.018937181945962	0.0529666791835668	0.0308047009814961	0.00709299057036983	0.0169023601951388	0.00900792557953578	0.0187352956931418	0.0195154897384304	0.013073136130683	0.00391159554161093	0.00769920292130891	0.0143597077223797	0.100832701164005	0.0898309224995262	0.0936008158651294	0.0148921630800969	0.0237368934851366	0.00957603161491018	0.0107261582705153	0.0107259711472813	0.00616309281748657	0.00976059475518268	0.0119527206923089	0.0131521511143079	0.0135400505157528	0.00829923741545586	0.0105743924492268	0.0139205583341994	0.00775928622354982	0.00729091778649321	0.00432763428203636	0.01502202487116	0.0149388766176177	0	0.00852133724512659	0.00837026698082916	0.0213030828640343	0.0161369350468497	0.00877294682673358
OM1_H_1D_1	0.0111009060074112	0.0097128109034006	0.0106451976856197	0.0114361011991096	0.0066974559630935	0.0111335400003138	0.0109252239734891	0.00184107974997752	0.00643986621538587	0.00338070461761645	0.0230552362676314	0.0486418924119925	0.0277493037509418	0.00776309821428201	0.0131204694564977	0.0126038338203118	0.0152597431096728	0.0163880893358388	0.0167279003239353	0.0051917882079292	0.00319945769823678	0.0190671184936279	0.0960124777304314	0.085821993413196	0.0887232612064508	0.0121767868390296	0.0182230003298075	0.00569151802403861	0.00935880980854428	0.0159201952603703	0.00521809161902031	0.010521474490424	0.0118623169393932	0.0107329615704604	0.0077268004101352	0.00870878955609364	0.0122657560867408	0.0191094018627359	0.00380658015976987	0.00888180802838204	0.0107713336937695	0.0134628422930056	0.0114499798958094	0.00852133724512659	0	0.0090142818774278	0.0158557861703981	0.0136590431281319	0.00471910618409543
OM1_H_1D_3	0.0128665787832386	0.0118281647579535	0.00586813918447139	0.00971419878160593	0.00326388108599532	0.00837560682053642	0.00898930073459087	0.0100729561271078	0.0026052388570011	0.00844547027898841	0.0219950869395155	0.0508661416213836	0.0286021572142401	0.00149747781649769	0.0146026287341388	0.00831351848687371	0.0166921203212788	0.0170840127936632	0.0127423005191431	0.00619827234473085	0.00891559023412848	0.0157363220028766	0.0984592885365095	0.0877648128411508	0.0917005975370217	0.0125133262168793	0.0227625051398938	0.00591520991209916	0.00745794238916742	0.0122312020641405	0.00441579578627471	0.00885121027362861	0.00842486860059862	0.00958460434856313	0.00984020938367779	0.00352553276751774	0.00983441445616304	0.0177770999275777	0.0057079367492821	0.0048962334359533	0.0076630994250006	0.0122086535272348	0.0117129152651846	0.00837026698082916	0.0090142818774278	0	0.0199558870231235	0.0122125198221829	0.00618261880788545
OM1_H_1G_1	0.00790931522237236	0.00995039242688004	0.0238593429623979	0.0118290973351885	0.0198526593770498	0.0146191233983646	0.0134911502281195	0.0151693412982096	0.0182016165108413	0.0180276159070898	0.0387621764219277	0.0328586569089857	0.0137060088422357	0.0193513027496111	0.00656535869469189	0.0270934614158627	0.00606847921507542	0.00723995522247655	0.0316164929874485	0.0192991054916436	0.0142392157179875	0.0342051543503459	0.0802797618399612	0.0700621048754347	0.0729754622164667	0.00909424431721065	0.00285551759154594	0.0142584022534448	0.0134603213267753	0.0306693515537468	0.0171541834660521	0.0257404136319994	0.0260567314812081	0.0115296907765966	0.0107253618246881	0.0172279351064691	0.0274389994166605	0.0344432439677641	0.0180519775753662	0.0171453620974033	0.0245220072957839	0.0111602379214816	0.00917959198338443	0.0213030828640343	0.0158557861703981	0.0199558870231235	0	0.0108428581590226	0.0143859722095332
OM1_H_1G_2	0.0048468079393455	0.00780468032761473	0.0168616100576245	0.00263958593370353	0.013735568645644	0.00606603861446513	0.00526373189997014	0.0136266561392786	0.0116848226237384	0.0147964123188223	0.0336715636871349	0.0388497831062955	0.0164540692715108	0.0122016674073858	0.00447948488572636	0.0203972634147848	0.00568303031474842	0.00538538444085402	0.0249273186883839	0.0144409098818489	0.0115947418047271	0.0277346855959956	0.0865575462134547	0.0756441635648706	0.0798704388629139	0.00303967404732319	0.0135158682541762	0.00868281617835025	0.00549036473118772	0.0240408772189822	0.0114134692452159	0.0203547779732879	0.0199818357108366	0.00311641658138467	0.00728353354928775	0.00920921994895762	0.0216880776690437	0.0290878454030377	0.0135426002054423	0.00942274163417838	0.0181691776389202	0.00233763646738732	0.0027514816138648	0.0161369350468497	0.0136590431281319	0.0122125198221829	0.0108428581590226	0	0.00942088443430055
OM1_H_1G_3	0.0080421442248273	0.00729860994150241	0.00984138834707471	0.00700320123928819	0.00558906425024714	0.00690577018300593	0.0067285294075338	0.00531307714396806	0.00392734468618763	0.00586017706739368	0.025117083203282	0.0464243009971626	0.0247341261761498	0.00524561874043043	0.0100051532150562	0.0127212244194476	0.0122303027686004	0.0130595540546061	0.0172657331303284	0.00572655284166687	0.00375860583134448	0.0199592765192669	0.0940406556335677	0.0835543817007147	0.087001881388031	0.00850886331051541	0.0170944712282594	0.00113474298824943	0.00485607206830772	0.0164430321645643	0.00300799359090261	0.0117423303352344	0.0121817281300234	0.00639760348253222	0.00485375688758388	0.00466791316915506	0.0133082225459387	0.0208210028405626	0.00431005545643285	0.00518751360385878	0.0107301303470139	0.00934268249816431	0.00765960310979493	0.00877294682673358	0.00471910618409543	0.00618261880788545	0.0143859722095332	0.00942088443430055	0
