	OM1_B_B	OM1_B_C	OM1_C_1A	OM1_C_1B	OM1_C_1D	OM1_C_1E	OM1_C_1F	OM1_C_2A	OM1_C_2C	OM1_C_2F	OM1_C_2G	OM1_C_2H	OM1_C_3D	OM1_C_3E	OM1_C_3F	OM1_H_1B	OM1_H_1C	OM1_H_1D	OM1_H_1G
OM1_B_B	0	0.000351765936974097	0.0135765314599582	0.0121708665845806	0.00109369093975461	0.00428679382858921	0.00177654822670534	0.0814778597658276	NA	NA	0.00165812161277072	0.0041877882855134	NA	0.00434466652733143	0.00743405278638168	0.0123776166182852	NA	0.0173086237530853	0.00610972913233316
OM1_B_C	0.000351765936974097	0	0.0139282743358342	0.0118191182229368	0.00144545668377625	0.00463855733937568	0.00212831370219231	0.0818288101049146	NA	NA	0.00130635594028388	0.0045395519029001	NA	0.00469642997468653	0.00708229327921086	0.0120258688682547	NA	0.0169568936960179	0.00575796749110779
OM1_C_1A	0.0135765314599582	0.0139282743358342	0	0.0257459221987912	0.0124829047762019	0.00928992504572472	0.0118000818964059	0.0679275110605124	NA	NA	0.0152345341685319	0.00938892821208041	NA	0.00923205369355557	0.021009848839186	0.0259526350891165	NA	0.0308826366179861	0.019685694327571
OM1_C_1B	0.0121708665845806	0.0118191182229368	0.0257459221987912	0	0.0132644962067952	0.0164573623147755	0.0139473100893248	0.0936164843952078	NA	NA	0.0105128186702536	0.0163583654055375	NA	0.0165152299284076	0.0047369627802026	0.000206760867948418	NA	0.0051381339137013	0.00606129410096979
OM1_C_1D	0.00109369093975461	0.00144545668377625	0.0124829047762019	0.0132644962067952	0	0.00319310808098361	0.000682857747112276	0.0803866604046337	NA	NA	0.00275181082109049	0.00309410226073006	NA	0.00325098094518994	0.00852771965833272	0.0134712442255896	NA	0.0184021936488813	0.00720340336549915
OM1_C_1E	0.00428679382858921	0.00463855733937568	0.00928992504572472	0.0164573623147755	0.00319310808098361	0	0.00251025223197115	0.0772004487501737	NA	NA	0.00594490078332622	9.90061596229308e-05	NA	5.78730728360984e-05	0.0117207169927943	0.0166641034703061	NA	0.0215948610217962	0.0103964284765293
OM1_C_1F	0.00177654822670534	0.00212831370219231	0.0118000818964059	0.0139473100893248	0.000682857747112276	0.00251025223197115	0	0.0797053248137934	NA	NA	0.00343466632922334	0.0024112462803394	NA	0.00256812517508315	0.0092105587903337	0.0141540567631694	NA	0.0190849680810933	0.00788624765070289
OM1_C_2A	0.0814778597658276	0.0818288101049146	0.0679275110605124	0.0936164843952078	0.0803866604046337	0.0772004487501737	0.0797053248137934	0	NA	NA	0.0831320762912633	0.077299249198938	NA	0.0771426956830449	0.0888932035188777	0.0938226151773395	NA	0.0987381447854649	0.0875724390067889
OM1_C_2C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM1_C_2F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM1_C_2G	0.00165812161277072	0.00130635594028388	0.0152345341685319	0.0105128186702536	0.00275181082109049	0.00594490078332622	0.00343466632922334	0.0831320762912633	NA	NA	0	0.0058458958171589	NA	0.00600277313961269	0.00577595589420478	0.0107195714316235	NA	0.0156506582630603	0.0044516231761115
OM1_C_2H	0.0041877882855134	0.0045395519029001	0.00938892821208041	0.0163583654055375	0.00309410226073006	9.90061596229308e-05	0.0024112462803394	0.077299249198938	NA	NA	0.0058458958171589	0	NA	0.000156879231610032	0.0116217155119829	0.0165651067958016	NA	0.0214958708194635	0.0102974259938705
OM1_C_3D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM1_C_3E	0.00434466652733143	0.00469642997468653	0.00923205369355557	0.0165152299284076	0.00325098094518994	5.78730728360984e-05	0.00256812517508315	0.0771426956830449	NA	NA	0.00600277313961269	0.000156879231610032	NA	0	0.0117785872935794	0.0167219709460697	NA	0.0216527246988225	0.0104542993670963
OM1_C_3F	0.00743405278638168	0.00708229327921086	0.021009848839186	0.0047369627802026	0.00852771965833272	0.0117207169927943	0.0092105587903337	0.0888932035188777	NA	NA	0.00577595589420478	0.0116217155119829	NA	0.0117785872935794	0	0.00494372196190438	NA	0.00987501294132449	0.00132434454870062
OM1_H_1B	0.0123776166182852	0.0120258688682547	0.0259526350891165	0.000206760867948418	0.0134712442255896	0.0166641034703061	0.0141540567631694	0.0938226151773395	NA	NA	0.0107195714316235	0.0165651067958016	NA	0.0167219709460697	0.00494372196190438	0	NA	0.00493137487316255	0.00626805223398602
OM1_H_1C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM1_H_1D	0.0173086237530853	0.0169568936960179	0.0308826366179861	0.0051381339137013	0.0184021936488813	0.0215948610217962	0.0190849680810933	0.0987381447854649	NA	NA	0.0156506582630603	0.0214958708194635	NA	0.0216527246988225	0.00987501294132449	0.00493137487316255	NA	0	0.0111993065012961
OM1_H_1G	0.00610972913233316	0.00575796749110779	0.019685694327571	0.00606129410096979	0.00720340336549915	0.0103964284765293	0.00788624765070289	0.0875724390067889	NA	NA	0.0044516231761115	0.0102974259938705	NA	0.0104542993670963	0.00132434454870062	0.00626805223398602	NA	0.0111993065012961	0
