	OM1_B_B	OM1_B_C	OM1_C_1A	OM1_C_1B	OM1_C_1D	OM1_C_1E	OM1_C_1F	OM1_C_2A	OM1_C_2C	OM1_C_2F	OM1_C_2G	OM1_C_2H	OM1_C_3D	OM1_C_3E	OM1_C_3F	OM1_H_1B	OM1_H_1C	OM1_H_1D	OM1_H_1G
OM1_B_B	0	0.0256972920485187	NA	NA	NA	NA	NA	NA	NA	0.013968579077064	0.0117221666555701	0.0118613995957124	0.0144901474685581	0.00772709287840402	0.0113711776075229	NA	NA	0.00828989903786588	0.00689160572566485
OM1_B_C	0.0256972920485187	0	NA	NA	NA	NA	NA	NA	NA	0.0393249584470093	0.0229955149525781	0.0145916990338793	0.040152098044263	0.0256397778659131	0.0161251397562358	NA	NA	0.0181207773668749	0.0316440574803146
OM1_C_1A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM1_C_1B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM1_C_1D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM1_C_1E	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM1_C_1F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM1_C_2A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM1_C_2C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM1_C_2F	0.013968579077064	0.0393249584470093	NA	NA	NA	NA	NA	NA	NA	0	0.0234955575153204	0.0258277929778048	0.0049912528098182	0.0151760964517392	0.023782297083405	NA	NA	0.0212720666267851	0.00774174705621548
OM1_C_2G	0.0117221666555701	0.0229955149525781	NA	NA	NA	NA	NA	NA	NA	0.0234955575153204	0	0.00963912619568627	0.0217863839392956	0.0185583559626473	0.0161129783358247	NA	NA	0.0135475912497598	0.0180421433834994
OM1_C_2H	0.0118613995957124	0.0145916990338793	NA	NA	NA	NA	NA	NA	NA	0.0258277929778048	0.00963912619568627	0	0.0259633749493747	0.0148349533461869	0.00800390574103917	NA	NA	0.00696275302529711	0.0185193394213547
OM1_C_3D	0.0144901474685581	0.040152098044263	NA	NA	NA	NA	NA	NA	NA	0.0049912528098182	0.0217863839392956	0.0259633749493747	0	0.0179504174152234	0.0254530940219774	NA	NA	0.0225902352633012	0.0100575161428375
OM1_C_3E	0.00772709287840402	0.0256397778659131	NA	NA	NA	NA	NA	NA	NA	0.0151760964517392	0.0185583559626473	0.0148349533461869	0.0179504174152234	0	0.00951648620914695	NA	NA	0.00815374333454392	0.00789441680913924
OM1_C_3F	0.0113711776075229	0.0161251397562358	NA	NA	NA	NA	NA	NA	NA	0.023782297083405	0.0161129783358247	0.00800390574103917	0.0254530940219774	0.00951648620914695	0	NA	NA	0.00320273185131726	0.0160475798140156
OM1_H_1B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM1_H_1C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM1_H_1D	0.00828989903786588	0.0181207773668749	NA	NA	NA	NA	NA	NA	NA	0.0212720666267851	0.0135475912497598	0.00696275302529711	0.0225902352633012	0.00815374333454392	0.00320273185131726	NA	NA	0	0.0135510793837659
OM1_H_1G	0.00689160572566485	0.0316440574803146	NA	NA	NA	NA	NA	NA	NA	0.00774174705621548	0.0180421433834994	0.0185193394213547	0.0100575161428375	0.00789441680913924	0.0160475798140156	NA	NA	0.0135510793837659	0
