	OM1_B_B_1	OM1_B_B_2	OM1_B_B_3	OM1_B_C_1	OM1_B_C_2	OM1_B_C_3	OM1_C_1A_1	OM1_C_1A_2	OM1_C_1B_1	OM1_C_1B_2	OM1_C_1D_2	OM1_C_1D_3	OM1_C_1E_1	OM1_C_1E_2	OM1_C_1E_3	OM1_C_1F_1	OM1_C_1F_2	OM1_C_1F_3	OM1_C_2A_1	OM1_C_2A_2	OM1_C_2A_3	OM1_C_2F_2	OM1_C_2F_3	OM1_C_2G_1	OM1_C_2G_2	OM1_C_2G_3	OM1_C_2H_2	OM1_C_2H_3	OM1_C_3D_1	OM1_C_3D_2	OM1_C_3D_3	OM1_C_3E_1	OM1_C_3E_2	OM1_C_3E_3	OM1_C_3F_2	OM1_C_3F_3	OM1_H_1B_1	OM1_H_1B_3	OM1_H_1C_1	OM1_H_1C_2	OM1_H_1C_3	OM1_H_1D_1	OM1_H_1D_2	OM1_H_1D_3	OM1_H_1G_1	OM1_H_1G_2	OM1_H_1G_3
OM1_C_2A_3	0.117266121296628	0.121519988225999	0.0792517684417698	0.127265732345048	0.117843844490173	0.0971882272388276	0.0673586244924698	0.0873575211890858	0.105902285379072	0.0303553976732919	0.0794832264544261	0.0445889904745137	0.0652903992512722	0.0530926323468316	0.0415404314130291	0.0765587050189093	0.0651113229602116	0.026363497865926	0.0784354582267636	0.0771143112619616	0	0.126170224622068	0.08622560229059	0.101334083340417	0.108545546795475	0.113422774604532	0.0453554658133471	0.0652683533055384	0.0882796250167365	0.0650738211931607	0.0257252397016447	0.076342700136971	0.0517532539687893	0.0452253432697613	0.0673759514522283	0.0670030418159908	0.0689478127927056	0.0502430201900839	0.0798606780990506	0.0809664651027736	0.0431316243987245	0.0940897694368332	0.0619353979932891	0.0580739045289156	0.0909785753438848	0.101018667286613	0.0354090054220855
OM1_C_2F_2	0.00897730092101111	0.0092774851545986	0.0474786768354493	0.0124008210898525	0.00842630204963378	0.0299841612267159	0.0592554796569741	0.0394929857820309	0.0546614716042998	0.0977460908192673	0.0479940871707329	0.0831090520760274	0.0624361214391579	0.0733871356941766	0.0853205070455047	0.0498636546255354	0.0619005831581889	0.100808496879751	0.0479622560792067	0.050134460178779	0.126170224622068	0	0.0409316196864408	0.0253291442372865	0.0179129731407636	0.0132402344364864	0.0820623489317883	0.06321046712196	0.0388515953240375	0.0616319051930124	0.101548688523527	0.0500684303532789	0.0747262565478015	0.0827383363050199	0.0591774885132779	0.0602942164694144	0.058440201512409	0.0777569842818419	0.0471079455542385	0.0467647371729168	0.127822300718734	0.0335039484328673	0.0646901660293681	0.0684601762571903	0.0372132725226434	0.0288188228013732	0.0911219086308397
OM1_C_2F_3	0.0321279141108224	0.0370857312860109	0.00852188737535083	0.042916629465356	0.0328023778590233	0.0155095856553054	0.0208226853356918	0.00906311932586504	0.0524980863360046	0.0590544548410257	0.0109317826947293	0.0449063192321362	0.0216593518435501	0.0341586661032691	0.0456609405913896	0.0114838747354379	0.0244706879048392	0.0615705452326358	0.0102837768040469	0.012805180120297	0.08622560229059	0.0409316196864408	0	0.0162050367340537	0.0231261685958415	0.0289154723539917	0.0437640698805182	0.0258322661746127	0.00564215652146568	0.0228890356581288	0.0621658581517209	0.0112941248238158	0.0354079751382423	0.0444781991494053	0.020699115866788	0.0221975460991172	0.0204071944277233	0.0397691775592752	0.0135964372677686	0.0140317587594646	0.0926006256743863	0.0122811131426145	0.0260264354838756	0.0291958438590964	0.0161562806792767	0.0200857224174203	0.0515365391949058
OM1_C_2G_1	0.0164503430321384	0.0230266597881541	0.0231289234004975	0.0297022169559627	0.0170683179972499	0.00714763572306989	0.0343717399982291	0.0146173404914944	0.0469464403985591	0.0731358073299505	0.0246299775242627	0.0589379043914983	0.0372971539345819	0.0486089454360532	0.0607771342725501	0.0249557679462986	0.0378792090831364	0.0762724517573175	0.0233259472266231	0.0265697030172017	0.101334083340417	0.0253291442372865	0.0162050367340537	0	0.0083511277933213	0.0139454475599914	0.057566899088275	0.0399854425286695	0.0154605681919313	0.0373149819010662	0.0766748321903053	0.0253152398627574	0.0498951947675091	0.0580449721537713	0.0347494869788122	0.0352521384460986	0.0347126858460003	0.0538848591465519	0.0236699533154997	0.0243515256892974	0.106271680642123	0.0131115332772812	0.04026766139366	0.0438797904754274	0.0172736413236017	0.0154901797440062	0.0662380817086426
OM1_C_2G_2	0.00916315737083102	0.0147570562936483	0.0296180577826174	0.021361938782474	0.00986756907405991	0.0141857963158181	0.0418012694060024	0.022458729699458	0.0493239429397637	0.0804354061270675	0.0302654350056251	0.0657447788150447	0.0446933458025779	0.05581140520971	0.0676114746259279	0.0322385320602654	0.0444853911627555	0.0832773045249686	0.0303090413972711	0.0324299690643586	0.108545546795475	0.0179129731407636	0.0231261685958415	0.0083511277933213	0	0.00641507287418897	0.0647595014840665	0.0457190451491644	0.0210040348860176	0.0439646058344427	0.0840895483349874	0.0323381642580019	0.0571506839214244	0.0655440075780136	0.0415614602774993	0.043058202598314	0.0407935227089442	0.0603506188554136	0.0299011394669939	0.0295369254126755	0.111361990777445	0.0162530082928533	0.0470947527157145	0.0507857782320787	0.0211709628746256	0.0141037476551431	0.0735536541319863
OM1_C_2G_3	0.00516944859138474	0.00965648569084642	0.0347536644285227	0.017091497857746	0.00556096863307846	0.0182661032775164	0.0466061558584093	0.0273318173288047	0.0478294950883228	0.0849512077322206	0.0351566738688219	0.0700771153319242	0.0503096976422557	0.060574536797828	0.0723982847648066	0.0372189983945936	0.048842397609864	0.0878739670371638	0.0351767175277868	0.0371897875829561	0.113422774604532	0.0132402344364864	0.0289154723539917	0.0139454475599914	0.00641507287418897	0	0.0692061539332928	0.0501336949845208	0.0263149208034618	0.0486578243110362	0.0888504325768635	0.03733371205152	0.0619452157542983	0.0700991203793079	0.0462353606653886	0.0479814372161544	0.0454141916114567	0.0646437902752213	0.0340211762562397	0.0335927653708433	0.114819357756862	0.0206519328516433	0.0517281447644368	0.0555520298133144	0.0240225818079211	0.016608715467493	0.0783724602959323
OM1_C_2H_2	0.0731551792218768	0.0776405538758657	0.0364375976693049	0.0839280023092174	0.0736769037896374	0.0527586544751716	0.0233579404264752	0.0432509239102978	0.0635055746838872	0.0158179824028629	0.0371810440921587	0.0056187733932705	0.0258453908189477	0.0100276617330327	0.0107494916475587	0.0328555855696573	0.0210540910315728	0.0197384953464695	0.0346433022287992	0.0345120015329205	0.0453554658133471	0.0820623489317883	0.0437640698805182	0.057566899088275	0.0647595014840665	0.0692061539332928	0	0.0245176410926197	0.0455175734789543	0.0220993374770274	0.0203016881503435	0.0328771603885971	0.00903889979868475	0.00494116736992497	0.0237466244183504	0.0235531880691916	0.0267795719206455	0.010419133082711	0.0354306657468836	0.0374897914052591	0.0572148252633249	0.0508396848536922	0.0184805740513108	0.0155126515685449	0.0465045523607518	0.0579315924124832	0.0109357409515474
OM1_C_2H_3	0.0545234654408586	0.0573370602340761	0.0174397674166913	0.0627374211154214	0.0551174225408467	0.0370017403122355	0.0149420666299246	0.0283368759323634	0.0587518253513592	0.0390174996081252	0.0158875719045361	0.0229813864568762	0.0173071314177657	0.0165243373842831	0.02391027611107	0.0177936685656074	0.0086827605231163	0.0397330038883792	0.0180044756775194	0.0135306751459591	0.0652683533055384	0.06321046712196	0.0258322661746127	0.0399854425286695	0.0457190451491644	0.0501336949845208	0.0245176410926197	0	0.0254112374269021	0.00728171688537817	0.0426608993780791	0.0164178849289441	0.017877959878061	0.0276652543857519	0.00955538551438798	0.0190774127788558	0.00564362519598676	0.0164197163637358	0.0180458728028297	0.0167096423179848	0.0669079528987855	0.0299289366501057	0.00909816014634988	0.0107776720884214	0.0276274664303731	0.0361515339792298	0.0320708264538655
OM1_C_3D_1	0.030121275460568	0.0339382847067707	0.00915687268998988	0.0395945887939672	0.0307907316343188	0.0153602374486616	0.0231248696163019	0.0110827458741959	0.0517289574388609	0.0610167656216114	0.00955965412702837	0.0460790410704685	0.0249957958163348	0.0360791433816052	0.0471428727640723	0.0136416738603667	0.0251233923798708	0.0631833450605439	0.011537740421642	0.0119511176193508	0.0882796250167365	0.0388515953240375	0.00564215652146568	0.0154605681919313	0.0210040348860176	0.0263149208034618	0.0455175734789543	0.0254112374269021	0	0.0238362401002148	0.0644065829850663	0.0129516626112263	0.0374318349020987	0.046754364212979	0.0218275389762074	0.0253187905549936	0.0203812311574703	0.0404482007092967	0.0127403136559197	0.0113350585207019	0.0919943548018973	0.00722766232166767	0.027238600913689	0.0306661452272881	0.0123628411573601	0.01511332158251	0.0536704990021464
OM1_C_3D_2	0.0527402872199911	0.0566528670416873	0.0148324398259538	0.0625677503729701	0.0533232733787277	0.0336383564752822	0.00776130209156951	0.0241910531151188	0.0553741507464167	0.0374832579269379	0.015106354819896	0.0222889356494645	0.0121112004313182	0.0128880806787243	0.0237840811831959	0.0129577514797342	0.00387196426263872	0.039505562193066	0.0140760730795584	0.0124649908723769	0.0650738211931607	0.0616319051930124	0.0228890356581288	0.0373149819010662	0.0439646058344427	0.0486578243110362	0.0220993374770274	0.00728171688537817	0.0238362401002148	0	0.0411098275410591	0.0121654491110294	0.0143409754215472	0.0241392446965072	0.0030528079269007	0.011801414334958	0.00521663405888905	0.016892723364562	0.0153051474084877	0.0162416124024221	0.070706825585371	0.0292221207113959	0.00367025723721227	0.00710326063143141	0.0264737381972916	0.0363712547517091	0.0303765345220076
OM1_C_3D_3	0.0926181289774161	0.0973050004937563	0.0552701112972494	0.103439401639259	0.0931661958304375	0.0721267548794695	0.04242062872358	0.0623897688531648	0.0814042001212797	0.00604380127593714	0.0559764735365934	0.0210257606275392	0.0417575371828934	0.0284766354536097	0.0194919922763015	0.0519247672010474	0.0408078982310775	0.00793453471915788	0.0539064297486087	0.0534779585859897	0.0257252397016447	0.101548688523527	0.0621658581517209	0.0766748321903053	0.0840895483349874	0.0888504325768635	0.0203016881503435	0.0426608993780791	0.0644065829850663	0.0411098275410591	0	0.0519255176867318	0.0270824809558005	0.0195620351787959	0.0430555534349081	0.0418313085763253	0.0455519889776069	0.0273905700088369	0.0553035091234427	0.057103050624913	0.0497103111975231	0.070200258588974	0.0377053973505115	0.0340406463408866	0.0665563563683824	0.0774120239749125	0.0108347710876601
OM1_C_3E_1	0.041120668700095	0.045725136116876	0.00452028817698403	0.0518889712932878	0.0417164440177958	0.0218982576829451	0.0101818130291881	0.0123797918868485	0.0502352318330714	0.0484275172180685	0.00776520003117444	0.0339555523743397	0.0145417693554636	0.0235566169864218	0.0354985257200839	0.00195678983756636	0.0132991311388996	0.0511110058659393	0.00239531463838646	0.00654878357291416	0.076342700136971	0.0500684303532789	0.0112941248238158	0.0253152398627574	0.0323381642580019	0.03733371205152	0.0328771603885971	0.0164178849289441	0.0129516626112263	0.0121654491110294	0.0519255176867318	0	0.0248933707987636	0.033884394127047	0.00962334017675111	0.0127956727320663	0.0107912463227964	0.02892925483298	0.00712902460482574	0.00965281736353204	0.0825599397696713	0.0188917505665147	0.0150842699675606	0.018587981401103	0.0173803468991608	0.026745301337643	0.0412947248765836
OM1_C_3E_2	0.0657777549627672	0.0703448962960337	0.0282828205055647	0.0764795081720057	0.066341042844184	0.0456039499380955	0.0156992135909674	0.0358008648870858	0.0617039017763821	0.0237113420790594	0.0291830054990339	0.0111506615910389	0.0168761200045123	0.00149779014445511	0.0124441575937248	0.0249818687512867	0.0143569616697225	0.0265742473860611	0.0268793004125453	0.0266555913401941	0.0517532539687893	0.0747262565478015	0.0354079751382423	0.0498951947675091	0.0571506839214244	0.0619452157542983	0.00903889979868475	0.017877959878061	0.0374318349020987	0.0143409754215472	0.0270824809558005	0.0248933707987636	0	0.0105389913381043	0.0160532212662422	0.0161736304543431	0.0192115727355041	0.0101433575365013	0.0284752668530729	0.030382517595674	0.0631085729633159	0.0432022717674752	0.0109209624241317	0.007478325348468	0.0399122685593109	0.0505552780639987	0.0164639246154854
OM1_C_3E_3	0.0738263089719116	0.0788124786006485	0.0377157064168263	0.0852716114851019	0.0743402710582547	0.0530718070298222	0.0239034335693963	0.0435432952977558	0.0633802068543114	0.0155756591909149	0.0389546733593866	0.0104566580200338	0.0261042665056984	0.0117270286094304	0.0139758617841668	0.0336107444092486	0.0231851094305262	0.0209400462372821	0.0356354417890234	0.0363524097047864	0.0452253432697613	0.0827383363050199	0.0444781991494053	0.0580449721537713	0.0655440075780136	0.0700991203793079	0.00494116736992497	0.0276652543857519	0.046754364212979	0.0241392446965072	0.0195620351787959	0.033884394127047	0.0105389913381043	0	0.0253812645035472	0.0231692558908515	0.0291447722501131	0.0150519969988047	0.0368356051902664	0.0394615400530025	0.0605488739687539	0.0523243980859073	0.020514130555096	0.017697647302988	0.0480374762067417	0.0596816837474234	0.0111089354059495
OM1_C_3F_2	0.0502588759342051	0.0544294397900998	0.0128200662411573	0.0605141397748672	0.0508303248368873	0.0308360745033375	0.00559428334859429	0.0213453928977685	0.0529090590284105	0.0393434101458297	0.0136859065566168	0.0244129582499578	0.0121148751528104	0.0146130474100669	0.0263254296597908	0.0102030008434455	0.00419806021974686	0.0417951721158817	0.0114335857339761	0.0110307258326108	0.0673759514522283	0.0591774885132779	0.020699115866788	0.0347494869788122	0.0415614602774993	0.0462353606653886	0.0237466244183504	0.00955538551438798	0.0218275389762074	0.0030528079269007	0.0430555534349081	0.00962334017675111	0.0160532212662422	0.0253812645035472	0	0.00996666834532771	0.0058194723660271	0.0193276351248567	0.0127799298046028	0.0145003007503005	0.0733957840833232	0.0272217847250063	0.00554266344739478	0.00935808090410662	0.0241915635100437	0.0345453117140393	0.032394721926147
OM1_C_3F_3	0.0513627749067728	0.0569581202757126	0.0171052950128471	0.0635150337022245	0.0519043893496507	0.0306132190344844	0.00443586833465638	0.0208256136375368	0.0513767984205222	0.0384864699035763	0.0199361030229532	0.0263711181053141	0.0111386952042354	0.0152269839675617	0.0284071019244018	0.0118189669881126	0.0119577564597605	0.0424294786107103	0.0142977928803463	0.0179386571338095	0.0670030418159908	0.0602942164694144	0.0221975460991172	0.0352521384460986	0.043058202598314	0.0479814372161544	0.0235531880691916	0.0190774127788558	0.0253187905549936	0.011801414334958	0.0418313085763253	0.0127956727320663	0.0161736304543431	0.0231692558908515	0.00996666834532771	0	0.0155026809589209	0.0235289257891416	0.01719190496272	0.0211280900653531	0.0783144777779779	0.0312782398396861	0.0114083431126986	0.0133052804983696	0.0282302559078705	0.0391540949481278	0.0317796248416704
OM1_H_1B_1	0.0496515545040119	0.0529743154766978	0.0119778312769008	0.0586039479594422	0.0502516456672612	0.0316756328508141	0.0112335656186407	0.0228060650084356	0.05567239998255	0.0419561554868792	0.0110393661565973	0.026316154568717	0.0144050706485165	0.0177750426003454	0.027449737652201	0.0122308707041385	0.00736372257439924	0.0434256365883269	0.0124329120631014	0.00847607720259899	0.0689478127927056	0.058440201512409	0.0204071944277233	0.0347126858460003	0.0407935227089442	0.0454141916114567	0.0267795719206455	0.00564362519598676	0.0203812311574703	0.00521663405888905	0.0455519889776069	0.0107912463227964	0.0192115727355041	0.0291447722501131	0.0058194723660271	0.0155026809589209	0	0.020274715200968	0.01314066837546	0.0123998602692103	0.0723366108923842	0.0253823763155409	0.0087127790196945	0.0117598434846775	0.0233404507338766	0.0321761905882736	0.0347991391161223
OM1_H_1B_3	0.0689412894617547	0.0724075247798096	0.0316342765124806	0.0782366182140348	0.0694877289579666	0.0497053783461583	0.0214389929205251	0.0404335214634914	0.0633220617223988	0.0231840088493343	0.0312955837230492	0.00685336119284732	0.0239688145557698	0.00993351803377853	0.0104499504994283	0.0294832705701149	0.0161013348508197	0.0240611962886423	0.0306834935987834	0.0286517306316958	0.0502430201900839	0.0777569842818419	0.0397691775592752	0.0538848591465519	0.0603506188554136	0.0646437902752213	0.010419133082711	0.0164197163637358	0.0404482007092967	0.016892723364562	0.0273905700088369	0.02892925483298	0.0101433575365013	0.0150519969988047	0.0193276351248567	0.0235289257891416	0.020274715200968	0	0.0308094013901917	0.0314500617287215	0.0549183716001284	0.0452512291782277	0.0140068855184993	0.0113695077341473	0.0413196543811593	0.0517407363696536	0.0176024310027127
OM1_H_1C_1	0.0382652895985271	0.0422753823709319	0.0079990778068208	0.0486593608696468	0.0387906911287423	0.0194903330975611	0.0141939634872485	0.0118054404983155	0.0449270466764564	0.0512280721295984	0.0091291823345859	0.0361010860973199	0.0211823240898886	0.0270407188679148	0.038855874760401	0.00743133693000587	0.0148846091633261	0.0540150040478283	0.0054591673850837	0.00808802272224796	0.0798606780990506	0.0471079455542385	0.0135964372677686	0.0236699533154997	0.0299011394669939	0.0340211762562397	0.0354306657468836	0.0180458728028297	0.0127403136559197	0.0153051474084877	0.0553035091234427	0.00712902460482574	0.0284752668530729	0.0368356051902664	0.0127799298046028	0.01719190496272	0.01314066837546	0.0308094013901917	0	0.00567021959304616	0.0832236226772558	0.016173775270262	0.0180432487411875	0.0220519806731544	0.0115649614484373	0.0232328762481787	0.0448206520316827
OM1_H_1C_2	0.0380990552939407	0.0410366900688918	0.00799193530403805	0.046878054934361	0.0386612420430906	0.0215651623548818	0.0175489876078065	0.0151382660912562	0.0485436556566086	0.0531224584371509	0.00630138772959836	0.0373840453089562	0.0227355011271011	0.028908002319892	0.0395582976293707	0.0109106255136811	0.0164449164116891	0.0551407703756127	0.008596674110414	0.00599635421852219	0.0809664651027736	0.0467647371729168	0.0140317587594646	0.0243515256892974	0.0295369254126755	0.0335927653708433	0.0374897914052591	0.0167096423179848	0.0113350585207019	0.0162416124024221	0.057103050624913	0.00965281736353204	0.030382517595674	0.0394615400530025	0.0145003007503005	0.0211280900653531	0.0123998602692103	0.0314500617287215	0.00567021959304616	0	0.0821812080883864	0.0140581545761984	0.0194959776556166	0.0233077550940197	0.0111910982091981	0.020508682667299	0.0464677283556391
OM1_H_1C_3	0.119614087310494	0.120898057010634	0.0842547806280286	0.12554185912591	0.120129272082356	0.102587048397525	0.0762492962537239	0.0941387938641955	0.107778765162018	0.049272742726742	0.082562539977417	0.0527078108776048	0.0770235835073992	0.0636499595326954	0.0521150902634388	0.0834662898718109	0.0700132854095206	0.0430038978037152	0.084153306105255	0.0803070581099043	0.0431316243987245	0.127822300718734	0.0926006256743863	0.106271680642123	0.111361990777445	0.114819357756862	0.0572148252633249	0.0669079528987855	0.0919943548018973	0.070706825585371	0.0497103111975231	0.0825599397696713	0.0631085729633159	0.0605488739687539	0.0733957840833232	0.0783144777779779	0.0723366108923842	0.0549183716001284	0.0832236226772558	0.0821812080883864	0	0.0954305571883394	0.0685172459531176	0.0658568784711177	0.0914917578772839	0.0999238166658816	0.0530643876723578
OM1_H_1D_1	0.0250086343555763	0.027721344302125	0.0154108519267399	0.033395563155432	0.0256397896541471	0.0141639977757271	0.0288698199189522	0.0144918473413351	0.0496219898036569	0.0664952331677994	0.0148386407932471	0.0511048369665748	0.0319218586600231	0.0417885849664595	0.0527257923271602	0.0194978902725156	0.0299458617333155	0.0686210632199771	0.01707321949022	0.0170569229808363	0.0940897694368332	0.0335039484328673	0.0122811131426145	0.0131115332772812	0.0162530082928533	0.0206519328516433	0.0508396848536922	0.0299289366501057	0.00722766232166767	0.0292221207113959	0.070200258588974	0.0188917505665147	0.0432022717674752	0.0523243980859073	0.0272217847250063	0.0312782398396861	0.0253823763155409	0.0452512291782277	0.016173775270262	0.0140581545761984	0.0954305571883394	0	0.0326080584462097	0.0362701446574522	0.00961596018434892	0.00808726861336751	0.0594899025893792
OM1_H_1D_2	0.0557779815696273	0.0598726959141178	0.0181843561711671	0.0659105785679953	0.0563450647822775	0.0362364754800974	0.00809518778230254	0.0266878740231582	0.0557194908052664	0.0339664868407719	0.018708330039041	0.0189385820212206	0.0128621570997562	0.00943837493678691	0.0208990292641435	0.015554250983133	0.00400342152557264	0.0362694710223247	0.0169521217830817	0.0160448288609655	0.0619353979932891	0.0646901660293681	0.0260264354838756	0.04026766139366	0.0470947527157145	0.0517281447644368	0.0184805740513108	0.00909816014634988	0.027238600913689	0.00367025723721227	0.0377053973505115	0.0150842699675606	0.0109209624241317	0.020514130555096	0.00554266344739478	0.0114083431126986	0.0087127790196945	0.0140068855184993	0.0180432487411875	0.0194959776556166	0.0685172459531176	0.0326080584462097	0	0.00409013403439479	0.0293420574573709	0.0397782790716934	0.0270392928766435
OM1_H_1D_3	0.0595400640994874	0.0636693080712837	0.021552766390847	0.069617840763519	0.0601200257844501	0.0399807082993497	0.0109900444700412	0.03028333995547	0.0590960441410574	0.0305677363621077	0.0220150824496602	0.0158955929786106	0.0130404267530047	0.00607490504067559	0.0170192634358159	0.0190478448713701	0.0079434608651626	0.0326111828026338	0.0206082815173893	0.0194633745469493	0.0580739045289156	0.0684601762571903	0.0291958438590964	0.0438797904754274	0.0507857782320787	0.0555520298133144	0.0155126515685449	0.0107776720884214	0.0306661452272881	0.00710326063143141	0.0340406463408866	0.018587981401103	0.007478325348468	0.017697647302988	0.00935808090410662	0.0133052804983696	0.0117598434846775	0.0113695077341473	0.0220519806731544	0.0233077550940197	0.0658568784711177	0.0362701446574522	0.00409013403439479	0	0.0333605176710239	0.0434638508537135	0.0232842700194187
OM1_H_1G_1	0.0287435840874381	0.0317426120222462	0.01577461778005	0.038214324719897	0.0291978744781386	0.0141107395998148	0.0256528604937723	0.0133873687940973	0.0414102277897189	0.0622724461992779	0.0156160959095985	0.0468642341769801	0.0318752947413153	0.0384606056217326	0.0498918952684959	0.01760411846695	0.0259471683143177	0.0649581874829939	0.0151675315281236	0.0164447410209599	0.0909785753438848	0.0372132725226434	0.0161562806792767	0.0172736413236017	0.0211709628746256	0.0240225818079211	0.0465045523607518	0.0276274664303731	0.0123628411573601	0.0264737381972916	0.0665563563683824	0.0173803468991608	0.0399122685593109	0.0480374762067417	0.0241915635100437	0.0282302559078705	0.0233404507338766	0.0413196543811593	0.0115649614484373	0.0111910982091981	0.0914917578772839	0.00961596018434892	0.0293420574573709	0.0333605176710239	0	0.0139487517878894	0.0561403864631217
OM1_H_1G_2	0.0213119525229118	0.0216080391655179	0.0232113975617459	0.0266454245855367	0.0218843065815162	0.0183036544932615	0.03657548522214	0.0217594928507029	0.0510438269307969	0.07356141439435	0.0219979469365354	0.0578275520687139	0.0397561232968522	0.0491116518611944	0.0595905343008028	0.0274103205211567	0.036906156298473	0.0754280965774635	0.0249113226773663	0.0241863880965896	0.101018667286613	0.0288188228013732	0.0200857224174203	0.0154901797440062	0.0141037476551431	0.016608715467493	0.0579315924124832	0.0361515339792298	0.01511332158251	0.0363712547517091	0.0774120239749125	0.026745301337643	0.0505552780639987	0.0596816837474234	0.0345453117140393	0.0391540949481278	0.0321761905882736	0.0517407363696536	0.0232328762481787	0.020508682667299	0.0999238166658816	0.00808726861336751	0.0397782790716934	0.0434638508537135	0.0139487517878894	0	0.0667132587459779
OM1_H_1G_3	0.0821812669128912	0.0867320934504478	0.0445328797589681	0.0927834306807336	0.0827442056977182	0.0618988825313534	0.0320253308494491	0.0520892993392014	0.0740863650584926	0.00897015344888893	0.0451817247901126	0.011895192842695	0.031317469810375	0.0178489485236783	0.00968549037925685	0.041386578005175	0.0302941255612164	0.0113605564656785	0.0433197241539686	0.0427030283225384	0.0354090054220855	0.0911219086308397	0.0515365391949058	0.0662380817086426	0.0735536541319863	0.0783724602959323	0.0109357409515474	0.0320708264538655	0.0536704990021464	0.0303765345220076	0.0108347710876601	0.0412947248765836	0.0164639246154854	0.0111089354059495	0.032394721926147	0.0317796248416704	0.0347991391161223	0.0176024310027127	0.0448206520316827	0.0464677283556391	0.0530643876723578	0.0594899025893792	0.0270392928766435	0.0232842700194187	0.0561403864631217	0.0667132587459779	0
