	OM1_B_B	OM1_B_C	OM1_C_1A	OM1_C_1B	OM1_C_1D	OM1_C_1E	OM1_C_1F	OM1_C_2A	OM1_C_2C	OM1_C_2F	OM1_C_2G	OM1_C_2H	OM1_C_3D	OM1_C_3E	OM1_C_3F	OM1_H_1B	OM1_H_1C	OM1_H_1D	OM1_H_1G
OM1_B_B	0	NA	0.146754563433693	0.0163583648981544	0.00995847633166294	0.00243414943679105	0.0180923971351017	0.0188676206531332	NA	0.0036135352834475	0.00697481139904171	0.0236994302844408	0.0136128231184243	0.00734989123608621	0.0195634370970951	0.00933598028734074	0.018443060355938	0.00955169854998485	0.0659649062672987
OM1_B_C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM1_C_1A	0.146754563433693	NA	0	0.162902996923866	0.15212502264879	0.148743040184518	0.164619385547815	0.165278974802117	NA	0.145794116164888	0.152790449478555	0.168324905292192	0.152777282147868	0.14211476916927	0.166045733424641	0.148606609628181	0.162067927774382	0.155629622946549	0.211112525277783
OM1_C_1B	0.0163583648981544	NA	0.162902996923866	0	0.0146174642590766	0.0143325944653387	0.00259493150533804	0.00409031259469089	NA	0.0178999022397524	0.0111794495358	0.0120504291992684	0.0171604749108147	0.0216173508329134	0.00401056582559682	0.0179075744380612	0.0115521433222922	0.00857766150709308	0.0502103428294796
OM1_C_1D	0.00995847633166294	NA	0.15212502264879	0.0146174642590766	0	0.0103825624814923	0.0149202837292765	0.0148606451138334	NA	0.00798588058897738	0.00512163627981847	0.0164017465354329	0.00393562934430096	0.0172524567535377	0.0159447975472567	0.00367090839420234	0.0101591432720384	0.00634320489180203	0.0598611308291547
OM1_C_1E	0.00243414943679105	NA	0.148743040184518	0.0143325944653387	0.0103825624814923	0	0.016233698420884	0.0171293131867924	NA	0.00571224044725942	0.00631126767927286	0.0225545234058982	0.0142541706999627	0.00798355838813952	0.0177367067148832	0.0105907087985716	0.0177338873157656	0.00840847201710017	0.0642561066155877
OM1_C_1F	0.0180923971351017	NA	0.164619385547815	0.00259493150533804	0.0149202837292765	0.016233698420884	0	0.00153708542647268	NA	0.0192428797818828	0.012262134543027	0.00958997551786468	0.0169398819236354	0.023773233857723	0.0015313228933104	0.0184238759365688	0.00999995138183872	0.00944755623913463	0.0480758919995361
OM1_C_2A	0.0188676206531332	NA	0.165278974802117	0.00409031259469089	0.0148606451138334	0.0171293131867924	0.00153708542647268	0	NA	0.0197639373573168	0.0127078155835007	0.00805735238666744	0.0165461088065558	0.024810878485867	0.00117493317498448	0.0184505341852882	0.0089202884587331	0.00984038594372706	0.0471525325354206
OM1_C_2C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM1_C_2F	0.0036135352834475	NA	0.145794116164888	0.0178999022397524	0.00798588058897738	0.00571224044725942	0.0192428797818828	0.0197639373573168	NA	0	0.00707303498307003	0.0234436062643739	0.011115126780387	0.00979998775129856	0.0206154443752483	0.00629317317834729	0.017630853340971	0.00994691277015332	0.0664583239781911
OM1_C_2G	0.00697481139904171	NA	0.152790449478555	0.0111794495358	0.00512163627981847	0.00631126767927286	0.012262134543027	0.0127078155835007	NA	0.00707303498307003	0	0.0167627566419477	0.00897552428845793	0.0141145236464151	0.01359096774089	0.00728400223647818	0.0115137791922667	0.00287451587412044	0.0594559293490991
OM1_C_2H	0.0236994302844408	NA	0.168324905292192	0.0120504291992684	0.0164017465354329	0.0225545234058982	0.00958997551786468	0.00805735238666744	NA	0.0234436062643739	0.0167627566419477	0	0.0161432183576703	0.0305333858597892	0.00866302147270485	0.0199566050216301	0.00641701543992865	0.0141877044412182	0.0434935752663907
OM1_C_3D	0.0136128231184243	NA	0.152777282147868	0.0171604749108147	0.00393562934430096	0.0142541706999627	0.0169398819236354	0.0165461088065558	NA	0.011115126780387	0.00897552428845793	0.0161432183576703	0	0.0207651384144664	0.0177025057539905	0.00512977999605726	0.00974533709887279	0.00963703245365693	0.0594040323290804
OM1_C_3E	0.00734989123608621	NA	0.14211476916927	0.0216173508329134	0.0172524567535377	0.00798355838813952	0.023773233857723	0.024810878485867	NA	0.00979998775129856	0.0141145236464151	0.0305333858597892	0.0207651384144664	0	0.0253009273737889	0.0160910812478324	0.0256233001238586	0.0163865973018781	0.0717874059068837
OM1_C_3F	0.0195634370970951	NA	0.166045733424641	0.00401056582559682	0.0159447975472567	0.0177367067148832	0.0015313228933104	0.00117493317498448	NA	0.0206154443752483	0.01359096774089	0.00866302147270485	0.0177025057539905	0.0253009273737889	0	0.019511817054701	0.0100417519871459	0.0107428436056596	0.0465586769367668
OM1_H_1B	0.00933598028734074	NA	0.148606609628181	0.0179075744380612	0.00367090839420234	0.0105907087985716	0.0184238759365688	0.0184505341852882	NA	0.00629317317834729	0.00728400223647818	0.0199566050216301	0.00512977999605726	0.0160910812478324	0.019511817054701	0	0.0136226500586154	0.00937401194635509	0.0634259818926739
OM1_H_1C	0.018443060355938	NA	0.162067927774382	0.0115521433222922	0.0101591432720384	0.0177338873157656	0.00999995138183872	0.0089202884587331	NA	0.017630853340971	0.0115137791922667	0.00641701543992865	0.00974533709887279	0.0256233001238586	0.0100417519871459	0.0136226500586154	0	0.00946882168787287	0.0498560690052563
