	OM1_B_B_1	OM1_B_B_2	OM1_B_B_3	OM1_B_C_1	OM1_B_C_2	OM1_C_1B_1	OM1_C_1B_2	OM1_C_1B_3	OM1_C_1D_2	OM1_C_1D_3	OM1_C_1E_1	OM1_C_1E_2	OM1_C_1F_1	OM1_C_1F_2	OM1_C_2A_1	OM1_C_2A_2	OM1_C_2A_3	OM1_C_2F_1	OM1_C_2F_2	OM1_C_2F_3	OM1_C_2G_2	OM1_C_2G_3	OM1_C_2H_2	OM1_C_2H_3	OM1_C_3D_1	OM1_C_3D_2	OM1_C_3D_3	OM1_C_3E_1	OM1_C_3E_2	OM1_C_3E_3	OM1_C_3F_2	OM1_C_3F_3	OM1_H_1B_1	OM1_H_1B_2	OM1_H_1C_1	OM1_H_1C_2	OM1_H_1C_3	OM1_H_1D_1	OM1_H_1D_2	OM1_H_1G_1	OM1_H_1G_2
OM1_C_2G_2	0.0193428286433282	0.0010278373035926	0.0118252923831114	0.0140939346015801	0.00851861444590245	0.0151331312811235	0.0104720938743997	0.0131958541990991	0.0295839635118959	0.00497414434705941	0.0196740667618052	0.0188209406972387	0.0222381951724263	0.00431455612452692	0.00835170765272414	0.0226414711525625	0.00497115237611243	0.0228616338082993	0.0137719191731551	0.00651124607831762	0	0.0033183194794126	0.00412783126170087	0.0250500166522996	0.00786500574524678	0.0170303224566477	0.0048266497326497	0.0200392618675611	0.00182357194326175	0.0248341219843788	0.0177118650268161	0.0080656188419271	0.0412258981199105	0.0262301967712175	0.0229643714815099	0.00242938139873414	0.0145411438624031	0.00601860290558007	0.00580187905227142	0.00690507160281386	0.00925754031206759
OM1_C_2G_3	0.0160248872228421	0.00229048502052849	0.00850709512098395	0.0107757998488864	0.0118368126366308	0.018451115907161	0.0137902398019502	0.0165139121189166	0.0329011229864864	0.00165583483938785	0.0229918448689958	0.0221387613088863	0.0255558352403215	0.000996241847335489	0.0116699098874894	0.0193236862443232	0.00165284284444395	0.0261792379835724	0.0104537747763625	0.0031929517887422	0.0033183194794126	0	0.00744611369309902	0.0283674876381782	0.011183219393231	0.020348226710197	0.00814492184222814	0.0233570212570888	0.00514188010812882	0.0215164561561145	0.0210297383348197	0.00474734579233769	0.0445420393455952	0.0295475912842377	0.0262819696546068	0.000888940691992157	0.0178591518272683	0.00270030311275535	0.00912013480239662	0.00358678213768611	0.0125757198017844
OM1_C_2H_2	0.0234699737953685	0.00515566062838057	0.0159528396160162	0.0182213787684886	0.00439083896183699	0.0110055476595505	0.00634436160177437	0.00906820101297767	0.025457245386045	0.00910190767094269	0.0155466894124601	0.0146935199830295	0.0181109609677751	0.00844233274477611	0.00422392900098478	0.0267683848650514	0.00909891576328709	0.0187344373082191	0.0178993789285381	0.0106389733130227	0.00412783126170087	0.00744611369309902	0	0.0209229614658091	0.00373721832838483	0.0129028176580908	0.000698823509283822	0.0159119037322092	0.0023042656037176	0.0289608631570287	0.0135843911243529	0.0121933023055236	0.0371003174307416	0.0221032235771259	0.0188371813036018	0.00655718878522529	0.0104135378111823	0.0101463424852832	0.00167406229217942	0.0110327884401565	0.00512977984403311
OM1_C_2H_3	0.0443850511481351	0.026077612587773	0.0368713642406958	0.0391389554214441	0.0165326654910649	0.00991822823344018	0.014579291210875	0.0118555631746526	0.00453514092280436	0.0300228139376988	0.00537689471560265	0.00623012356988391	0.00281237955077581	0.0293634303260792	0.0166995601184382	0.0476816716897539	0.0300198229128783	0.0021888292566063	0.0388170949861933	0.0315594079210357	0.0250500166522996	0.0283674876381782	0.0209229614658091	0	0.0171862236873461	0.00802091543950411	0.020224243825553	0.00501165165484765	0.0232268256724686	0.0498728653826271	0.00733931351224605	0.0331132231462835	0.0161817956421195	0.00118045601338913	0.00208607252210926	0.0274787965469568	0.0105102404501729	0.0310669321982969	0.0192491404663215	0.0319530963810771	0.0157937874643364
OM1_C_3D_1	0.0272063218638564	0.00889281700947135	0.0196896314104333	0.0219580531877324	0.00065362449484906	0.00726843665972539	0.00260716550993555	0.00533104759973747	0.0217207647341247	0.0128389678222007	0.0118097169713834	0.0109565173329535	0.0143740909255186	0.0121794119376529	0.000486713438777326	0.0305044884682764	0.0128359760036038	0.014997594790888	0.0216360708759878	0.0143759844710368	0.00786500574524678	0.011183219393231	0.00373721832838483	0.0171862236873461	0	0.00916575788366291	0.00303839768052531	0.0121749448122813	0.00604146514677628	0.0326967873487249	0.0098473520888679	0.0159302573346755	0.0333647434903871	0.0183665475233881	0.0151003434206963	0.0102943158516492	0.00667641278900898	0.0138833700501156	0.00206316068871714	0.0147697860039435	0.00139257112411485
OM1_C_3D_2	0.0363687927498404	0.0180580457368278	0.0288535084742417	0.0311215463781453	0.00851215165050106	0.00189736637256823	0.00655864845540394	0.00383477726139344	0.0125558949963929	0.0220037932419836	0.00264406113929479	0.00179082359569905	0.00520857749628533	0.0213443120142639	0.00867905831073327	0.0396662205042205	0.0220008017686201	0.00583212243473941	0.0307996206792318	0.0235406245939958	0.0170303224566477	0.020348226710197	0.0129028176580908	0.00802091543950411	0.00916575788366291	0	0.012204033674196	0.00300930665318757	0.0152069206597307	0.0418579868668595	0.000681616157836929	0.0250946939451928	0.0242016050487589	0.00920134064043032	0.00593487807491048	0.0194594132568155	0.00248939951840303	0.0230480712868816	0.0112288424493438	0.0239343760996511	0.00777322227893017
OM1_C_3D_3	0.0241686525248359	0.00585447650117288	0.016651595575306	0.0189201145137285	0.00369201953647075	0.0103067526451123	0.00564554710800943	0.00836939658482935	0.0247585792898508	0.00980070857004622	0.0148479237817613	0.0139947480508881	0.01741221644579	0.00914113669974218	0.00352510924305474	0.0274670203984315	0.009797716676754	0.0180356984098443	0.0185981177053041	0.0113377662269875	0.0048266497326497	0.00814492184222814	0.000698823509283822	0.020224243825553	0.00303839768052531	0.012204033674196	0	0.0152131409091954	0.00300308736447216	0.0296594668136628	0.0128856115399306	0.0128920859130476	0.0364018297575707	0.0214045183807441	0.0181384433503753	0.00725600024926613	0.00971473972160834	0.0108451380902425	0.000975239194767125	0.0117315791134461	0.00443096205907178
OM1_C_3E_1	0.0393765459887137	0.0210669428512191	0.0318618211098837	0.0341297034661568	0.0115213531109821	0.00490666306384731	0.00956788784783918	0.00684405581127592	0.0095467159864334	0.0250125064800567	0.000365246545653046	0.00121848538953682	0.00219928307069555	0.0243530583623968	0.0116882561481258	0.0426736883643502	0.02500951515904	0.00282283335112739	0.0338078005424899	0.0265492569616176	0.0200392618675611	0.0233570212570888	0.0159119037322092	0.00501165165484765	0.0121749448122813	0.00300930665318757	0.0152131409091954	0	0.0182159294383279	0.044865251471814	0.00232769219154398	0.0281032392437197	0.0211928426379529	0.00619209472438604	0.00292558995105287	0.0224682489741381	0.00549869152119502	0.0260567301395154	0.0142379774437767	0.0269429869104943	0.010782439056355
OM1_C_3E_2	0.0211661269089224	0.00285140730554839	0.0136487568490211	0.0159173569860856	0.00669508011408108	0.0133096917761503	0.00864858160600106	0.0113723810145586	0.0277609283195248	0.00679769385024113	0.0178507252890945	0.01699757876985	0.0204149208350142	0.00613811049760784	0.00652817166742167	0.0244646721834619	0.00679470190270811	0.0210383770751863	0.0155953479545449	0.00833478197802357	0.00182357194326175	0.00514188010812882	0.0023042656037176	0.0232268256724686	0.00604146514677628	0.0152069206597307	0.00300308736447216	0.0182159294383279	0	0.026657250119126	0.0158884779155922	0.00988913777044772	0.0394033830507588	0.0244070438057917	0.0211411176974813	0.00425294649348461	0.0127176935478928	0.00784214350911639	0.0039783223495974	0.00872860350866564	0.00743401373885005
OM1_C_3E_3	0.00549227472971076	0.023806508418552	0.0130102447385106	0.0107415816925274	0.0333501517746428	0.0399617698452207	0.0353028558220598	0.0380254219856563	0.0544035932975529	0.0198608828822892	0.0445002681098355	0.0436476275823303	0.0470628604440385	0.0205203768472691	0.0331833080832732	0.00219311042277129	0.0198638744435089	0.0476859082206983	0.0110636058525795	0.018323970112707	0.0248341219843788	0.0215164561561145	0.0289608631570287	0.0498728653826271	0.0326967873487249	0.0418579868668595	0.0296594668136628	0.044865251471814	0.026657250119126	0	0.0425391640151015	0.0167697446599915	0.0660356353920765	0.0510522420058101	0.047788580831876	0.0224052386586672	0.0393700734071455	0.0188165574049676	0.0306343817432586	0.0179301860797546	0.0340887923219415
OM1_C_3F_2	0.0370500775058496	0.0187395793050069	0.0295349157229935	0.0318029196672296	0.00919374877898235	0.00257898134341731	0.0072402530748929	0.00451638921513529	0.01187431482598	0.0226852873808346	0.00196244623806993	0.00110920791900418	0.00452696704380719	0.0220258132818625	0.00936065471259837	0.0403474424656717	0.0226822959402953	0.0051505135436599	0.0314809989464355	0.0242221012792859	0.0177118650268161	0.0210297383348197	0.0135843911243529	0.00733931351224605	0.0098473520888679	0.000681616157836929	0.0128856115399306	0.00232769219154398	0.0158884779155922	0.0425391640151015	0	0.0257761517822726	0.0235201257939198	0.00851974342563943	0.00525326945914086	0.0201409337067545	0.00317101376100881	0.0237295536942768	0.0119104260534502	0.0246158481235378	0.00845482246041992
OM1_C_3F_3	0.0112778581611592	0.00703780283388863	0.00375980515626118	0.00602856758192141	0.0165838193252879	0.0231977246212993	0.0185371444108382	0.0212606527543883	0.0376463496887785	0.00309151985586593	0.0277380947299498	0.0268850838849099	0.0303018518449734	0.00375111044206803	0.0164169246953746	0.0145768350072494	0.00309451184332606	0.030925194544667	0.0057065332156873	0.0015544026422162	0.0080656188419271	0.00474734579233769	0.0121933023055236	0.0331132231462835	0.0159302573346755	0.0250946939451928	0.0128920859130476	0.0281032392437197	0.00988913777044772	0.0167697446599915	0.0257761517822726	0	0.049285647601516	0.0342932009425401	0.0310279161961542	0.00563627778186915	0.022605802200137	0.00204705229831779	0.0138672618286504	0.00116057090161275	0.0173226894049309
OM1_H_1B_1	0.0605513527270736	0.0422530959544994	0.0530419152913196	0.0553082949817388	0.0327113721846549	0.0260985482302119	0.0307585269777451	0.0280354629756583	0.0116469546820018	0.0461966537931281	0.0215580303877536	0.022411124069201	0.0189938712644936	0.04553755760415	0.0328782195581274	0.0638458953375032	0.0461936640836408	0.0183703961585552	0.0549866102317223	0.0477325581056054	0.0412258981199105	0.0445420393455952	0.0371003174307416	0.0161817956421195	0.0333647434903871	0.0242016050487589	0.0364018297575707	0.0211928426379529	0.0394033830507588	0.0660356353920765	0.0235201257939198	0.049285647601516	0	0.0150014402787767	0.0182676513876581	0.0436537171353194	0.02669043663395	0.047240306452139	0.0354270378318679	0.0481260653850669	0.0319726994815854
OM1_H_1B_2	0.0455646517256148	0.0272577700277196	0.0380512285636451	0.040318745341968	0.0177129989050024	0.0110986382618054	0.0157596510953863	0.0130359545856628	0.0033546912373642	0.0312028758912891	0.006557336021016	0.0074105603188575	0.00399283088345851	0.0305435091699781	0.0178798911209544	0.0488611409223663	0.0311998849439311	0.00336928219657203	0.0399968957400851	0.0327394290606867	0.0262301967712175	0.0295475912842377	0.0221032235771259	0.00118045601338913	0.0183665475233881	0.00920134064043032	0.0214045183807441	0.00619209472438604	0.0244070438057917	0.0510522420058101	0.00851974342563943	0.0342932009425401	0.0150014402787767	0	0.00326652569577616	0.028658921604547	0.0116906451247171	0.0322469666404279	0.0204294316934381	0.0331331067361098	0.016974131270709
