	OM1_B_B	OM1_B_C	OM1_C_1A	OM1_C_1B	OM1_C_1D	OM1_C_1E	OM1_C_1F	OM1_C_2A	OM1_C_2C	OM1_C_2F	OM1_C_2G	OM1_C_2H	OM1_C_3D	OM1_C_3E	OM1_C_3F	OM1_H_1B	OM1_H_1C	OM1_H_1D	OM1_H_1G
OM1_B_B	0	0.0241823996822726	0.0470215665537977	0.0274339082574781	0.00616894254426439	0.0049772764922079	0.018562953772346	0.0112719189941449	NA	0.0505697718113343	0.00729278514852536	0.00345981731313319	NA	0.0207381638793466	0.0133536460279166	0.00671756350766519	NA	0.00863710096960378	0.00852749448141785
OM1_B_C	0.0241823996822726	0	0.0234033421301627	0.0514534668021941	0.0193585174240529	0.02842382161093	0.00562217318950261	0.0146684205827059	NA	0.0269063565383675	0.0201240209596592	0.0227150783860756	NA	0.00456345942032692	0.0210164504715715	0.0296439779968764	NA	0.0298179436030594	0.0162895663216107
OM1_C_1A	0.0470215665537977	0.0234033421301627	0	0.0744112700657277	0.0415240155549143	0.0515405546009563	0.0287850010192125	0.038064776248123	NA	0.00355289527976241	0.0435137254210632	0.0459386652595321	NA	0.0262999674568189	0.0439816550449109	0.0528660656408527	NA	0.0531809146966562	0.0386410955882736
OM1_C_1B	0.0274339082574781	0.0514534668021941	0.0744112700657277	0	0.0331223404148665	0.0230573345502332	0.0458695544249903	0.0373899907483753	NA	0.0779538789446781	0.031965648953667	0.0288124803190081	NA	0.0481575012211755	0.0345754578478345	0.0219763219993626	NA	0.0225821212527173	0.035870788345607
OM1_C_1D	0.00616894254426439	0.0193585174240529	0.0415240155549143	0.0331223404148665	0	0.011145845987637	0.0138348986521288	0.00956857877532514	NA	0.045071267967168	0.00890561589339678	0.00732400898355773	NA	0.0154374459551639	0.015084391839241	0.0128671841628291	NA	0.0145196664313151	0.00308136663592892
OM1_C_1E	0.0049772764922079	0.02842382161093	0.0515405546009563	0.0230573345502332	0.011145845987637	0	0.0228533823479132	0.0144883916871082	NA	0.0550818541727867	0.00930789761021965	0.00577726976331686	NA	0.0252789176975508	0.0138686097852272	0.00182651065732813	NA	0.00444210723218552	0.0133750574921369
OM1_C_1F	0.018562953772346	0.00562217318950261	0.0287850010192125	0.0458695544249903	0.0138348986521288	0.0228533823479132	0	0.00956151015050686	NA	0.0323152698222484	0.0148375840405601	0.0171822115055668	NA	0.00331522983555127	0.016697876609451	0.0241193286905883	NA	0.0244375285461644	0.0107543350032438
OM1_C_2A	0.0112719189941449	0.0146684205827059	0.038064776248123	0.0373899907483753	0.00956857877532514	0.0144883916871082	0.00956151015050686	0	NA	0.0415598421594188	0.00551498513430948	0.00875013034268784	NA	0.0126752157488964	0.00782729087743231	0.0154208687384678	NA	0.0152397211616015	0.00759683036142422
OM1_C_2C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM1_C_2F	0.0505697718113343	0.0269063565383675	0.00355289527976241	0.0779538789446781	0.045071267967168	0.0550818541727867	0.0323152698222484	0.0415598421594188	NA	0	0.0470190538945379	0.0494734638684	NA	0.0298495855910594	0.0473744573358955	0.05640096607514	NA	0.0566945475315926	0.0421910951895831
OM1_C_2G	0.00729278514852536	0.0201240209596592	0.0435137254210632	0.031965648953667	0.00890561589339678	0.00930789761021965	0.0148375840405601	0.00551498513430948	NA	0.0470190538945379	0	0.00398545243088067	NA	0.0177620351802128	0.00637583564651444	0.0100325551761109	NA	0.00972656080987052	0.00875444843691646
OM1_C_2H	0.00345981731313319	0.0227150783860756	0.0459386652595321	0.0288124803190081	0.00732400898355773	0.00577726976331686	0.0171822115055668	0.00875013034268784	NA	0.0494734638684	0.00398545243088067	0	NA	0.0197517093055713	0.00989469980242207	0.00693843515360044	NA	0.00766458294383874	0.00857764365781886
OM1_C_3D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM1_C_3E	0.0207381638793466	0.00456345942032692	0.0262999674568189	0.0481575012211755	0.0154374459551639	0.0252789176975508	0.00331522983555127	0.0126752157488964	NA	0.0298495855910594	0.0177620351802128	0.0197517093055713	NA	0	0.0199813352652603	0.0266567888226152	NA	0.0271994739113386	0.012445328181234
OM1_C_3F	0.0133536460279166	0.0210164504715715	0.0439816550449109	0.0345754578478345	0.015084391839241	0.0138686097852272	0.016697876609451	0.00782729087743231	NA	0.0473744573358955	0.00637583564651444	0.00989469980242207	NA	0.0199813352652603	0	0.0138516550705999	NA	0.012206484734393	0.0142953408109727
OM1_H_1B	0.00671756350766519	0.0296439779968764	0.0528660656408527	0.0219763219993626	0.0128671841628291	0.00182651065732813	0.0241193286905883	0.0154208687384678	NA	0.05640096607514	0.0100325551761109	0.00693843515360044	NA	0.0266567888226152	0.0138516550705999	0	NA	0.00292305215598712	0.0149695992742367
OM1_H_1C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM1_H_1D	0.00863710096960378	0.0298179436030594	0.0531809146966562	0.0225821212527173	0.0145196664313151	0.00444210723218552	0.0244375285461644	0.0152397211616015	NA	0.0566945475315926	0.00972656080987052	0.00766458294383874	NA	0.0271994739113386	0.012206484734393	0.00292305215598712	NA	0	0.0161995451577062
OM1_H_1G	0.00852749448141785	0.0162895663216107	0.0386410955882736	0.035870788345607	0.00308136663592892	0.0133750574921369	0.0107543350032438	0.00759683036142422	NA	0.0421910951895831	0.00875444843691646	0.00857764365781886	NA	0.012445328181234	0.0142953408109727	0.0149695992742367	NA	0.0161995451577062	0
