	OM1_B_B	OM1_B_C	OM1_C_1A	OM1_C_1B	OM1_C_1D	OM1_C_1E	OM1_C_1F	OM1_C_2A	OM1_C_2C	OM1_C_2F	OM1_C_2G	OM1_C_2H	OM1_C_3D	OM1_C_3E	OM1_C_3F	OM1_H_1B	OM1_H_1C	OM1_H_1D	OM1_H_1G
OM1_B_B	0	NA	0.0137453293960241	0.0372893269758555	NA	0.0320472922074933	0.0201457924173187	NA	NA	NA	0.0303226279476144	0.0102666935199188	NA	0.0250124047250652	0.0390768225940123	0.0287514467610652	0.0306575538825012	0.0404187386613244	0.0323878260596496
OM1_B_C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM1_C_1A	0.0137453293960241	NA	0	0.0402878660179196	NA	0.0314802476895239	0.02010433051219	NA	NA	NA	0.0329844488831881	0.0123334574206039	NA	0.0295835858651083	0.0425011440444249	0.0279043491212236	0.032113546018066	0.0413331769668684	0.0329253439974925
OM1_C_1B	0.0372893269758555	NA	0.0402878660179196	0	NA	0.0131496281952599	0.0226997942615171	NA	NA	NA	0.0671191445119684	0.0463713928315635	NA	0.0128467591337484	0.00554141890478767	0.0163288056491623	0.00856266476328678	0.00656337762535267	0.0127025983583762
OM1_C_1D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM1_C_1E	0.0320472922074933	NA	0.0314802476895239	0.0131496281952599	NA	0	0.0131460529611968	NA	NA	NA	0.0616969316192282	0.0399402528111169	NA	0.0145668262128123	0.0140823017686476	0.00416340609407651	0.00678091582131095	0.0114017272806526	0.00373190193130487
OM1_C_1F	0.0201457924173187	NA	0.02010433051219	0.0226997942615171	NA	0.0131460529611968	0	NA	NA	NA	0.0494571154314735	0.0277855926428285	NA	0.0154054798283219	0.023559320872655	0.00921872383509539	0.0149074721580961	0.0236463881214918	0.0134347586971633
OM1_C_2A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM1_C_2C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM1_C_2F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM1_C_2G	0.0303226279476144	NA	0.0329844488831881	0.0671191445119684	NA	0.0616969316192282	0.0494571154314735	NA	NA	NA	0	0.0219076859578521	NA	0.0544637307965113	0.0692368798280683	0.0582472454646631	0.0604624582600977	0.0702023409453467	0.0623635784648786
OM1_C_2H	0.0102666935199188	NA	0.0123334574206039	0.0463713928315635	NA	0.0399402528111169	0.0277855926428285	NA	NA	NA	0.0219076859578521	0	NA	0.0341298543677924	0.0484825837071243	0.0364562170373776	0.0391536233122461	0.0488839701605542	0.0407656729599402
OM1_C_3D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM1_C_3E	0.0250124047250652	NA	0.0295835858651083	0.0128467591337484	NA	0.0145668262128123	0.0154054798283219	NA	NA	NA	0.0544637307965113	0.0341298543677924	NA	0	0.0160173343904284	0.0146836136734395	0.00882198504667282	0.0171852539355948	0.0148724095553374
OM1_C_3F	0.0390768225940123	NA	0.0425011440444249	0.00554141890478767	NA	0.0140823017686476	0.023559320872655	NA	NA	NA	0.0692368798280683	0.0484825837071243	NA	0.0160173343904284	0	0.0170527791914487	0.0115509309218867	0.00856416574496565	0.0122410230502414
OM1_H_1B	0.0287514467610652	NA	0.0279043491212236	0.0163288056491623	NA	0.00416340609407651	0.00921872383509539	NA	NA	NA	0.0582472454646631	0.0364562170373776	NA	0.0146836136734395	0.0170527791914487	0	0.00894481239548285	0.0154489128457381	0.00540522726397324
OM1_H_1C	0.0306575538825012	NA	0.032113546018066	0.00856266476328678	NA	0.00678091582131095	0.0149074721580961	NA	NA	NA	0.0604624582600977	0.0391536233122461	NA	0.00882198504667282	0.0115509309218867	0.00894481239548285	0	0.00978222229238202	0.00789162036031891
OM1_H_1D	0.0404187386613244	NA	0.0413331769668684	0.00656337762535267	NA	0.0114017272806526	0.0236463881214918	NA	NA	NA	0.0702023409453467	0.0488839701605542	NA	0.0171852539355948	0.00856416574496565	0.0154489128457381	0.00978222229238202	0	0.0118275728178211
OM1_H_1G	0.0323878260596496	NA	0.0329253439974925	0.0127025983583762	NA	0.00373190193130487	0.0134347586971633	NA	NA	NA	0.0623635784648786	0.0407656729599402	NA	0.0148724095553374	0.0122410230502414	0.00540522726397324	0.00789162036031891	0.0118275728178211	0
