	OM1_B_B_1	OM1_B_B_2	OM1_B_B_3	OM1_B_C_1	OM1_B_C_2	OM1_B_C_3	OM1_C_1A_1	OM1_C_1A_2	OM1_C_1A_3	OM1_C_1B_1	OM1_C_1B_2	OM1_C_1D_2	OM1_C_1E_1	OM1_C_1E_2	OM1_C_1E_3	OM1_C_1F_1	OM1_C_1F_2	OM1_C_2A_1	OM1_C_2A_2	OM1_C_2A_3	OM1_C_2F_1	OM1_C_2F_2	OM1_C_2F_3	OM1_C_2G_1	OM1_C_2G_2	OM1_C_2G_3	OM1_C_2H_2	OM1_C_2H_3	OM1_C_3D_1	OM1_C_3D_2	OM1_C_3D_3	OM1_C_3E_1	OM1_C_3E_2	OM1_C_3E_3	OM1_C_3F_3	OM1_H_1B_1	OM1_H_1B_2	OM1_H_1B_3	OM1_H_1C_1	OM1_H_1C_2	OM1_H_1C_3	OM1_H_1D_1	OM1_H_1D_2	OM1_H_1D_3	OM1_H_1G_1	OM1_H_1G_2	OM1_H_1G_3
OM1_C_2F_1	0.000578927879273529	0.0084056825843228	0.0119297355082226	0.00575894660365469	0.00364220925083868	0.0112801562885035	0.0245337414575066	0.00968016995216039	0.0159743568890685	0.00714472620983396	0.00372512635305492	0.0112851511287604	0.00267188379138615	0.00740922197401548	0.00757833692567466	0.00549753186164096	0.00730341312755477	0.00483939546615221	0.000988952553347393	0.0196545235473378	0	0.00610387210597037	0.0117322117993374	0.0144894747883695	0.0123404066192477	0.0114968527347506	0.0058912187070427	0.00815106401678174	0.00634046937922949	0.00151367468968601	0.00620192927623883	0.00513995952990443	0.00912525780983081	0.0068238564887178	0.0128818067843259	0.0140617799981654	0.0101787553281232	0.0116987502444998	0.00663170806229054	0.00418223681395123	0.00443297763241052	0.00170965870741552	0.0166574209292028	0.00790108231261149	0.00327294563231363	0.00871108817380192	0.00765226144156356
OM1_C_2F_2	0.00667465864675198	0.00555197553578609	0.0080130088845545	0.00894664626170532	0.00646353800524195	0.00592080172533763	0.0304807322234855	0.00466567970540766	0.0208765659256274	0.0132373029045101	0.00880520984183573	0.0172058193840762	0.00575579839941449	0.00176758065084589	0.010334719990013	0.00815079365327948	0.0127337984711987	0.0102609579006917	0.00680152429365735	0.0140305552379936	0.00610387210597037	0	0.00939174256699175	0.0205917193025349	0.0183821945990492	0.00655751230526241	0.0119323420268378	0.00327426143427415	0.0120990975611385	0.00752508747395901	0.00891319018214399	0.0103054141585846	0.0136259940996312	0.0126959976921778	0.00982444149168338	0.0199921080346709	0.0159397207300144	0.0163816907999271	0.0126479235533107	0.00949297171324118	0.00690424271924076	0.00638692911351511	0.0110190442930073	0.00184165265516872	0.00348435496603218	0.0147037256044918	0.0112076035745589
OM1_C_2F_3	0.0120078132924873	0.00387156264673702	0.0167837630695496	0.00868664771809944	0.00860470446269709	0.0136433276755238	0.0345100192254473	0.0131688915204539	0.0275988551495618	0.0173414319695044	0.0154556411385801	0.0219311706106915	0.0133604898755574	0.00803295430449511	0.0186941852963823	0.00799938298481199	0.0138875669329329	0.0123981890626615	0.0127183829719726	0.019501253708747	0.0117322117993374	0.00939174256699175	0	0.0236334667978247	0.0205599915565026	0.0146942832175127	0.0166312793705286	0.0122532332668542	0.0176602694758188	0.0130612935619805	0.017208100958232	0.0119563976216791	0.0208546337779912	0.015066014174311	0.0188734025955796	0.0245121387581234	0.0212427015365024	0.0234146502078678	0.0156338811902826	0.0118302941252589	0.01510353602181	0.0104577533072669	0.00967892953652648	0.00891607816848624	0.00892285891691571	0.0171279444921004	0.00976821387384018
OM1_C_2G_1	0.0139220232275493	0.021601822012814	0.0249376547408712	0.0149494969529219	0.0156835851527036	0.0253406460053017	0.0109569786171847	0.0236782066006258	0.0108901162877868	0.00737247738591777	0.0126276325236353	0.00483953247192238	0.0155693846077989	0.0218364955768058	0.0153087934840066	0.015675996675688	0.00979349498278545	0.0113699770165325	0.0138369011914177	0.0336219409957962	0.0144894747883695	0.0205917193025349	0.0236334667978247	0	0.00335627858926384	0.0252843424002145	0.00876615057430287	0.0222567978259768	0.00921500833435292	0.0130911623585524	0.0153643730615878	0.0117288462650047	0.011593636257138	0.00862035598677346	0.024973033337212	0.00380674304032946	0.00651628301138134	0.010868762928343	0.00824161124151368	0.0120497046793724	0.0157814427991807	0.0145731520022314	0.0308047285801048	0.0223856299904464	0.0175070403617472	0.00651318548906895	0.0142077994576173
OM1_C_2G_2	0.0117615155257451	0.018782113269478	0.0235651982868523	0.0119150112422482	0.01295139790282	0.0235295212904148	0.014238528383156	0.0218898940333333	0.0129606718308957	0.00572024601770369	0.0112482741719482	0.00568215254326076	0.0138761445288711	0.0194644540839011	0.0147512544367423	0.0126943835477784	0.00667506564010742	0.0085640671350094	0.0118504112851987	0.0318949182886897	0.0123404066192477	0.0183821945990492	0.0205599915565026	0.00335627858926384	0	0.0236104524091528	0.00720123329551431	0.0204014665350983	0.0082164252197331	0.0110919814323982	0.014482107802853	0.00882650293881178	0.0117206547469469	0.00583073128787039	0.0238944339881698	0.0062341575233782	0.00694975785117909	0.011785910918089	0.00573557782139977	0.00929983449649124	0.0144551527720025	0.0121120822438241	0.0281522187071926	0.0201117380818969	0.0151050367480177	0.00371217766001154	0.0109808238834466
OM1_C_2G_3	0.0120552415891177	0.0112875051389835	0.00246245883511152	0.0154468100677155	0.0128937284488362	0.00116921805937951	0.0341306917948901	0.00191283409438266	0.0228610878763796	0.0180241420224668	0.0126715354782461	0.0211849090656518	0.00975555346804853	0.00700469810218957	0.0116264990637712	0.0146796571924148	0.0187190020355894	0.0162157949608366	0.0118067017042427	0.00834111133853031	0.0114968527347506	0.00655751230526241	0.0146942832175127	0.0252843424002145	0.0236104524091528	0	0.0165658010315194	0.00344504692220216	0.0161415164779611	0.0125569917280009	0.0107297506742137	0.0163850617707789	0.0158772720839781	0.0183098133131719	0.00475707195038953	0.023871399908592	0.0196471835881206	0.0184719716856797	0.0180314840363791	0.0154848757627674	0.00962035051022439	0.0123773014121311	0.011541499769958	0.00598163987292798	0.00982633635016558	0.0201078027486828	0.0177108352547753
OM1_C_2H_2	0.00535788116391593	0.0138373852038822	0.0163900665224314	0.00850994011438456	0.00804831386766078	0.0165851376052122	0.0186526116856376	0.0149247888986887	0.0113340482908635	0.00148391649959003	0.00404728268419852	0.00545494187858705	0.00681888817315745	0.0132989716126442	0.00791929675420406	0.00889146469088899	0.00555304791733311	0.00485285209856488	0.00513157729215694	0.024896406519002	0.0058912187070427	0.0119323420268378	0.0166312793705286	0.00876615057430287	0.00720123329551431	0.0165658010315194	0	0.0134931310960829	0.00169236806721688	0.00441306028078499	0.00740512220766172	0.00547458872359083	0.00622139369232671	0.00376790103892858	0.0166979770607279	0.00820397875199687	0.00461313589412783	0.00784032668460586	0.00282133816296169	0.00509730741086472	0.00725562780513162	0.00641377716487422	0.0225207169057594	0.0137558124970022	0.00909625661013458	0.00427910954588726	0.00907972923343612
OM1_C_2H_3	0.00872037064394228	0.00855156837204897	0.00474550434317673	0.012030794718544	0.0094622122839478	0.0031330394873318	0.0315366289954995	0.00154929725903771	0.0209209790083264	0.0149180598921817	0.00977946297628067	0.0183891661639256	0.00670501309139942	0.00422431341709961	0.00976503831210762	0.0112820089495234	0.0153088159326972	0.012804164211434	0.00855223457541109	0.0115107975061881	0.00815106401678174	0.00327426143427415	0.0122532332668542	0.0222567978259768	0.0204014665350983	0.00344504692220216	0.0134931310960829	0	0.0132627335856254	0.00931044686286663	0.00857746667176396	0.0129564119914392	0.0137112859768985	0.0149741393620843	0.00665584745501918	0.0211349766401998	0.0169396282900484	0.0164270639918103	0.0147517549045601	0.0120655642016912	0.00701377487261141	0.00894720668612084	0.0115200554923051	0.00337214798114582	0.0063921798765221	0.0168335775936484	0.014293146512147
OM1_C_3D_1	0.00588916006164749	0.0146340997387286	0.0157241667581813	0.00986733541716295	0.00906372575515397	0.0162784382333321	0.0183997760488733	0.0146140619325572	0.0100140728522614	0.00273110405544967	0.00348751093367664	0.00514476609004809	0.00658047560887503	0.0136012882867217	0.00656422877742619	0.0101532570731385	0.00724340953352193	0.00637539438391784	0.00543086268243579	0.0244761704294227	0.00634046937922949	0.0120990975611385	0.0176602694758188	0.00921500833435292	0.0082164252197331	0.0161415164779611	0.00169236806721688	0.0132627335856254	0	0.00483324294908061	0.00628438885166426	0.00700525083031838	0.00452905209903237	0.00545655193034564	0.0158189539530842	0.00792012787870472	0.00385735426584949	0.00625912138016691	0.00449808733657997	0.00650887343816205	0.00657337593339205	0.0072396785805518	0.0229402622259447	0.0139405134325199	0.00961310799030026	0.0057535513646806	0.0106308069386046
OM1_C_3D_2	0.00107156239446962	0.00985019432468636	0.0127529067463537	0.00631225452736643	0.00465709174076035	0.0124399740428479	0.0230361931570483	0.0108049102475199	0.0145634059181605	0.00572178953689582	0.00257126406390953	0.0097782705289802	0.0030190409723926	0.00889406126624911	0.00694702262190782	0.00625348342467082	0.00665320041044353	0.00437632974010162	0.000758860541610955	0.0208113270573144	0.00151367468968601	0.00752508747395901	0.0130612935619805	0.0130911623585524	0.0110919814323982	0.0125569917280009	0.00441306028078499	0.00931044686286663	0.00483324294908061	0	0.00572206425762732	0.0048302108538827	0.00787876834538225	0.005834853131517	0.013481228733053	0.0125578350926284	0.00866611213143135	0.0103629943735162	0.00547779379576264	0.00389374678568013	0.00436027090732231	0.00265495086207667	0.0181668198193467	0.00934431814367194	0.00478430035342541	0.00755181499482357	0.00789936961276356
OM1_C_3D_3	0.00630108651980225	0.013479569053051	0.00981590707261597	0.0119088077458715	0.00981867726196619	0.0111580079594291	0.0234538965247758	0.00957996528496692	0.0123448639922573	0.00882738540512375	0.00366648964155733	0.0108345673628216	0.00388617518216303	0.0106776044967897	0.00148719007126735	0.0116976491773854	0.0119245714586079	0.00994759343648994	0.00546698578907718	0.0188781533554188	0.00620192927623883	0.00891319018214399	0.017208100958232	0.0153643730615878	0.014482107802853	0.0107297506742137	0.00740512220766172	0.00857746667176396	0.00628438885166426	0.00572206425762732	0	0.0104678475026353	0.00517443139732644	0.0106060834235893	0.00961697006810307	0.013376681347602	0.009190130407772	0.00785684754573693	0.0098798008572818	0.00956819522237796	0.00211285912089969	0.00790741636120873	0.0197379164944314	0.0105529793270963	0.00830137351303354	0.0116516658514888	0.0136152160235236
OM1_C_3E_1	0.00469239668536804	0.00995659924745598	0.0170176164050602	0.00331254936157251	0.00420517249253373	0.0160191762778801	0.022561922866896	0.0145055891196015	0.0167791374328309	0.00568073995096924	0.00693938989949615	0.0102122554241801	0.00767727867944234	0.0110561550062606	0.0115636179423585	0.00396086671061546	0.00244714228804454	0.000630411347238119	0.00532926216300125	0.0243043358354193	0.00513995952990443	0.0103054141585846	0.0119563976216791	0.0117288462650047	0.00882650293881178	0.0163850617707789	0.00547458872359083	0.0129564119914392	0.00700525083031838	0.0048302108538827	0.0104678475026353	0	0.0113337394899173	0.0031161024345921	0.0180212748975783	0.0126510883211279	0.00985395034911239	0.0132631649834189	0.00371527132306249	0.000962487351943218	0.00918464009684964	0.00400939696816278	0.0193687444783397	0.0118466887545885	0.00682861890002238	0.00522169504301782	0.00362627083533751
OM1_C_3E_2	0.0088892216345701	0.017419330567794	0.014787262873524	0.0138733340328579	0.0125317008523978	0.0163309842850256	0.0184678008292965	0.0147527496794882	0.00726843870351183	0.00704712304909548	0.00540031366879893	0.00675877884527775	0.00794610307844858	0.0153412324634745	0.00434520317165893	0.0139918944699542	0.0117702121170735	0.0107074010543716	0.00814216382304677	0.0239266233541821	0.00912525780983081	0.0136259940996312	0.0208546337779912	0.011593636257138	0.0117206547469469	0.0158772720839781	0.00622139369232671	0.0137112859768985	0.00452905209903237	0.00787876834538225	0.00517443139732644	0.0113337394899173	0	0.00998127090573367	0.0142253754306442	0.0088544527943714	0.00507979375038267	0.00275860673114653	0.00901316389558073	0.0106997708523737	0.00680718206133212	0.0105335199443657	0.0246203796817768	0.0153830965134053	0.012113985477225	0.0100393168094601	0.0149374835404131
OM1_C_3E_3	0.00625805874522102	0.0130075173699602	0.0185870621485377	0.00639411024474604	0.007130792227745	0.0181013282226612	0.0194495838580471	0.0165032602035337	0.0144068410640698	0.00321034157823575	0.00695496135755954	0.00738390789738554	0.00883654481186409	0.0136850951660801	0.0113757312357799	0.00707581447275685	0.0018886537948877	0.00275954821832487	0.00655336328905905	0.026471538531069	0.0068238564887178	0.0126959976921778	0.015066014174311	0.00862035598677346	0.00583073128787039	0.0183098133131719	0.00376790103892858	0.0149741393620843	0.00545655193034564	0.005834853131517	0.0106060834235893	0.0031161024345921	0.00998127090573367	0	0.0192645266963106	0.00965793983741741	0.00733590957295061	0.0114019746114096	0.000993133345193521	0.00347490119991388	0.00989448689612502	0.00634096989434178	0.0223290290554583	0.0143755260338909	0.00933548730762424	0.00213981541324642	0.00612338921301774
OM1_C_3F_3	0.0133473467632193	0.0152065524709407	0.00229690702411303	0.0179122467983476	0.0153060874128492	0.00591777421288032	0.0326662745118824	0.00576715423150922	0.0205319020843081	0.018175749407501	0.0126568939903539	0.0204326423306404	0.0104637152259407	0.0108688916566989	0.00992531674621447	0.0172830897204354	0.0201038194386715	0.0176993487670476	0.0128228059550788	0.0102895534535188	0.0128818067843259	0.00982444149168338	0.0188734025955796	0.024973033337212	0.0238944339881698	0.00475707195038953	0.0166979770607279	0.00665584745501918	0.0158189539530842	0.013481228733053	0.00961697006810307	0.0180212748975783	0.0142253754306442	0.0192645266963106	0	0.0229028760381838	0.0187682236152022	0.0164732134499052	0.0187567986085331	0.0170630488216873	0.0094703535800198	0.0142157078723374	0.0162614521858344	0.0099579964036929	0.0123603623871084	0.0207351487156471	0.020109990058568
OM1_H_1B_1	0.0135457297798869	0.021969390943049	0.0231820843169846	0.0159614149063539	0.0160805691589376	0.0240956988490375	0.0104918860703215	0.0224384872169966	0.00708377699335467	0.00721050940680196	0.0113687978828582	0.00278690514039007	0.0144891033085069	0.0214417195839769	0.0129963961260885	0.0165454744421708	0.0112855599535117	0.0121507231896111	0.0132334748269762	0.0321570972711228	0.0140617799981654	0.0199921080346709	0.0245121387581234	0.00380674304032946	0.0062341575233782	0.023871399908592	0.00820397875199687	0.0211349766401998	0.00792012787870472	0.0125578350926284	0.013376681347602	0.0126510883211279	0.0088544527943714	0.00965793983741741	0.0229028760381838	0	0.00422548421016501	0.00752748594303471	0.00893640593992112	0.0126848443025243	0.0142562115306824	0.0145885018456457	0.0307121012023784	0.0218311264387679	0.0172945447465033	0.00792116324391505	0.0157416288447343
OM1_H_1B_2	0.00970652727813304	0.0183819667258535	0.0189773677467807	0.013038016066318	0.0126532809159481	0.0198804459771567	0.0146128574600598	0.0182255423523115	0.00707664303035094	0.00420296205222016	0.00720644896682459	0.00170057143486503	0.0103361952219285	0.0174565261449512	0.0089224087008158	0.0134724904908957	0.00920600324521648	0.00926520654808862	0.00928411864643282	0.0279343493306217	0.0101787553281232	0.0159397207300144	0.0212427015365024	0.00651628301138134	0.00694975785117909	0.0196471835881206	0.00461313589412783	0.0169396282900484	0.00385735426584949	0.00866611213143135	0.009190130407772	0.00985395034911239	0.00507979375038267	0.00733590957295061	0.0187682236152022	0.00422548421016501	0	0.00485098078754714	0.006393534975852	0.0096253691866065	0.01003319413792	0.0109512427494818	0.0267961550170625	0.0177809191550672	0.013450045182886	0.00639248674742575	0.0133303894498452
OM1_H_1B_3	0.0114092464511807	0.0200626193529788	0.0172371319267522	0.0160660674520216	0.0149649964240014	0.0189781775512655	0.0162595170738335	0.0174245660248641	0.00451286993851097	0.00822637353501205	0.00800186054786721	0.00620880985332762	0.0106854291412854	0.0180925136844483	0.00684827181135834	0.0162791683361453	0.0132761455480499	0.0126336568172421	0.0107098846049264	0.0263960359217501	0.0116987502444998	0.0163816907999271	0.0234146502078678	0.010868762928343	0.011785910918089	0.0184719716856797	0.00784032668460586	0.0164270639918103	0.00625912138016691	0.0103629943735162	0.00785684754573693	0.0132631649834189	0.00275860673114653	0.0114019746114096	0.0164732134499052	0.00752748594303471	0.00485098078754714	0	0.0104089302674047	0.0127523592695788	0.00956157380213882	0.0130017195867113	0.0273778895231057	0.0181411915415206	0.0147766526483105	0.0109573031229203	0.0168874659679588
OM1_H_1C_1	0.00605389943482215	0.0133780735487041	0.0181835929307692	0.00702718652518562	0.0074478757839082	0.0178844568736407	0.0189291173641769	0.0162625934577371	0.0134529819126193	0.00222994234936558	0.00627021129385798	0.00654656522816576	0.00841173557944529	0.0137444788567388	0.0105722532510313	0.00763866332841523	0.00287523652553763	0.00323610342927861	0.00622541548114544	0.0262606440958364	0.00663170806229054	0.0126479235533107	0.0156338811902826	0.00824161124151368	0.00573557782139977	0.0180314840363791	0.00282133816296169	0.0147517549045601	0.00449808733657997	0.00547779379576264	0.0098798008572818	0.00371527132306249	0.00901316389558073	0.000993133345193521	0.0187567986085331	0.00893640593992112	0.006393534975852	0.0104089302674047	0	0.00384616760813175	0.00932012919452349	0.00640186312177166	0.0225774484658967	0.0143784209059282	0.00938520151872681	0.00208218070291917	0.00697688668461658
OM1_H_1C_2	0.00373005048238414	0.00955356865669324	0.0160772770136823	0.0034172743707655	0.00365605757111107	0.0151453139870598	0.0227735750952794	0.0136142397592797	0.0164277175561485	0.00554986142954018	0.00609366989444899	0.0101405959659685	0.00671586119118641	0.010332275937049	0.0106997973573654	0.00387961868168051	0.003253443363812	0.000773120557264828	0.00437219475225523	0.0234559968186617	0.00418223681395123	0.00949297171324118	0.0118302941252589	0.0120497046793724	0.00929983449649124	0.0154848757627674	0.00509730741086472	0.0120655642016912	0.00650887343816205	0.00389374678568013	0.00956819522237796	0.000962487351943218	0.0106997708523737	0.00347490119991388	0.0170630488216873	0.0126848443025243	0.0096253691866065	0.0127523592695788	0.00384616760813175	0	0.00823861181172194	0.00313285278102695	0.0188558283119126	0.0110844599060352	0.00603918874241121	0.00561364326840926	0.00426094252024427
OM1_H_1C_3	0.00466181323903435	0.0113670923907792	0.0091686573926903	0.0101903512089138	0.00793901075512137	0.0098603386493151	0.0245779677312266	0.00821497743398801	0.0140738722585708	0.00873902352295257	0.00320999499540816	0.0115667055548502	0.00186787670436848	0.00865636755840857	0.00359912327299617	0.0098874852133839	0.0109507920864808	0.00873589044834839	0.00389493158351922	0.0179342852068525	0.00443297763241052	0.00690424271924076	0.01510353602181	0.0157814427991807	0.0144551527720025	0.00962035051022439	0.00725562780513162	0.00701377487261141	0.00657337593339205	0.00436027090732231	0.00211285912089969	0.00918464009684964	0.00680718206133212	0.00989448689612502	0.0094703535800198	0.0142562115306824	0.01003319413792	0.00956157380213882	0.00932012919452349	0.00823861181172194	0	0.00613015139708174	0.0178403462184474	0.00860992843365781	0.00621088500473418	0.0112715602026081	0.012052203807257
OM1_H_1D_1	0.00168976372756092	0.00743308181166266	0.013079459404475	0.00406342429950682	0.00201375770558595	0.0120158452500687	0.024966792622187	0.0104964438396821	0.0171437622469393	0.0074331914189159	0.00519125715690432	0.0118635022218859	0.00432717711380261	0.00735401428598046	0.009269942285367	0.0037903886884369	0.0063862434082678	0.00389007974835344	0.00252191282748936	0.0203241981356798	0.00170965870741552	0.00638692911351511	0.0104577533072669	0.0145731520022314	0.0121120822438241	0.0123773014121311	0.00641377716487422	0.00894720668612084	0.0072396785805518	0.00265495086207667	0.00790741636120873	0.00400939696816278	0.0105335199443657	0.00634096989434178	0.0142157078723374	0.0145885018456457	0.0109512427494818	0.0130017195867113	0.00640186312177166	0.00313285278102695	0.00613015139708174	0	0.0162580494007974	0.008036130214046	0.00299644987188629	0.00840402638896554	0.00603717528973596
OM1_H_1D_2	0.0171700687140421	0.00952908962335403	0.013989708002638	0.0166324928444509	0.0152035451894703	0.0104237132495912	0.0411628733299127	0.0112309665445957	0.0318799474027038	0.0236646863751699	0.0197777194931189	0.0279394660726821	0.0167716263705947	0.0093747073986578	0.0210700066157465	0.0157537495925176	0.0217116906544329	0.0195915266554976	0.0175185415022778	0.0119189775328732	0.0166574209292028	0.0110190442930073	0.00967892953652648	0.0308047285801048	0.0281522187071926	0.011541499769958	0.0225207169057594	0.0115200554923051	0.0229402622259447	0.0181668198193467	0.0197379164944314	0.0193687444783397	0.0246203796817768	0.0223290290554583	0.0162614521858344	0.0307121012023784	0.0267961550170625	0.0273778895231057	0.0225774484658967	0.0188558283119126	0.0178403462184474	0.0162580494007974	0	0.00923921378080467	0.0134264130685543	0.0244645326606477	0.0183949921450493
OM1_H_1D_3	0.00846535122012491	0.00532831894870268	0.00789396980874725	0.0101394213741713	0.00781832698300904	0.00509023699063104	0.0323194445979848	0.00429038137121457	0.02264496120308	0.0150443397910266	0.0106390349680984	0.0190448251468689	0.0075695744647492	0.00103814733901087	0.0119325228009738	0.00928838789423299	0.0142915082802535	0.011857230361175	0.00862852522607133	0.0127139579775638	0.00790108231261149	0.00184165265516872	0.00891607816848624	0.0223856299904464	0.0201117380818969	0.00598163987292798	0.0137558124970022	0.00337214798114582	0.0139405134325199	0.00934431814367194	0.0105529793270963	0.0118466887545885	0.0153830965134053	0.0143755260338909	0.0099579964036929	0.0218311264387679	0.0177809191550672	0.0181411915415206	0.0143784209059282	0.0110844599060352	0.00860992843365781	0.008036130214046	0.00923921378080467	0	0.00505122306563168	0.0164172575251127	0.0123635414298658
OM1_H_1G_1	0.00375504776209328	0.00531306729692799	0.0108927378467138	0.00565473492874844	0.00307031912459356	0.00932003502600173	0.0277441870773242	0.00791433757966055	0.0191362047501829	0.0102590456793761	0.00678744225792175	0.0145275943668455	0.00443824404200233	0.00436026527098451	0.0097844949735323	0.00495053691562876	0.00926477434742608	0.00681111194533004	0.00420589310053607	0.0175114037481941	0.00327294563231363	0.00348435496603218	0.00892285891691571	0.0175070403617472	0.0151050367480177	0.00982633635016558	0.00909625661013458	0.0063921798765221	0.00961310799030026	0.00478430035342541	0.00830137351303354	0.00682861890002238	0.012113985477225	0.00933548730762424	0.0123603623871084	0.0172945447465033	0.013450045182886	0.0147766526483105	0.00938520151872681	0.00603918874241121	0.00621088500473418	0.00299644987188629	0.0134264130685543	0.00505122306563168	0	0.0113989916280426	0.00791111148174954
OM1_H_1G_2	0.00813383953023247	0.0151444754993971	0.0202232087808758	0.00844199511473649	0.00926959775270596	0.0199661834541578	0.0174035810554689	0.0183434091818716	0.0133826010972818	0.00303262950312039	0.00813970511261583	0.00599267612958081	0.0104575755404803	0.0157576011287959	0.0121971608317433	0.00916339086179575	0.00339924207718206	0.00489753767945709	0.00830236803551334	0.0283419715331503	0.00871108817380192	0.0147037256044918	0.0171279444921004	0.00651318548906895	0.00371217766001154	0.0201078027486828	0.00427910954588726	0.0168335775936484	0.0057535513646806	0.00755181499482357	0.0116516658514888	0.00522169504301782	0.0100393168094601	0.00213981541324642	0.0207351487156471	0.00792116324391505	0.00639248674742575	0.0109573031229203	0.00208218070291917	0.00561364326840926	0.0112715602026081	0.00840402638896554	0.0244645326606477	0.0164172575251127	0.0113989916280426	0	0.00788091365979752
OM1_H_1G_3	0.00739208218232788	0.00892002139903475	0.0187774928628239	0.00226442826466896	0.00484998029758602	0.0171279134657735	0.0251627195842066	0.0157987914048317	0.0203305252597861	0.00912768003182235	0.0102893225647355	0.013503382965677	0.0103232852877028	0.0114054105590744	0.0148360050132645	0.00307661942330264	0.00448177088093777	0.00425659788932121	0.00818788881809366	0.0250756456962615	0.00765226144156356	0.0112076035745589	0.00976821387384018	0.0142077994576173	0.0109808238834466	0.0177108352547753	0.00907972923343612	0.014293146512147	0.0106308069386046	0.00789936961276356	0.0136152160235236	0.00362627083533751	0.0149374835404131	0.00612338921301774	0.020109990058568	0.0157416288447343	0.0133303894498452	0.0168874659679588	0.00697688668461658	0.00426094252024427	0.012052203807257	0.00603717528973596	0.0183949921450493	0.0123635414298658	0.00791111148174954	0.00788091365979752	0
