C92L1_3	C92L2_3	C92L3_3	C92N1_3	C92N2_3	C92P1d_3	C92P1e_3	C92P1f_3	C92P1g_3	C92P1h_3
946	948	3414	700	601	868	2089	1968	2395	1595
2920	2666	4546	1433	1295	2437	2953	3029	3649	2426
5299	4382	4582	4076	3908	3261	2718	2844	2611	2550
3919	3922	13569	3841	3678	4030	10717	10611	13873	8669
8252	10740	21108	7873	6841	14119	20332	20584	25605	17460
17343	20729	15932	27237	24162	19187	18969	19789	18443	18618
13131	15043	5206	27458	24254	9513	10909	10833	6542	13012
920	1272	339	4079	3362	839	855	800	383	1176
