a	b	r	l1	markers
C58M1b	C59M1c	0.03897727818088253	0.3432031554300578	17
C58M1b	C59P1	0.10398554837284442	0.3138294399541145	17
C58M1b	C59P2	0.08609476709306854	0.27475805081103566	17
C58M1b	C59P4	0.27587950210015977	0.2714901754187074	17
C58M1b	C59P5	0.06950989236814978	0.26569448058060813	17
C58M1b	C61P1	-0.15359818117961563	0.28044222518836903	18
C58M1b	C61M1a	-0.09697120740811281	0.2528422043143014	18
C58M1b	C61M1b	-0.1440761163752396	0.29089198891723766	18
C58M1b	C61L1	-0.10235226610715711	0.239690071941709	18
C58M1b	C61P2	-0.13849616898184813	0.2970819059581682	18
C58M1b	C61P3	-0.16375697665356245	0.2520979432652164	18
C58M1b	C61P4	-0.16052212512932354	0.2529111173928642	18
C58M1b	C65P1	0.5915345052659333	0.18338135833937888	16
C58M1b	C65L1a	0.5283470263176064	0.24525443507559835	16
C58M1b	C65L1b	0.42476505089998234	0.2500750760840451	16
C58M1b	C65L3	0.41384570705235146	0.24689791164263167	16
C58M1b	C65M1a	0.14128308590336372	0.2838293952470806	16
C58M1b	C65M1b	0.3357964386963042	0.2524274555545323	16
C58M1b	C65P2	0.349019692790581	0.20190128435014737	16
C58M1b	C65L2	0.484558306558845	0.2429031960303621	16
C58M1b	C66P1	-0.6118857708068368	0.3070929754843154	12
C58M1b	C66P2	-0.6921063699779542	0.27705127304561666	12
C58M1b	C66P3	-0.5843033714084689	0.3371644157837319	12
C58M1b	C66L1	-0.7481603256126609	0.3667669260149689	12
C58M1b	C66L2	-0.37722949034133335	0.25037173053908507	12
C58M1b	C66L3	-0.4221110691417612	0.27552515607825473	12
C58M1b	C66L4	-0.5901230321068915	0.33052947199564614	12
C58M1b	C66L5	-0.6390850939974365	0.31620277214905457	12
C58M1b	C66M1a	-0.5789256627992834	0.31881898839086015	12
C58M1b	C66M1b	-0.5967443202482374	0.3247427036865909	12
C58M1b	C66M2	-0.6211465924985728	0.3109599172811924	12
C58M1b	C69P1	0.15641353606604524	0.3467068888098783	13
C58M1b	C69P2	0.07070100692572581	0.36578441710267084	13
C58M1b	C69P3	0.1350439107177942	0.3320784907082959	13
C58M1b	C69P4	0.08371326528838807	0.33851570454927393	13
C58M1b	C69P5	0.02111744781357955	0.32795775347036626	13
C58M1b	C69P6	-0.28633055909680005	0.3828631881180912	13
C58M1b	C69L1	0.16456752756425477	0.3289032889171152	13
C58M1b	C69M1	0.2072564375094881	0.31036314403135096	13
C58M1b	C69M2	0.22880120586102476	0.32308767679433836	13
C58M1b	C69M3a	0.10441721059117384	0.3322528334146612	13
C58M1b	C69M3b	-0.255402786527992	0.3735374217641584	13
C58M1b	C69M3c	-0.22752759393311736	0.34349651454271396	13
C58M1b	C77M1a	-0.16226475228662388	0.3389624111593243	15
C58M1b	C77M1b	0.006719413641740417	0.3243482678484989	15
C58M1b	C77L1	-0.05861484810113683	0.3424965479430001	15
C58M1b	C77L2	0.11362109252940844	0.29729062181773724	15
C58M1b	C77P1	0.10304871627266281	0.3216923370984732	15
C58M1b	C77P2	0.3652090342177606	0.3231455102850379	15
C58M1b	C79P1	-0.11841822929597282	0.35986760560588166	14
C58M1b	C79P2	-0.03702975131961582	0.34076111422955646	14
C58M1b	C79P3	-0.06808183993481941	0.35883589802981025	14
C58M1b	C79P4	-0.13334679512424635	0.3359938638855393	14
C58M1b	C79P5	-0.14942765111810877	0.37406496916729026	14
C58M1b	C79P6	-0.1789735872844828	0.4011774151247041	14
C58M1b	C79P7	-0.044743313268518235	0.35975425488209545	14
C58M1b	C79P8	-0.029310226594537643	0.33079765017494484	14
C58M1b	C79P9	-0.0033804077634305763	0.33359067845124674	14
C58M1b	C79P10	-0.2088516328975686	0.36293230465667126	14
C58M1b	C79P11	0.00821264799422966	0.35160147356463256	14
C58M1b	C79P12	-0.15672596010761886	0.34286589618852237	14
C58M1b	C79M1	0.0435505148522839	0.33234531742457446	14
C58M1b	C100L1	0.3151976609981593	0.30971030111761	12
C58M1b	C100L2	0.15102592378998794	0.3872635623322431	12
C58M1b	C100L3	0.2686219587453206	0.39557005412464386	12
C58M1b	C100L4	0.21941901860885726	0.4061156029646764	12
C58M1b	C100M1a	0.12256964190319221	0.5231600572722037	12
C58M1b	C100M1b	0.16486457926624307	0.4861534465766642	12
C58M1b	C100M1c	0.19991005128892048	0.46270506755939106	12
C58M1b	C100M2a	0.08553969547535967	0.40820467220594386	12
C58M1b	C100M3a	-0.35120425451843523	0.669149881391593	12
C58M1b	C100M3b	0.06142842312971703	0.5106719876811068	12
C58M1b	C100M3c	-0.07662340756194064	0.48370906677044495	12
C58M1b	C100M3d	0.11077922772686787	0.4270348383634714	12
C58M1b	C100P1b	0.2828794016687988	0.2671755714383518	12
C58M1b	C100P1c	-0.22685968230738496	0.28790489706258704	12
C58M1b	C100P1d	0.1953309755239428	0.24987738030621878	12
C58M1b	C100P1g	0.01347306718506797	0.4789458276696065	12
C58M1b	C102L2	0.08756437375490997	1.3393535725743815	13
C58M1b	C102L3	0.16633988823303258	1.3650098122475767	13
C58M1b	C102M1	0.19881613567654385	1.0210818200183795	13
C58M1b	C102M2	0.10701510646212613	1.1081583922538425	13
C58M1b	C102M4	-0.05754013663249936	1.38966601633448	13
C58M1b	C102M5	0.05072940068102286	1.3654275261810822	13
C58M1b	C102M6	0.15525632787043966	1.479523540598619	13
C58M1b	C102M7	0.15317488526167114	1.4276242063621973	13
C58M1b	C102P1b	0.152778320130086	1.3264357992627445	13
C58M1b	C102P1c	0.016281830813413216	1.2633779760314683	13
C58M1b	C102P1d	0.05188158021348136	1.4268265299436382	13
C58M1b	C102P1e	-0.007272793353406295	1.2203958460865136	13
C58M1b	C102P1f	-0.04799867799623545	1.1801744613785916	13
C58M1b	C102P1g	-0.04943670215575603	1.5008962684400662	13
C58M1b	C102P1j	0.1265816769837757	1.321948507756126	13
C58M1b	C6L2	-0.511220049725988	1.3134470810639398	11
C58M1b	C6L3	-0.2302794011947493	0.889986914423956	11
C58M1b	C6L5	-0.4616113323393313	1.1719586127243011	11
C58M1b	C6L6	-0.459719697461069	1.0689281818892102	11
C58M1b	C6L7	-0.5056109691891727	1.3654308753401152	11
C58M1b	C6P1a	-0.3351929852212937	1.437898463546764	11
C58M1b	C6P1b	-0.34357088137754194	1.8032168734968905	11
C58M1b	C6P1c	-0.39924309517803763	1.3425873899297955	11
C58M1b	C6P1d	-0.4376290834452234	1.039152185737655	11
C58M1b	C80M1a	-0.01121257363228633	0.3609926302382013	15
C58M1b	C80M1b	0.1215425410790136	0.5577708391351793	15
C58M1b	C80M2	-0.170703651475059	0.4475164904260266	15
C58M1b	C80M3	-0.22015242538413554	0.48550331559251475	15
C58M1b	C80M4b	-0.16393128541191	0.4759637921290226	15
C58M1b	C80P1a	-0.16705907773448775	0.374389004979746	15
C58M1b	C80P1b	-0.12551130915473088	0.46291299285869747	15
C58M1b	C80P1c	-0.13063446154967823	0.43680923967821	15
C58M1b	C80P1d	-0.15503034272179245	0.3674025509888074	15
C58M1b	C83L1	0.5161318176910692	0.299216748929123	16
C58M1b	C83L2	0.45356722126366517	0.3339634203141466	16
C58M1b	C83L3	0.6073634472423114	0.2738066943305747	16
C58M1b	C83L4	0.4408652423919495	0.29924347953555513	16
C58M1b	C83L5	0.654282065578445	0.25797959473225435	16
C58M1b	C83L6	0.5200766073448885	0.3465373139799993	16
C58M1b	C83L7	0.5737714826841724	0.3262138320902428	16
C58M1b	C83L8	0.1596305696681597	0.36903259317653586	16
C58M1b	C83L9	0.5036072381182962	0.29640875609400164	16
C58M1b	C83P1a	0.5221895445234676	0.28651186262353956	16
C58M1b	C83P1b	0.7132985424176257	0.278890982600571	16
C58M1b	C83P1c	0.5168897508020468	0.27366225695133184	16
C58M1b	C83P1d	0.4214851396543323	0.3279994801379309	16
C58M1b	C83P1e	0.3889215029930151	0.25527244414599487	16
C58M1b	C83P1f	0.5292378434751882	0.2989807553891208	16
C58M1b	C89L1	0.3004445486658577	0.21343949183433536	13
C58M1b	C89L2	0.28974882977235666	0.1863662043944078	13
C58M1b	C89L3	0.12759494782335787	0.20616452292756637	13
C58M1b	C89L4	0.2067493425567557	0.22139311039787335	13
C58M1b	C89L5	0.21010313833065947	0.22771792518747866	13
C58M1b	C89L6	0.3486131813532404	0.19927142099808653	13
C58M1b	C89M1a	0.30652699497473535	0.3496537085350454	13
C58M1b	C89M1b	0.3255726253745404	0.22714745076862994	13
C58M1b	C89M1c	0.25389444297251257	0.23875396174892763	13
C58M1b	C89M1d	0.2374061849751067	0.22975493897171434	13
C58M1b	C89M1e	0.2822285873802941	0.23496156876804622	13
C58M1b	C89M1f	0.16800306430006953	0.2560300640924266	13
C58M1b	C89M1g	0.32528837614089906	0.2296852043101536	13
C58M1b	C89M2	0.2464417761295979	0.21180391949526214	13
C58M1b	C89M3	0.29719860266702663	0.25450670618271765	13
C58M1b	C89M4	0.12788795781859755	0.25123858519824144	13
C58M1b	C89P1a	0.08801771400866563	0.22718715527171776	13
C58M1b	C89P1b	0.24586416227186578	0.2267524799941196	13
C58M1b	C89P1c	-0.07613062698735044	0.24300216694568408	13
C58M1b	C89P1e	0.3144173822586834	0.2832402353008184	13
C58M1b	C89P1f	0.3236288193081791	0.21213920509266407	13
C58M1b	C89P1g	0.3923106145551295	0.2102915408666362	13
C58M1b	C89P1h	0.29244043106676654	0.21422562527988015	13
C58M1b	C89P1i	0.46944055217757724	0.1947684659187676	13
C58M1b	C92L1	-0.08326016409212404	1.5249031855317785	12
C58M1b	C92L2	-0.07778884049464269	1.6401034119226734	12
C58M1b	C92L3	0.04254217600441655	1.9847149789341707	12
C58M1b	C92P1d	-0.09239037730121799	1.6243457044474383	12
C58M1b	C92P1e	-0.15139848451638574	1.5838022890129848	12
C58M1b	C92P1f	-0.08103934447325134	1.6139163443353786	12
C58M1b	C92P1g	-0.051905179098606626	1.944000443005238	12
C58M1b	C92P1h	-0.13142358005157312	1.5212917440106848	12
C58M1b	C93L2	0.2848055893089621	0.3017885793736185	14
C58M1b	C93L3	0.33247857340493253	0.29477222639315037	14
C58M1b	C93L4	0.20681200771603966	0.37431901668661555	14
C58M1b	C93L5	0.20116374318895947	0.37084182040807406	14
C58M1b	C93L6	0.33243557048913513	0.30149251707868857	14
C58M1b	C93P1a	0.2039733616033986	0.3488778512850811	14
C58M1b	C93P1c	0.18145896832828454	0.34881873464225227	14
C58M1b	C93P1g	0.08314137938351297	0.39447835948840243	14
C58M1b	C94L10	-0.05097889636911697	0.35607791394142824	12
C58M1b	C94L11	-0.12134485954051698	0.4672660990705411	12
C58M1b	C94L12	-0.17502242539724008	0.5567873758800462	12
C58M1b	C94L2	-0.1663034803352817	0.49793008063213406	12
C58M1b	C94L3	-0.08456299743349786	0.41239087828577375	12
C58M1b	C94L4	-0.1587639977702511	0.4828467408023298	12
C58M1b	C94L5	-0.10187640616517112	0.48283185733754586	12
C58M1b	C94L6	-0.1450379601205443	0.47627433051670315	12
C58M1b	C94L7	-0.11727385577824118	0.4964482810082839	12
C58M1b	C94L8	-0.1105424961196396	0.40764719274279154	12
C58M1b	C94L9	-0.16268351612123724	0.5755948998243674	12
C58M1b	C94P1b	-0.197589912714941	0.5375957826111245	12
C58M1b	C94P1d	-0.1556882428454793	0.4454874791336847	12
C58M1b	C94P1e	-0.24401267737660634	0.539769228112426	12
C58M1b	C94P1f	-0.15324158956441966	0.5176028694941617	12
C58M1b	C95L1	0.18494932221179802	0.9615388092522953	11
C58M1b	C95L12	-0.05796940554969905	1.477529858768444	11
C58M1b	C95L2	0.013346890564250521	1.4915907908743657	11
C58M1b	C95L3	-0.12499700732287815	1.5347255280895793	11
C58M1b	C95L4	-0.07919835780922138	1.9818687912786457	11
C58M1b	C95L5	-0.12816224782386346	1.5839357975740287	11
C58M1b	C95L7	0.07264420165364527	2.0561274082824905	11
C58M1b	C95L8	-0.10655813963740604	1.6393375566229238	11
C58M1b	C95L9	-0.0760964498967191	1.6742499557702792	11
C58M1b	C95P1a	-0.03876121708315148	1.9642332813533734	11
C58M1b	C95P1c	-0.1041447840113671	1.5455508773907902	11
C58M1b	C96L1	0.09300055741783476	0.2650832423925373	16
C58M1b	C96L2	0.2950428774336264	0.23729957864513665	16
C58M1b	C96L3	-0.07496721777307742	0.30435781184940486	16
C58M1b	C96P1a	0.313496087204981	0.23421811595453668	16
C58M1b	C96P1b	0.31487769485745204	0.23333201090891414	16
C58M1b	C96P1c	-0.3214357473009102	0.293579486362576	16
C58M1b	C96P1d	7.478551204880022e-5	0.2614889717478071	16
C58M1b	C96P1e	-0.14587126956195506	0.29059522819788175	16
C58M1b	C96P1f	0.32079822393087737	0.22421877379072588	16
C58M1b	C96P1g	0.34268352085030607	0.21363009148917944	16
C58M1b	C96P1h	0.34792721521852216	0.22230655678098435	16
C58M1b	C97M1a	-0.36643514208775113	0.28301750568822953	16
C58M1b	C97M1b	-0.3049132659244573	0.29519294839851007	16
C58M1b	C97M1c	0.12496869333740701	0.25298236149474523	16
C58M1b	C97M2a	0.22340069499291668	0.25927351877027577	16
C58M1b	C97M2b	0.05718618667921323	0.2729749349766804	16
C58M1b	C97P1a	-0.19980107250042603	0.2986687386613028	16
C58M1b	C97P1b	-0.30972864152538127	0.2984155027801249	16
C58M1b	C97P1c	-0.4403906553072456	0.3099047400882053	16
C58M1b	C97P1d	-0.30592081215415107	0.2880041290795662	16
C58M1b	C97P1e	-0.504906287770431	0.29174891651104295	16
C58L10	C59P3	0.04963639978952547	0.3187161368072672	17
C58L10	C59M1b	-0.06800881109227816	0.26599090053029806	17
C58L10	C59L1	-0.03278476456448921	0.21963514729333927	17
C58L10	C59L2	-0.07108448248774472	0.22475305892344188	17
C58L10	C59L3	-0.08905709726411834	0.27503014454573277	17
C58L10	C59M1a	-0.06125512968292849	0.2895491745844532	17
C58L10	C59M1c	-0.06612115893845417	0.30899529030453077	17
C58L10	C59P1	-0.02904442189460161	0.30484606810722564	17
C58L10	C59P2	-0.03629944949288657	0.25143709899358024	17
C58L10	C59P4	0.13119536290612216	0.2674975952307101	17
C58L10	C59P5	-0.050329079582354996	0.23561204593283738	17
C58L10	C61P1	-0.1055835661540836	0.21993202800668576	18
C58L10	C61M1a	-0.07495259799389627	0.202978559744195	18
C58L10	C61M1b	-0.141606995096043	0.23511690406036115	18
C58L10	C61L1	-0.10315819109474533	0.1838400475574939	18
C58L10	C61P2	-0.08670339017010593	0.23633519959704824	18
C58L10	C61P3	-0.09059047679097278	0.1941053787718807	18
C58L10	C61P4	-0.09343257102157197	0.19606374528437603	18
C58L10	C65P1	0.4742983919156134	0.1709348171580917	16
C58L10	C65L1a	0.5301580544220859	0.22832314619198796	16
C58L10	C65L1b	0.4137333103548541	0.22462287690773936	16
C58L10	C65L3	0.28553592822769047	0.2333293472297291	16
C58L10	C65M1a	0.1499341217846597	0.25857450955058564	16
C58L10	C65M1b	0.17550223397791087	0.24073204505004644	16
C58L10	C65P2	0.1881061387282539	0.18094917593738089	16
C58L10	C65L2	0.33104378847664845	0.22128177783985828	16
C58L10	C66P1	-0.6329211358860906	0.231433841877732	12
C58L10	C66P2	-0.6999632947317801	0.20347847589983348	12
C58L10	C66P3	-0.654164496206182	0.26519510116368766	12
C58L10	C66L1	-0.8196850949668288	0.29486035872362176	12
C58L10	C66L2	-0.5005811713724412	0.18397969725364285	12
C58L10	C66L3	-0.4848877764943683	0.2035558414582105	12
C58L10	C66L4	-0.6851281166032833	0.25487033838906276	12
C58L10	C66L5	-0.6455728008512626	0.23341030340953553	12
C58L10	C66M1a	-0.5605402253000483	0.24294664771529004	12
C58L10	C66M1b	-0.5660097725100233	0.2547742611497289	12
C58L10	C66M2	-0.6460228711481633	0.2315054139640398	12
C58L10	C69P1	0.04827991723925444	0.316408910424359	13
C58L10	C69P2	-0.02244433085023908	0.3354864387171515	13
C58L10	C69P3	0.021561429728440114	0.30178051232277653	13
C58L10	C69P4	-0.03417612351698676	0.3082177261637546	13
C58L10	C69P5	-0.1252908210124371	0.3148212666702736	13
C58L10	C69P6	-0.3717251357604395	0.34163629368595405	13
C58L10	C69L1	0.061365018478468286	0.24709218973818461	13
C58L10	C69M1	0.10418947558969026	0.2564616815951537	13
C58L10	C69M2	0.11743991037386328	0.2816129367500734	13
C58L10	C69M3a	0.02128885904461191	0.272330542517581	13
C58L10	C69M3b	-0.32712872353346756	0.31062039227195776	13
C58L10	C69M3c	-0.3184078859047667	0.28190258368155263	13
C58L10	C77M1a	-0.21461431255447624	0.25179189508436733	15
C58L10	C77M1b	-0.09652077639482326	0.24012960696277333	15
C58L10	C77L1	-0.08267053274634201	0.25532603186804315	15
C58L10	C77L2	0.07143278092109502	0.21012010574278028	15
C58L10	C77P1	0.1038008807856207	0.2345218210235162	15
C58L10	C77P2	0.30772137314360043	0.23741513765801972	15
C58L10	C79P1	-0.03948942202570295	0.30025185727224396	14
C58L10	C79P2	0.04534896214382424	0.2860845792860532	14
C58L10	C79P3	0.01643061893902755	0.29922014969617267	14
C58L10	C79P4	-0.06652154201302167	0.2849293156426644	14
C58L10	C79P5	-0.06804629478427293	0.3113908817566082	14
C58L10	C79P6	-0.09779752863469286	0.3415616667910665	14
C58L10	C79P7	0.04466476194474934	0.3022550963130069	14
C58L10	C79P8	0.04409480026587273	0.2732168419696707	14
C58L10	C79P9	0.07480800863458409	0.2739749301176091	14
C58L10	C79P10	-0.12638102290381534	0.30377698014665905	14
C58L10	C79P11	0.08376658276355987	0.2919857252309949	14
C58L10	C79P12	-0.07086906655843081	0.2832501478548847	14
C58L10	C79M1	0.13264193323813459	0.2727295690909369	14
C58L10	C100L1	0.28648067442425196	0.2978423802936642	12
C58L10	C100L2	0.14436172627349003	0.3437602599369262	12
C58L10	C100L3	0.25490704988467416	0.3613600453188524	12
C58L10	C100L4	0.21100148549967218	0.37297384759530355	12
C58L10	C100M1a	0.09789008594484111	0.49658083570702855	12
C58L10	C100M1b	0.1574103172252137	0.4552902740804144	12
C58L10	C100M1c	0.18840377330673996	0.4361258459942159	12
C58L10	C100M2a	0.07946076064470045	0.36020909786333793	12
C58L10	C100M3a	-0.3728464724038764	0.6425706598264179	12
C58L10	C100M3b	0.06025443548952901	0.4760020506273967	12
C58L10	C100M3c	-0.110541654275276	0.4623179969493172	12
C58L10	C100M3d	0.10833345892411628	0.37834338422410707	12
C58L10	C100P1b	0.28244954310501824	0.21499630091393204	12
C58L10	C100P1c	-0.22878906211612401	0.23667026889740136	12
C58L10	C100P1d	0.16153943319808653	0.20651270419197845	12
C58L10	C100P1g	0.032860012494982695	0.43025437353024226	12
C58L10	C102L2	0.016938102184846166	1.3499384533009324	13
C58L10	C102L3	0.1190388018258329	1.3772450076366582	13
C58L10	C102M1	0.15028703532477217	1.0333170154074613	13
C58L10	C102M2	0.03568989198241955	1.120393587642924	13
C58L10	C102M4	-0.1323272688628052	1.4019012117235616	13
C58L10	C102M5	-0.008318164158706572	1.377662721570164	13
C58L10	C102M6	0.08527616464233692	1.4917587359877005	13
C58L10	C102M7	0.08460559104252077	1.439859401751279	13
C58L10	C102P1b	0.09486194026994543	1.338670994651826	13
C58L10	C102P1c	-0.041376131773971384	1.2756131714205499	13
C58L10	C102P1d	-0.01005166773321702	1.4374114106701894	13
C58L10	C102P1e	-0.06158661946892018	1.2284458658983946	13
C58L10	C102P1f	-0.11662767938533042	1.1924096567676732	13
C58L10	C102P1g	-0.10432325178976011	1.5131314638291482	13
C58L10	C102P1j	0.09588402916725618	1.3335209472855853	13
C58L10	C6L2	-0.4874428121819078	1.263246234724684	11
C58L10	C6L3	-0.19905623596104727	0.8277152715836621	11
C58L10	C6L5	-0.442778674024591	1.109686969884007	11
C58L10	C6L6	-0.4306796375895167	1.0172263236065509	11
C58L10	C6L7	-0.4877491225311575	1.3039424894248293	11
C58L10	C6P1a	-0.3246143799578271	1.401674858842435	11
C58L10	C6P1b	-0.3322046549159067	1.7973303023324378	11
C58L10	C6P1c	-0.38514171271235526	1.2803157470895017	11
C58L10	C6P1d	-0.4258651255796932	0.9768805428973614	11
C58L10	C80M1a	-0.029127534551150077	0.33787761986024384	15
C58L10	C80M1b	0.06898843465855535	0.5348252670963572	15
C58L10	C80M2	-0.141128587425059	0.4073620976490835	15
C58L10	C80M3	-0.19599777153171213	0.4468650569369055	15
C58L10	C80M4b	-0.13273846644222692	0.4353437294057316	15
C58L10	C80P1a	-0.1388484937105013	0.3296276071951441	15
C58L10	C80P1b	-0.09656305846863056	0.4228444614955616	15
C58L10	C80P1c	-0.10292945118755306	0.39412409353457206	15
C58L10	C80P1d	-0.12315321207765792	0.32604608711081906	15
C58L10	C83L1	0.4514369004319617	0.28068000306322655	16
C58L10	C83L2	0.4022847582120407	0.32563857508560645	16
C58L10	C83L3	0.5722119088720745	0.2198056281744087	16
C58L10	C83L4	0.4047318450367896	0.26378106550370306	16
C58L10	C83L5	0.6382184969095928	0.20979720295717635	16
C58L10	C83L6	0.5114868950941797	0.30602200884251696	16
C58L10	C83L7	0.5763247979467728	0.28290607445565724	16
C58L10	C83L8	0.16313689326031613	0.32291968956875583	16
C58L10	C83L9	0.4733737878274784	0.27873433956030247	16
C58L10	C83P1a	0.5052900531626561	0.2396354703960525	16
C58L10	C83P1b	0.7090244395558385	0.26027429196869706	16
C58L10	C83P1c	0.44895707803099444	0.2613687726930395	16
C58L10	C83P1d	0.36100085123510556	0.31940546755094673	16
C58L10	C83P1e	0.319624805812979	0.23066622264738765	16
C58L10	C83P1f	0.5012838101971724	0.2586153766458241	16
C58L10	C89L1	0.32759471410767105	0.17809627420112434	13
C58L10	C89L2	0.37285003628579605	0.15709597262182975	13
C58L10	C89L3	0.13427687124819151	0.17193934417640136	13
C58L10	C89L4	0.20471093323531356	0.18813054263305176	13
C58L10	C89L5	0.1819238815774074	0.19280976690645674	13
C58L10	C89L6	0.4166792089763869	0.17132059918460268	13
C58L10	C89M1a	0.3645526177056366	0.3303380297750058	13
C58L10	C89M1b	0.33172775657264814	0.19024140757146743	13
C58L10	C89M1c	0.31546675968932847	0.19498957002281225	13
C58L10	C89M1d	0.2830125979266185	0.1965761560886729	13
C58L10	C89M1e	0.2915172217240307	0.1963809578653955	13
C58L10	C89M1f	0.18436864471183123	0.21411463571766054	13
C58L10	C89M1g	0.28946524044014166	0.190004996449973	13
C58L10	C89M2	0.2549605533241366	0.18505350323950806	13
C58L10	C89M3	0.31285259689214784	0.2294066045894942	13
C58L10	C89M4	0.1908662534204983	0.22448816894248738	13
C58L10	C89P1a	0.156858889414252	0.1929706489132092	13
C58L10	C89P1b	0.23058149308346515	0.1912526116608036	13
C58L10	C89P1c	0.07401115033794822	0.2076903303616256	13
C58L10	C89P1e	0.4214092967476559	0.24552593447771415	13
C58L10	C89P1f	0.304471969344413	0.17969995958093776	13
C58L10	C89P1g	0.4442241603492258	0.16067404163457047	13
C58L10	C89P1h	0.32767167366403505	0.17809390155910967	13
C58L10	C89P1i	0.49516848121445034	0.16549823414618958	13
C58L10	C92L1	-0.08586675993407246	1.5087970602089975	12
C58L10	C92L2	-0.07492771903866549	1.625515287420069	12
C58L10	C92L3	0.010736686953701096	1.9909457425249404	12
C58L10	C92P1d	-0.1009166482138956	1.6267022627137957	12
C58L10	C92P1e	-0.1841973759333294	1.5734838894433085	12
C58L10	C92P1f	-0.10673010410217529	1.6416140606166296	12
C58L10	C92P1g	-0.09333407070424819	1.9449232525462739	12
C58L10	C92P1h	-0.14639728105458152	1.5222145535517202	12
C58L10	C93L2	0.30641404840762226	0.263578289713565	14
C58L10	C93L3	0.385184669073958	0.2556753330980899	14
C58L10	C93L4	0.24448130472757112	0.3258117912516671	14
C58L10	C93L5	0.21473144255665289	0.33393666075142286	14
C58L10	C93L6	0.3440083014182756	0.25709325007626566	14
C58L10	C93P1a	0.2150616962532763	0.289065672903837	14
C58L10	C93P1c	0.1998931648399624	0.2785870401480433	14
C58L10	C93P1g	0.09595612899795955	0.34817751364429544	14
C58L10	C94L10	-0.06939524947509329	0.3050858024354946	12
C58L10	C94L11	-0.1462375102634065	0.4148241648215063	12
C58L10	C94L12	-0.17210425510029556	0.5003922323231097	12
C58L10	C94L2	-0.16059401770559836	0.45860636956717077	12
C58L10	C94L3	-0.08039868722514638	0.3567137202434278	12
C58L10	C94L4	-0.16219176763305002	0.4271695827599839	12
C58L10	C94L5	-0.11114889102337416	0.42715469929519984	12
C58L10	C94L6	-0.1547107782041918	0.4222881977817563	12
C58L10	C94L7	-0.13523852612458678	0.4407711229659379	12
C58L10	C94L8	-0.12705227829553953	0.3676054961632376	12
C58L10	C94L9	-0.15559503768871116	0.5355532032448135	12
C58L10	C94P1b	-0.19061255055342666	0.48191862456877854	12
C58L10	C94P1d	-0.14097253300030196	0.393500311316099	12
C58L10	C94P1e	-0.2335512200946923	0.4833740845554894	12
C58L10	C94P1f	-0.1909759149647732	0.4759705687583573	12
C58L10	C95L1	0.20201746672551163	0.995165255457949	11
C58L10	C95L12	-0.0681961397207064	1.5111563049740975	11
C58L10	C95L2	0.01263450578744643	1.5252172370800194	11
C58L10	C95L3	-0.12822588796500153	1.568351974295233	11
C58L10	C95L4	-0.07676292579707462	2.0154952374842994	11
C58L10	C95L5	-0.13628468296291113	1.6027978737701063	11
C58L10	C95L7	0.07517738528474939	2.089753854488144	11
C58L10	C95L8	-0.12395653072829382	1.6729640028285773	11
C58L10	C95L9	-0.08118753033317384	1.7078764019759332	11
C58L10	C95P1a	-0.022036247981810687	1.9978597275590273	11
C58L10	C95P1c	-0.104575613853839	1.5791773235964437	11
C58L10	C96L1	0.10182078821263732	0.20728616623210283	16
C58L10	C96L2	0.3013494202003505	0.19772481838562178	16
C58L10	C96L3	-0.07147904692515367	0.25453202589019286	16
C58L10	C96P1a	0.3201036342299223	0.20188495851262103	16
C58L10	C96P1b	0.31605542316992524	0.2014147692621366	16
C58L10	C96P1c	-0.3113591322108266	0.23626099042664528	16
C58L10	C96P1d	0.012736259357598898	0.20763229414007514	16
C58L10	C96P1e	-0.10983076397154068	0.23668926584548272	16
C58L10	C96P1f	0.32615110238232253	0.1944678705805964	16
C58L10	C96P1g	0.3507717949549118	0.17803006503639546	16
C58L10	C96P1h	0.3466820864222937	0.1954240392226654	16
C58L10	C97M1a	-0.3564081917862742	0.2170162354907443	16
C58L10	C97M1b	-0.30010269461740935	0.23524910514915842	16
C58L10	C97M1c	0.06246145942373477	0.19535869357537408	16
C58L10	C97M2a	0.17955869777288383	0.19512458848283948	16
C58L10	C97M2b	0.048367528262792246	0.21639935183170264	16
C58L10	C97P1a	-0.11714142997946736	0.23269913107546303	16
C58L10	C97P1b	-0.2853252327561157	0.2327792227838989	16
C58L10	C97P1c	-0.4095512475158999	0.2400069480069733	16
C58L10	C97P1d	-0.25552883610267524	0.22257684362012226	16
C58L10	C97P1e	-0.4380797045979353	0.22295463292702808	16
C58P1	C59P3	0.2717777803309989	0.3203855484380295	17
C58P1	C59M1b	0.20217205077578299	0.2699365226860925	17
C58P1	C59L1	0.21431265011991085	0.23214728537428458	17
C58P1	C59L2	0.16760662849371868	0.24656230438483884	17
C58P1	C59L3	0.15736505313510032	0.29793924925633186	17
C58P1	C59M1a	0.19768855909834568	0.29817639317183847	17
C58P1	C59M1c	0.17862726331567677	0.33096285820077925	17
C58P1	C59P1	0.21241660415350144	0.31485341691857843	17
C58P1	C59P2	0.23513466715976256	0.2489187786633882	17
C58P1	C59P4	0.35613338254768845	0.27506404946272955	17
C58P1	C59P5	0.22248340875614156	0.23493160595593024	17
C58P1	C61P1	-0.13640543133496674	0.2368644672474685	18
C58P1	C61M1a	-0.12970074386331013	0.22707049618681976	18
C58P1	C61M1b	-0.18994286149476952	0.2664965300309586	18
C58P1	C61L1	-0.1050697266515403	0.22197286170334796	18
