u	mu	n	divs	mean_l1	l1_95	l1_05	exp_l1
40	4e-4	50 tracts	389	0.144793	0.2200499999999999	0.078	0.15560000000000002
40	4e-4	50 tracts	390	0.145543	0.22102499999999997	0.079	0.156
40	4e-4	50 tracts	391	0.145938	0.22202499999999997	0.08	0.1564
40	4e-4	50 tracts	392	0.14613800000000002	0.22104999999999997	0.08	0.1568
40	4e-4	50 tracts	393	0.146275	0.22104999999999997	0.08	0.1572
40	4e-4	50 tracts	394	0.14625700000000005	0.22104999999999997	0.08	0.15760000000000002
40	4e-4	50 tracts	395	0.146735	0.22204999999999991	0.08	0.158
40	4e-4	50 tracts	396	0.146766	0.22302499999999997	0.08	0.1584
40	4e-4	50 tracts	397	0.14702900000000002	0.22402499999999995	0.08	0.1588
40	4e-4	50 tracts	398	0.147453	0.225025	0.08	0.1592
40	4e-4	50 tracts	399	0.147846	0.22504999999999997	0.08	0.15960000000000002
40	4e-4	50 tracts	400	0.14807	0.22604999999999997	0.08	0.16
40	4e-4	50 tracts	401	0.14852400000000002	0.22604999999999997	0.08	0.1604
40	4e-4	50 tracts	402	0.148858	0.227025	0.08	0.1608
40	4e-4	50 tracts	403	0.149376	0.228025	0.08	0.1612
40	4e-4	50 tracts	404	0.149841	0.229025	0.08	0.16160000000000002
40	4e-4	50 tracts	405	0.149975	0.229025	0.08	0.162
40	4e-4	50 tracts	406	0.150464	0.229025	0.08	0.16240000000000002
40	4e-4	50 tracts	407	0.15074300000000002	0.22804999999999995	0.08	0.1628
40	4e-4	50 tracts	408	0.151099	0.22804999999999995	0.08	0.1632
40	4e-4	50 tracts	409	0.151291	0.228025	0.08	0.1636
40	4e-4	50 tracts	410	0.151499	0.228025	0.08	0.164
40	4e-4	50 tracts	411	0.151929	0.228025	0.08	0.16440000000000002
40	4e-4	50 tracts	412	0.152388	0.229025	0.08	0.1648
40	4e-4	50 tracts	413	0.152516	0.229025	0.08	0.1652
40	4e-4	50 tracts	414	0.15299800000000002	0.230025	0.081	0.1656
40	4e-4	50 tracts	415	0.15315700000000002	0.230025	0.081	0.166
40	4e-4	50 tracts	416	0.153531	0.230025	0.081	0.16640000000000002
40	4e-4	50 tracts	417	0.153974	0.231	0.08197499999999999	0.1668
40	4e-4	50 tracts	418	0.154382	0.231	0.082975	0.16720000000000002
40	4e-4	50 tracts	419	0.154781	0.232	0.08395	0.1676
40	4e-4	50 tracts	420	0.155082	0.233	0.08495	0.168
40	4e-4	50 tracts	421	0.155338	0.234	0.08495	0.16840000000000002
40	4e-4	50 tracts	422	0.15546	0.234	0.08595	0.1688
40	4e-4	50 tracts	423	0.15592	0.234	0.08695	0.16920000000000002
40	4e-4	50 tracts	424	0.15602	0.234	0.08695	0.1696
40	4e-4	50 tracts	425	0.156678	0.235	0.08795	0.17
40	4e-4	50 tracts	426	0.157195	0.237	0.088925	0.1704
40	4e-4	50 tracts	427	0.157667	0.238	0.08895	0.1708
40	4e-4	50 tracts	428	0.157977	0.239	0.08895	0.17120000000000002
40	4e-4	50 tracts	429	0.158219	0.24	0.08895	0.1716
40	4e-4	50 tracts	430	0.158399	0.24	0.08895	0.172
40	4e-4	50 tracts	431	0.158734	0.24	0.08995	0.1724
40	4e-4	50 tracts	432	0.159028	0.24	0.08995	0.1728
40	4e-4	50 tracts	433	0.159386	0.24099999999999996	0.08995	0.17320000000000002
40	4e-4	50 tracts	434	0.159894	0.24099999999999996	0.08995	0.1736
40	4e-4	50 tracts	435	0.160347	0.242	0.08995	0.17400000000000002
40	4e-4	50 tracts	436	0.16073500000000002	0.24099999999999996	0.09095	0.1744
40	4e-4	50 tracts	437	0.16100699999999998	0.24099999999999996	0.09095	0.1748
40	4e-4	50 tracts	438	0.161378	0.24099999999999996	0.09095	0.1752
40	4e-4	50 tracts	439	0.162071	0.242	0.091975	0.1756
40	4e-4	50 tracts	440	0.162716	0.242	0.091975	0.17600000000000002
40	4e-4	50 tracts	441	0.16306199999999998	0.242	0.09295	0.1764
40	4e-4	50 tracts	442	0.163741	0.24299999999999997	0.09395	0.1768
40	4e-4	50 tracts	443	0.16403600000000002	0.244	0.09395	0.1772
40	4e-4	50 tracts	444	0.164283	0.24499999999999997	0.09395	0.1776
40	4e-4	50 tracts	445	0.164355	0.244	0.09395	0.17800000000000002
40	4e-4	50 tracts	446	0.164559	0.24499999999999997	0.092975	0.1784
40	4e-4	50 tracts	447	0.164848	0.246	0.092975	0.1788
40	4e-4	50 tracts	448	0.164984	0.24699999999999997	0.093975	0.1792
40	4e-4	50 tracts	449	0.165107	0.24699999999999997	0.092975	0.1796
40	4e-4	50 tracts	450	0.165604	0.248	0.09395	0.18000000000000002
40	4e-4	50 tracts	451	0.165849	0.24902499999999997	0.093975	0.1804
40	4e-4	50 tracts	452	0.16603600000000002	0.24902499999999997	0.093975	0.1808
40	4e-4	50 tracts	453	0.166265	0.24902499999999997	0.093975	0.1812
40	4e-4	50 tracts	454	0.166793	0.24902499999999997	0.094975	0.1816
40	4e-4	50 tracts	455	0.167234	0.250025	0.094975	0.182
40	4e-4	50 tracts	456	0.167593	0.250025	0.094975	0.1824
40	4e-4	50 tracts	457	0.167913	0.250025	0.095975	0.1828
40	4e-4	50 tracts	458	0.168164	0.250025	0.095975	0.1832
40	4e-4	50 tracts	459	0.168689	0.250025	0.095975	0.1836
40	4e-4	50 tracts	460	0.16873100000000002	0.250025	0.095	0.184
40	4e-4	50 tracts	461	0.169218	0.25	0.095	0.1844
40	4e-4	50 tracts	462	0.169549	0.251	0.095	0.1848
40	4e-4	50 tracts	463	0.169949	0.251	0.096	0.1852
40	4e-4	50 tracts	464	0.170292	0.252	0.096	0.1856
40	4e-4	50 tracts	465	0.170668	0.252	0.097	0.186
40	4e-4	50 tracts	466	0.170855	0.252	0.097	0.1864
40	4e-4	50 tracts	467	0.171168	0.252	0.097	0.1868
40	4e-4	50 tracts	468	0.171607	0.252	0.097	0.1872
40	4e-4	50 tracts	469	0.171865	0.253	0.098	0.1876
40	4e-4	50 tracts	470	0.172416	0.254	0.099	0.188
40	4e-4	50 tracts	471	0.17272	0.254	0.099	0.1884
40	4e-4	50 tracts	472	0.17294	0.253	0.099	0.1888
40	4e-4	50 tracts	473	0.173143	0.254	0.099	0.1892
40	4e-4	50 tracts	474	0.173373	0.253	0.099	0.1896
40	4e-4	50 tracts	475	0.173762	0.254	0.1	0.19
40	4e-4	50 tracts	476	0.174322	0.255	0.101	0.1904
40	4e-4	50 tracts	477	0.17464	0.256	0.101	0.1908
40	4e-4	50 tracts	478	0.17516	0.257	0.101	0.1912
40	4e-4	50 tracts	479	0.175375	0.257	0.101	0.1916
40	4e-4	50 tracts	480	0.175722	0.257	0.101	0.192
40	4e-4	50 tracts	481	0.176041	0.258	0.102	0.1924
40	4e-4	50 tracts	482	0.176655	0.259	0.103	0.1928
40	4e-4	50 tracts	483	0.177174	0.259	0.103	0.1932
40	4e-4	50 tracts	484	0.177803	0.26	0.103	0.1936
40	4e-4	50 tracts	485	0.178207	0.26	0.103	0.194
40	4e-4	50 tracts	486	0.178512	0.261	0.103	0.1944
40	4e-4	50 tracts	487	0.178833	0.261	0.103	0.1948
40	4e-4	50 tracts	488	0.179042	0.261	0.103	0.1952
40	4e-4	50 tracts	489	0.179392	0.261	0.104	0.1956
40	4e-4	50 tracts	490	0.179533	0.261	0.104975	0.196
40	4e-4	50 tracts	491	0.17983	0.261	0.104975	0.1964
40	4e-4	50 tracts	492	0.180217	0.261	0.104975	0.1968
40	4e-4	50 tracts	493	0.180702	0.262	0.105975	0.1972
40	4e-4	50 tracts	494	0.180709	0.262	0.105975	0.1976
40	4e-4	50 tracts	495	0.180787	0.262	0.105975	0.198
40	4e-4	50 tracts	496	0.180674	0.261	0.105975	0.1984
40	4e-4	50 tracts	497	0.180961	0.262	0.106975	0.1988
40	4e-4	50 tracts	498	0.181275	0.262025	0.107975	0.1992
40	4e-4	50 tracts	499	0.181367	0.26302499999999995	0.106975	0.1996
40	4e-4	50 tracts	500	0.181849	0.264025	0.107	0.2
40	4e-4	50 tracts	501	0.182163	0.26502499999999996	0.106975	0.2004
40	4e-4	50 tracts	502	0.182181	0.26502499999999996	0.105975	0.2008
40	4e-4	50 tracts	503	0.182396	0.26502499999999996	0.105975	0.2012
40	4e-4	50 tracts	504	0.182482	0.26502499999999996	0.105975	0.2016
40	4e-4	50 tracts	505	0.182857	0.266025	0.105975	0.202
40	4e-4	50 tracts	506	0.183515	0.266025	0.106975	0.2024
40	4e-4	50 tracts	507	0.183977	0.266025	0.106975	0.2028
40	4e-4	50 tracts	508	0.184449	0.267	0.106975	0.2032
40	4e-4	50 tracts	509	0.184945	0.267	0.107975	0.2036
40	4e-4	50 tracts	510	0.185185	0.267	0.107975	0.204
40	4e-4	50 tracts	511	0.185386	0.267	0.108	0.2044
40	4e-4	50 tracts	512	0.18572	0.268	0.109	0.2048
40	4e-4	50 tracts	513	0.185837	0.268	0.109	0.2052
40	4e-4	50 tracts	514	0.186456	0.27	0.11	0.2056
40	4e-4	50 tracts	515	0.186674	0.27	0.11	0.206
40	4e-4	50 tracts	516	0.187012	0.272	0.11	0.2064
40	4e-4	50 tracts	517	0.187196	0.272	0.11	0.2068
40	4e-4	50 tracts	518	0.187494	0.272	0.11100000000000002	0.2072
40	4e-4	50 tracts	519	0.187958	0.272	0.11100000000000002	0.2076
40	4e-4	50 tracts	520	0.188256	0.273	0.11200000000000002	0.208
40	4e-4	50 tracts	521	0.188768	0.274	0.11200000000000002	0.2084
40	4e-4	50 tracts	522	0.189314	0.274	0.112975	0.2088
40	4e-4	50 tracts	523	0.189826	0.275	0.113975	0.2092
40	4e-4	50 tracts	524	0.19025	0.275	0.113975	0.2096
40	4e-4	50 tracts	525	0.190817	0.276	0.113975	0.21
40	4e-4	50 tracts	526	0.191082	0.275	0.113975	0.2104
40	4e-4	50 tracts	527	0.191414	0.276	0.113975	0.2108
40	4e-4	50 tracts	528	0.19148	0.277	0.112975	0.2112
40	4e-4	50 tracts	529	0.19166	0.278	0.11395	0.2116
40	4e-4	50 tracts	530	0.191775	0.278	0.11395	0.212
40	4e-4	50 tracts	531	0.192174	0.279	0.11395	0.2124
40	4e-4	50 tracts	532	0.192337	0.28	0.112975	0.2128
40	4e-4	50 tracts	533	0.192594	0.28	0.11295	0.2132
40	4e-4	50 tracts	534	0.19288	0.279	0.11395	0.2136
40	4e-4	50 tracts	535	0.193225	0.279	0.11495	0.214
40	4e-4	50 tracts	536	0.193526	0.281	0.11595	0.2144
40	4e-4	50 tracts	537	0.193646	0.281	0.11695	0.2148
40	4e-4	50 tracts	538	0.194216	0.28200000000000003	0.11795	0.2152
40	4e-4	50 tracts	539	0.194563	0.28200000000000003	0.117975	0.21560000000000001
40	4e-4	50 tracts	540	0.194976	0.28202499999999997	0.117975	0.216
40	4e-4	50 tracts	541	0.195297	0.28202499999999997	0.118975	0.2164
40	4e-4	50 tracts	542	0.195594	0.28202499999999997	0.11997499999999998	0.2168
40	4e-4	50 tracts	543	0.196003	0.28302499999999997	0.12	0.2172
40	4e-4	50 tracts	544	0.196245	0.28402499999999997	0.12	0.2176
40	4e-4	50 tracts	545	0.196413	0.285025	0.119	0.218
40	4e-4	50 tracts	546	0.196852	0.285025	0.119	0.2184
40	4e-4	50 tracts	547	0.197497	0.286025	0.119	0.2188
40	4e-4	50 tracts	548	0.197835	0.285025	0.119	0.2192
40	4e-4	50 tracts	549	0.198074	0.285025	0.119	0.2196
40	4e-4	50 tracts	550	0.198423	0.28500000000000003	0.119	0.22
40	4e-4	50 tracts	551	0.19862	0.284	0.119	0.2204
40	4e-4	50 tracts	552	0.198886	0.28500000000000003	0.119	0.2208
40	4e-4	50 tracts	553	0.199266	0.28402499999999997	0.119	0.2212
40	4e-4	50 tracts	554	0.199671	0.285025	0.119	0.2216
40	4e-4	50 tracts	555	0.19988	0.285025	0.12	0.222
40	4e-4	50 tracts	556	0.20016	0.285025	0.12	0.2224
40	4e-4	50 tracts	557	0.200515	0.285025	0.12	0.2228
40	4e-4	50 tracts	558	0.200798	0.286025	0.121	0.2232
40	4e-4	50 tracts	559	0.201338	0.287025	0.122	0.2236
40	4e-4	50 tracts	560	0.20171199999999995	0.288025	0.123	0.224
40	4e-4	50 tracts	561	0.202075	0.289025	0.123	0.2244
40	4e-4	50 tracts	562	0.202427	0.289025	0.123975	0.2248
40	4e-4	50 tracts	563	0.202643	0.29	0.123975	0.2252
40	4e-4	50 tracts	564	0.202667	0.29	0.123975	0.2256
40	4e-4	50 tracts	565	0.203081	0.291	0.123975	0.226
40	4e-4	50 tracts	566	0.203435	0.291	0.123975	0.2264
40	4e-4	50 tracts	567	0.203528	0.291	0.12495	0.2268
40	4e-4	50 tracts	568	0.203946	0.291	0.12495	0.2272
40	4e-4	50 tracts	569	0.204056	0.291	0.12495	0.2276
40	4e-4	50 tracts	570	0.204422	0.291025	0.12495	0.228
40	4e-4	50 tracts	571	0.204624	0.2920249999999999	0.12595	0.2284
40	4e-4	50 tracts	572	0.204896	0.2920499999999999	0.125975	0.2288
40	4e-4	50 tracts	573	0.205028	0.2920499999999999	0.125975	0.2292
40	4e-4	50 tracts	574	0.205378	0.2920499999999999	0.125975	0.2296
40	4e-4	50 tracts	575	0.205737	0.2910499999999999	0.126975	0.23
40	4e-4	50 tracts	576	0.206173	0.2920499999999999	0.127975	0.2304
40	4e-4	50 tracts	577	0.206728	0.2940499999999999	0.128	0.2308
40	4e-4	50 tracts	578	0.20695800000000003	0.2950499999999999	0.128	0.2312
40	4e-4	50 tracts	579	0.20764	0.2960499999999999	0.128	0.2316
40	4e-4	50 tracts	580	0.208058	0.297025	0.128	0.232
40	4e-4	50 tracts	581	0.208247	0.2960499999999999	0.128	0.2324
40	4e-4	50 tracts	582	0.208374	0.297025	0.128	0.2328
40	4e-4	50 tracts	583	0.20881599999999997	0.29802499999999993	0.129	0.2332
40	4e-4	50 tracts	584	0.209342	0.299025	0.13	0.2336
40	4e-4	50 tracts	585	0.209752	0.30002499999999993	0.129	0.234
40	4e-4	50 tracts	586	0.209911	0.299025	0.129	0.23440000000000005
40	4e-4	50 tracts	587	0.209853	0.29802499999999993	0.128975	0.2348
40	4e-4	50 tracts	588	0.209942	0.29802499999999993	0.128975	0.2352
40	4e-4	50 tracts	589	0.209868	0.29802499999999993	0.128975	0.2356
40	4e-4	50 tracts	590	0.210221	0.299025	0.128975	0.236
40	4e-4	50 tracts	591	0.21081	0.3	0.128975	0.2364
40	4e-4	50 tracts	592	0.21154	0.30002499999999993	0.128975	0.2368
40	4e-4	50 tracts	593	0.211939	0.301025	0.129975	0.2372
40	4e-4	50 tracts	594	0.212246	0.30104999999999993	0.129975	0.2376
40	4e-4	50 tracts	595	0.21266	0.30107499999999987	0.131975	0.238
40	4e-4	50 tracts	596	0.213165	0.3020749999999999	0.131975	0.2384
40	4e-4	50 tracts	597	0.214004	0.30307499999999987	0.132	0.2388
40	4e-4	50 tracts	598	0.214573	0.30407499999999993	0.133	0.2392
40	4e-4	50 tracts	599	0.21522	0.30407499999999993	0.133	0.2396
40	4e-4	50 tracts	600	0.215603	0.30307499999999987	0.134	0.24
40	4e-4	50 tracts	601	0.215689	0.30407499999999993	0.135	0.2404
40	4e-4	50 tracts	602	0.216114	0.30404999999999993	0.135	0.2408
40	4e-4	50 tracts	603	0.216415	0.30304999999999993	0.134	0.2412
40	4e-4	50 tracts	604	0.216883	0.30402499999999993	0.135	0.2416
40	4e-4	50 tracts	605	0.217126	0.305	0.134975	0.242
40	4e-4	50 tracts	606	0.216902	0.305025	0.134975	0.2424
40	4e-4	50 tracts	607	0.216841	0.30402499999999993	0.135975	0.2428
40	4e-4	50 tracts	608	0.217238	0.30402499999999993	0.135975	0.2432
40	4e-4	50 tracts	609	0.217713	0.305025	0.136975	0.2436
40	4e-4	50 tracts	610	0.217906	0.30602499999999994	0.135975	0.244
40	4e-4	50 tracts	611	0.218208	0.30602499999999994	0.135975	0.2444
40	4e-4	50 tracts	612	0.218477	0.307025	0.135975	0.2448
40	4e-4	50 tracts	613	0.218852	0.30802499999999994	0.136975	0.2452
40	4e-4	50 tracts	614	0.218767	0.307025	0.136975	0.2456
40	4e-4	50 tracts	615	0.21924899999999997	0.307025	0.137	0.246
40	4e-4	50 tracts	616	0.220106	0.308	0.137	0.2464
40	4e-4	50 tracts	617	0.220525	0.309	0.137	0.2468
40	4e-4	50 tracts	618	0.220777	0.309	0.137	0.2472
40	4e-4	50 tracts	619	0.220764	0.309	0.137	0.2476
40	4e-4	50 tracts	620	0.221184	0.309	0.138	0.248
40	4e-4	50 tracts	621	0.221676	0.309	0.139	0.2484
40	4e-4	50 tracts	622	0.22192	0.309	0.14	0.2488
40	4e-4	50 tracts	623	0.222237	0.31	0.14	0.2492
40	4e-4	50 tracts	624	0.222846	0.311	0.14	0.2496
40	4e-4	50 tracts	625	0.222716	0.311	0.139	0.25
40	4e-4	50 tracts	626	0.222945	0.311025	0.14	0.2504
40	4e-4	50 tracts	627	0.22324700000000003	0.312025	0.14	0.2508
40	4e-4	50 tracts	628	0.223146	0.312025	0.13997500000000002	0.25120000000000003
40	4e-4	50 tracts	629	0.223282	0.31204999999999994	0.13997500000000002	0.2516
40	4e-4	50 tracts	630	0.223509	0.31304999999999994	0.13997500000000002	0.252
40	4e-4	50 tracts	631	0.223804	0.31404999999999994	0.13997500000000002	0.2524
40	4e-4	50 tracts	632	0.224063	0.31407499999999994	0.13997500000000002	0.2528
40	4e-4	50 tracts	633	0.224372	0.31409999999999993	0.14097500000000002	0.25320000000000004
40	4e-4	50 tracts	634	0.224784	0.31509999999999994	0.14097500000000002	0.2536
40	4e-4	50 tracts	635	0.225208	0.31609999999999994	0.14197500000000002	0.254
40	4e-4	50 tracts	636	0.225567	0.31707499999999994	0.14197500000000002	0.2544
40	4e-4	50 tracts	637	0.225931	0.31707499999999994	0.14197500000000002	0.2548
40	4e-4	50 tracts	638	0.226565	0.31807499999999994	0.14300000000000002	0.25520000000000004
40	4e-4	50 tracts	639	0.22735	0.31904999999999994	0.144	0.2556
40	4e-4	50 tracts	640	0.227477	0.31904999999999994	0.14497500000000002	0.256
40	4e-4	50 tracts	641	0.227791	0.31904999999999994	0.14497500000000002	0.2564
40	4e-4	50 tracts	642	0.227972	0.32002499999999995	0.14597500000000002	0.25680000000000003
40	4e-4	50 tracts	643	0.228172	0.32002499999999995	0.14497500000000002	0.25720000000000004
40	4e-4	50 tracts	644	0.228485	0.321025	0.14597500000000002	0.2576
40	4e-4	50 tracts	645	0.228744	0.321025	0.14697500000000002	0.258
40	4e-4	50 tracts	646	0.228874	0.321025	0.14797500000000002	0.2584
40	4e-4	50 tracts	647	0.229225	0.321025	0.148975	0.25880000000000003
40	4e-4	50 tracts	648	0.229276	0.321025	0.14797500000000002	0.2592
40	4e-4	50 tracts	649	0.22929	0.32104999999999995	0.14797500000000002	0.2596
40	4e-4	50 tracts	650	0.229781	0.32204999999999995	0.148	0.26
40	4e-4	50 tracts	651	0.229882	0.32304999999999995	0.147	0.2604
40	4e-4	50 tracts	652	0.230532	0.32407499999999995	0.147	0.26080000000000003
40	4e-4	50 tracts	653	0.230918	0.32504999999999995	0.148	0.2612
40	4e-4	50 tracts	654	0.230865	0.32404999999999995	0.148	0.2616
40	4e-4	50 tracts	655	0.231195	0.32404999999999995	0.147	0.262
40	4e-4	50 tracts	656	0.231694	0.32504999999999995	0.147	0.2624
40	4e-4	50 tracts	657	0.231578	0.32504999999999995	0.14697500000000002	0.26280000000000003
40	4e-4	50 tracts	658	0.232195	0.32604999999999995	0.14797500000000002	0.2632
40	4e-4	50 tracts	659	0.232584	0.327025	0.14797500000000002	0.2636
40	4e-4	50 tracts	660	0.23292799999999997	0.327025	0.14797500000000002	0.264
40	4e-4	50 tracts	661	0.233273	0.327025	0.148975	0.2644
40	4e-4	50 tracts	662	0.233548	0.326	0.148975	0.26480000000000004
40	4e-4	50 tracts	663	0.233972	0.326	0.14797500000000002	0.2652
40	4e-4	50 tracts	664	0.23451	0.327025	0.14797500000000002	0.2656
40	4e-4	50 tracts	665	0.235002	0.327025	0.148975	0.266
40	4e-4	50 tracts	666	0.235368	0.328025	0.14995	0.2664
40	4e-4	50 tracts	667	0.236001	0.329025	0.149975	0.26680000000000004
40	4e-4	50 tracts	668	0.236309	0.329025	0.150975	0.2672
40	4e-4	50 tracts	669	0.236573	0.329025	0.150975	0.2676
40	4e-4	50 tracts	670	0.236869	0.32904999999999995	0.150975	0.268
40	4e-4	50 tracts	671	0.237127	0.32904999999999995	0.150975	0.2684
40	4e-4	50 tracts	672	0.23720400000000005	0.33104999999999996	0.150975	0.26880000000000004
40	4e-4	50 tracts	673	0.237142	0.33104999999999996	0.152975	0.2692
40	4e-4	50 tracts	674	0.237641	0.332025	0.152975	0.2696
40	4e-4	50 tracts	675	0.237768	0.333025	0.15394999999999998	0.27
40	4e-4	50 tracts	676	0.237906	0.332025	0.152975	0.27040000000000003
40	4e-4	50 tracts	677	0.23854000000000003	0.333025	0.153975	0.27080000000000004
40	4e-4	50 tracts	678	0.238778	0.333025	0.152975	0.2712
40	4e-4	50 tracts	679	0.239048	0.334025	0.153975	0.2716
40	4e-4	50 tracts	680	0.239424	0.335	0.154975	0.272
40	4e-4	50 tracts	681	0.239817	0.335	0.154975	0.27240000000000003
40	4e-4	50 tracts	682	0.240045	0.334	0.155975	0.2728
40	4e-4	50 tracts	683	0.240673	0.335	0.154975	0.2732
40	4e-4	50 tracts	684	0.240686	0.335	0.154975	0.2736
40	4e-4	50 tracts	685	0.241195	0.336	0.154	0.274
40	4e-4	50 tracts	686	0.241598	0.337025	0.154	0.27440000000000003
40	4e-4	50 tracts	687	0.241751	0.337025	0.153	0.2748
40	4e-4	50 tracts	688	0.242267	0.33802499999999996	0.153	0.2752
40	4e-4	50 tracts	689	0.24261499999999997	0.33802499999999996	0.153	0.2756
40	4e-4	50 tracts	690	0.242887	0.33804999999999996	0.153	0.276
40	4e-4	50 tracts	691	0.243495	0.33807499999999996	0.154	0.27640000000000003
40	4e-4	50 tracts	692	0.243966	0.33907499999999996	0.154	0.2768
40	4e-4	50 tracts	693	0.244238	0.33907499999999996	0.155	0.2772
40	4e-4	50 tracts	694	0.2447	0.33907499999999996	0.156	0.2776
40	4e-4	50 tracts	695	0.244916	0.33907499999999996	0.157	0.278
40	4e-4	50 tracts	696	0.245284	0.34004999999999996	0.158	0.27840000000000004
40	4e-4	50 tracts	697	0.245554	0.34004999999999996	0.159	0.2788
40	4e-4	50 tracts	698	0.24561700000000003	0.34104999999999996	0.16	0.2792
40	4e-4	50 tracts	699	0.246	0.34104999999999996	0.16	0.2796
40	4e-4	50 tracts	700	0.246176	0.341025	0.16	0.28
40	4e-4	50 tracts	701	0.24633	0.34199999999999997	0.16	0.28040000000000004
40	4e-4	50 tracts	702	0.246645	0.34199999999999997	0.16	0.2808
40	4e-4	50 tracts	703	0.247096	0.34199999999999997	0.16	0.2812
40	4e-4	50 tracts	704	0.24744	0.343	0.16	0.2816
40	4e-4	50 tracts	705	0.247966	0.344	0.16	0.28200000000000003
40	4e-4	50 tracts	706	0.247978	0.343025	0.16	0.28240000000000004
40	4e-4	50 tracts	707	0.24830800000000003	0.34402499999999997	0.16	0.2828
40	4e-4	50 tracts	708	0.248643	0.34402499999999997	0.16	0.2832
40	4e-4	50 tracts	709	0.248758	0.34402499999999997	0.16	0.2836
40	4e-4	50 tracts	710	0.249102	0.34402499999999997	0.16	0.28400000000000003
40	4e-4	50 tracts	711	0.249334	0.34502499999999997	0.16	0.2844
40	4e-4	50 tracts	712	0.249621	0.34602499999999997	0.16	0.2848
40	4e-4	50 tracts	713	0.249877	0.34602499999999997	0.16	0.2852
40	4e-4	50 tracts	714	0.250299	0.34602499999999997	0.161	0.2856
40	4e-4	50 tracts	715	0.250316	0.34602499999999997	0.160975	0.28600000000000003
40	4e-4	50 tracts	716	0.25067300000000003	0.346	0.161975	0.2864
40	4e-4	50 tracts	717	0.25095100000000004	0.34500000000000003	0.162975	0.2868
40	4e-4	50 tracts	718	0.251127	0.34402499999999997	0.163975	0.2872
40	4e-4	50 tracts	719	0.251449	0.34502499999999997	0.163975	0.2876
40	4e-4	50 tracts	720	0.251638	0.34502499999999997	0.16495	0.28800000000000003
40	4e-4	50 tracts	721	0.252292	0.34502499999999997	0.16595	0.2884
40	4e-4	50 tracts	722	0.252572	0.34502499999999997	0.16595	0.2888
40	4e-4	50 tracts	723	0.252506	0.34602499999999997	0.16695000000000002	0.2892
40	4e-4	50 tracts	724	0.252718	0.34602499999999997	0.16692500000000002	0.2896
40	4e-4	50 tracts	725	0.253311	0.34602499999999997	0.16795000000000002	0.29000000000000004
40	4e-4	50 tracts	726	0.253926	0.347025	0.16795000000000002	0.2904
40	4e-4	50 tracts	727	0.254257	0.349025	0.16795000000000002	0.2908
40	4e-4	50 tracts	728	0.254899	0.351	0.16795000000000002	0.2912
40	4e-4	50 tracts	729	0.25527	0.352	0.16895000000000002	0.2916
40	4e-4	50 tracts	730	0.25590799999999997	0.354	0.168975	0.29200000000000004
40	4e-4	50 tracts	731	0.255894	0.355	0.168975	0.2924
40	4e-4	50 tracts	732	0.256471	0.355025	0.169975	0.2928
40	4e-4	50 tracts	733	0.256985	0.355025	0.16995000000000002	0.2932
40	4e-4	50 tracts	734	0.257015	0.355025	0.169975	0.2936
40	4e-4	50 tracts	735	0.257043	0.355025	0.169975	0.29400000000000004
40	4e-4	50 tracts	736	0.25704699999999997	0.3560249999999999	0.168975	0.2944
40	4e-4	50 tracts	737	0.25736	0.355025	0.168975	0.2948
40	4e-4	50 tracts	738	0.257479	0.355025	0.168975	0.2952
40	4e-4	50 tracts	739	0.257851	0.3540249999999999	0.168975	0.29560000000000003
40	4e-4	50 tracts	740	0.257915	0.3540249999999999	0.168975	0.29600000000000004
40	4e-4	50 tracts	741	0.25819200000000003	0.3540249999999999	0.168975	0.2964
40	4e-4	50 tracts	742	0.258408	0.355	0.168975	0.2968
40	4e-4	50 tracts	743	0.25906799999999996	0.356	0.169	0.2972
40	4e-4	50 tracts	744	0.259554	0.357	0.169	0.29760000000000003
40	4e-4	50 tracts	745	0.260008	0.359	0.169	0.298
40	4e-4	50 tracts	746	0.260482	0.359	0.17	0.2984
40	4e-4	50 tracts	747	0.260459	0.36	0.17	0.2988
40	4e-4	50 tracts	748	0.260716	0.361	0.17	0.2992
40	4e-4	50 tracts	749	0.260995	0.362	0.171	0.29960000000000003
40	4e-4	50 tracts	750	0.261422	0.362	0.171	0.3
40	4e-4	50 tracts	751	0.26194700000000004	0.362	0.17197500000000002	0.3004
40	4e-4	50 tracts	752	0.262245	0.362	0.17297500000000002	0.3008
40	4e-4	50 tracts	753	0.262155	0.362	0.17297500000000002	0.3012
40	4e-4	50 tracts	754	0.262625	0.362	0.17397500000000002	0.30160000000000003
40	4e-4	50 tracts	755	0.262774	0.361	0.17397500000000002	0.302
40	4e-4	50 tracts	756	0.262993	0.361	0.17497500000000002	0.3024
40	4e-4	50 tracts	757	0.26344599999999996	0.361	0.175975	0.3028
40	4e-4	50 tracts	758	0.26376499999999997	0.361	0.175975	0.3032
40	4e-4	50 tracts	759	0.264214	0.362	0.175975	0.30360000000000004
40	4e-4	50 tracts	760	0.264392	0.362	0.175975	0.304
40	4e-4	50 tracts	761	0.264834	0.36202499999999993	0.176	0.3044
40	4e-4	50 tracts	762	0.264597	0.363025	0.175	0.3048
40	4e-4	50 tracts	763	0.26504099999999997	0.363025	0.175975	0.3052
40	4e-4	50 tracts	764	0.265396	0.36402499999999993	0.175975	0.30560000000000004
40	4e-4	50 tracts	765	0.26570900000000003	0.36404999999999993	0.176975	0.306
40	4e-4	50 tracts	766	0.266013	0.36505	0.176975	0.3064
