a	b	r	l1	markers
TM10P2	TM3P2	0.013587087293528097	0.06865003098160422	16
TM10P2	TM41P1	-0.3355220777918928	0.09676514439978381	20
TM10P2	TM41P2	-0.20277776753466317	0.12856758886070624	20
TM10P2	TM41P3	-0.21483268903003497	0.1463786039462899	20
TM10P2	TM42P1	0.037473377669404506	0.14202156473134403	18
TM10P2	TM42P2	0.19838664809879944	0.06585675171098887	18
TM10P2	TM44P1	0.3049547536060465	0.13140782066378592	13
TM10P2	TM44P2	0.14146890923056984	0.13789329804802508	13
TM10P2	TM8P1	0.448712359887735	0.053723675122193414	19
TM10P2	TM8P2	-0.07202558450932386	0.12916096763836946	19
TM10P2	TM9P1	-0.43517042927694966	0.15075811475900988	21
TM10P2	TM9P2	0.3344359467685123	0.06570050833762904	21
TM11P1	TM12P1	-0.14796036502372348	0.25232939351255507	14
TM11P1	TM12P2	-0.10141474166774027	0.2418877115708951	14
TM11P1	TM14P1	-0.10817142423029746	0.2953352325337951	14
TM11P1	TM14P2	0.13059267607010025	0.2077976478991028	14
TM11P1	TM14P3	0.027374308681370304	0.27158197411755847	14
TM11P1	TM16P1	0.2376146478230283	0.1439961243255709	15
TM11P1	TM16P2	-0.07432047509795035	0.1448268361497909	15
TM11P1	TM17P1	0.17724173659309053	0.3390548243456628	17
TM11P1	TM17P2	0.06718225774017357	0.256641872384457	17
TM11P1	TM18P1	0.6641818553227379	0.150510701458157	14
TM11P1	TM18P2	0.486930071310677	0.13013749421199844	14
TM11P1	TM22P1	0.1748087112387551	0.18237106781293116	17
TM11P1	TM22P2	0.13213789557041747	0.22222520240569385	17
TM11P1	TM22P3	0.16155451600106485	0.1909937966556083	17
TM11P1	TM23P1	0.05147553770285392	0.1073127243289129	13
TM11P1	TM23P2	-0.41261420706908564	0.1852355486151455	13
TM11P1	TM25P1	0.10951055488168658	0.14547486285789055	14
TM11P1	TM25P2	0.2005118413214293	0.1324821607892647	14
TM11P1	TM26P1	0.3569660826791369	0.17425141655817325	12
TM11P1	TM26P2	0.43291404551337404	0.14624426159008766	12
TM11P1	TM28P1	0.5701649634616526	0.04985561934419803	11
TM11P1	TM28P2	0.18800641995140707	0.06517607412597344	11
TM11P1	TM29P1	0.4170557104751411	0.1566640985709498	14
TM11P1	TM29P2	-0.47015842405098857	0.15325213812562982	14
TM11P1	TM30P1	0.03826014350417198	0.2762838236661554	11
TM11P1	TM30P2	-0.22553879286674955	0.16991532094830547	11
TM11P1	TM31P1	-0.21912553591346118	0.18647672117219735	11
TM11P1	TM31P2	-0.2568639631166341	0.18036716706980102	11
TM11P1	TM32P1	-0.8823017509090954	0.22241143113096104	11
TM11P1	TM32P2	-0.6301770898982143	0.28715525787503327	11
TM11P1	TM34P1	-0.03576821949990579	0.1672886893648324	11
TM11P1	TM34P2	0.29100249949732176	0.14165376725957	11
TM11P1	TM36P1	-0.05773162950709255	0.18352680949668929	11
TM11P1	TM36P2	0.06242939340481895	0.17762109872774526	11
TM11P1	TM38P1	-0.09857779499349084	0.17570068794997093	11
TM11P1	TM38P2	-0.10335225920929984	0.17802637877866354	11
TM11P1	TM3P1	-0.10806409534857708	0.20073177387979152	13
TM11P1	TM3P2	-0.40236023360674666	0.13300913770100903	13
TM11P1	TM8P1	0.037894312808825104	0.09263794576988359	13
TM11P1	TM8P2	-0.21582530685408746	0.15748166448000556	13
TM11P1	TM9P1	-0.11296852343015842	0.21914026426116026	17
TM11P1	TM9P2	-0.09663177699022381	0.17561288009926232	17
TM11P2	TM12P1	-0.06789697615025095	0.27575581641281016	14
TM11P2	TM12P2	-0.04893534403204962	0.26247641571660385	14
TM11P2	TM14P1	-0.14427315681646152	0.31170428500398245	14
TM11P2	TM14P2	0.031009481892517392	0.23152349719634874	14
TM11P2	TM14P3	-0.07134906910511472	0.28917280691667796	14
TM11P2	TM16P1	0.11010328375347359	0.17400343303057314	15
TM11P2	TM16P2	0.15879758976606456	0.17235225975236806	15
TM11P2	TM17P1	0.059742944657948625	0.3800490803701584	17
TM11P2	TM17P2	-0.03649736623406212	0.2850476795855781	17
TM11P2	TM18P1	0.8669627249661234	0.10927250430776839	14
TM11P2	TM18P2	0.6944414688496472	0.13512737936749783	14
TM11P2	TM22P1	0.03939173462190536	0.20251472093009126	17
TM11P2	TM22P2	0.05924727506763503	0.24082600384511216	17
TM11P2	TM22P3	0.10053698765247696	0.2095912356869228	17
TM11P2	TM23P1	0.15990411733074944	0.11521185820324763	13
TM11P2	TM23P2	-0.3484598082086368	0.2150742271967288	13
TM11P2	TM25P1	0.19888446975047566	0.1308764167619014	14
TM11P2	TM25P2	0.25860155857127426	0.12498137428469003	14
TM11P2	TM26P1	0.33413043213471944	0.16029485323536505	12
TM11P2	TM26P2	0.44074859464557126	0.13397660834128783	12
TM11P2	TM28P1	0.46526676337704675	0.0749060637235755	11
TM11P2	TM28P2	0.16861938069429078	0.08987035548961451	11
TM11P2	TM29P1	0.3939044048856291	0.18139708471705943	14
TM11P2	TM29P2	-0.3537011436841835	0.1771297546245942	14
TM11P2	TM30P1	-0.06779238812296494	0.279248769963808	11
TM11P2	TM30P2	-0.12503496950788937	0.17481971357452003	11
TM11P2	TM31P1	-0.27928731892838804	0.1845003358114693	11
TM11P2	TM31P2	-0.2772654573886359	0.18048079076337145	11
TM11P2	TM32P1	-0.7593132362686831	0.21671423645148521	11
TM11P2	TM32P2	-0.5998816880219177	0.298208922597492	11
TM11P2	TM34P1	0.12953926101835073	0.15882157230862526	11
TM11P2	TM34P2	0.42984103650515265	0.1360992541956231	11
TM11P2	TM36P1	-0.09065186283824637	0.17813243866073591	11
TM11P2	TM36P2	0.17282073555904248	0.1682657946737758	11
TM11P2	TM38P1	-0.05802466616936218	0.17838278475716582	11
TM11P2	TM38P2	-0.2316621740763621	0.18991319081385105	11
TM11P2	TM3P1	0.002398803430875842	0.19831493706491043	13
TM11P2	TM3P2	-0.44624426709116993	0.13758398583418535	13
TM11P2	TM8P1	0.2594560313856656	0.11762994059253946	13
TM11P2	TM8P2	-0.003016757029873453	0.17046983310647232	13
TM11P2	TM9P1	-0.15057183007418304	0.24914937878982416	17
TM11P2	TM9P2	-0.16910461385480802	0.20305555428505007	17
TM12P1	TM14P1	0.8372114634546637	0.14227355213588894	15
TM12P1	TM14P2	0.6503682526262006	0.16448795171985145	15
TM12P1	TM14P3	0.7641174089945472	0.17624630459774562	15
TM12P1	TM15P1	0.12543291852281557	0.17172096099467965	11
TM12P1	TM15P2	0.0662785776935066	0.08037446872511297	11
TM12P1	TM16P1	-0.08222866145013513	0.10920521627091682	15
TM12P1	TM16P2	0.20540746521829953	0.09630210251566096	15
TM12P1	TM17P1	-0.10902428833048622	0.3532432855356769	18
TM12P1	TM17P2	0.008241226058234703	0.2612702662010555	18
TM12P1	TM18P1	-0.06680958021543697	0.24975826986401514	19
TM12P1	TM18P2	-0.08487833216759672	0.19904705637456735	19
TM12P1	TM22P1	-0.7244453874040345	0.24918710274117378	18
TM12P1	TM22P2	-0.7854878940570301	0.2961406345026689	18
TM12P1	TM22P3	-0.761813937828315	0.2605440994273008	18
TM12P1	TM23P1	-0.2640089399136043	0.18050242468531624	15
TM12P1	TM23P2	-0.23430713021383667	0.2574530420514252	15
TM12P1	TM25P1	0.14236192629532632	0.21312865730009506	13
TM12P1	TM25P2	0.2963959662853019	0.1885516625832535	13
TM12P1	TM26P1	-0.07305546589948297	0.22414606757684755	16
TM12P1	TM26P2	-0.12288254961927651	0.20362272895851707	16
TM12P1	TM28P1	-0.27344858244406023	0.10668661979763186	13
TM12P1	TM28P2	0.35313435375549584	0.06337174634239862	13
TM12P1	TM29P1	0.13784089069140915	0.2211748593895812	19
TM12P1	TM29P2	-0.07199757770943199	0.14355770319385944	19
TM12P1	TM2P1	-0.03390461424181564	0.19431797750314553	12
TM12P1	TM2P2	-0.0258913696649438	0.20586959953744818	12
TM12P1	TM30P1	0.13936657272399555	0.1669895029935324	14
TM12P1	TM30P2	-0.05010305791880318	0.060690732674974636	14
TM12P1	TM31P1	-0.04875813149280825	0.0832243592539048	15
TM12P1	TM31P2	-0.041483554010821974	0.08287311103352984	15
TM12P1	TM32P1	0.2246618127671143	0.10682631632226595	15
TM12P1	TM32P2	0.38167113430917643	0.11851836309895351	15
TM12P1	TM33P1	0.06538204605174	0.060314942360388826	14
TM12P1	TM33P2	0.1768957853290544	0.06508258492146872	14
TM12P1	TM34P1	-0.20810078362778767	0.11343231576556313	15
TM12P1	TM34P2	-0.32973295307454636	0.107777109288736	15
TM12P1	TM36P1	-0.3071018871437029	0.07372472251364666	13
TM12P1	TM36P2	-0.10526381035314311	0.09447444809055791	13
TM12P1	TM37P1	-0.4782600762310132	0.07512070982182974	16
TM12P1	TM37P2	-0.5018750739891307	0.13040583541452203	16
TM12P1	TM37P3	-0.3661808148586967	0.08617944403639233	16
TM12P1	TM38P1	0.1918346561227464	0.10786294613800292	12
TM12P1	TM38P2	0.3062034887844646	0.09272178948538112	12
TM12P1	TM39P1	-0.18939942583074584	0.13542606050599337	15
TM12P1	TM39P2	-0.2763972672709953	0.2291714155670633	15
TM12P1	TM3P1	0.7805862123123731	0.15012212642475228	15
TM12P1	TM3P2	-0.4329183187688956	0.16221254344635982	15
TM12P1	TM41P1	0.18351041878986607	0.07302434820788943	14
TM12P1	TM41P2	0.376304146316024	0.08553324889360239	14
TM12P1	TM41P3	0.06111287003900327	0.10627135998397588	14
TM12P1	TM42P1	-0.0589903983318749	0.14087572185075045	17
TM12P1	TM42P2	-0.5713670474662034	0.07852358302034362	17
TM12P1	TM44P1	-0.707451396955298	0.21139446834812461	14
TM12P1	TM44P2	-0.49648332635714576	0.17722246779588385	14
TM12P1	TM5P1	0.02979442929450482	0.20264816299781885	11
TM12P1	TM5P2	0.36338907350321	0.177721418179684	11
TM12P1	TM8P1	0.06275530216334443	0.1349499311621792	17
TM12P1	TM8P2	0.30025824260957906	0.20650050432485603	17
TM12P1	TM9P1	-0.0404963623124309	0.18863253992173015	21
TM12P1	TM9P2	0.2578856455640482	0.13222559826869995	21
TM12P2	TM14P1	0.8594646024420366	0.12853676986353874	15
TM12P2	TM14P2	0.6788732741693818	0.15599049433258144	15
TM12P2	TM14P3	0.8196658792912948	0.15571219273636944	15
TM12P2	TM15P1	0.6598648163869156	0.15555484390148955	11
TM12P2	TM15P2	0.28751767580272586	0.06709618076987517	11
TM12P2	TM16P1	0.3100225152850848	0.08125293794317139	15
TM12P2	TM16P2	0.5071202071769118	0.08452905489682436	15
TM12P2	TM17P1	-0.12241816884293318	0.35409911088996515	18
TM12P2	TM17P2	-0.00583143673438995	0.23505502685337534	18
TM12P2	TM18P1	-0.06706445323888116	0.23667198843692053	19
TM12P2	TM18P2	-0.09619676266228445	0.19022473870083687	19
TM12P2	TM22P1	-0.7444557591269688	0.22940121918931655	18
TM12P2	TM22P2	-0.7711438607592668	0.27632513369817024	18
TM12P2	TM22P3	-0.7519344333793057	0.2399825868989391	18
TM12P2	TM23P1	-0.2676012865032986	0.17355349924429875	15
TM12P2	TM23P2	-0.23818728595507346	0.24670661661040807	15
TM12P2	TM25P1	0.1326337345083379	0.18696037888530287	13
TM12P2	TM25P2	0.3317735655676498	0.16080188632895603	13
TM12P2	TM26P1	-0.05098405862801849	0.19480742199750908	16
TM12P2	TM26P2	-0.07599676946856201	0.1761959177831831	16
TM12P2	TM28P1	-0.04281972905323023	0.08261262975383263	13
TM12P2	TM28P2	0.7582110952798468	0.05310004520420627	13
TM12P2	TM29P1	0.001597037445715477	0.23924763378035324	19
TM12P2	TM29P2	-0.10974750684198685	0.1290184532762971	19
TM12P2	TM2P1	-0.015852213760872678	0.1794337687336817	12
TM12P2	TM2P2	0.047735444388862874	0.17261389374406713	12
TM12P2	TM30P1	0.11104558684203784	0.15025392774990443	14
TM12P2	TM30P2	-0.18205776394961481	0.03430983607512829	14
TM12P2	TM31P1	0.3030166930573114	0.054060162651234	15
TM12P2	TM31P2	0.3259675812412279	0.0497695881895494	15
TM12P2	TM32P1	0.2035468819196849	0.08874435089253195	15
TM12P2	TM32P2	0.21542947820961678	0.13402707508086867	15
TM12P2	TM33P1	0.10613718775073998	0.040352978185591484	14
TM12P2	TM33P2	-0.2486016454921589	0.06498806309615497	14
TM12P2	TM34P1	0.412677306440681	0.07071185415843205	15
TM12P2	TM34P2	0.27270101888630505	0.06867555501506063	15
TM12P2	TM36P1	0.16645199270657557	0.03504835267677956	13
TM12P2	TM36P2	-0.4949158428206236	0.06662080549494692	13
TM12P2	TM37P1	-0.24977919497959358	0.04968612026837546	16
TM12P2	TM37P2	0.06621264128686515	0.08959565119495616	16
TM12P2	TM37P3	-0.24561946406643823	0.05318280985618758	16
TM12P2	TM38P1	0.260632382882275	0.09725405067358302	12
TM12P2	TM38P2	0.2610015305645897	0.08064705130088759	12
TM12P2	TM39P1	-0.3850848700111156	0.13316340192364814	15
TM12P2	TM39P2	-0.2006881789689631	0.22659561290624872	15
TM12P2	TM3P1	0.8125376393921335	0.12255702803657208	15
TM12P2	TM3P2	-0.3999753535180609	0.1354388120138913	15
TM12P2	TM41P1	0.14442338480471345	0.07410847285708393	14
TM12P2	TM41P2	0.3304807350761198	0.09544094898490754	14
TM12P2	TM41P3	-0.34583428705492913	0.10650604159714974	14
TM12P2	TM42P1	-0.45686651141423884	0.13236581794141744	17
TM12P2	TM42P2	0.02988875539045453	0.04748619372990759	17
TM12P2	TM44P1	-0.6711332205675806	0.18060159626764197	14
TM12P2	TM44P2	-0.27645370943303554	0.14442932706749026	14
TM12P2	TM5P1	0.007747103361077676	0.20443484193439032	11
TM12P2	TM5P2	0.35209232177090044	0.17605748396253543	11
TM12P2	TM8P1	0.08234935018802018	0.11878574201427938	17
TM12P2	TM8P2	0.38006633714117727	0.18926152527345866	17
TM12P2	TM9P1	-0.05517066223134875	0.16863721387570488	21
TM12P2	TM9P2	0.2873267492419371	0.10940974122925247	21
TM14P1	TM15P1	0.12996229792421116	0.2069918620936208	18
TM14P1	TM15P2	-0.018682226867994305	0.1730872005509808	18
TM14P1	TM16P1	0.16373890648431466	0.17118863168672802	18
TM14P1	TM16P2	0.19835095026570723	0.16152413944242452	18
TM14P1	TM17P1	0.1391286387964057	0.2592333715846283	18
TM14P1	TM17P2	-0.031986163544248616	0.19539231711345031	18
TM14P1	TM18P1	-0.14370419773867618	0.2796530543973523	21
TM14P1	TM18P2	-0.2735550219252081	0.23192803707097528	21
TM14P1	TM22P1	-0.7208618652931115	0.2973367905870071	16
TM14P1	TM22P2	-0.6557150035153754	0.3520698602356581	16
TM14P1	TM22P3	-0.6476753356390342	0.3109511596540771	16
TM14P1	TM23P1	-0.08256622729476576	0.20299956849651224	17
TM14P1	TM23P2	0.04694344286648539	0.20912561462050777	17
TM14P1	TM25P1	0.05623887326013511	0.23266236413376318	16
TM14P1	TM25P2	0.20983814429205538	0.19163184537942468	16
TM14P1	TM26P1	0.09161676406126462	0.1876467992643114	19
TM14P1	TM26P2	0.05884868853886896	0.18894518325520535	19
TM14P1	TM28P1	0.37930635107913474	0.15770605966432547	15
TM14P1	TM28P2	0.37223706461322464	0.16108880398332967	15
TM14P1	TM29P1	0.023856409390207094	0.29446764612973503	19
TM14P1	TM29P2	-0.21064845306091495	0.2154035612638101	19
TM14P1	TM2P1	0.056453819448204046	0.21972266614170247	14
TM14P1	TM2P2	-0.06051166644288055	0.21952364021781137	14
TM14P1	TM30P1	0.4549715192062639	0.17419200304250607	12
TM14P1	TM30P2	0.2910497975614289	0.12296611718135168	12
TM14P1	TM31P1	-0.0786580364706672	0.1644422245065665	15
TM14P1	TM31P2	-0.06007760179376818	0.16153547486344522	15
TM14P1	TM32P1	-0.00575843069779321	0.18714311570741385	13
TM14P1	TM32P2	-0.110044333422179	0.1902294501926023	13
TM14P1	TM33P1	-0.003651737641726875	0.1295239589083488	12
TM14P1	TM33P2	-0.4324990278727255	0.14167294566457508	12
TM14P1	TM34P1	-0.1740368002634109	0.1635238063100826	14
TM14P1	TM34P2	-0.2679858545070486	0.16756839914964064	14
TM14P1	TM36P1	0.23736814359997596	0.11620332127420048	12
TM14P1	TM36P2	-0.42508079060006815	0.1390379375259355	12
TM14P1	TM37P1	-0.5422651457895262	0.14499097085083731	12
TM14P1	TM37P2	-0.16439229937827177	0.22037726227905266	12
TM14P1	TM37P3	-0.4780467801165331	0.16482862268681941	12
TM14P1	TM38P1	0.25822600433030307	0.14185262725830017	12
TM14P1	TM38P2	0.35910151290824444	0.14266592509933448	12
TM14P1	TM39P1	-0.45086957990364185	0.17864120651233242	12
TM14P1	TM39P2	-0.06536720439710487	0.18236430003691487	12
TM14P1	TM3P1	0.8690791000700603	0.09865362591148363	16
TM14P1	TM3P2	-0.2055312941918081	0.1669061350109579	16
TM14P1	TM41P1	0.5318934519284514	0.09784856978533223	16
TM14P1	TM41P2	0.6356622993414588	0.10860397298265621	16
TM14P1	TM41P3	0.30234771379713493	0.15064454150330636	16
TM14P1	TM42P1	0.3700748868437192	0.16021317247517736	14
TM14P1	TM42P2	0.24862298974636304	0.12351011923936449	14
TM14P1	TM44P1	-0.386772753174224	0.2384706578272886	11
TM14P1	TM44P2	-0.6247383275881254	0.21685691900990334	11
TM14P1	TM8P1	-0.28020148124940497	0.17481033766411913	22
TM14P1	TM8P2	0.3476364095254679	0.18809369943246426	22
TM14P1	TM9P1	-0.26845198062302117	0.23238353886953506	20
TM14P1	TM9P2	-0.0367804818848669	0.17380880205802937	20
TM14P2	TM15P1	0.03856978232267563	0.18848440905764197	18
TM14P2	TM15P2	-0.011557595961433065	0.1419719027561991	18
TM14P2	TM16P1	0.2069307856967683	0.1447086491809998	18
TM14P2	TM16P2	0.14678912123425578	0.1480509043554653	18
TM14P2	TM17P1	0.3293451616950922	0.20026880244511663	18
TM14P2	TM17P2	-0.05058048794525961	0.14371911275159188	18
TM14P2	TM18P1	-0.038638643697856266	0.2244857890949794	21
TM14P2	TM18P2	-0.23329235481310276	0.18931401936602707	21
TM14P2	TM22P1	-0.5150787845107023	0.23099340335132743	16
TM14P2	TM22P2	-0.46344458409158457	0.2728319738805195	16
TM14P2	TM22P3	-0.44943359690990853	0.22804085897592044	16
TM14P2	TM23P1	-0.0936742928390549	0.1472016320833134	17
TM14P2	TM23P2	0.12585974134519318	0.18245873182689867	17
TM14P2	TM25P1	0.12789490559554942	0.18362441525182951	16
TM14P2	TM25P2	0.28402599365327835	0.13514242682468594	16
TM14P2	TM26P1	-0.004521010778988976	0.13866138752311627	19
TM14P2	TM26P2	0.04116757667864591	0.13966890950146585	19
TM14P2	TM28P1	0.2629377257477366	0.12482230380212647	15
TM14P2	TM28P2	0.30144678815655457	0.1317631279241692	15
TM14P2	TM29P1	0.13015375145441335	0.2224356171429567	19
TM14P2	TM29P2	-0.1432072334971352	0.17398604584007668	19
TM14P2	TM2P1	0.028075701041919567	0.16941455543508388	14
TM14P2	TM2P2	0.006911489763289327	0.16961131721612038	14
TM14P2	TM30P1	0.613205788328843	0.14758096252625655	12
TM14P2	TM30P2	0.08452694657151828	0.106207368204788	12
TM14P2	TM31P1	-0.06399637961427147	0.1562961308198637	15
TM14P2	TM31P2	0.04689344745108889	0.15234774448718424	15
TM14P2	TM32P1	-0.2963206047929523	0.1932152637679375	13
TM14P2	TM32P2	-0.2586957056806318	0.20302814289361606	13
TM14P2	TM33P1	-0.3176641816989326	0.1338128062476109	12
TM14P2	TM33P2	-0.51640242832189	0.14169784819974335	12
TM14P2	TM34P1	-0.28977911552924046	0.16661283379506836	14
TM14P2	TM34P2	-0.26551378173512113	0.16212938578365096	14
TM14P2	TM36P1	0.1128781863455739	0.10444985022505478	12
TM14P2	TM36P2	-0.3776813032352073	0.131330832352199	12
TM14P2	TM37P1	-0.2795037319414952	0.1366948929740024	12
TM14P2	TM37P2	-0.2437366487770085	0.2199246022726741	12
TM14P2	TM37P3	-0.3246588918702971	0.15681098400579474	12
TM14P2	TM38P1	0.43170923298963526	0.11600215498703115	12
TM14P2	TM38P2	0.2250281198210541	0.1339478188652549	12
TM14P2	TM39P1	-0.29723401306272496	0.162737204122855	12
TM14P2	TM39P2	-0.2911814601806139	0.1804142144719059	12
TM14P2	TM3P1	0.612419960173278	0.1449837301899965	16
TM14P2	TM3P2	-0.1816523845040139	0.12443168574014357	16
TM14P2	TM41P1	0.2561524702247137	0.09409043069692992	16
TM14P2	TM41P2	0.3512223647007751	0.12526144428447988	16
TM14P2	TM41P3	0.16143124454376126	0.1538415740816993	16
TM14P2	TM42P1	0.34550766394586774	0.16514627529154927	14
