sample	length	marker	subject
C12N1	0	Nax15	C12
C12P8	-1.8551986982712116	Nax15	C12
C12P9	-2.0661391193719276	Nax15	C12
C12P10	-2.935086141014452	Nax15	C12
C12M1	-2.4739130838862105	Nax15	C12
C12L5	-3.0489028306142463	Nax15	C12
C12P3	-2.2065635448636978	Nax15	C12
C12P1	-2.6265665132144167	Nax15	C12
C12P2	-2.1422571777883674	Nax15	C12
C12P4	-2.2830377259248427	Nax15	C12
C12P5	-2.772225682850488	Nax15	C12
C12P6	-3.0268429422710597	Nax15	C12
C12P7	-2.818074681845061	Nax15	C12
C12L1	-1.7340084049867217	Nax15	C12
C12L2	-2.3948867574355748	Nax15	C12
C12L3	-2.526369922446717	Nax15	C12
C12N2	-0.1012604189904156	Nax15	C12
C12N1	0	Nax38	C12
C12P8	-4.572369613989758	Nax38	C12
C12P9	-3.8722358222368882	Nax38	C12
C12P10	-5.162537859226708	Nax38	C12
C12M1	-5.548754814945935	Nax38	C12
C12L5	-4.921056428443082	Nax38	C12
C12P3	-5.052518736802437	Nax38	C12
C12P1	-4.137077697845076	Nax38	C12
C12P2	-5.054252725467207	Nax38	C12
C12P4	-4.657318717720659	Nax38	C12
C12P5	-5.057940106963315	Nax38	C12
C12P6	-5.191502776945933	Nax38	C12
C12P7	-4.642469304100646	Nax38	C12
C12L1	-4.278998790924957	Nax38	C12
C12L2	-4.561573773349159	Nax38	C12
C12L3	-4.703833345988717	Nax38	C12
C12N2	0.04264961777414378	Nax38	C12
C12N1	0	Nax47	C12
C12P8	-6.1072918542052275	Nax47	C12
C12P9	-6.630105867720678	Nax47	C12
C12P10	-6.869154347145122	Nax47	C12
C12M1	-6.9039077994165226	Nax47	C12
C12L5	-8.355714091874706	Nax47	C12
C12P3	-7.00219938641247	Nax47	C12
C12P1	-6.9875912351147	Nax47	C12
C12P2	-6.0924354276051575	Nax47	C12
C12P4	-7.012270681271073	Nax47	C12
C12P5	-7.893260388199432	Nax47	C12
C12P6	-7.687416724355275	Nax47	C12
C12P7	-6.701514333776557	Nax47	C12
C12L1	-6.196754437179202	Nax47	C12
C12L2	-8.869171026874481	Nax47	C12
C12L3	-8.7861572476819	Nax47	C12
C12N2	-0.085279627916659	Nax47	C12
C12N1	0	Nax49	C12
C12P8	-3.213589627254999	Nax49	C12
C12P9	-3.069450760272975	Nax49	C12
C12P10	-3.866845678267766	Nax49	C12
C12M1	-4.1495012180480195	Nax49	C12
C12L5	-4.484573955145528	Nax49	C12
C12P3	-3.646368931517797	Nax49	C12
C12P1	-3.2067923959145217	Nax49	C12
C12P2	-3.6948521350384667	Nax49	C12
C12P4	-3.0304012323604166	Nax49	C12
C12P5	-3.8548825429035523	Nax49	C12
C12P6	-3.5184956056209833	Nax49	C12
C12P7	-3.94236716899157	Nax49	C12
C12L1	-2.9661306731046633	Nax49	C12
C12L2	-3.9147384246937955	Nax49	C12
C12L3	-3.9939935325059084	Nax49	C12
C12N2	-0.009977185840346792	Nax49	C12
C12N1	0	Nax53	C12
C12P8	-1.937759081404835	Nax53	C12
C12P9	-1.7706942478554106	Nax53	C12
C12P10	-2.2949463658472657	Nax53	C12
C12M1	-2.583242443070286	Nax53	C12
C12L5	-1.9986794647571253	Nax53	C12
C12P3	-1.9981766729368258	Nax53	C12
C12P1	-1.308417976510483	Nax53	C12
C12P2	-2.053670737248236	Nax53	C12
C12P4	-1.503005093372022	Nax53	C12
C12P5	-2.3243959842557693	Nax53	C12
C12P6	-2.1996746841155197	Nax53	C12
C12P7	-2.276976627215177	Nax53	C12
C12L1	-1.5340825440249217	Nax53	C12
C12L2	-1.851568722525859	Nax53	C12
C12L3	-1.8519389623358284	Nax53	C12
C12N2	0.009310836257839128	Nax53	C12
C12N1	0	Nax55	C12
C12P8	-1.6885596500811526	Nax55	C12
C12P9	-1.2025200814823385	Nax55	C12
C12P10	-2.2428548785553444	Nax55	C12
C12M1	-2.5902416927750216	Nax55	C12
C12L5	-2.109586278887321	Nax55	C12
C12P3	-2.3113820130283305	Nax55	C12
C12P1	-1.8633005256382753	Nax55	C12
C12P2	-2.3248757661330073	Nax55	C12
C12P4	-1.9870001406996725	Nax55	C12
C12P5	-2.6766596433663867	Nax55	C12
C12P6	-2.4438932020742308	Nax55	C12
C12P7	-2.120533442090164	Nax55	C12
C12L1	-1.8744056273077558	Nax55	C12
C12L2	-2.289375289499062	Nax55	C12
C12L3	-2.322384936442532	Nax55	C12
C12N2	0.10960393731846363	Nax55	C12
C12N1	0	Nax56	C12
C12P8	-3.9085061456850925	Nax56	C12
C12P9	-3.0835920846381724	Nax56	C12
C12P10	-3.886321981875896	Nax56	C12
C12M1	-4.177804694770792	Nax56	C12
C12L5	-3.5347584860348027	Nax56	C12
C12P3	-3.510105577918183	Nax56	C12
C12P1	-3.134760197913937	Nax56	C12
C12P2	-3.4809439998619167	Nax56	C12
C12P4	-2.3851751678825126	Nax56	C12
C12P5	-3.7195213309134196	Nax56	C12
C12P6	-2.631961488806179	Nax56	C12
C12P7	-3.439378068349531	Nax56	C12
C12L1	-2.6118041440067934	Nax56	C12
C12L2	-3.0607406630631937	Nax56	C12
C12L3	-3.197552116113097	Nax56	C12
C12N2	0.029507076246661157	Nax56	C12
C12N1	0	Sal21	C12
C12P8	-1.9960541300801888	Sal21	C12
C12P9	-1.9145584591484788	Sal21	C12
C12P10	-2.5680823076839014	Sal21	C12
C12M1	-2.9094117486106317	Sal21	C12
C12L5	-3.0328819046394875	Sal21	C12
C12P3	-2.2916308059849166	Sal21	C12
C12P1	-1.911656833276997	Sal21	C12
C12P2	-2.2167780328603954	Sal21	C12
C12P4	-2.2055751101560035	Sal21	C12
C12P5	-2.367013148336382	Sal21	C12
C12P6	-2.497653819106862	Sal21	C12
C12P7	-2.189761329450969	Sal21	C12
C12L1	-1.9220547498078298	Sal21	C12
C12L2	-2.8846279091923632	Sal21	C12
C12L3	-2.805735643035916	Sal21	C12
C12N2	0.03186087782143332	Sal21	C12
C12N1	0	Sal22LA	C12
C12P8	-2.9962144609192327	Sal22LA	C12
C12P9	-2.053179713545336	Sal22LA	C12
C12P10	-3.245127905854519	Sal22LA	C12
C12M1	-3.6165317282907696	Sal22LA	C12
C12L5	-3.748045347568867	Sal22LA	C12
C12P3	-3.1218155599851345	Sal22LA	C12
C12P1	-2.662852711956181	Sal22LA	C12
C12P2	-2.6267846749065233	Sal22LA	C12
C12P4	-2.7306408943306355	Sal22LA	C12
C12P5	-3.076257235904287	Sal22LA	C12
C12P6	-3.0972236475294164	Sal22LA	C12
C12P7	-3.29082269432808	Sal22LA	C12
C12L1	-2.1672253299552073	Sal22LA	C12
C12L2	-2.9929290131363517	Sal22LA	C12
C12L3	-3.4177156243760445	Sal22LA	C12
C12N2	0.020464848389194046	Sal22LA	C12
C12N1	0	Sal45	C12
C12P8	-3.558072920571141	Sal45	C12
C12P9	-3.1190977173674326	Sal45	C12
C12P10	-3.9668391104780745	Sal45	C12
C12M1	-4.101082380012832	Sal45	C12
C12L5	-3.6150762390305116	Sal45	C12
C12P3	-3.7633777769090586	Sal45	C12
C12P1	-2.8164789697972434	Sal45	C12
C12P2	-3.091803825529139	Sal45	C12
C12P4	-2.7312313549774823	Sal45	C12
C12P5	-3.622223798553909	Sal45	C12
C12P6	-3.402013793981512	Sal45	C12
C12P7	-3.525763411570614	Sal45	C12
C12L1	-3.1117766783464016	Sal45	C12
C12L2	-3.5344333952536826	Sal45	C12
C12L3	-3.6432780464223304	Sal45	C12
C12N2	0.153685383872058	Sal45	C12
C12N1	0	Sal57	C12
C12P8	-0.18999108910642315	Sal57	C12
C12P9	-0.604388587372759	Sal57	C12
C12P10	-0.6156856517296512	Sal57	C12
C12M1	-0.2641527230337628	Sal57	C12
C12L5	-1.5026230735455466	Sal57	C12
C12P3	-0.7437314078065138	Sal57	C12
C12P1	-0.6958598262609721	Sal57	C12
C12P2	-0.9224026091203998	Sal57	C12
C12P4	-0.808905859422973	Sal57	C12
C12P5	-0.5877404641368265	Sal57	C12
C12P6	-0.9198750374436573	Sal57	C12
C12P7	-0.5241441154310702	Sal57	C12
C12L1	-0.09531528746893647	Sal57	C12
C12L2	-1.0899420793172334	Sal57	C12
C12L3	-1.1528201765784925	Sal57	C12
C12N2	-0.0354272695710649	Sal57	C12
C12N1	0	Sal74	C12
C12P8	-0.5636491571115037	Sal74	C12
C12P9	-0.24873672563848137	Sal74	C12
C12P10	-0.03810778196303222	Sal74	C12
C12M1	-0.45171112789820533	Sal74	C12
C12L5	-1.7898376719526121	Sal74	C12
C12P3	-0.6866834286988972	Sal74	C12
C12P1	-0.9501880211369764	Sal74	C12
C12P2	-0.7728568918469949	Sal74	C12
C12P4	-0.42979654508908594	Sal74	C12
C12P5	-0.0040496625642796324	Sal74	C12
C12P6	-1.2988376314979013	Sal74	C12
C12P7	0.2976668598655716	Sal74	C12
C12L1	-0.09065533900710632	Sal74	C12
C12L2	-1.2568325167079593	Sal74	C12
C12L3	-1.2442837207906878	Sal74	C12
C12N2	-0.015465122555642807	Sal74	C12
C12N1	0	Sal78	C12
C12P8	-0.5776817837092074	Sal78	C12
C12P9	-0.7460337691523424	Sal78	C12
C12P10	-0.9402637620054057	Sal78	C12
C12M1	-1.1650861922340763	Sal78	C12
C12L5	-1.3210953333309048	Sal78	C12
C12P3	-0.5210917585398147	Sal78	C12
C12P1	-0.49246216901783635	Sal78	C12
C12P2	-0.5585528062310532	Sal78	C12
C12P4	-0.6919532402707405	Sal78	C12
C12P5	-0.14748325185078048	Sal78	C12
C12P6	-0.8088927512019959	Sal78	C12
C12P7	-0.4314346993105711	Sal78	C12
C12L1	-0.7510277467383566	Sal78	C12
C12L2	-0.8188483227856445	Sal78	C12
C12L3	-0.7578649830386612	Sal78	C12
C12N2	0.04270972082071989	Sal78	C12
C12N1	0	Sal83	C12
C12P8	0.1662302220930778	Sal83	C12
C12P9	-0.364293051013898	Sal83	C12
C12P10	-0.6533115555250584	Sal83	C12
C12M1	-0.1323330195896526	Sal83	C12
C12L5	-0.6453702043610514	Sal83	C12
C12P3	0.10678946049634375	Sal83	C12
C12P1	-0.8299434192109558	Sal83	C12
C12P2	-1.025822408102655	Sal83	C12
C12P4	-0.9885861064608461	Sal83	C12
C12P5	-1.1644650056203294	Sal83	C12
C12P6	-1.1066133102183566	Sal83	C12
C12P7	-1.0529543568075659	Sal83	C12
C12L1	-0.6190908607137722	Sal83	C12
C12L2	-0.8034046059969056	Sal83	C12
C12L3	-0.7588206617714603	Sal83	C12
C12N2	-0.33139022282882724	Sal83	C12
C12N1	0	Sal84	C12
C12P8	-1.1038243798912317	Sal84	C12
C12P9	-0.7482907026198071	Sal84	C12
C12P10	-0.666303057001763	Sal84	C12
C12M1	-1.3261507576333398	Sal84	C12
C12L5	-1.0790413200118318	Sal84	C12
C12P3	-1.0578890375113144	Sal84	C12
C12P1	-0.8685742839324666	Sal84	C12
C12P2	-1.0661367024352408	Sal84	C12
C12P4	-0.8482769772209746	Sal84	C12
C12P5	-0.8255361051167167	Sal84	C12
C12P6	-0.9683455500221019	Sal84	C12
C12P7	-0.7656907458813764	Sal84	C12
C12L1	-0.9002142912750082	Sal84	C12
C12L2	-1.0857412715327541	Sal84	C12
C12L3	-0.9347863408448465	Sal84	C12
C12N2	0.03273558233728524	Sal84	C12
C31P1	0.06881757879032069	Sal102	C31
C31P2	0.10600945842835019	Sal102	C31
C31P3	0.018103174664743094	Sal102	C31
C31P4	0.03533689717272415	Sal102	C31
C31M1a	0.20289077934234045	Sal102	C31
C31M1b	-0.2295134816999833	Sal102	C31
C31M1c	-0.05429066746892319	Sal102	C31
C31M1d	0.04437663539904335	Sal102	C31
C31M1e	-0.19036580236194256	Sal102	C31
C31M1f	0.034552480131002206	Sal102	C31
C31M1g	0.03370564944025034	Sal102	C31
C31M1h	-0.17260185146570572	Sal102	C31
C31L1	0.08020876067674676	Sal102	C31
C31L2	-0.1896604325043607	Sal102	C31
C31N1	0	Sal102	C31
C31P1	-0.3109911537227821	Sal104	C31
C31P2	-0.244511278195489	Sal104	C31
C31P3	-0.17194277192216934	Sal104	C31
C31P4	-0.1580173068279458	Sal104	C31
C31M1a	-0.7352557653599137	Sal104	C31
C31M1b	-0.6829888853405444	Sal104	C31
C31M1c	-0.8156524812221453	Sal104	C31
C31M1d	-0.6822592809768873	Sal104	C31
C31M1e	-0.5465767597706215	Sal104	C31
C31M1f	-0.6333820657061131	Sal104	C31
C31M1g	-0.7213525728984784	Sal104	C31
C31M1h	-0.6986522222963174	Sal104	C31
C31L1	-0.20573896606633646	Sal104	C31
C31L2	-0.30814942307960624	Sal104	C31
C31N1	0	Sal104	C31
C31P1	-0.376031948696371	Sal21	C31
C31P2	-0.34515487131149714	Sal21	C31
C31P3	-0.3109267322164877	Sal21	C31
C31P4	-0.5051999799219344	Sal21	C31
C31M1a	-0.3843717736516936	Sal21	C31
C31M1b	-0.27279458275593527	Sal21	C31
C31M1c	-0.7129486009058437	Sal21	C31
C31M1d	-0.6635302243370003	Sal21	C31
C31M1e	-0.4289168882818375	Sal21	C31
C31M1f	-0.42446521613908317	Sal21	C31
C31M1g	-0.45586344107724663	Sal21	C31
C31M1h	-0.6550759476396921	Sal21	C31
C31L1	-0.03719407788722684	Sal21	C31
C31L2	-0.3830357586519826	Sal21	C31
C31N1	0	Sal21	C31
C31P1	0.054021921320428046	Sal22LA	C31
C31P2	0.04314156976831107	Sal22LA	C31
C31P3	0.1094884168820478	Sal22LA	C31
C31P4	0.07342620435447511	Sal22LA	C31
C31M1a	0.06501521727096238	Sal22LA	C31
C31M1b	0.12670063514203678	Sal22LA	C31
C31M1c	0.34196849288675635	Sal22LA	C31
C31M1d	0.30504728343922505	Sal22LA	C31
C31M1e	0.15708642803763961	Sal22LA	C31
C31M1f	0.2483756805807622	Sal22LA	C31
C31M1g	0.2485557859388372	Sal22LA	C31
C31M1h	0.34046524515152976	Sal22LA	C31
C31L1	0.14433328803536805	Sal22LA	C31
C31L2	0.015776059956990718	Sal22LA	C31
C31N1	0	Sal22LA	C31
C31P1	0.03691493610057206	Sal22UA	C31
C31P2	0.026999591707495885	Sal22UA	C31
C31P3	0.03786644804836836	Sal22UA	C31
C31P4	0.20483976179954944	Sal22UA	C31
C31M1a	0.031127601730336796	Sal22UA	C31
C31M1b	0.014312368046349278	Sal22UA	C31
C31M1c	0.04574812509213588	Sal22UA	C31
C31M1d	0.030651348624827435	Sal22UA	C31
C31M1e	-0.028909164962780398	Sal22UA	C31
C31M1f	-0.008545144834474883	Sal22UA	C31
C31M1g	-0.01083560441749487	Sal22UA	C31
C31M1h	0.013600782778865117	Sal22UA	C31
C31L1	0.010675159341165141	Sal22UA	C31
C31L2	0.01079748948063708	Sal22UA	C31
C31N1	0	Sal22UA	C31
C31P1	-0.2940991711091705	Sal26	C31
C31P2	-0.34103935669477714	Sal26	C31
C31P3	-0.15739309748140418	Sal26	C31
C31P4	-0.10543570305108307	Sal26	C31
C31M1a	-0.4332924049149751	Sal26	C31
C31M1b	-0.42189736890432705	Sal26	C31
C31M1c	-0.6347344852625856	Sal26	C31
C31M1d	-0.5971544097154728	Sal26	C31
C31M1e	-0.3643350311414757	Sal26	C31
C31M1f	-0.4503832367861804	Sal26	C31
C31M1g	-0.659187272918655	Sal26	C31
C31M1h	-0.1633344541387034	Sal26	C31
C31L1	-0.17366877683829518	Sal26	C31
C31L2	-0.10370463602789481	Sal26	C31
C31N1	0	Sal26	C31
C31P1	-0.27646242618242844	Sal30	C31
C31P2	-0.16149417265684995	Sal30	C31
C31P3	-0.19452467486074676	Sal30	C31
C31P4	-0.2257516743429937	Sal30	C31
C31M1a	-0.35201986516590944	Sal30	C31
C31M1b	-0.1318368784055619	Sal30	C31
C31M1c	-0.3362945275814284	Sal30	C31
C31M1d	-0.32658283865071214	Sal30	C31
C31M1e	-0.25928263781279215	Sal30	C31
C31M1f	-0.39918062822528233	Sal30	C31
C31M1g	-0.2895228092695197	Sal30	C31
C31M1h	-0.3036305019801824	Sal30	C31
C31L1	-0.10938044163150407	Sal30	C31
C31L2	-0.27085326637394935	Sal30	C31
C31N1	0	Sal30	C31
C31P1	6.191469746230638e-4	Sal36	C31
C31P2	0.016845683415026347	Sal36	C31
C31P3	0.00834112426737521	Sal36	C31
C31P4	-0.2423617833628957	Sal36	C31
C31M1a	9.248762215960937e-4	Sal36	C31
C31M1b	-0.059916332123091554	Sal36	C31
C31M1c	-0.022992771047780636	Sal36	C31
C31M1d	-0.02740255106591727	Sal36	C31
C31M1e	-0.010176263219741521	Sal36	C31
C31M1f	-0.0388667635049349	Sal36	C31
C31M1g	-0.005967567567567222	Sal36	C31
C31M1h	-0.01211567252383583	Sal36	C31
C31L1	-0.03422802401842873	Sal36	C31
C31L2	0.013106376428635436	Sal36	C31
C31N1	0	Sal36	C31
C31P1	-0.10123371208491871	Sal45	C31
C31P2	-0.040696299245987166	Sal45	C31
C31P3	-0.06621889297591377	Sal45	C31
C31P4	0.03727857005638224	Sal45	C31
C31M1a	-0.09087711576796265	Sal45	C31
C31M1b	-0.13672365118117868	Sal45	C31
C31M1c	-0.14678721548325413	Sal45	C31
C31M1d	-0.10581531021226898	Sal45	C31
C31M1e	-0.09626761007951323	Sal45	C31
C31M1f	-0.06547693275347966	Sal45	C31
C31M1g	-0.11812639817049453	Sal45	C31
C31M1h	-0.08597326287395335	Sal45	C31
C31L1	-0.12134510661589504	Sal45	C31
C31L2	-7.389998315563417e-4	Sal45	C31
C31N1	0	Sal45	C31
C31P1	-0.03384365244126908	Sal46	C31
C31P2	-0.012844862533635037	Sal46	C31
C31P3	-0.04014995616551298	Sal46	C31
C31P4	0.01205124191658058	Sal46	C31
C31M1a	-0.005049105439351109	Sal46	C31
C31M1b	-0.017657054618238188	Sal46	C31
C31M1c	0.02582400016412434	Sal46	C31
C31M1d	-0.061347367339637415	Sal46	C31
C31M1e	0.012388105766295787	Sal46	C31
C31M1f	-0.022520580758360165	Sal46	C31
C31M1g	-0.013268825960516928	Sal46	C31
C31M1h	0.020671567627450482	Sal46	C31
C31L1	-0.037796593660955224	Sal46	C31
C31L2	-0.03216676385959927	Sal46	C31
C31N1	0	Sal46	C31
C31P1	-0.23878428851203282	Sal52	C31
C31P2	-0.0776393633487027	Sal52	C31
C31P3	-0.11089294776751091	Sal52	C31
C31P4	-0.0931506361535499	Sal52	C31
C31M1a	-0.36155666294921174	Sal52	C31
C31M1b	-0.30672440162340875	Sal52	C31
C31M1c	-0.17774806902741025	Sal52	C31
C31M1d	-0.16175125513432143	Sal52	C31
C31M1e	-0.3042238131553878	Sal52	C31
C31M1f	-0.017183747838432684	Sal52	C31
C31M1g	-0.1403920998833792	Sal52	C31
C31M1h	-0.32653511668812163	Sal52	C31
C31L1	-0.30977951303514617	Sal52	C31
C31L2	-0.1377480820911261	Sal52	C31
C31N1	0	Sal52	C31
C31P1	-0.1373343137776626	Sal54	C31
C31P2	-0.07548166682470514	Sal54	C31
C31P3	-0.050414056290550846	Sal54	C31
C31P4	-0.035652222291234104	Sal54	C31
C31M1a	-0.04832955935081662	Sal54	C31
C31M1b	-0.20338405630799272	Sal54	C31
C31M1c	-0.1218767054373413	Sal54	C31
C31M1d	-0.15133146703610745	Sal54	C31
C31M1e	-0.1271914985968987	Sal54	C31
C31M1f	-0.13499231979966098	Sal54	C31
C31M1g	-0.1712466664061143	Sal54	C31
C31M1h	-0.11522255567869699	Sal54	C31
C31L1	-0.07625633982705438	Sal54	C31
C31L2	-0.12803962117322865	Sal54	C31
C31N1	0	Sal54	C31
C31P1	-0.42956425255733555	Sal57	C31
C31P2	-0.3854400558276798	Sal57	C31
C31P3	-0.3096567722374539	Sal57	C31
C31P4	-0.34431432938147033	Sal57	C31
C31M1a	-0.49681032177668705	Sal57	C31
C31M1b	-0.4812774049784827	Sal57	C31
C31M1c	-0.5601007518500145	Sal57	C31
C31M1d	-0.469398644817939	Sal57	C31
C31M1e	-0.3982890494467939	Sal57	C31
C31M1f	-0.5318728982006378	Sal57	C31
C31M1g	-0.4791079172374766	Sal57	C31
C31M1h	-0.47024496537491123	Sal57	C31
C31L1	-0.30506903325799994	Sal57	C31
C31L2	-0.41579877255604236	Sal57	C31
C31N1	0	Sal57	C31
C31P1	-0.2536878522211157	Sal74	C31
C31P2	-0.22098900235957508	Sal74	C31
C31P3	-0.11966046566671862	Sal74	C31
C31P4	-0.09173506953459398	Sal74	C31
C31M1a	-0.14425842028136682	Sal74	C31
C31M1b	-0.19798266755919114	Sal74	C31
C31M1c	-0.3210888380569026	Sal74	C31
C31M1d	-0.2804637048978238	Sal74	C31
C31M1e	-0.1299577914278851	Sal74	C31
C31M1f	-0.26265356937641915	Sal74	C31
C31M1g	-0.15435762835785383	Sal74	C31
C31M1h	-0.2512421267884726	Sal74	C31
C31L1	-0.18973597825421384	Sal74	C31
C31L2	-0.11617456876923882	Sal74	C31
C31N1	0	Sal74	C31
C31P1	-0.06047546413531402	Sal78	C31
C31P2	-0.009219459551760512	Sal78	C31
C31P3	-0.02500090076589201	Sal78	C31
C31P4	0.04127423640380812	Sal78	C31
C31M1a	0.031733741149494676	Sal78	C31
C31M1b	-0.028173721856188827	Sal78	C31
C31M1c	-0.038729263644070144	Sal78	C31
C31M1d	-0.04154819302542423	Sal78	C31
C31M1e	-0.02216953742117589	Sal78	C31
C31M1f	0.0011786227868113563	Sal78	C31
C31M1g	-0.021195472976684115	Sal78	C31
C31M1h	-0.03639458395391859	Sal78	C31
C31L1	-0.05202652999959456	Sal78	C31
C31L2	0.009373713688669127	Sal78	C31
C31N1	0	Sal78	C31
C31P1	-0.6592810634249764	Sal83	C31
C31P2	-0.5968873965266983	Sal83	C31
C31P3	-0.47999646773617144	Sal83	C31
C31P4	-0.6205450255080516	Sal83	C31
C31M1a	-1.2474990495322595	Sal83	C31
C31M1b	-1.1028177233226781	Sal83	C31
C31M1c	-1.1791126592524552	Sal83	C31
C31M1d	-0.9163609436578426	Sal83	C31
C31M1e	-0.9644997558963659	Sal83	C31
C31M1f	-0.9077400040453858	Sal83	C31
C31M1g	-0.9049305943180901	Sal83	C31
C31M1h	-0.8327959309417556	Sal83	C31
C31L1	-0.5667415668026718	Sal83	C31
C31L2	-0.6140828284430668	Sal83	C31
C31N1	0	Sal83	C31
C31P1	-0.2749774902296549	Sal84	C31
C31P2	-0.20021427560723049	Sal84	C31
C31P3	-0.20045890031771108	Sal84	C31
C31P4	-0.20506106050475137	Sal84	C31
C31M1a	-0.3052835141762318	Sal84	C31
C31M1b	-0.2991121741691636	Sal84	C31
C31M1c	-0.32027144680267905	Sal84	C31
C31M1d	-0.42939744117704737	Sal84	C31
C31M1e	-0.25766661421833836	Sal84	C31
C31M1f	-0.3456347284832826	Sal84	C31
C31M1g	-0.4452105714252168	Sal84	C31
C31M1h	-0.2966454878546101	Sal84	C31
C31L1	-0.191844578122494	Sal84	C31
C31L2	-0.2520350554617796	Sal84	C31
C31N1	0	Sal84	C31
C31P1	-0.42476812524383023	Sal87	C31
C31P2	-0.3111734630253151	Sal87	C31
C31P3	-0.2631541638886974	Sal87	C31
C31P4	-0.26534059332463666	Sal87	C31
C31M1a	-0.47975619758743093	Sal87	C31
C31M1b	-0.48855068350598385	Sal87	C31
C31M1c	-0.4861891514326282	Sal87	C31
C31M1d	-0.4554969092680201	Sal87	C31
C31M1e	-0.3674996111040407	Sal87	C31
C31M1f	-0.4498078486570898	Sal87	C31
C31M1g	-0.4741051050267244	Sal87	C31
C31M1h	-0.44271184334418345	Sal87	C31
C31L1	-0.3867082223836036	Sal87	C31
C31L2	-0.39209677154751965	Sal87	C31
C31N1	0	Sal87	C31
C36N1	0	Nax10	C36
C36P1	0.1999478230534133	Nax10	C36
C36N2	-0.013201795020882923	Nax10	C36
C36P2	0.2512098973423016	Nax10	C36
C36P3	0.1528255743060587	Nax10	C36
C36L1	0.153758231750035	Nax10	C36
C36L2	0.2809689043246091	Nax10	C36
C36L3	0.2346471951172533	Nax10	C36
C36L4	0.20212708899825493	Nax10	C36
C36M1	0.28382493639940964	Nax10	C36
C36M2	0.2460046112876304	Nax10	C36
C36N1	0	Nax11	C36
C36P1	0.10723992161068852	Nax11	C36
C36N2	0.04939640720028393	Nax11	C36
C36P2	0.14794675087300613	Nax11	C36
C36P3	0.061333531215487014	Nax11	C36
C36L1	0.15377672563330425	Nax11	C36
C36L2	0.14479702632223024	Nax11	C36
C36L3	0.21157470452204352	Nax11	C36
C36L4	0.13706841126040814	Nax11	C36
C36M1	0.22252892218615505	Nax11	C36
C36M2	0.1794459587924555	Nax11	C36
C36N1	0	Nax13	C36
C36P1	-0.1160711090090163	Nax13	C36
C36N2	0.0031509866272751985	Nax13	C36
C36P2	-0.1691065928649209	Nax13	C36
C36P3	-0.09993819950338345	Nax13	C36
C36L1	-0.13707984904760329	Nax13	C36
C36L2	-0.16598341765280145	Nax13	C36
C36L3	-0.13886599723709558	Nax13	C36
C36L4	-0.14820497860120652	Nax13	C36
C36M1	-0.10102948769532416	Nax13	C36
C36M2	-0.11853501026778979	Nax13	C36
C36N1	0	Nax15	C36
C36P1	0.06785765638976216	Nax15	C36
C36N2	0.06056938428239356	Nax15	C36
C36P2	0.0818624091796214	Nax15	C36
C36P3	0.089606099641804	Nax15	C36
C36L1	0.13630244281646053	Nax15	C36
C36L2	0.08579902861662614	Nax15	C36
C36L3	0.1167331389373949	Nax15	C36
C36L4	0.04637627269552258	Nax15	C36
C36M1	0.09137949050128436	Nax15	C36
C36M2	0.10512282949643437	Nax15	C36
C36N1	0	Nax27	C36
C36P1	-0.13216689468635456	Nax27	C36
C36N2	-0.16028544703989178	Nax27	C36
C36P2	-0.06764776933230943	Nax27	C36
C36P3	-0.2897642607305664	Nax27	C36
C36L1	-0.10016610282248495	Nax27	C36
C36L2	-0.1641602575476031	Nax27	C36
C36L3	-0.3192551180114189	Nax27	C36
C36L4	-0.29710062454779385	Nax27	C36
C36M1	-0.23506035808517955	Nax27	C36
C36M2	-0.20724308319402374	Nax27	C36
C36N1	0	Nax50	C36
C36P1	0.09573348960613126	Nax50	C36
C36N2	-0.028188220510240836	Nax50	C36
C36P2	0.044864676968180195	Nax50	C36
C36P3	-0.0016686022914256249	Nax50	C36
C36L1	0.05626044143999254	Nax50	C36
C36L2	0.026603889629669197	Nax50	C36
C36L3	0.010218464530357352	Nax50	C36
C36L4	0.08680564344625852	Nax50	C36
C36M1	0.031155172203974235	Nax50	C36
C36M2	0.12148884335108079	Nax50	C36
C36N1	0	Nax51	C36
C36P1	-0.4202065202561518	Nax51	C36
C36N2	0.0013172529155101032	Nax51	C36
C36P2	-0.4170735918387263	Nax51	C36
C36P3	-0.5347737698425794	Nax51	C36
C36L1	-0.40775629002618263	Nax51	C36
C36L2	-0.4155179784524412	Nax51	C36
C36L3	-0.5403013826316605	Nax51	C36
C36L4	-0.46856981165310874	Nax51	C36
C36M1	-0.507916327090046	Nax51	C36
C36M2	-0.48768505032499254	Nax51	C36
C36N1	0	Nax53	C36
C36P1	-0.13795371881859042	Nax53	C36
C36N2	0.04865175304245728	Nax53	C36
C36P2	-0.5303309807189067	Nax53	C36
C36P3	-0.07466242120998778	Nax53	C36
C36L1	-0.1692898088896997	Nax53	C36
C36L2	-0.23384886968215035	Nax53	C36
C36L3	-0.23569367733656987	Nax53	C36
C36L4	-0.22156453689322797	Nax53	C36
C36M1	-0.257799941179107	Nax53	C36
C36M2	-0.2181861573399626	Nax53	C36
C36N1	0	Sal102	C36
C36P1	0.23845556562770387	Sal102	C36
C36N2	0.00972744696906247	Sal102	C36
C36P2	0.28713574686940424	Sal102	C36
C36P3	0.2896215851151629	Sal102	C36
C36L1	0.3136107651524953	Sal102	C36
C36L2	0.3236692322488026	Sal102	C36
