a	b	l1	r	marker	divs
C65P1	C65L1b	0.13363989455488284	0.8738081228327123	23	1416.969210744454
C65P1	C65L3	0.1089600320970785	0.8423228530300381	23	1155.2913237287987
C65P1	C65M1a	0.14508371854817992	0.7764514127126981	23	1538.3068270729468
C65P1	C65M1b	0.11934761604276355	0.7988659136195152	23	1265.4297421560477
C65P1	C65P2	0.09956740213644111	0.8642720640816015	23	1055.7022937728275
C65P1	C65L2	0.11986538889904097	0.8484476614029655	23	1270.9196312191
C65L1a	C65L1b	0.05760547623095425	0.9746335058280885	23	610.784574931044
C65L1a	C65L3	0.10134473266364087	0.7684039623440522	23	1074.5471352982302
C65L1a	C65M1a	0.1404132954692768	0.8354756977496596	23	1488.7868410987119
C65L1a	C65M1b	0.12181178085571118	0.6423022948278694	23	1291.557012622523
C65L1a	C65P2	0.1298413649980287	0.7659661782343913	23	1376.6938165884471
C65L1a	C65L2	0.11499140542567891	0.7436413273712972	23	1219.2413166077765
C65L1b	C65L3	0.10641026883078375	0.8153594189337766	23	1128.2564622073905
C65L1b	C65M1a	0.11038748205333093	0.9018898667017338	23	1170.4264197615
C65L1b	C65M1b	0.1180312605978927	0.7177488092919375	23	1251.4725690978798
C65L1b	C65P2	0.12637594415011968	0.8424498572510255	23	1339.9503377035367
C65L1b	C65L2	0.11732800423527624	0.7888394034711709	23	1244.016018668783
C65L3	C65M1a	0.1408559435750846	0.8157980450611114	23	1493.4801906348896
C65L3	C65M1b	0.04289063699302536	0.967116248740824	23	454.76474110337796
C65L3	C65P2	0.07363089606751702	0.9514460861157388	23	780.700351752743
C65L3	C65L2	0.04646006784882694	0.9726464306710355	23	492.611026745836
C65M1a	C65M1b	0.1371875015055531	0.766652240414543	23	1454.5840999036066
C65M1a	C65P2	0.13507051910897683	0.8783036804900145	23	1432.1379666914568
C65M1a	C65L2	0.15834958619528586	0.7510526503010541	23	1678.9633733263595
C65M1b	C65P2	0.07293771741399353	0.9496734869317394	23	773.3506541728432
C65M1b	C65L2	0.06128373992675794	0.9607526842002707	23	649.784803293335
C65P2	C65L2	0.08735657675496228	0.9316417961316386	23	926.2322454690501
C66N1	C66N2	0.04169109694435127	NA	20	442.0461489368146
C66N1	C66P1	0.127175554472518	NA	20	1348.4285186479742
C66N1	C66P2	0.06811491457505063	NA	20	722.2150022402044
C66N1	C66P3	0.11969138653941172	NA	20	1269.074703198072
C66N1	C66L1	0.14843380942628814	NA	20	1573.8274748801457
C66N1	C66L2	0.058229729267262165	NA	20	617.4034617171211
C66N1	C66L3	0.06868001976115287	NA	20	728.2067508284978
C66N1	C66L4	0.12594524145922917	NA	20	1335.383644097489
C66N1	C66L5	0.11163368926197643	NA	20	1183.639818729974
C66N1	C66M1a	0.15765480473137927	NA	20	1671.5966813229677
C66N1	C66M1b	0.1696483667305521	NA	20	1798.7631097056492
C66N1	C66M2	0.15178883404718735	NA	20	1609.400434623476
C66N2	C66P1	0.1092819430918472	0.5154101319342943	20	1158.704510859084
C66N2	C66P2	0.06223265434079632	0.5682027504157451	20	659.8460392199453
C66N2	C66P3	0.11172727673131959	0.43961455253388115	20	1184.6321164492474
C66N2	C66L1	0.13898250268814347	0.4965347196383157	20	1473.6163014587785
C66N2	C66L2	0.058463753536216786	0.26608958674347194	20	619.8847954893465
C66N2	C66L3	0.07089717451187703	0.3703856377905846	20	751.7150005745475
C66N2	C66L4	0.11699267698077187	0.3504412018612367	20	1240.46058040135
C66N2	C66L5	0.1033443207533437	0.44897161996293605	20	1095.748549492078
C66N2	C66M1a	0.1490765422996277	0.45996676667740516	20	1580.642301360583
C66N2	C66M1b	0.15774689935967542	0.5307804001163359	20	1672.5731506116126
C66N2	C66M2	0.13917966106597887	0.676113278982719	20	1475.7067502126
C66P1	C66P2	0.079042320556189	0.9634112732035589	20	838.0770947699094
C66P1	C66P3	0.04902516136966182	0.9557816764673296	20	519.8084332823282
C66P1	C66L1	0.08924419364165793	0.7855962846592783	20	946.2464412227785
C66P1	C66L2	0.10836056661655738	0.765100399714122	20	1148.9352566903463
C66P1	C66L3	0.08842989605478573	0.8947600857099047	20	937.6125328167255
C66P1	C66L4	0.08776925719347736	0.8389644463369512	20	930.6078511008867
C66P1	C66L5	0.059539226318282845	0.924949438377119	20	631.2879159741165
C66P1	C66M1a	0.06832316106162158	0.9249092960897485	20	724.4230170003145
C66P1	C66M1b	0.08594141495345009	0.9021089053933368	20	911.2274393994006
C66P1	C66M2	0.07658420297752848	0.8661398321880542	20	812.0139424683246
C66P2	C66P3	0.06584261411007825	0.939818160987141	20	698.1220485069621
C66P2	C66L1	0.09928814739327999	0.8412124448974326	20	1052.7413862209949
C66P2	C66L2	0.06834833007416949	0.806310070391653	20	724.6898812923287
C66P2	C66L3	0.03835978584191831	0.9209935028106881	20	406.7246210406659
C66P2	C66L4	0.08487434737806807	0.8795544510828985	20	899.9134384033947
C66P2	C66L5	0.0713868733070735	0.9015893659577535	20	756.907223433172
C66P2	C66M1a	0.11211143393355419	0.8582517435697756	20	1188.705293321058
C66P2	C66M1b	0.11688772111440567	0.8424149723303647	20	1239.3477448096783
C66P2	C66M2	0.09929379967136617	0.8149788685608788	20	1052.8013167084093
C66P3	C66L1	0.08554226819062728	0.8156031447242842	20	906.9953298532803
C66P3	C66L2	0.10480765402516912	0.8386097160512437	20	1111.2641124019472
C66P3	C66L3	0.06670954726164384	0.9565787931543511	20	707.3140460585437
C66P3	C66L4	0.06621325184163329	0.9178578397395415	20	702.0518799072554
C66P3	C66L5	0.07408196378452234	0.8752188114288805	20	785.4829735071686
C66P3	C66M1a	0.08239783529853313	0.8568956391408152	20	873.6552512174073
C66P3	C66M1b	0.09730707082714019	0.8233082518791421	20	1031.73624769034
C66P3	C66M2	0.07767442236321909	0.7880159967819723	20	823.5734195812454
C66L1	C66L2	0.10847181466151148	0.7911973389723385	20	1150.1148075645858
C66L1	C66L3	0.09651750771825024	0.7875619607261943	20	1023.3645962537454
C66L1	C66L4	0.0884198377804622	0.8276118039332739	20	937.505886032267
C66L1	C66L5	0.10336204004669473	0.7353696540905162	20	1095.9364252248313
C66L1	C66M1a	0.13213641779883784	0.6234124232175209	20	1401.0280108543955
C66L1	C66M1b	0.14759150258474815	0.5933750477189288	20	1564.8965874049882
C66L1	C66M2	0.13362325693155858	0.644930055408985	20	1416.7928038408945
C66L2	C66L3	0.04931119575131948	0.9037889601643123	20	522.8412246009176
C66L2	C66L4	0.0865123800400647	0.8937896333564657	20	917.2813198730244
C66L2	C66L5	0.08713112457805193	0.721086130934802	20	923.8418006528423
C66L2	C66M1a	0.14853434495156032	0.5848002703164797	20	1574.8934420778241
C66L2	C66M1b	0.1640201048746723	0.5236329590288795	20	1739.087263758959
C66L2	C66M2	0.1455055222992522	0.5249074326633473	20	1542.7791661917156
C66L3	C66L4	0.06959222869884245	0.9446590062639326	20	737.8788025970002
C66L3	C66L5	0.06935489263881814	0.8106890416406884	20	735.3623542656546
C66L3	C66M1a	0.11987263919636955	0.7817066026165633	20	1270.9965053300648
C66L3	C66M1b	0.1315260689234734	0.7396116849038602	20	1394.5565483687024
C66L3	C66M2	0.11790791691904187	0.6939472869415585	20	1250.1647695380725
C66L4	C66L5	0.08645954374920153	0.7774714408173912	20	916.7211024498334
C66L4	C66M1a	0.12313161691798642	0.7087839010496922	20	1305.551090287005
C66L4	C66M1b	0.13768913224880552	0.6771984784190385	20	1459.9028359047013
C66L4	C66M2	0.11448849084586521	0.6212864627393311	20	1213.9089682277959
C66L5	C66M1a	0.08686376084376707	0.8602712499339321	20	921.0069721698272
C66L5	C66M1b	0.10333557597965179	0.8465809229965392	20	1095.6558296114042
C66L5	C66M2	0.10846790892567064	0.7049501972467582	20	1150.0733954739057
C66M1a	C66M1b	0.024450240498847697	0.990934330746407	20	259.2432304556803
C66M1a	C66M2	0.06760799879492316	0.8865028560917015	20	716.8402295701605
C66M1b	C66M2	0.0722294153272317	0.8918137166913083	20	765.840604481541
C69N1	C69P1	0.18353121144783274	NA	23	1945.9613964706411
C69N1	C69P2	0.1762359331152476	NA	23	1868.6103568315084
C69N1	C69P3	0.1850708604573282	NA	23	1962.2861268146353
C69N1	C69P4	0.18514157251066846	NA	23	1963.0358789956392
C69N1	C69P5	0.19242237947381935	NA	23	2040.2334802846901
C69N1	C69P6	0.1806666110761573	NA	23	1915.5883514957798
C69N1	C69L1	0.11670593439577359	NA	23	1237.4202800800638
C69N1	C69M1	0.12551524518583604	NA	23	1330.8244405590374
C69N1	C69M2	0.13639784945089442	NA	23	1446.2115053847376
C69N1	C69N2	0.05058987097964766	NA	23	536.3988784371272
C69N1	C69M3a	0.11381346571051766	NA	23	1206.7517504190578
C69N1	C69M3b	0.12674190680736047	NA	23	1343.830599801315
C69N1	C69M3c	0.10882545454317934	NA	23	1153.8644126184035
C69P1	C69P2	0.06326629204584762	0.9214414096521791	23	670.8055869508121
C69P1	C69P3	0.053161225078216356	0.9391050032817123	23	563.6626651957818
C69P1	C69P4	0.04773352014279488	0.9787567273027217	23	506.11330237928036
C69P1	C69P5	0.12411324852071252	0.800973672864031	23	1315.9592229931063
C69P1	C69P6	0.08863394204874082	0.8956171810808303	23	939.7760102122528
C69P1	C69L1	0.22287333227612077	-0.22992542564914314	23	2363.1016081173843
C69P1	C69M1	0.1634998905491216	0.49341114689360105	23	1733.571488063769
C69P1	C69M2	0.12595029668795316	0.6609974995109834	23	1335.4372441357038
C69P1	C69N2	0.17850724086341274	0.6572537327570982	23	1892.6927848968314
C69P1	C69M3a	0.13059614185262128	0.7502838804399037	23	1384.6966331687986
C69P1	C69M3b	0.14782664090101233	0.618905543697972	23	1567.3897332992017
C69P1	C69M3c	0.1555352667265761	0.57202049730765	23	1649.1234512758172
C69P2	C69P3	0.039765967382918585	0.9783589536535546	23	421.6342103886004
C69P2	C69P4	0.07862617380822673	0.9229608932124249	23	833.6647362374669
C69P2	C69P5	0.10593086908399933	0.8062580580829634	23	1123.1734390345966
C69P2	C69P6	0.08092814036062349	0.9037068370049429	23	858.0722362566337
C69P2	C69L1	0.22759725669629885	-0.3300891383415102	23	2413.188862971714
C69P2	C69M1	0.16926052641294315	0.3604172624116767	23	1794.6508811636581
C69P2	C69M2	0.14880235672788492	0.46780998741065	23	1577.7351416798313
C69P2	C69N2	0.1710703305501276	0.6448931236992005	23	1813.8400368301584
C69P2	C69M3a	0.12988031123315205	0.5947537278993174	23	1377.1067592671884
C69P2	C69M3b	0.14820098585104724	0.4935444049023548	23	1571.3588719322713
C69P2	C69M3c	0.14873374999924496	0.44677296153096047	23	1577.0077120267586
C69P3	C69P4	0.05879070729067736	0.946248475427646	23	623.3514504500602
C69P3	C69P5	0.09988876290564525	0.8331808975742729	23	1059.1096469215267
C69P3	C69P6	0.08435796395650864	0.8904124938412594	23	894.4382813649545
C69P3	C69L1	0.21957960653843392	-0.3204947803086685	23	2328.178593739951
C69P3	C69M1	0.16070048763201597	0.4158930390869894	23	1703.8897245812495
C69P3	C69M2	0.1514047910830945	0.5038577694464896	23	1605.3284690062094
C69P3	C69N2	0.17464581954519598	0.6916129303059005	23	1851.7505562618155
C69P3	C69M3a	0.13072087020918696	0.6245716619285129	23	1386.019114315233
C69P3	C69M3b	0.15370187520602507	0.4994083159907536	23	1629.6842011588255
C69P3	C69M3c	0.15503125197373677	0.4748378074030106	23	1643.7794378813662
C69P4	C69P5	0.1138654147291125	0.8238247245651074	23	1207.302560191263
C69P4	C69P6	0.0787559410009372	0.9090258128857729	23	835.0406436133887
C69P4	C69L1	0.2230028043792359	-0.3359436053654645	23	2364.474386690545
C69P4	C69M1	0.1733378049756421	0.3638155622433192	23	1837.8818205939508
C69P4	C69M2	0.14177747862369683	0.5496626231445787	23	1503.251126139251
C69P4	C69N2	0.1778142303790897	0.7410573252347138	23	1885.3448703966026
C69P4	C69M3a	0.12575968367844234	0.6751311982133875	23	1333.4161952075842
C69P4	C69M3b	0.14966426839148642	0.5477763847980877	23	1586.8738969427911
C69P4	C69M3c	0.15803648383705243	0.502976606330418	23	1675.6435832075038
C69P5	C69P6	0.09988935497609953	0.7496239201334814	23	1059.1159245799095
C69P5	C69L1	0.22106377144434783	-0.13143332806895297	23	2343.9150321915977
C69P5	C69M1	0.1843450530989991	0.3678154001245811	23	1954.5904706401855
C69P5	C69M2	0.17316450242815531	0.48052285867523525	23	1836.0443126046616
C69P5	C69N2	0.1815353373593987	0.5453013491074247	23	1924.79936142674
C69P5	C69M3a	0.13664787327769623	0.5965986592367484	23	1448.862480721935
C69P5	C69M3b	0.14817306079813375	0.5359715882515179	23	1571.062785645174
C69P5	C69M3c	0.13535233708334782	0.5552055941799435	23	1435.1260519039458
C69P6	C69L1	0.22398555740346637	-0.22574993647692576	23	2374.8944097064173
C69P6	C69M1	0.18132074280666907	0.34047400998178656	23	1922.524038814251
C69P6	C69M2	0.15870390119724717	0.4571123995636194	23	1682.720136606937
C69P6	C69N2	0.17459726884454044	0.6092830761481887	23	1851.235778483682
C69P6	C69M3a	0.1359189327890933	0.5721303388814963	23	1441.133604309277
C69P6	C69M3b	0.13375377794194687	0.5681433893235562	23	1418.1767038633502
C69P6	C69M3c	0.13638671342944123	0.5512330704310002	23	1446.093431365135
C69L1	C69M1	0.11832787195763267	0.49885558110628814	23	1254.6175069602482
C69L1	C69M2	0.1326684677170087	0.3984102745763423	23	1406.6692780458898
C69L1	C69N2	0.1237834835598584	-0.39085887030635325	23	1312.4627611179383
C69L1	C69M3a	0.11775439728953523	0.24493363619632208	23	1248.537017668166
C69L1	C69M3b	0.13433707208314213	0.24611351045727708	23	1424.3613079565678
C69L1	C69M3c	0.1148629668439624	0.3817220883524145	23	1217.8794963491616
C69M1	C69M2	0.05790448991833985	0.8986665435895183	23	613.9549844111455
C69M1	C69N2	0.13949119062122306	0.07955371781415471	23	1479.0098640730846
C69M1	C69M3a	0.0760730206822076	0.8064213885617184	23	806.5939324035164
C69M1	C69M3b	0.08895486783608339	0.7859777818710525	23	943.1787512957665
C69M1	C69M3c	0.07352419716358763	0.8444144528139698	23	779.5690349240991
C69M2	C69N2	0.14611141811930958	0.17807975484398533	23	1549.2034134181865
C69M2	C69M3a	0.05393217289148534	0.9476941186472051	23	571.8369406853833
C69M2	C69M3b	0.06976607611670921	0.8579809004680591	23	739.7220877874375
C69M2	C69M3c	0.07771700688374357	0.8472561120681598	23	824.0249386028555
C69N2	C69M3a	0.11592550959464894	0.2673150342535827	23	1229.1455211229559
C69N2	C69M3b	0.1358094452344203	0.06660892037655557	23	1439.9727197212721
C69N2	C69M3c	0.1207298060191315	0.08580730562667904	23	1280.0849515636596
C69M3a	C69M3b	0.047056913781403274	0.8862663119759314	23	498.93931900344035
C69M3a	C69M3c	0.04709737756088319	0.8543191619896142	23	499.36835203930406
C69M3b	C69M3c	0.03443682863172944	0.9559311125271055	23	365.12993406175065
C77M1a	C77M1b	0.046069815454845287	0.7118684921556632	23	488.47322322142344
C77M1a	C77N1	0.0772909580603154	NA	23	819.5075894453875
C77M1a	C77N2	0.06205572417481887	0.6665384116331384	23	657.9700679878744
C77M1a	C77L1	0.05938410249896942	0.7989721059182631	23	629.6431550548392
C77M1a	C77L2	0.05976185975856669	0.6475345900150028	23	633.6484740336319
C77M1a	C77P1	0.06150904879920404	0.41605706787269275	23	652.1737286679548
C77M1a	C77P2	0.07803133227546609	0.42219316411716623	23	827.3576964122617
C77M1b	C77N1	0.07558869378644144	NA	23	801.4586672080305
C77M1b	C77N2	0.06743465125305968	0.4377366559872676	23	715.002244510408
C77M1b	C77L1	0.06738898544725208	0.5816939478206181	23	714.5180549573653
C77M1b	C77L2	0.07277500785858748	0.3396595455789025	23	771.6254625220101
C77M1b	C77P1	0.06467492935012484	0.2692428067061297	23	685.7412144886442
C77M1b	C77P2	0.07769955237759205	0.2470476536162444	23	823.8398703798684
C77N1	C77N2	0.02526632455653471	NA	23	267.8960806167301
C77N1	C77L1	0.09377576485787978	NA	23	994.2941960572838
C77N1	C77L2	0.0898465488121545	NA	23	952.6331473285352
C77N1	C77P1	0.050248273154014055	NA	23	532.7769539886514
C77N1	C77P2	0.034900145498363296	NA	23	370.0424322122872
C77N2	C77L1	0.09299430118144367	0.2538525638427101	23	986.008422018676
C77N2	C77L2	0.07899190610828688	0.5022861795453912	23	837.5425558832102
C77N2	C77P1	0.041909140817308975	0.54563511433447	23	444.35804431507427
C77N2	C77P2	0.030604891307395493	0.7452850209868558	23	324.5003209947198
C77L1	C77L2	0.07603848621484255	0.5633671958886873	23	806.2277672166257
C77L1	C77P1	0.08960634248000984	0.2317732817394305	23	950.0862658152828
C77L1	C77P2	0.1001316578987529	0.22514551828420257	23	1061.6850360134135
C77L2	C77P1	0.07293452793704219	0.5589571747411164	23	773.3168364969652
C77L2	C77P2	0.09485035701729909	0.4107502336371518	23	1005.6879793962794
C77P1	C77P2	0.04470398765851886	0.5528194761384669	23	473.9915002223178
C79P1	C79P2	0.06809020244180454	0.9795072831040812	27	721.9529821895441
C79P1	C79P3	0.07103387389829269	0.9614307649653295	27	753.1644092434468
C79P1	C79P4	0.12555664378455245	0.8282464448345143	27	1331.2633853811992
C79P1	C79P5	0.1003648862333882	0.9614408569914579	27	1064.1579305809537
C79P1	C79P6	0.07604147075523124	0.9875536345864565	27	806.2594119725055
C79P1	C79P7	0.09279670592601715	0.9446785225640311	27	983.9133410994555
C79P1	C79P8	0.06769239728817418	0.9804374714714497	27	717.7350975792101
C79P1	C79P9	0.07280198225923719	0.9778801181552943	27	771.9114691469497
C79P1	C79P10	0.082149004167969	0.9674591915442081	27	871.0169219081956
C79P1	C79P11	0.12448661884223938	0.9116104181885544	27	1319.9180277465182
C79P1	C79P12	0.07938535797989771	0.969334918852099	27	841.7142831195958
C79P1	C79N1	0.2663689583830797	NA	27	2824.2809827411993
C79P1	C79N2	0.24162863814191862	0.29533141124583007	27	2561.962068449582
C79P1	C79M1	0.06997567221801047	0.9789765476137254	27	741.9444123651781
C79P2	C79P3	0.06537850570590005	0.9784495496696364	27	693.2011577702655
C79P2	C79P4	0.11573339524114869	0.8650516058052262	27	1227.1085536084377
C79P2	C79P5	0.0876341996782193	0.9738128525132697	27	929.1758510126066
C79P2	C79P6	0.08858873287700038	0.9823038438483489	27	939.2966623003673
C79P2	C79P7	0.08781773080192466	0.9482163813406589	27	931.1218114787534
C79P2	C79P8	0.05661160004421103	0.98171292171583	27	600.2466142375109
C79P2	C79P9	0.050839603257507776	0.9865207191496516	27	539.0467625127282
C79P2	C79P10	0.06345173390894407	0.9749482813811918	27	672.7718067781021
C79P2	C79P11	0.0956512870859598	0.9424008031612389	27	1014.1801534662432
C79P2	C79P12	0.06060869045656886	0.9713488912559539	27	642.6273274649292
C79P2	C79N1	0.23893848422675495	NA	27	2533.438660206506
C79P2	C79N2	0.22096592698233639	0.2576661043885022	27	2342.877598043854
C79P2	C79M1	0.03456677882441103	0.9927368966465837	27	366.50778176638573
C79P3	C79P4	0.11599377787662826	0.9154889112338398	27	1229.8693622630383
C79P3	C79P5	0.07663636052986503	0.9773426325290876	27	812.5669633010245
C79P3	C79P6	0.0905343289951717	0.9647521498304298	27	959.9256055150787
C79P3	C79P7	0.09524513259203393	0.9427409839512798	27	1009.8737417123631
C79P3	C79P8	0.09410628230148047	0.9516923818836392	27	997.7986364248553
C79P3	C79P9	0.07930009997122661	0.9701834648760954	27	840.8103017623919
C79P3	C79P10	0.07470598270003265	0.9803796548758025	27	792.0993779359907
C79P3	C79P11	0.0973576967754554	0.9542172770634108	27	1032.273029092827
C79P3	C79P12	0.08921449309370492	0.9586176351931956	27	945.9315295556313
C79P3	C79N1	0.27303548550014717	NA	27	2894.965441891219
C79P3	C79N2	0.2545377539259714	0.2570706693576941	27	2698.8360136503247
C79P3	C79M1	0.07387115930919108	0.9741652566805543	27	783.2478366715221
C79P4	C79P5	0.15664973796114628	0.8713900481248652	27	1660.9400680945155
C79P4	C79P6	0.16263857981246332	0.8263762985891817	27	1724.4391043635771
C79P4	C79P7	0.12584864951767946	0.8581879187638286	27	1334.3594902874472
C79P4	C79P8	0.11791775024967566	0.8403613616368089	27	1250.2690312691489
C79P4	C79P9	0.12853889283091874	0.8624532351674908	27	1362.8838464085584
C79P4	C79P10	0.09362617868805193	0.9051695913310676	27	992.7081502308841
C79P4	C79P11	0.1239620910085631	0.9238200059817149	27	1314.3565163956353
C79P4	C79P12	0.11815830146797703	0.8446090278542856	27	1252.819569572665
C79P4	C79N1	0.21398822441720775	NA	27	2268.8937795931483
C79P4	C79N2	0.20734166535123114	0.17316872419493173	27	2198.4210395086707
C79P4	C79M1	0.1129266857252197	0.8611748156912741	27	1197.3493190563513
C79P5	C79P6	0.05063928185146476	0.9804810436851433	27	536.9227765161706
C79P5	C79P7	0.09114292611985537	0.9466577898040355	27	966.3784943795653
C79P5	C79P8	0.10459166090921618	0.9621381155297459	27	1108.9739609763008
C79P5	C79P9	0.07731209173196749	0.9771653763776882	27	819.7316674584744
C79P5	C79P10	0.09786490789075185	0.9678401640348014	27	1037.650933169422
C79P5	C79P11	0.11174811599010341	0.9454043891465623	27	1184.853072834837
C79P5	C79P12	0.09167319930949736	0.9675988919510838	27	972.0009231124567
C79P5	C79N1	0.2796581967242575	NA	27	2965.185325912171
C79P5	C79N2	0.26684165103210855	0.2239556591885853	27	2829.292891288793
C79P5	C79M1	0.08585502951151892	0.9726896984021229	27	910.3115039904367
C79P6	C79P7	0.08519551012796296	0.9553140784110036	27	903.3186919749785
C79P6	C79P8	0.10013551819696832	0.9774174130918485	27	1061.725966333912
C79P6	C79P9	0.08535251592979105	0.9781551794509502	27	904.983407349378
C79P6	C79P10	0.10151422838357343	0.9719523730840173	27	1076.344279910603
C79P6	C79P11	0.13399579655673804	0.9176547166792833	27	1420.7428008116328
C79P6	C79P12	0.0850272289831595	0.9732003779336565	27	901.5344253700881
C79P6	C79N1	0.3028579336491261	NA	27	3211.1696035068353
C79P6	C79N2	0.28104225318459863	0.24052233406403553	27	2979.8603254455616
C79P6	C79M1	0.086787600507241075	0.9824550946999479	27	920.1994524370655
C79P7	C79P8	0.08805368265108458	0.9449715541986788	27	933.6235831734365
C79P7	C79P9	0.10137015109670576	0.9305023763005811	27	1074.816644168753
C79P7	C79P10	0.07525551906170085	0.96392397727204715	27	797.9260519786628
C79P7	C79P11	0.11108312245917899	0.9267446476578425	27	1177.8022190325155
C79P7	C79P12	0.1125892943554397	0.9099213192740899	27	1193.771995200017
C79P7	C79N1	0.26012340380283344	NA	27	2758.0600494359987
C79P7	C79N2	0.23838769114285424	0.2277941593592242	27	2527.5986612752154
C79P7	C79M1	0.0805169844518758	0.9541537752564577	27	853.7127950474679
C79P8	C79P9	0.060899833862065114	0.9816769397923782	27	645.7142892054599
C79P8	C79P10	0.07118788617802523	0.9640332918407346	27	754.7973846299093
C79P8	C79P11	0.12212623248795379	0.9180559171447703	27	1294.8911089463804
C79P8	C79P12	0.07503123177593689	0.9584803659670473	27	795.5479583760937
C79P8	C79N1	0.22988605624780536	NA	27	2437.456754718056
C79P8	C79N2	0.20786158181935685	0.26274067137636287	27	2203.9336570541045
C79P8	C79M1	0.05650176867512823	0.9819769522352669	27	599.0820842228578
C79P9	C79P10	0.06938383866241984	0.9666114908384862	27	735.6692657934863
C79P9	C79P11	0.10530469163517767	0.93988001044237	27	1116.5341479127494
C79P9	C79P12	0.057710375314610034	0.983285653839498	27	611.8968084618367
C79P9	C79N1	0.24439334223980108	NA	27	2591.2759241404037
C79P9	C79N2	0.22501153150986372	0.2999084410766344	27	2385.772701137492
C79P9	C79M1	0.04994772139975945	0.9867674978131593	27	529.5902365534687
C79P10	C79P11	0.1043275811422797	0.9501657926961936	27	1106.173952040527
C79P10	C79P12	0.08298803562621213	0.9430057258316502	27	879.9130808518731
C79P10	C79N1	0.22527859983730472	NA	27	2388.604397453995
C79P10	C79N2	0.2104738089549389	0.2218904384185571	27	2231.6308161615657
C79P10	C79M1	0.06211454128246229	0.9747508465568444	27	658.5936993583821
C79P11	C79P12	0.12303346789176416	0.9172782262513957	27	1304.5104268781874
C79P11	C79N1	0.2719424561343849	NA	27	2883.376170866401
C79P11	C79N2	0.265593867253362	0.14796299156627368	27	2816.062776119672
C79P11	C79M1	0.08870616302595373	0.9501426333229394	27	940.5417613483294
C79P12	C79N1	0.22901685527359467	NA	27	2428.240711690576
C79P12	C79N2	0.20754659341137985	0.2674246364193438	27	2200.593869355742
C79P12	C79M1	0.061200950956069144	0.9681361424208209	27	648.90700087628
C79N1	C79N2	0.06142659993204748	NA	27	651.2995323315185
C79N1	C79M1	0.23620562441754345	NA	27	2504.4624460316036
C79N2	C79M1	0.2194888858125744	0.241012488476828	27	2327.2166917888344
C100L1	C100L2	0.11009885635905907	0.8829825627214221	22	1167.36615303819
C100L1	C100L3	0.11494792004856326	0.8738766984684396	22	1218.7802459020884
C100L1	C100L4	0.1681040308673651	0.8092875496020988	22	1782.388685163689
C100L1	C100M1a	0.200002565354153	0.7934357810283775	22	2120.605363545505
C100L1	C100M1b	0.18644579908591777	0.8232299690326096	22	1976.864450973478
C100L1	C100M1c	0.16627130891964575	0.8464140217625158	22	1762.9565344543255
C100L1	C100M2a	0.12749550832323545	0.8401711997061296	22	1351.820954393571
C100L1	C100M3a	0.27712732258113204	0.6656130073106209	22	2938.3507437013527
C100L1	C100M3b	0.21229544575673961	0.8036771983552073	22	2250.945432279065
C100L1	C100M3c	0.20459037998588114	0.8058024813110651	22	2169.2494611737916
C100L1	C100M3d	0.12343862688086903	0.8157109674768127	22	1308.806283403143
C100L1	C100N1	0.17368400029413378	NA	22	1841.552491757232
C100L1	C100N2	0.17672788682615492	-0.24038864544782404	22	1873.8264883152165
C100L1	C100N3	0.18221353965195508	-0.11081507170341837	22	1931.9902662864713
C100L1	C100P1b	0.16217436312687497	0.5371046344118914	22	1719.517065530911
C100L1	C100P1c	0.16527548976031706	0.5091145512583992	22	1752.3979726346085
C100L1	C100P1d	0.16972782413944618	0.3982012964659113	22	1799.605587936745
C100L1	C100P1g	0.16114936742161817	0.7573213557473392	22	1708.6491479803046
C100L2	C100L3	0.09187536676203513	0.9527283880268111	22	974.1444825384409
C100L2	C100L4	0.12172791156735889	0.8984201285075801	22	1290.6677557152345
C100L2	C100M1a	0.17387811092228922	0.8646719879101972	22	1843.6106255539598
C100L2	C100M1b	0.12616836525768463	0.9487533791006656	22	1337.7494013711594
C100L2	C100M1c	0.1228283363165367	0.961105095325525	22	1302.3354391829566
C100L2	C100M2a	0.05498937007488114	0.9761706981841205	22	583.0462869928394
C100L2	C100M3a	0.2406176435636658	0.807910589469385	22	2551.242603319912
C100L2	C100M3b	0.1591605942025329	0.9304402716102531	22	1687.5624026788134
C100L2	C100M3c	0.15498915963026852	0.9110443509036337	22	1643.3331373593458
C100L2	C100M3d	0.09695483429858115	0.9231216536771446	22	1028.0015222363124
C100L2	C100N1	0.199894831366747	NA	22	2119.463071839772
C100L2	C100N2	0.21586338490967058	-0.23802142322502245	22	2288.7759015588545
C100L2	C100N3	0.1965697004998275	0.16630410045782645	22	2084.207072305995
C100L2	C100P1b	0.1481673029005106	0.5840526190897118	22	1571.0017352853413
C100L2	C100P1c	0.1514630188044162	0.6730016454061035	22	1605.9458511778992
C100L2	C100P1d	0.16712542980589654	0.4958404246068726	22	1772.0126849556573
C100L2	C100P1g	0.1279053828077908	0.8215100049411028	22	1356.166808801935
C100L3	C100L4	0.09489568507748945	0.9028577822867437	22	1006.1685878694187
C100L3	C100M1a	0.11075277167602997	0.9431434396173913	22	1174.2995457475163
C100L3	C100M1b	0.0963746920447592	0.9556176778622547	22	1021.850337260781
C100L3	C100M1c	0.07630838620751614	0.9789142876437307	22	809.0894873704198
