	RPTEC_R1_1	RPTEC_R1_2	RPTEC_R1_3	RPTEC_R2_1	RPTEC_R2_2	RPTEC_R2_3	RPTEC_R3_1	RPTEC_R3_2	RPTEC_R3_3	RPTEC_R4_1	RPTEC_R4_2	RPTEC_R4_3	RPTEC_R5_1	RPTEC_R5_2	RPTEC_R5_3	RPTEC_Root1_1	RPTEC_Root1_2	RPTEC_Root1_3
RPTEC_R1_1	0	0.0153772005743857	0.0296241467786787	0.011960893637495	0.0318416513822598	0.00994937384344193	0.015242618080854	0.0138415434433584	0.0180387756796243	0.0249207604265526	0.0123601885840274	0.0131506983919734	0.013591949137808	0.0160275762987381	0.028043174544214	0.0118276653746643	0.0108895801442852	0.00526664198171602
RPTEC_R1_2	0.0153772005743857	0	0.0158242722502864	0.007132453564755	0.0172855846988049	0.00917222677910921	0.0277297683348317	0.019487422873377	0.0248103636187653	0.010062264141597	0.0244780550020505	0.0264718056930102	0.0142667986523089	0.0159172145388434	0.0192641931476215	0.0109467145263721	0.00568017599422916	0.0148276331229636
RPTEC_R1_3	0.0296241467786787	0.0158242722502864	0	0.0184191712659449	0.00349375307947697	0.0249917217409235	0.04217936067173	0.031922428158665	0.0367336678749235	0.00689987201620791	0.0384811956370938	0.038743723018772	0.0213232789118624	0.0208333844441962	0.0112926071123601	0.020266991685966	0.0211752454911899	0.028226194201799
RPTEC_R2_1	0.011960893637495	0.007132453564755	0.0184191712659449	0	0.0208437888212696	0.0108322865842976	0.0240148240187472	0.015206795358109	0.0203460231650806	0.0140110371590367	0.0202593683981761	0.0207314138026507	0.0100587382210461	0.0111245112690715	0.0179420177721471	0.00392315406248618	0.00827394151617219	0.0098097910982452
RPTEC_R2_2	0.0318416513822598	0.0172855846988049	0.00349375307947697	0.0208437888212696	0	0.0263063054724034	0.0442289323414709	0.033947113070572	0.0387786348042345	0.0076978629783433	0.0406467546935046	0.0414295131990439	0.0242988668581633	0.0240407795024195	0.0146017926556353	0.0230642824049668	0.0226762394807038	0.0305846502823457
RPTEC_R2_3	0.00994937384344193	0.00917222677910921	0.0249917217409235	0.0108322865842976	0.0263063054724034	0	0.0205195066263899	0.0156978938230167	0.020725782853595	0.0189917151723618	0.0180573557153839	0.0218719097160618	0.0171308674577563	0.0196357053148793	0.0273326788850346	0.0136791161697121	0.00451209690026185	0.0110179344870312
RPTEC_R3_1	0.015242618080854	0.0277297683348317	0.04217936067173	0.0240148240187472	0.0442289323414709	0.0205195066263899	0	0.0127471991110105	0.0119563136574123	0.0367324231771393	0.00410639952444529	0.010896166454725	0.0275978366369839	0.0291906071886399	0.040976057757421	0.0234519876450287	0.0237531094315192	0.0145701410380338
RPTEC_R3_2	0.0138415434433584	0.019487422873377	0.031922428158665	0.015206795358109	0.033947113070572	0.0156978938230167	0.0127471991110105	0	0.00535442666639078	0.0265781687425326	0.00940141410561532	0.0139017975915257	0.0220659909239719	0.0228984577576601	0.0316315317093104	0.0149816029020185	0.017875598362312	0.00942547146805033
RPTEC_R3_3	0.0180387756796243	0.0248103636187653	0.0367336678749235	0.0203460231650806	0.0387786348042345	0.020725782853595	0.0119563136574123	0.00535442666639078	0	0.031525579277825	0.00961366513457799	0.0142134153919824	0.0265848722448538	0.0271787237349318	0.0360496974901629	0.019693099080815	0.0231564515528305	0.0139084240919617
RPTEC_R4_1	0.0249207604265526	0.010062264141597	0.00689987201620791	0.0140110371590367	0.0076978629783433	0.0189917151723618	0.0367324231771393	0.0265781687425326	0.031525579277825	0	0.0332359174520074	0.0346685134062779	0.0196375159312546	0.0199115432488321	0.0151996039968956	0.016831994916252	0.0156821576851323	0.0234812321868593
