	RPTEC_R1	RPTEC_R2	RPTEC_R3	RPTEC_R4	RPTEC_R5	RPTEC_Root1
RPTEC_R1	0	0.00270732140852899	0.00785969508487722	0.00617286657613085	0.00469704521886929	0.00384486303693084
RPTEC_R2	0.00270732140852899	0	0.00565645595388485	0.00486229879626916	0.0024664202729538	0.00378422725703734
RPTEC_R3	0.00785969508487722	0.00565645595388485	0	0.00898490484159116	0.00626839478359241	0.00542178998823677
RPTEC_R4	0.00617286657613085	0.00486229879626916	0.00898490484159116	0	0.00281520257720997	0.00864162522637604
RPTEC_R5	0.00469704521886929	0.0024664202729538	0.00626839478359241	0.00281520257720997	0	0.00615266924077858
RPTEC_Root1	0.00384486303693084	0.00378422725703734	0.00542178998823677	0.00864162522637604	0.00615266924077858	0
