	RPTEC_R1	RPTEC_R2	RPTEC_R3	RPTEC_R4	RPTEC_R5	RPTEC_Root1
RPTEC_R1	0	0.0137001037177759	0.0150454661792592	0.0163198321134555	0.0184891670897797	0.0103503039346392
RPTEC_R2	0.0137001037177759	0	0.0122401323113031	0.0115796705661598	0.0204582673771412	0.0145571359851207
RPTEC_R3	0.0150454661792592	0.0122401323113031	0	0.011230862885735	0.0170055181653904	0.0153081942904112
RPTEC_R4	0.0163198321134555	0.0115796705661598	0.011230862885735	0	0.0169455805250265	0.0163956597675062
RPTEC_R5	0.0184891670897797	0.0204582673771412	0.0170055181653904	0.0169455805250265	0	0.018457641308922
RPTEC_Root1	0.0103503039346392	0.0145571359851207	0.0153081942904112	0.0163956597675062	0.018457641308922	0
