	RPTEC_R1_1	RPTEC_R1_2	RPTEC_R1_3	RPTEC_R2_1	RPTEC_R2_2	RPTEC_R2_3	RPTEC_R3_1	RPTEC_R3_2	RPTEC_R3_3	RPTEC_R4_1	RPTEC_R4_2	RPTEC_R4_3	RPTEC_R5_1	RPTEC_R5_2	RPTEC_R5_3	RPTEC_Root1_1	RPTEC_Root1_2	RPTEC_Root1_3
RPTEC_R1_1	0	0.00861270678811127	0.0122073030937231	0.021031300443702	0.00795118154660229	0.0406320309695556	0.00240757465651486	0.00713208279649332	0.0192224572803208	0.0456590476303364	0.0182554156809977	0.406988854741465	0.0225843172094159	0.0108873757475328	0.0128223473991397	0.00690339825353964	0.00202033912132765	0.0186581831099252
RPTEC_R1_2	0.00861270678811127	0	0.0156923571973451	0.0274126774665893	0.00435964495744836	0.0456607001020125	0.00644515770719372	0.00210672291492643	0.0228612255730928	0.0501735867013154	0.0229528807189422	0.404547368299664	0.0256323762960474	0.0128888914221324	0.0148245424898012	0.00782530482545794	0.0106233347143018	0.0263619487253523
RPTEC_R1_3	0.0122073030937231	0.0156923571973451	0	0.0129035433864272	0.0181005711873147	0.0299861221810523	0.0117834823537425	0.0136268359289095	0.00729720295483112	0.0345393171853237	0.0073430813507441	0.397860890965654	0.0104600690299639	0.00318576520208736	0.00251488149262035	0.0078715381163228	0.012370549645366	0.0146715387344852
RPTEC_R2_1	0.021031300443702	0.0274126774665893	0.0129035433864272	0	0.0286512998875618	0.0201956150073129	0.0219105768068972	0.0253137498451072	0.00944527831022938	0.0256621211467438	0.00677137294106991	0.398761921826438	0.0112661059839273	0.0160655915400505	0.0150901669596632	0.0198980736725278	0.0199646849869034	0.00651044542086087
RPTEC_R2_2	0.00795118154660229	0.00435964495744836	0.0181005711873147	0.0286512998875618	0	0.0477427095359721	0.00675090383576996	0.0053566287995332	0.0253953968779077	0.0525189691120099	0.0250344515481071	0.408199158649022	0.0284368548608037	0.0157065254119951	0.0177409571097544	0.0104883282356726	0.00965194934607127	0.0266040554646498
RPTEC_R2_3	0.0406320309695556	0.0456607001020125	0.0299861221810523	0.0201956150073129	0.0477427095359721	0	0.041074209494501	0.0435877273724537	0.022991025921609	0.0057903202421785	0.0227622910737376	0.386880304455155	0.0209515375996138	0.032919580986656	0.0311694054361549	0.0378448596456287	0.0398285768162365	0.0254825775007768
RPTEC_R3_1	0.00240757465651486	0.00644515770719372	0.0117834823537425	0.0219105768068972	0.00675090383576996	0.041074209494501	0	0.00479188363516532	0.0190266666290765	0.0459359849706641	0.0184246588784544	0.405629005898228	0.0222398582001897	0.00989727483987182	0.011926179123202	0.00519736477343454	0.00438600103503113	0.0201676167310406
RPTEC_R3_2	0.00713208279649332	0.00210672291492643	0.0136268359289095	0.0253137498451072	0.0053566287995332	0.0435877273724537	0.00479188363516532	0	0.0208301949094443	0.0481348481518251	0.0208654105159441	0.403917269813357	0.0236620435881263	0.0108870778007842	0.0128567599170842	0.00575611064004205	0.00914696105492433	0.0243695562491468
RPTEC_R3_3	0.0192224572803208	0.0228612255730928	0.00729720295483112	0.00944527831022938	0.0253953968779077	0.022991025921609	0.0190266666290765	0.0208301949094443	0	0.0273359241809251	0.00294694799605629	0.393767625702569	0.00353619500507107	0.00999236281969436	0.00818394332240235	0.0150896744502077	0.019061212516263	0.0142793054536209
RPTEC_R4_1	0.0456590476303364	0.0501735867013154	0.0345393171853237	0.0256621211467438	0.0525189691120099	0.0057903202421785	0.0459359849706641	0.0481348481518251	0.0273359241809251	0	0.0275263346268685	0.382479378161033	0.0248369920163486	0.0373198198623518	0.0354621440833766	0.0423900965741649	0.0449768435861585	0.0311647869450528
RPTEC_R4_2	0.0182554156809977	0.0229528807189422	0.0073430813507441	0.00677137294106991	0.0250344515481071	0.0227622910737376	0.0184246588784544	0.0208654105159441	0.00294694799605629	0.0275263346268685	0	0.395896183656529	0.00594904518504984	0.0104511898976889	0.00901968729516866	0.0151368713873422	0.0178010462852686	0.011332977817171
RPTEC_R4_3	0.406988854741465	0.404547368299664	0.397860890965654	0.398761921826438	0.408199158649022	0.386880304455155	0.405629005898228	0.403917269813357	0.393767625702569	0.382479378161033	0.395896183656529	0	0.390919560770121	0.398058288568453	0.396624239118134	0.401286153826562	0.40775102840674	0.40421675979636
RPTEC_R5_1	0.0225843172094159	0.0256323762960474	0.0104600690299639	0.0112661059839273	0.0284368548608037	0.0209515375996138	0.0222398582001897	0.0236620435881263	0.00353619500507107	0.0248369920163486	0.00594904518504984	0.390919560770121	0	0.0127865285886575	0.0108114604804858	0.0179990345681605	0.0225133430607371	0.0169206412827922
RPTEC_R5_2	0.0108873757475328	0.0128888914221324	0.00318576520208736	0.0160655915400505	0.0157065254119951	0.032919580986656	0.00989727483987182	0.0108870778007842	0.00999236281969436	0.0373198198623518	0.0104511898976889	0.398058288568453	0.0127865285886575	0	0.00204872899910847	0.00522540481638381	0.0115556083213762	0.0174019306598395
RPTEC_R5_3	0.0128223473991397	0.0148245424898012	0.00251488149262035	0.0150901669596632	0.0177409571097544	0.0311694054361549	0.011926179123202	0.0128567599170842	0.00818394332240235	0.0354621440833766	0.00901968729516866	0.396624239118134	0.0108114604804858	0.00204872899910847	0	0.00725394149427976	0.0133593368718991	0.0171747425091487
RPTEC_Root1_1	0.00690339825353964	0.00782530482545794	0.0078715381163228	0.0198980736725278	0.0104883282356726	0.0378448596456287	0.00519736477343454	0.00575611064004205	0.0150896744502077	0.0423900965741649	0.0151368713873422	0.401286153826562	0.0179990345681605	0.00522540481638381	0.00725394149427976	0	0.00827465150839249	0.0197475850171222
RPTEC_Root1_2	0.00202033912132765	0.0106233347143018	0.012370549645366	0.0199646849869034	0.00965194934607127	0.0398285768162365	0.00438600103503113	0.00914696105492433	0.019061212516263	0.0449768435861585	0.0178010462852686	0.40775102840674	0.0225133430607371	0.0115556083213762	0.0133593368718991	0.00827465150839249	0	0.0171152680426995
RPTEC_Root1_3	0.0186581831099252	0.0263619487253523	0.0146715387344852	0.00651044542086087	0.0266040554646498	0.0254825775007768	0.0201676167310406	0.0243695562491468	0.0142793054536209	0.0311647869450528	0.011332977817171	0.40421675979636	0.0169206412827922	0.0174019306598395	0.0171747425091487	0.0197475850171222	0.0171152680426995	0
