	RPTEC_R1_1	RPTEC_R1_2	RPTEC_R1_3	RPTEC_R2_1	RPTEC_R2_2	RPTEC_R2_3	RPTEC_R3_1	RPTEC_R3_2	RPTEC_R3_3	RPTEC_R4_1	RPTEC_R4_2	RPTEC_R4_3	RPTEC_R5_1	RPTEC_R5_2	RPTEC_R5_3	RPTEC_Root1_1	RPTEC_Root1_2	RPTEC_Root1_3
RPTEC_R1_1	0	0.00572849041669955	0.0124175251268636	0.0358417734071523	0.0111763585643441	0.0117690217041871	0.0173249201719778	0.0109432972596454	0.0107715877746853	0.0182758980537427	0.00921549985570634	0.0042373095781824	0.0150529559151542	0.0146087646815651	0.0170968375870102	0.0254682929412273	0.0422305721753445	0.0274231465168964
RPTEC_R1_2	0.00572849041669955	0	0.0101262635015334	0.0306505418999959	0.00581549634120539	0.00697779758181077	0.0119454131912099	0.00523550672769868	0.00515318334341388	0.0135900492885741	0.0149410355947978	0.0095251601987442	0.0177344587435154	0.0184581133170535	0.0180176518275978	0.020047883422522	0.0370816237006883	0.0234361847454521
RPTEC_R1_3	0.0124175251268636	0.0101262635015334	0	0.0259462614946628	0.00795625862896529	0.00609150517733281	0.0105327899806928	0.0100039443339084	0.00915882570053485	0.00858193883748279	0.0195373416623002	0.0164817793107456	0.0129116576010971	0.0157574940353095	0.0102097212833999	0.0242566202029446	0.0320098248632755	0.0155100591640631
RPTEC_R2_1	0.0358417734071523	0.0306505418999959	0.0259462614946628	0	0.0248414237862059	0.0240854939191927	0.0187313593383321	0.0257985362701894	0.0256087317096939	0.0178188667787435	0.0445686948356774	0.0399974186227291	0.0378165980263128	0.0412942304002986	0.0331131860453523	0.0229218604349522	0.00644692093989122	0.0131230893684463
RPTEC_R2_2	0.0111763585643441	0.00581549634120539	0.00795625862896529	0.0248414237862059	0	0.00207619410004758	0.00616689492059655	0.00218192665266276	0.00137750906833055	0.00801437023652465	0.0202708967276444	0.0152270015507429	0.019368036780608	0.0211825897705442	0.0178861066483647	0.016933867192004	0.0312715592084337	0.0181626092042725
RPTEC_R2_3	0.0117690217041871	0.00697779758181077	0.00609150517733281	0.0240854939191927	0.00207619410004758	0	0.00590554184517371	0.00425810827404012	0.00344360263158726	0.00663176131455249	0.0205884175561681	0.0159581209283567	0.0181253052586664	0.0202607285249258	0.0162061803589194	0.0183285699842777	0.0304705255832299	0.016517850941887
RPTEC_R3_1	0.0173249201719778	0.0119454131912099	0.0105327899806928	0.0187313593383321	0.00616689492059655	0.00590554184517371	0	0.0071217344095395	0.00688107109296992	0.00414618667214654	0.0263482591134626	0.0213927889410031	0.0233635058524294	0.0258562981054742	0.0205541104226223	0.014486966853553	0.0251734620722053	0.0137912783761611
RPTEC_R3_2	0.0109432972596454	0.00523550672769868	0.0100039443339084	0.0257985362701894	0.00218192665266276	0.00425810827404012	0.0071217344095395	0	0.000846944952134784	0.00974046389250003	0.0201563403959192	0.0147303994316995	0.0208125793330309	0.022313170818555	0.0197293773005052	0.0156377557041889	0.0322422082228451	0.0199814840485316
RPTEC_R3_3	0.0107715877746853	0.00515318334341388	0.00915882570053485	0.0256087317096939	0.00137750906833055	0.00344360263158726	0.00688107109296992	0.000846944952134784	0	0.00919466168525479	0.0199621148094004	0.0146764852750664	0.0200986434449227	0.0216914107103558	0.0189179136813557	0.0162735718846965	0.0320504609030137	0.0194038787034453
RPTEC_R4_1	0.0182758980537427	0.0135900492885741	0.00858193883748279	0.0178188667787435	0.00801437023652465	0.00663176131455249	0.00414618667214654	0.00974046389250003	0.00919466168525479	0	0.0267917098374273	0.0224989009207065	0.021363568308578	0.0243361152869383	0.0177974843219083	0.018380871784508	0.0241080221905034	0.0102519346489086
