	RPTEC_R1_1	RPTEC_R1_2	RPTEC_R1_3	RPTEC_R2_1	RPTEC_R2_2	RPTEC_R2_3	RPTEC_R3_1	RPTEC_R3_2	RPTEC_R3_3	RPTEC_R4_2	RPTEC_R4_3	RPTEC_R5_1	RPTEC_R5_2	RPTEC_R5_3	RPTEC_Root1_1	RPTEC_Root1_2	RPTEC_Root1_3
RPTEC_R1_1	0	0.0133064498341564	0.00541608897538996	0.0167052324765895	0.0135143420509419	0.00941586135471641	0.014826763620734	0.011296611268357	0.0189797900927169	0.0126138866216599	0.00877623850290736	0.00369939927713118	0.00442505575867672	0.00556428965727721	0.013367101415236	0.0108124474318445	0.00304311810744827
RPTEC_R1_2	0.0133064498341564	0	0.0078905900197538	0.00339908431475321	0.000207907182959627	0.00389078427510997	0.00152043373546424	0.00200995972871519	0.00567391134075442	0.000692609782140239	0.00453042394060092	0.0170055091710168	0.00888160499392666	0.0188701712153477	6.06559014033752e-05	0.00249414636593311	0.0102634995378747
RPTEC_R1_3	0.00541608897538996	0.0078905900197538	0	0.0112895539642498	0.00809849190774555	0.00399985484781434	0.00941097880471916	0.00588066752849431	0.0135642603841174	0.00719799592692049	0.00336021413649874	0.00911541357947501	0.000991042860179488	0.0109802431188297	0.00795124440320781	0.0053964860736728	0.00237298676606437
RPTEC_R2_1	0.0167052324765895	0.00339908431475321	0.0112895539642498	0	0.00319117802261184	0.00728983038567366	0.00187865441049985	0.00540902942100672	0.00227484428280643	0.0040916902892713	0.00792945984279961	0.0204041211688462	0.0122805418109718	0.0222686826560407	0.00333842868633782	0.00589321090400592	0.0136623940164661
RPTEC_R2_2	0.0135143420509419	0.000207907182959627	0.00809849190774555	0.00319117802261184	0	0.00409869014091161	0.00131252671665165	0.00221786654403086	0.00546600670024402	0.000900516913806565	0.00473832934959018	0.0172133919181964	0.0090895054822459	0.0190780482995725	0.000147251283196103	0.0027020529928454	0.0104713977984488
RPTEC_R2_3	0.00941586135471641	0.00389078427510997	0.00399985484781434	0.00728983038567366	0.00409869014091161	0	0.005411205306663	0.00188083040017684	0.00956461209295892	0.00319817791929299	0.000639644161854888	0.0131150744962682	0.00499088973888205	0.0149798307223792	0.00395143980493133	0.00139664330518187	0.00637281722109309
RPTEC_R3_1	0.014826763620734	0.00152043373546424	0.00941097880471916	0.00187865441049985	0.00131252671665165	0.005411205306663	0	0.00353038918883218	0.00415349171945027	0.00221304259509593	0.00605084112669199	0.018525750789876	0.010401982760988	0.0203903699515461	0.00145977788838385	0.0040145740662343	0.011783859923144
RPTEC_R3_2	0.011296611268357	0.00200995972871519	0.00588066752849431	0.00540902942100672	0.00221786654403086	0.00188083040017684	0.00353038918883218	0	0.0076838364573106	0.00131735067461385	0.00252047335070793	0.0149957556198675	0.00687169428231634	0.0168604691194742	0.00207061552887527	0.000484187602109874	0.00825360792042608
RPTEC_R3_3	0.0189797900927169	0.00567391134075442	0.0135642603841174	0.00227484428280643	0.00546600670024402	0.00956461209295892	0.00415349171945027	0.0076838364573106	0	0.00636651125084847	0.0102042314716399	0.0226785458359086	0.0145552250480902	0.0245430305817729	0.00561325620223733	0.00816801203306686	0.015937041908946
RPTEC_R4_2	0.0126138866216599	0.000692609782140239	0.00719799592692049	0.0040916902892713	0.000900516913806565	0.00319817791929299	0.00221304259509593	0.00131735067461385	0.00636651125084847	0	0.00383781894844035	0.016312976591894	0.00818901531905674	0.0181776570414166	0.000753265669929541	0.0018015378195968	0.00957091694294857
RPTEC_R4_3	0.00877623850290736	0.00453042394060092	0.00336021413649874	0.00792945984279961	0.00473832934959018	0.000639644161854888	0.00605084112669199	0.00252047335070793	0.0102042314716399	0.00383781894844035	0	0.0124754726586281	0.00435125115685739	0.0143402422159928	0.00459107933940116	0.00203628674003549	0.00573318245750022
RPTEC_R5_1	0.00369939927713118	0.0170055091710168	0.00911541357947501	0.0204041211688462	0.0172133919181964	0.0131150744962682	0.018525750789876	0.0149957556198675	0.0226785458359086	0.016312976591894	0.0124754726586281	0	0.00812440061232045	0.00186490622802467	0.0170661580024441	0.0145116104888644	0.00674248628605646
RPTEC_R5_2	0.00442505575867672	0.00888160499392666	0.000991042860179488	0.0122805418109718	0.0090895054822459	0.00499088973888205	0.010401982760988	0.00687169428231634	0.0145552250480902	0.00818901531905674	0.00435125115685739	0.00812440061232045	0	0.00998924460361564	0.00894225897254251	0.00638751518949191	0.00138194522211466
RPTEC_R5_3	0.00556428965727721	0.0188701712153477	0.0109802431188297	0.0222686826560407	0.0190780482995725	0.0149798307223792	0.0203903699515461	0.0168604691194742	0.0245430305817729	0.0181776570414166	0.0143402422159928	0.00186490622802467	0.00998924460361564	0	0.0189308184012222	0.0163763354898854	0.0086073479542829
RPTEC_Root1_1	0.013367101415236	6.06559014033752e-05	0.00795124440320781	0.00333842868633782	0.000147251283196103	0.00395143980493133	0.00145977788838385	0.00207061552887527	0.00561325620223733	0.000753265669929541	0.00459107933940116	0.0170661580024441	0.00894225897254251	0.0189308184012222	0	0.00255480211287509	0.0103241528714327
RPTEC_Root1_2	0.0108124474318445	0.00249414636593311	0.0053964860736728	0.00589321090400592	0.0027020529928454	0.00139664330518187	0.0040145740662343	0.000484187602109874	0.00816801203306686	0.0018015378195968	0.00203628674003549	0.0145116104888644	0.00638751518949191	0.0163763354898854	0.00255480211287509	0	0.00776943276410618
RPTEC_Root1_3	0.00304311810744827	0.0102634995378747	0.00237298676606437	0.0136623940164661	0.0104713977984488	0.00637281722109309	0.011783859923144	0.00825360792042608	0.015937041908946	0.00957091694294857	0.00573318245750022	0.00674248628605646	0.00138194522211466	0.0086073479542829	0.0103241528714327	0.00776943276410618	0
