	RPTEC_R1	RPTEC_R2	RPTEC_R3	RPTEC_R4	RPTEC_R5	RPTEC_Root1
RPTEC_R1	0	0.0061511793127441	0.00613845506433916	0.00801803913154129	0.00786207907750061	0.00702144028764766
RPTEC_R2	0.0061511793127441	0	0.00770340287386137	0.0102599205866427	0.0103740088715423	0.0105140071480801
RPTEC_R3	0.00613845506433916	0.00770340287386137	0	0.00366327477215453	0.00357286782118456	0.0066193351124248
RPTEC_R4	0.00801803913154129	0.0102599205866427	0.00366327477215453	0	0.000517036229341592	0.00452468667351207
RPTEC_R5	0.00786207907750061	0.0103740088715423	0.00357286782118456	0.000517036229341592	0	0.00454051509156017
RPTEC_Root1	0.00702144028764766	0.0105140071480801	0.0066193351124248	0.00452468667351207	0.00454051509156017	0
