	RPTEC_R1	RPTEC_R2	RPTEC_R3	RPTEC_R4	RPTEC_R5	RPTEC_Root1
RPTEC_R1	0	0.00259377591748464	0.00633179648366658	0.00487386989487983	0.00805700966763256	0.00495827209457801
RPTEC_R2	0.00259377591748464	0	0.00523095787063736	0.00433527452659366	0.0061789553844466	0.00332742438132062
RPTEC_R3	0.00633179648366658	0.00523095787063736	0	0.00337083963399504	0.00844369757546628	0.00763520213518798
RPTEC_R4	0.00487386989487983	0.00433527452659366	0.00337083963399504	0	0.00965189790995198	0.00755152662570474
RPTEC_R5	0.00805700966763256	0.0061789553844466	0.00844369757546628	0.00965189790995198	0	0.0036787735935016
RPTEC_Root1	0.00495827209457801	0.00332742438132062	0.00763520213518798	0.00755152662570474	0.0036787735935016	0
