	RPTEC_R1_1	RPTEC_R1_2	RPTEC_R1_3	RPTEC_R2_1	RPTEC_R2_2	RPTEC_R2_3	RPTEC_R3_1	RPTEC_R3_2	RPTEC_R3_3	RPTEC_R4_1	RPTEC_R4_2	RPTEC_R4_3	RPTEC_R5_1	RPTEC_R5_2	RPTEC_R5_3	RPTEC_Root1_1	RPTEC_Root1_2	RPTEC_Root1_3
RPTEC_R1_1	0	0.0129544160808691	0.017027410784865	0.0190800355917193	0.0107686467885283	0.0237435969239661	0.0243610321766634	0.0243599647618984	0.0393174096323816	0.0106119164264844	0.0321725219363427	0.0385372584820813	0.00868457540069245	0.0143052504637416	0.0183981203516943	0.0217923836427984	0.0204467776433265	0.0300305390010051
RPTEC_R1_2	0.0129544160808691	0	0.013703749877901	0.0201105007944111	0.00663350002754763	0.0115121007868208	0.028113578508854	0.0149263081251907	0.0296319789635899	0.0111585700851118	0.0205727016307345	0.0264223333304991	0.0149090996631408	0.014258802972268	0.0170390675693092	0.0196560191639236	0.0116976911278796	0.0212331400222717
RPTEC_R1_3	0.017027410784865	0.013703749877901	0	0.0306165523668441	0.0119910630382271	0.0166351405172874	0.036525037023355	0.0113455459400124	0.0342132439644995	0.0217445868387268	0.0273500106925387	0.0287172160162424	0.0221701381596776	0.0136191894326494	0.0115070645510946	0.030470484874886	0.0125195281926243	0.0188027649690784
RPTEC_R2_1	0.0190800355917193	0.0201105007944111	0.0306165523668441	0	0.0187205399111555	0.0266790691848583	0.00939176225036625	0.0326325518186074	0.0328037039178113	0.0154319348275076	0.0283381690222626	0.038635356244777	0.0189921793273947	0.0303049141706749	0.0344915464644086	0.00549956039361175	0.0252923482824298	0.0330127092598293
RPTEC_R2_2	0.0107686467885283	0.00663350002754763	0.0119910630382271	0.0187205399111555	0	0.0140263324010123	0.0251968581667616	0.0158482996442233	0.0292056236510349	0.0128683999203475	0.0223833218529226	0.0284503518831039	0.0153820098644383	0.0161929802144272	0.0182415051057955	0.0185848481458569	0.0101678430860776	0.0196040155007254
RPTEC_R2_3	0.0237435969239661	0.0115121007868208	0.0166351405172874	0.0266790691848583	0.0140263324010123	0	0.0342676105584906	0.00956385294986079	0.0209700917992168	0.0211946509654696	0.0113757859864418	0.0153303228808056	0.0255709136492403	0.0220704884664563	0.0222493093243114	0.0239620298091531	0.00809309053223125	0.0129921627645634
RPTEC_R3_1	0.0243610321766634	0.028113578508854	0.036525037023355	0.00939176225036625	0.0251968581667616	0.0342676105584906	0	0.0393552358989702	0.0371700227967174	0.0227767255200848	0.0351210143894353	0.0456377320711152	0.0247115482343396	0.0369210096386663	0.0408435713457919	0.0124589640649233	0.0314265422632637	0.0383090170453679
RPTEC_R3_2	0.0243599647618984	0.0149263081251907	0.0113455459400124	0.0326325518186074	0.0158482996442233	0.00956385294986079	0.0393552358989702	0	0.0266249182819494	0.0244011276215932	0.0190944460715585	0.0194202994028532	0.0269129606720747	0.0189858700359257	0.0167273156431795	0.0309124847702497	0.00874852491147335	0.0126802474712265
RPTEC_R3_3	0.0393174096323816	0.0296319789635899	0.0342132439644995	0.0328037039178113	0.0292056236510349	0.0209700917992168	0.0371700227967174	0.0266249182819494	0	0.0357132462632603	0.0117434985540795	0.0180557272539482	0.0407827151530758	0.0414897352622027	0.0415608193874673	0.0279320048073425	0.022072370836133	0.0182569615332521
RPTEC_R4_1	0.0106119164264844	0.0111585700851118	0.0217445868387268	0.0154319348275076	0.0128683999203475	0.0211946509654696	0.0227767255200848	0.0244011276215932	0.0357132462632603	0	0.0274265312718389	0.0360144960821725	0.00611947648356363	0.016219819766111	0.0211887972451925	0.0175784015837645	0.0202868939315123	0.0306142189421486
