	RPTEC_R1	RPTEC_R2	RPTEC_R3	RPTEC_R4	RPTEC_R5	RPTEC_Root1
RPTEC_R1	0	0.0115121007868208	0.0296319789635899	0.0264223333304991	0.0170390675693092	0.0212331400222717
RPTEC_R2	0.0115121007868208	0	0.0209700917992168	0.0153303228808056	0.0222493093243114	0.0129921627645634
RPTEC_R3	0.0296319789635899	0.0209700917992168	0	0.0180557272539482	0.0415608193874673	0.0182569615332521
RPTEC_R4	0.0264223333304991	0.0153303228808056	0.0180557272539482	0	0.0350522937299835	0.0156523627962253
RPTEC_R5	0.0170390675693092	0.0222493093243114	0.0415608193874673	0.0350522937299835	0	0.0280597889309714
RPTEC_Root1	0.0212331400222717	0.0129921627645634	0.0182569615332521	0.0156523627962253	0.0280597889309714	0
