	RPTEC_R1_1	RPTEC_R1_2	RPTEC_R1_3	RPTEC_R2_1	RPTEC_R2_2	RPTEC_R2_3	RPTEC_R3_1	RPTEC_R3_2	RPTEC_R3_3	RPTEC_R4_2	RPTEC_R4_3	RPTEC_R5_1	RPTEC_R5_2	RPTEC_R5_3	RPTEC_Root1_1	RPTEC_Root1_2	RPTEC_Root1_3
RPTEC_R1_1	0	0.00428724954886847	0.016086298372969	0.0133823199769766	0.008923778834426	0.0139853007487698	0.0173926993763139	0.00694318918633648	0.00564133271903937	0.0146539979566159	0.0174474200561799	0.00526643044014977	0.00676622762571448	0.00686715306694828	0.0037635645239018	0.0110696491279308	0.00403121686975167
RPTEC_R1_2	0.00428724954886847	0	0.0200290804643735	0.0173703248355357	0.00690861921772041	0.0182284317376811	0.0211610946690645	0.0112249226939774	0.00955419218260247	0.0135845458828664	0.0214812654073838	0.0038720084399042	0.00337538258711838	0.00547737829500849	0.00479056590335738	0.0148894382553191	0.00703930012857611
RPTEC_R1_3	0.016086298372969	0.0200290804643735	0	0.00279376136612419	0.0236318120621491	0.00852705436483884	0.00417732205737365	0.0104754723691009	0.0120389234147382	0.0271452363650742	0.0131331590202084	0.020185059110207	0.0226389860292412	0.0218408152402459	0.0172828697523526	0.00690008331102808	0.0135345498804934
RPTEC_R2_1	0.0133823199769766	0.0173703248355357	0.00279376136612419	0	0.0208537946351137	0.00713142704816253	0.00589088076919096	0.007856266625078	0.00959488061472054	0.0244431227078556	0.0121333764087304	0.0174257008312365	0.0199039023529502	0.0190516868736637	0.0145364583413387	0.00446387631892595	0.0110720776993654
RPTEC_R2_2	0.008923778834426	0.00690861921772041	0.0236318120621491	0.0208537946351137	0	0.0201650081370708	0.0256904877648146	0.0145489049809714	0.014305383988937	0.00679223746066705	0.0222280403169476	0.00389892587436773	0.00413054609295585	0.00235053954778756	0.00659523272807242	0.0173167314845504	0.0127143012851031
RPTEC_R2_3	0.0139853007487698	0.0182284317376811	0.00852705436483884	0.00713142704816253	0.0201650081370708	0	0.0111847914764816	0.00730424835857025	0.0103674702083454	0.0224843064228465	0.0051360046558146	0.0175192942288565	0.0199734690524666	0.0182369696955179	0.0151127131532986	0.007377803718058	0.0133870117357497
RPTEC_R3_1	0.0173926993763139	0.0211610946690645	0.00417732205737365	0.00589088076919096	0.0256904877648146	0.0111847914764816	0	0.0120984176884843	0.0126810362419871	0.0298819512058042	0.015696860617252	0.0220313482620694	0.0240845045276931	0.0237644024188534	0.0192495854032148	0.0102782335304058	0.014206822481563
RPTEC_R3_2	0.00694318918633648	0.0112249226939774	0.0104754723691009	0.007856266625078	0.0145489049809714	0.00730424835857025	0.0120984176884843	0	0.00341876225613334	0.01862033461745	0.0113370653995286	0.0113322686515536	0.0134033471911528	0.012415759619383	0.00898527016579432	0.00671061467229281	0.00633413608146639
RPTEC_R3_3	0.00564133271903937	0.00955419218260247	0.0120389234147382	0.00959488061472054	0.014305383988937	0.0103674702083454	0.0126810362419871	0.00341876225613334	0	0.019378093090648	0.0144044823218369	0.0108104399557439	0.0122262566645473	0.0120973606233069	0.00878402837474809	0.00907764867676	0.00399426592631212
RPTEC_R4_2	0.0146539979566159	0.0135845458828664	0.0271452363650742	0.0244431227078556	0.00679223746066705	0.0224843064228465	0.0298819512058042	0.01862033461745	0.019378093090648	0	0.023307293228479	0.0100704426415717	0.010879488742898	0.00832083748235404	0.0118678917578989	0.0204102024160064	0.0184775778087718
RPTEC_R4_3	0.0174474200561799	0.0214812654073838	0.0131331590202084	0.0121333764087304	0.0222280403169476	0.0051360046558146	0.015696860617252	0.0113370653995286	0.0144044823218369	0.023307293228479	0	0.020281449733344	0.0226460704764537	0.0204133456030188	0.0182961217120835	0.0119414087107221	0.0176579840178972
RPTEC_R5_1	0.00526643044014977	0.0038720084399042	0.020185059110207	0.0174257008312365	0.00389892587436773	0.0175192942288565	0.0220313482620694	0.0113322686515536	0.0108104399557439	0.0100704426415717	0.020281449733344	0	0.00326113402798284	0.00259882747193471	0.0029797167199437	0.0141551867129779	0.00887725691910799
RPTEC_R5_2	0.00676622762571448	0.00337538258711838	0.0226389860292412	0.0199039023529502	0.00413054609295585	0.0199734690524666	0.0240845045276931	0.0134033471911528	0.0122262566645473	0.010879488742898	0.0226460704764537	0.00326113402798284	0	0.00337653024971462	0.0059238664511886	0.0169880803989766	0.0101893485445194
RPTEC_R5_3	0.00686715306694828	0.00547737829500849	0.0218408152402459	0.0190516868736637	0.00235053954778756	0.0182369696955179	0.0237644024188534	0.012415759619383	0.0120973606233069	0.00832083748235404	0.0204133456030188	0.00259882747193471	0.00337653024971462	0	0.00513112496523755	0.0157425821066226	0.0108030067312073
RPTEC_Root1_1	0.0037635645239018	0.00479056590335738	0.0172828697523526	0.0145364583413387	0.00659523272807242	0.0151127131532986	0.0192495854032148	0.00898527016579432	0.00878402837474809	0.0118678917578989	0.0182961217120835	0.0029797167199437	0.0059238664511886	0.00513112496523755	0	0.0112338672415401	0.00683384914617568
RPTEC_Root1_2	0.0110696491279308	0.0148894382553191	0.00690008331102808	0.00446387631892595	0.0173167314845504	0.007377803718058	0.0102782335304058	0.00671061467229281	0.00907764867676	0.0204102024160064	0.0119414087107221	0.0141551867129779	0.0169880803989766	0.0157425821066226	0.0112338672415401	0	0.00983933971042861
RPTEC_Root1_3	0.00403121686975167	0.00703930012857611	0.0135345498804934	0.0110720776993654	0.0127143012851031	0.0133870117357497	0.014206822481563	0.00633413608146639	0.00399426592631212	0.0184775778087718	0.0176579840178972	0.00887725691910799	0.0101893485445194	0.0108030067312073	0.00683384914617568	0.00983933971042861	0
