	RPTEC_R1_1	RPTEC_R1_2	RPTEC_R1_3	RPTEC_R2_1	RPTEC_R2_2	RPTEC_R2_3	RPTEC_R3_1	RPTEC_R3_2	RPTEC_R3_3	RPTEC_R4_1	RPTEC_R4_2	RPTEC_R4_3	RPTEC_R5_1	RPTEC_R5_2	RPTEC_R5_3	RPTEC_Root1_1	RPTEC_Root1_2	RPTEC_Root1_3
RPTEC_R1_1	0	0.00706301883891329	0.0110316807098777	0.00749622745284272	0.029358213964476	0.0220233441590738	0.0042331527332914	0.0199130523910664	0.0161694907573881	0.00673196602029037	0.0146636178130486	0.00475175634282266	0.010013310562896	0.0108919482929456	0.00427761767719661	0.0103525286727402	0.0154949616054817	0.0201971149705087
RPTEC_R1_2	0.00706301883891329	0	0.0110357552156655	0.00862954098988423	0.0326720933241314	0.022543211634112	0.00799547483521595	0.0234025400771507	0.0164308919896956	0.0116071462745644	0.0149545802274256	0.007992628690173	0.0115862221759233	0.0102305538592471	0.00735560476278988	0.00902649944911918	0.0146290528179063	0.02363127429682
RPTEC_R1_3	0.0110316807098777	0.0110357552156655	0	0.00760983102908898	0.0229688523148081	0.0119012106447086	0.0110911770156921	0.014917364972751	0.0063578754208511	0.00861685726757112	0.00556078659573555	0.00975457938635926	0.0200705532646372	0.0161773483966053	0.0108407289700331	0.0161593529917465	0.0240828545723664	0.014288565560521
RPTEC_R2_1	0.00749622745284272	0.00862954098988423	0.00760983102908898	0	0.0276977586819438	0.0169633886351199	0.00985256430463484	0.0201324783134148	0.0106366925702369	0.00923296605786169	0.00937047393242771	0.00653047067661274	0.016362551735573	0.0166033287534063	0.0102069274940484	0.0155597976096186	0.0216311879467926	0.0192560391768677
RPTEC_R2_2	0.029358213964476	0.0326720933241314	0.0229688523148081	0.0276977586819438	0	0.0166447735821352	0.0293632693141094	0.0122206369564539	0.0204575889846156	0.0227998666596684	0.0208100275193513	0.0293815891795387	0.0383662944532309	0.0338482689309481	0.0284944170119536	0.0354803909626911	0.0426392038846356	0.00997819268823315
RPTEC_R2_3	0.0220233441590738	0.022543211634112	0.0119012106447086	0.0169633886351199	0.0166447735821352	0	0.0224326292774884	0.0153474292168775	0.00643383643354219	0.0177274556854142	0.00806866026471412	0.020635619403823	0.0316584995750916	0.0275893976551635	0.0220865741455369	0.0279032457488155	0.0359255043138902	0.0126812858779982
RPTEC_R3_1	0.0042331527332914	0.00799547483521595	0.0110911770156921	0.00985256430463484	0.0293632693141094	0.0224326292774884	0	0.0187260901673461	0.0169257373723827	0.00720019134182739	0.0158050990375915	0.00461559631060717	0.0097935104924059	0.00827766700949793	0.00369623144995893	0.00769746838613415	0.0145273396952863	0.0196777388256021
RPTEC_R3_2	0.0199130523910664	0.0234025400771507	0.014917364972751	0.0201324783134148	0.0122206369564539	0.0153474292168775	0.0187260901673461	0	0.0157510454588004	0.0134009353777551	0.0158373147517483	0.0196224977147505	0.0278644496526376	0.0226633451851503	0.0183259406816715	0.0242642061881881	0.0317265583356846	0.00369933257470239
RPTEC_R3_3	0.0161694907573881	0.0164308919896956	0.0063578754208511	0.0106366925702369	0.0204575889846156	0.00643383643354219	0.0169257373723827	0.0157510454588004	0	0.0130634620824009	0.00243114063728887	0.0147306914644176	0.0257172633992097	0.0225135894886013	0.0167089829368427	0.0224312553803898	0.0301473321643549	0.0137470298599777
RPTEC_R4_1	0.00673196602029037	0.0116071462745644	0.00861685726757112	0.00923296605786169	0.0227998666596684	0.0177274556854142	0.00720019134182739	0.0134009353777551	0.0130634620824009	0	0.0116691253101683	0.00818983380907242	0.0157306588455265	0.0133675306412799	0.00629221872752446	0.0141776922841079	0.0205615529986997	0.013645119019347
