	RPTEC_R1	RPTEC_R2	RPTEC_R3	RPTEC_R4	RPTEC_R5	RPTEC_Root1
RPTEC_R1	0	0.0127155370531905	0.0136276511701555	0.0130241612210377	0.0256684087172509	0.00577196609630051
RPTEC_R2	0.0127155370531905	0	0.0201769228791094	0.00740716023925286	0.0343637374598949	0.0127205898349013
RPTEC_R3	0.0136276511701555	0.0201769228791094	0	0.0166284706925569	0.0151638182099135	0.00892611772410447
RPTEC_R4	0.0130241612210377	0.00740716023925286	0.0166284706925569	0	0.0317302707568086	0.0103085789604956
RPTEC_R5	0.0256684087172509	0.0343637374598949	0.0151638182099135	0.0317302707568086	0	0.0229601237449545
RPTEC_Root1	0.00577196609630051	0.0127205898349013	0.00892611772410447	0.0103085789604956	0.0229601237449545	0
