	RPTEC_R1	RPTEC_R2	RPTEC_R3	RPTEC_R4	RPTEC_R5	RPTEC_Root1
RPTEC_R1	0	0.00486782355885834	0.00985005183140712	0.0085948960934079	0.00924276948039073	0.00522685294277582
RPTEC_R2	0.00486782355885834	0	0.0054503453595954	0.00449848258811851	0.00592937169704577	0.00464581298132946
RPTEC_R3	0.00985005183140712	0.0054503453595954	0	0.00141685074299324	0.00278092240136234	0.00970975764951092
RPTEC_R4	0.0085948960934079	0.00449848258811851	0.00141685074299324	0	0.00201049324156596	0.00900890153406966
RPTEC_R5	0.00924276948039073	0.00592937169704577	0.00278092240136234	0.00201049324156596	0	0.0105685581078213
RPTEC_Root1	0.00522685294277582	0.00464581298132946	0.00970975764951092	0.00900890153406966	0.0105685581078213	0
