	RPTEC_R1	RPTEC_R2	RPTEC_R3	RPTEC_R4	RPTEC_R5	RPTEC_Root1
RPTEC_R1	0	0.0101349022442907	0.00456626167883704	0.0124043523051131	0.0126078387768991	0.0150928935177681
RPTEC_R2	0.0101349022442907	0	0.00556873042336508	0.0022695494181155	0.0227417244267657	0.0252264450974246
RPTEC_R3	0.00456626167883704	0.00556873042336508	0	0.00783824536777005	0.017173754146302	0.0196586803698912
RPTEC_R4	0.0124043523051131	0.0022695494181155	0.00783824536777005	0	0.0250108233563785	0.0274954449089392
RPTEC_R5	0.0126078387768991	0.0227417244267657	0.017173754146302	0.0250108233563785	0	0.00248522120693522
RPTEC_Root1	0.0150928935177681	0.0252264450974246	0.0196586803698912	0.0274954449089392	0.00248522120693522	0
