OM1_B_C	OM1_C_1A	OM1_C_1E	OM1_C_1F	OM1_C_2G	OM1_C_2H	OM1_C_3E	OM1_C_3F	OM1_H_1C	OM1_H_1D
0.196855418890694	0.219015437313398	0.219301194558372	0.205975568969087	0.251708170405433	0.211511625410593	0.225449721532884	0.216018926919739	0.215625689693224	0.208391083391083
0.284462752378742	0.283472585460689	0.293563280216948	0.283855452388157	0.250041160732661	0.288123403250392	0.28591196550896	0.289015966616338	0.287894504524388	0.288764726264726
0.294557902065444	0.288425486610966	0.290156659718954	0.29623023140996	0.245811895451739	0.292406449258249	0.292659218004872	0.290228621021721	0.292374751710439	0.295738045738046
0.22412392666512	0.209086490614947	0.196978865505726	0.213938747232796	0.252438773410167	0.207958522080766	0.195979094953284	0.204736485442203	0.204105054071949	0.207106144606145
