OM1_B_C	OM1_C_1D	OM1_C_1E	OM1_C_1F	OM1_C_2A	OM1_C_2F	OM1_C_2G	OM1_C_3E	OM1_C_3F	OM1_H_1B	OM1_H_1G
0.157220336832757	0.112158793070383	0.141824575112327	0.14443160607946	0.12554149204871	0.10948980916526	0.190339020607135	0.182317893522968	0.125641909669927	0.116342565907229	0.107961957665278
0.244505058834724	0.220322188838458	0.232174252783747	0.244356057239356	0.236111699050361	0.22100480332338	0.283181918900953	0.266038823755526	0.225153786132937	0.214240208718867	0.220237343769726
0.315931364775286	0.329092884996484	0.34137526860715	0.318193938316594	0.32428847592036	0.319174347656757	0.305007755373366	0.312665769748222	0.321653450434593	0.323423232108728	0.331502756385978
0.282343239557233	0.338426133094675	0.284625903496777	0.29301839836459	0.31405833298057	0.350331039854602	0.221471305118546	0.238977512973285	0.327550853762543	0.345993993265176	0.340297942179018
