	HMEC_4_1_1	HMEC_4_1_3	HMEC_4_2_1	HMEC_4_2_2	HMEC_4_2_3	HMEC_4_G2_3E_1	HMEC_4_G2_3E_3	HMEC_4_G2_4A_1	HMEC_4_G2_4A_2	HMEC_4_G2_4A_3	HMEC_4_G2_4B_1	HMEC_4_G2_4B_2	HMEC_4_G2_4B_3	HMEC_4_G2_4C_3	HMEC_4_G2_4D_1	HMEC_4_G2_4D_2	HMEC_4_G2_4D_3	HMEC_5_1_1	HMEC_5_1_2	HMEC_5_1_3	HMEC_5_2_1	HMEC_5_2_2	HMEC_5_2_3	HMEC_5_3_1	HMEC_5_3_2	HMEC_5_3_3	HMEC_5_4_1	HMEC_5_4_2	HMEC_5_4_3	HMEC_5_5_1	HMEC_5_5_2	HMEC_5_5_3	HMEC_5_6_1	HMEC_5_6_2	HMEC_5_6_3	HMEC_5_7_2	HMEC_5_7_3	HMEC_5_8_1	HMEC_5_8_2	HMEC_5_8_3	HMEC_5_9_1	HMEC_5_9_2	HMEC_5_9_3	HMEC_Root1_1	HMEC_Root1_2	HMEC_Root2_1	HMEC_Root2_2	HMEC_Root2_3	HMEC_STAT_2_1	HMEC_STAT_2_2	HMEC_STAT_2_3	HMEC_STAT_3_1	HMEC_STAT_3_2	HMEC_STAT_3_3	HMEC_STAT_4_1	HMEC_STAT_4_2	HMEC_STAT_4_3	HMEC_STAT_G2_3B_1	HMEC_STAT_G2_3B_2	HMEC_STAT_G2_3C_1	HMEC_STAT_G2_3C_2	HMEC_STAT_G2_3C_3
HMEC_5_2_3	0.0278808589797999	0.00981138432247424	0.0141991076742363	0.00380320267610261	0.0109880477767566	0.00200661618054558	0.00595409318269946	0.00575585276711579	0.0101317356184859	0.00160448270094615	0.0075485251266765	0.00175508671019395	0.00429635634285981	0.00928028175513914	0.0198779676411776	0.0375970591424035	0.0107921789620602	0.00310893799483811	0.00255287532680591	0.0144811371066334	0.00127267098593746	0.00143736799416813	0	0.00234691963228903	0.00803122816291292	0.00404218672168933	0.0193680443538083	0.00696380138304836	0.017710560726255	0.0228014769708041	0.0125381740657864	0.00214581621563348	0.0203429082830492	0.00797950822282753	0.0104755125715317	0.0195503670386678	0.0064006756561968	0.00826481219954102	0.00471301871646693	0.00883995468024549	0.0113995522580398	0.0166360538463629	0.00842123991766196	0.0110462498273531	0.0136111032830198	0.00369096428711748	0.00644246685415962	0.00946976153929999	0.0119678158814078	0.000691453166402142	0.0148001616074732	0.0247275991216904	0.0055486709233407	0.00222844839160786	0.0124853537178141	0.00903065977516857	0.00781087445265001	0.0130846758812569	0.0150074267878938	0.0486572531384264	0.0168190184681426	0.0473492811597519
HMEC_5_3_1	0.0255346022639961	0.00746453194159197	0.0118523430932253	0.0014562881069451	0.0086412154111712	0.0043535278607234	0.00830096795229203	0.00810273006009041	0.00778488843133975	0.0039513965604072	0.00520164148876553	0.000591833870149629	0.00664325003697696	0.00693342118425998	0.0175313704803	0.0352513832726961	0.0131389703267292	0.00076202052717125	0.00489978357728475	0.0121343794029623	0.00107424989382072	0.000909552831219521	0.00234691963228903	0	0.00568435039567557	0.00169527335493133	0.0170214296611832	0.00461691121129228	0.0153638924623858	0.0204549899044167	0.0101913720123237	0.00449272707315905	0.0179963275391429	0.0056326298059191	0.00812867117049297	0.0172037585576447	0.00405377978940256	0.0059179374281697	0.00236610928537535	0.00649308771670642	0.00905272750152222	0.0142893536368292	0.00607436720909572	0.00869941851877656	0.0112643248440943	0.00134404918951476	0.00409557138987227	0.00712290383015376	0.00962100215250325	0.00165546750995445	0.0124534118636135	0.0223811935445532	0.00320176755270116	0.000118471481392165	0.0101385505575217	0.00668379553606625	0.00546399395190947	0.0107378855863004	0.0126606823180661	0.0463124675952469	0.0144723235439092	0.0450043773903442
HMEC_5_3_2	0.0198514024499644	0.00178021128158276	0.00616815684676458	0.00422807600395292	0.00295692224398264	0.0100377813392375	0.0139850616349052	0.0137868333891926	0.00210057463737625	0.00963566248975351	0.00048271451589217	0.00627617600480264	0.0123274191159853	0.00124909016029776	0.011847488529058	0.0295694177965826	0.0188227757583337	0.00492233821919497	0.0105840190060274	0.00645020478576565	0.00675858414792994	0.00659388989138176	0.00803122816291292	0.00568435039567557	0	0.0039890921070152	0.011337514330999	0.00106745018845238	0.0096798769120082	0.0147713225446804	0.00450712461986436	0.010176976076422	0.0123124770688165	5.17212399637798e-05	0.0024443652596098	0.0115198550242663	0.0016305853590751	0.000233590122271074	0.00331825861107781	0.000808749063044726	0.00336844542536451	0.00860527986148682	0.000390022109256777	0.00301512687378439	0.00558011551649892	0.0043403141992871	0.00158879352911029	0.0014385763579852	0.00393673665203635	0.00733979090333532	0.00676925083815115	0.0166976892722641	0.00248260057199371	0.00580282034789751	0.00445430142609448	0.000999460079752955	0.000220359134255701	0.00505365692891401	0.00697653037168397	0.0406324629921397	0.008788259308927	0.0393241095071762
HMEC_5_3_3	0.0238397396734042	0.00576928723912601	0.0101571501042358	0.00023898547814349	0.00694598202633419	0.00604878384925679	0.00999618674251269	0.0097979512021188	0.00608964662555862	0.00564665519661669	0.00350638024794978	0.00228710632999197	0.00833848692152436	0.00523817198333687	0.0158362832827645	0.0335569144461216	0.0148341159618276	0.000933253298509071	0.00659503563023099	0.010439190629411	0.0027695212819545	0.00260482461969943	0.00404218672168933	0.00169527335493133	0.0039890921070152	0	0.0153263311588922	0.00292164681165493	0.0136687596820911	0.0187599744431053	0.00849615638675832	0.00618798209587052	0.0163012509611317	0.00393737118603412	0.00643343262678432	0.0155086640562717	0.00235851277922621	0.00422268068003677	0.000670836982414678	0.00479783507336911	0.00735749851488639	0.0125942006460796	0.00437911153349942	0.00700418574213635	0.00956912341364389	0.000351224478106339	0.00240030455891133	0.00542765619065875	0.00792577961517722	0.00335073719943931	0.0107582279887532	0.0206862318169997	0.00150649739662523	0.00181374469451591	0.00844333427338117	0.00498854435169859	0.00376873427692472	0.00904267699624524	0.0109655016999891	0.0446186126406685	0.0127771738830212	0.0433104404864177
HMEC_5_4_1	0.00851466420374164	0.00955738001147368	0.00516950223362358	0.0155652940710587	0.00838070428874478	0.0213743342287224	0.0253209939652006	0.0251228001135212	0.00923702748441486	0.0209722709713297	0.011820203084148	0.0176131935055833	0.0236636285621831	0.0100884811477603	0.000510001755507151	0.0182343997702471	0.030157763507022	0.01625949245444	0.0219204941148335	0.00488745268774314	0.0180955490176718	0.0179308729599727	0.0193680443538083	0.0170214296611832	0.011337514330999	0.0153263311588922	0	0.0124049047590764	0.00165771047259434	0.00343404012476642	0.00683052927694992	0.0215135093930509	0.000975017510710299	0.0113892329110853	0.00889324745565623	0.000182350271213099	0.0129680043020618	0.0111039359269336	0.0146555538609422	0.0105288037553615	0.00796919048718577	0.00273234141914159	0.0109475115141242	0.00832250107833809	0.00575754459009721	0.0156775222362568	0.0129262152133163	0.00989900237087796	0.00740090970068378	0.0186766896402408	0.00456840394581674	0.00536058482943217	0.013819960236857	0.0171398874970248	0.00688335189569117	0.0103381009601202	0.0115578619628481	0.00628400143445287	0.00436112216857542	0.0293005145003377	0.00254935694643364	0.0279917352124758
HMEC_5_4_2	0.0209186749655175	0.00284765933218782	0.00723558814891888	0.0031606314249459	0.00402436740951707	0.0089703687809903	0.0129176867219675	0.0127194562812941	0.0031680220187757	0.00856824681518282	0.000584735791475301	0.00520873951739254	0.0112600268375414	0.00231653912904812	0.0129148736752042	0.0306364772545063	0.0177554643307431	0.00385489599157128	0.00951661089440962	0.0075176344499012	0.00569115007417611	0.00552645497187167	0.00696380138304836	0.00461691121129228	0.00106745018845238	0.00292164681165493	0.0124049047590764	0	0.0107472829540341	0.0158386730459114	0.00557456418991321	0.00910956462795357	0.013379857202394	0.00101572896985067	0.00351181182611178	0.0125872435896706	0.000563135556696691	0.00130104018261562	0.00225081155990676	0.00187619861217743	0.00443588930465014	0.00967269475860862	0.00145747205826716	0.00408257186614934	0.00664755001503981	0.00327286997316261	0.000521343688999553	0.00250602502647351	0.00500417851860082	0.00627235999410201	0.00783667856731134	0.0177650128702936	0.00141515186019464	0.0047353816800799	0.00552174122048029	0.00206690939761415	0.000847091133173889	0.00612109403849347	0.00804395679698523	0.0416991754677793	0.00985567276846944	0.0403908689166585
HMEC_5_4_3	0.0101723160452834	0.00789971987072798	0.00351180390770859	0.0139077272013768	0.00672303141387791	0.019716902010367	0.0236636778647846	0.0234654777099912	0.00757936369628821	0.0193148280376284	0.010162572541579	0.0159556691475424	0.0220062612863922	0.00843082735093468	0.00216771148482826	0.0198918626103127	0.0285006165958652	0.0146019393880782	0.020263076782962	0.00322975277927461	0.0164380354602886	0.016273355681553	0.017710560726255	0.0153638924623858	0.0096798769120082	0.0136687596820911	0.00165771047259434	0.0107472829540341	0	0.0050917388128025	0.00517284241237473	0.0198560809319681	0.00263272625692188	0.00973159621429543	0.00723557990358187	0.00184006051836904	0.0113103913335214	0.00944629528980295	0.0129979698473565	0.00887115549886699	0.00631151358929457	0.00107463291510484	0.00928986876176853	0.00666482762089293	0.0040998499034102	0.0140199575558329	0.0112686015747843	0.00824134626826338	0.00574322761451316	0.0170191894933354	0.00291070237462361	0.00701826990396996	0.0121623614231709	0.01548235283249	0.00522566545555924	0.00868045027289293	0.00990022764515022	0.00462631039508687	0.00270341958976408	0.03095759951038	0.000891647998144136	0.0296488741007186
HMEC_5_5_1	0.00508068501231832	0.0129912479411037	0.00860348044832404	0.0189989261149296	0.0118146069586289	0.0248076461195636	0.0287540373402604	0.0285558579498081	0.0126709052459076	0.0244056079106172	0.0152539936242479	0.0210467229488768	0.0270967896926649	0.013522332162195	0.00292404045520793	0.0148007430757356	0.0335904221587305	0.0196930909761702	0.02535377129509	0.00832143618556357	0.0215290526639983	0.0213643854831414	0.0228014769708041	0.0204549899044167	0.0147713225446804	0.0187599744431053	0.00343404012476642	0.0158386730459114	0.0050917388128025	0	0.0102644719434219	0.0249468125136504	0.00245902596901459	0.0148230392612769	0.0123271354570988	0.00325169068259565	0.0164017502843638	0.0145377524664216	0.0180892278781069	0.013962640164485	0.0114031044152219	0.00616635804199143	0.0143813335465951	0.0117564053686073	0.00919151108632505	0.0191111489482749	0.0163599628803024	0.0133328595081023	0.0108348384148996	0.0221101613826848	0.00800239315574555	0.00192655921115705	0.0172536708464145	0.0205734416496819	0.010317293307494	0.0137719437594247	0.0149916621868028	0.00971795663342678	0.00779511493928164	0.0258675620829641	0.00598337579061522	0.0245586804446346
HMEC_5_5_2	0.0153448306688194	0.00272692202032008	0.00166105061486404	0.00873513488208108	0.00155021058150802	0.0145446472443272	0.0184917293592266	0.0182935123509356	0.00240655902567179	0.0141425455505762	0.00498983483559652	0.0107831803483523	0.0168341766350055	0.00325804173475382	0.00734052070702544	0.0250636492494548	0.0233291273811005	0.00942938026403828	0.0150908607060611	0.00194310266489159	0.0112655735029015	0.0111008844551742	0.0125381740657864	0.0101913720123237	0.00450712461986436	0.00849615638675832	0.00683052927694992	0.00557456418991321	0.00517284241237473	0.0102644719434219	0	0.0146838359119375	0.00780552578901122	0.00455884543950412	0.00206276838266457	0.00701287602216643	0.00613769212805453	0.00427353628085093	0.00782533697687452	0.00369838090201199	0.00113868606294073	0.0040982186587158	0.00411710537930078	0.00149200579942781	0.00107300163733504	0.00884737047110706	0.00609590087347835	0.00306855615465526	0.000570391990648454	0.011846761117118	0.00226215371413299	0.0121909331249212	0.00698969426145309	0.010309838605304	5.2823615732378e-05	0.00350767080613456	0.00472748189360672	0.000546537261617291	0.00246943669142668	0.0361280502001612	0.00428120235639145	0.0348195114468109
HMEC_5_5_3	0.0300259649860149	0.0119571023719618	0.0163447290547659	0.00594900004305882	0.0131337431291115	0.000139200267061728	0.00380829572532852	0.00361005374363914	0.0122774477221294	0.000541334235404037	0.00969428021200193	0.00390089723067873	0.00215054777974267	0.0114260092775696	0.0220234147483537	0.0397415979637081	0.00864643968064356	0.0052547406076033	0.000407059973049694	0.0166267511458119	0.00341848358380182	0.00358317992651737	0.00214581621563348	0.00449272707315905	0.010176976076422	0.00618798209587052	0.0215135093930509	0.00910956462795357	0.0198560809319681	0.0249468125136504	0.0146838359119375	0	0.0224883386454503	0.0101252569236385	0.0126212181002555	0.0216958257182786	0.00854644621312844	0.0104105565008664	0.00685880798431239	0.0109856896931963	0.013545239115784	0.0187816072714534	0.0105669817482459	0.0131919439957884	0.0157567395302045	0.00583676255694818	0.00858823688683513	0.0116154857371066	0.0141134905333486	0.00283726775133995	0.0169457671774667	0.0268728529785678	0.00769445152606514	0.00437425649583786	0.0146310167732783	0.0111763915843877	0.00995662568902161	0.0152303249349444	0.0171530267617738	0.05080093700744	0.0189645663777828	0.0494930779506309
HMEC_5_6_1	0.00753967231174929	0.0105323579664502	0.00614450721648265	0.0165402109149605	0.00935569095849123	0.0223491658356399	0.0262957531763477	0.0260975632377021	0.0102120079181372	0.021947109298447	0.012795161275108	0.0185880832156469	0.0246384195938757	0.0110634548185611	0.000465015849261564	0.0172595089319095	0.0311324181888418	0.0172344004576101	0.0228953163985391	0.00586245889513456	0.0190704318735861	0.0189057581757026	0.0203429082830492	0.0179963275391429	0.0123124770688165	0.0163012509611317	0.000975017510710299	0.013379857202394	0.00263272625692188	0.00245902596901459	0.00780552578901122	0.0224883386454503	0	0.0123641951702824	0.00986823046111843	0.000792667296777923	0.0139429509620705	0.0120789008006688	0.0156304817347162	0.0115037737091822	0.00894417995160768	0.00370735492639107	0.0119224777947727	0.00929748815133218	0.00673254682011225	0.0166524376757748	0.0139011623108667	0.0108739775951313	0.00837590280833314	0.019651564004339	0.00554341146337328	0.00438557667461653	0.0147948976849328	0.0181147837612202	0.00785834810308323	0.0113130725421176	0.0125328226472502	0.00725900097105592	0.00533613049465193	0.0283258344050658	0.00352437090565449	0.0270170247839911
HMEC_5_6_2	0.0199031154930123	0.00183193245560513	0.0062198773002209	0.00417635512264343	0.00300864330266014	0.00998606212979888	0.0139333443312484	0.0137351159750867	0.00215229578563846	0.00958394312099437	0.000430993279418462	0.00622445555800482	0.0122757009365956	0.00130081136784932	0.0118992068637714	0.0296211207170317	0.018771061630865	0.00487061746622067	0.0105323000233655	0.00650192516570957	0.00670686382808034	0.00654216952712628	0.00797950822282753	0.0056326298059191	5.17212399637798e-05	0.00393737118603412	0.0113892329110853	0.00101572896985067	0.00973159621429543	0.0148230392612769	0.00455884543950412	0.0101252569236385	0.0123641951702824	0	0.00249608637548541	0.0115715735178609	0.00157886417079544	0.000285311361311755	0.00326653759113022	0.000860470289671175	0.00342016643019352	0.00865699957057502	0.00044174334655089	0.00306684792525313	0.00563183611264981	0.00428859333737263	0.00153707233816944	0.00149029755483269	0.0039884575711611	0.00728807074884862	0.00682097113094697	0.0167494047251837	0.00243087945424593	0.00575109978562982	0.00450602225552999	0.001051181299067	0.000168637893873914	0.00510537764068207	0.00702825060559599	0.0406841493278499	0.00883997895213608	0.0393757980901156
HMEC_5_6_3	0.0174073767325362	0.000664155122970331	0.00372381390690726	0.00667241407253977	0.000512558453295184	0.0124820263763844	0.0164292070851125	0.0162309845375621	0.000343791321704919	0.0120799160266916	0.00292707840964895	0.00872048859614358	0.0147716099507562	0.00119527654448921	0.00940323201961875	0.0271258470979749	0.0212667594424053	0.00736666854796493	0.0130282520085079	0.00400586464002148	0.00920288957575522	0.00903819781457428	0.0104755125715317	0.00812867117049297	0.0024443652596098	0.00643343262678432	0.00889324745565623	0.00351181182611178	0.00723557990358187	0.0123271354570988	0.00206276838266457	0.0126212181002555	0.00986823046111843	0.00249608637548541	0	0.00907559179595413	0.00407494420152809	0.0022107756369216	0.00576260542755199	0.00163561747643506	0.000924083183832817	0.00616096622044216	0.00205434392542715	0.000570763282209407	0.0031357672522184	0.00678465107900621	0.00403315259996263	0.00100579030247603	0.00149237709131691	0.00978408711317842	0.00432491404098659	0.014253557262626	0.00492695402641231	0.00824713953796109	0.00200994485442546	0.00144490657742189	0.00266472382580804	0.00260930447171299	0.00453219585704737	0.0381896495735729	0.00634394833913337	0.0368811930137222
HMEC_5_7_2	0.00833231922380025	0.00973972344620552	0.0053518504655303	0.0157476264291761	0.00856304928424037	0.0215566509861491	0.0255032974140947	0.0253051042826398	0.00941937136390299	0.0211545889620238	0.0120025429553691	0.0177955209091608	0.0238459378652073	0.010270823812414	0.000327651496535741	0.0180520742599242	0.0303400476894729	0.0164418231998598	0.0221028091606027	0.00506980113210403	0.0182778751676473	0.0181131995416354	0.0195503670386678	0.0172037585576447	0.0115198550242663	0.0155086640562717	0.000182350271213099	0.0125872435896706	0.00184006051836904	0.00325169068259565	0.00701287602216643	0.0216958257182786	0.000792667296777923	0.0115715735178609	0.00907559179595413	0	0.0131503420840993	0.0112862770059568	0.0148378882285383	0.0107111457507088	0.00815153598119518	0.00291469110212969	0.0111298528470748	0.0085048461458335	0.00593989234168797	0.0158598543383142	0.0131085530747238	0.0100813453149448	0.00758325584268421	0.0188590142361265	0.00475075261645653	0.00517823662274542	0.0140022963460362	0.0173222160986195	0.00706569858702594	0.0105204432487736	0.0117402022850021	0.00646634871324587	0.00454347097826992	0.0291182290515911	0.00273170670327555	0.0278094440142222
HMEC_5_7_3	0.0214817092278625	0.00341079273083571	0.00779871112447957	0.00259749768393904	0.00458749886037376	0.0084072498310463	0.0123545862046278	0.012156354677653	0.00373115494843575	0.00800512636663829	0.00114787119936084	0.00464560930417405	0.0106969177582729	0.00287967320415549	0.0134779702473456	0.0311993956149186	0.0171923955570768	0.00329176323982997	0.00895349409273517	0.00808075645929528	0.00512802095977003	0.00496332547088039	0.0064006756561968	0.00405377978940256	0.0016305853590751	0.00235851277922621	0.0129680043020618	0.000563135556696691	0.0113103913335214	0.0164017502843638	0.00613769212805453	0.00854644621312844	0.0139429509620705	0.00157886417079544	0.00407494420152809	0.0131503420840993	0	0.00186417520115451	0.00168767684386952	0.00243933315276481	0.00499901992810419	0.0102358081981933	0.00202060696135725	0.00464570320458383	0.00721067488954822	0.00270973637771677	4.17918734374184e-05	0.00306915887469813	0.00556730787459909	0.0057092323388974	0.00839979944049025	0.0183280752200014	0.000852016570508019	0.00417225048782565	0.00608486929605581	0.00263004374721964	0.00141022642491462	0.00668422048090858	0.00860707690735526	0.0422619068042255	0.0104187853835083	0.0409536254819581
HMEC_5_8_1	0.0196178488291444	0.00154662141376275	0.00593457011785497	0.00446166439156478	0.00272333286639989	0.0102713620232172	0.0142186336079457	0.0140204058663081	0.00186698487760189	0.00986924390388056	0.00071630460618823	0.00650976237616085	0.0125609950877358	0.00101550015530286	0.0116139112197247	0.0293359096379003	0.0190563332595212	0.00515592600900949	0.0108175986514856	0.00621661838149969	0.00699216993326941	0.00682747588153494	0.00826481219954102	0.0059179374281697	0.000233590122271074	0.00422268068003677	0.0111039359269336	0.00130104018261562	0.00944629528980295	0.0145377524664216	0.00427353628085093	0.0104105565008664	0.0120789008006688	0.000285311361311755	0.0022107756369216	0.0112862770059568	0.00186417520115451	0	0.0035518476487686	0.000575158983742395	0.00313485627989433	0.00837169643032502	0.000156431992714959	0.00278153752713028	0.00534652815862439	0.00457390249621106	0.00182238338450768	0.00120498639589302	0.00370314787888467	0.00757337592649962	0.00653566481905766	0.0164641248505452	0.00271619007328908	0.00603640725314977	0.00422071304432053	0.000765870028219257	0.000453949246938896	0.0048200690627928	0.00674294461306069	0.0403990294464597	0.0085546761704109	0.0390906658463987
HMEC_5_8_2	0.0231690504568148	0.00509845801485329	0.0094863386216655	0.000909822403855064	0.00627515655054678	0.00671961020623717	0.0106669959309536	0.0104687614441528	0.00541881834877956	0.00631748285081261	0.00283554588335984	0.00295794153899969	0.0090093042983456	0.00456734130853783	0.0151655101422229	0.0328863750446332	0.0155048932021581	0.00160408988811922	0.00726586009093504	0.00976838064001691	0.00344035576753161	0.00327565936586019	0.00471301871646693	0.00236610928537535	0.00331825861107781	0.000670836982414678	0.0146555538609422	0.00225081155990676	0.0129979698473565	0.0180892278781069	0.00782533697687452	0.00685880798431239	0.0156304817347162	0.00326653759113022	0.00576260542755199	0.0148378882285383	0.00168767684386952	0.0035518476487686	0	0.00412700330955666	0.00668667452423212	0.0119234034800393	0.00370827882962236	0.00633336047093414	0.00889830895540824	0.00102206136625454	0.00172946866853273	0.00475682601614605	0.0072549578240443	0.00402157065215648	0.0100874197399818	0.0200155053222964	0.000835660745155743	0.00248458049516428	0.00777251463565988	0.00431771304689795	0.00309790036915051	0.00837186003138727	0.0102946946113941	0.0439483093513365	0.0121063779211871	0.0426401055715434
HMEC_5_8_3	0.0190427761173471	0.000971462771779963	0.00535941839820438	0.00503681828442907	0.0021481752152847	0.0108464958801637	0.0147937452913207	0.0145955188272433	0.00129182644279887	0.010444379632513	0.00129146337983904	0.00708491092806313	0.0131361169213734	0.000440341273163213	0.0110387816499881	0.0287609470852584	0.019631408421536	0.0057310783023552	0.0113927298509752	0.00564146740936155	0.00756731695358096	0.00740262343643703	0.00883995468024549	0.00649308771670642	0.000808749063044726	0.00479783507336911	0.0105288037553615	0.00187619861217743	0.00887115549886699	0.013962640164485	0.00369838090201199	0.0109856896931963	0.0115037737091822	0.000860470289671175	0.00163561747643506	0.0107111457507088	0.00243933315276481	0.000575158983742395	0.00412700330955666	0	0.00255969912461819	0.00779655238273631	0.00041872700620899	0.00220637994144916	0.00477137499841009	0.00514905614516389	0.00239754137652882	0.000629827584667008	0.003127991535922	0.00814852096333094	0.00596051473670122	0.0158890261228315	0.00329134702914515	0.00661155720661905	0.00364555756994301	0.000190711077809958	0.0010291081245948	0.00424491474789727	0.0061677951339547	0.039824248590803	0.00797953280976199	0.0385158603230897
HMEC_5_9_1	0.0164834004318356	0.00158823791954572	0.00279973456345545	0.00759647873897767	0.000411524807910886	0.0134060487028206	0.0173531868945732	0.0171549667456147	0.0012678743454269	0.0130039420625499	0.00385115746304285	0.00964454110296234	0.0156956089618346	0.00211935879876306	0.00847917834058694	0.0262020308517116	0.0221906721345074	0.008290729431407	0.0139522691114007	0.00308178600466393	0.0101269387790491	0.00996224816450049	0.0113995522580398	0.00905272750152222	0.00336844542536451	0.00735749851488639	0.00796919048718577	0.00443588930465014	0.00631151358929457	0.0114031044152219	0.00113868606294073	0.013545239115784	0.00894417995160768	0.00342016643019352	0.000924083183832817	0.00815153598119518	0.00499901992810419	0.00313485627989433	0.00668667452423212	0.00255969912461819	0	0.0052368949446838	0.00297842486569475	0.00035331997557383	0.00221168662189386	0.00770871515746376	0.00495722846447598	0.00192987277389771	0.000568294219467087	0.0107081321143636	0.00340083627768038	0.0133295446667288	0.00585102666416967	0.00917119512364643	0.00108586247356538	0.0023689885054966	0.00358880350482683	0.00168522290626049	0.00360811870076736	0.0372661060408223	0.00541987784738096	0.0359576121159155
HMEC_5_9_2	0.0112468988740319	0.00682511020363805	0.00243717469643426	0.0128331708685139	0.00564841488868871	0.0186424260790747	0.022589272533437	0.0223910685272401	0.00650475204505191	0.0182403456364738	0.00908797937587935	0.0148811379443666	0.0209318247426647	0.0073562211659095	0.00324234134389263	0.0209663113887776	0.027426315220557	0.0135273911799094	0.0191886098548265	0.00215512287701548	0.0153635106867735	0.0151988286910972	0.0166360538463629	0.0142893536368292	0.00860527986148682	0.0125942006460796	0.00273234141914159	0.00967269475860862	0.00107463291510484	0.00616635804199143	0.0040982186587158	0.0187816072714534	0.00370735492639107	0.00865699957057502	0.00616096622044216	0.00291469110212969	0.0102358081981933	0.00837169643032502	0.0119234034800393	0.00779655238273631	0.0052368949446838	0	0.00821526871676329	0.00559021078715784	0.0030252223530763	0.0129454025090406	0.0101940180547217	0.0071667388133944	0.0046686062812909	0.0159446727242339	0.00183607177338528	0.00809287802056603	0.0110877864529402	0.0144078155093115	0.00415104191435882	0.00760584580738731	0.00882563234353962	0.00355168458404023	0.00162878858144058	0.0320317902635375	0.000182984987642067	0.0307231013270927
HMEC_5_9_3	0.0194614408083914	0.00139018955413537	0.00577814025453043	0.00461809511510764	0.00256690130673944	0.0104277874477676	0.0143750531038379	0.0141768257045482	0.00171055308255568	0.0100256698270741	0.000872736560139458	0.00666619170009521	0.0127174173014139	0.000859068216542012	0.0114574875277514	0.0291795318290663	0.0192127429473939	0.00531235631549771	0.0109740233673969	0.00606018872878314	0.00714859885312316	0.00698390494252344	0.00842123991766196	0.00607436720909572	0.000390022109256777	0.00437911153349942	0.0109475115141242	0.00145747205826716	0.00928986876176853	0.0143813335465951	0.00411710537930078	0.0105669817482459	0.0119224777947727	0.00044174334655089	0.00205434392542715	0.0111298528470748	0.00202060696135725	0.000156431992714959	0.00370827882962236	0.00041872700620899	0.00297842486569475	0.00821526871676329	0	0.00262510598675191	0.00519009788829169	0.00473033315633577	0.00197881515455581	0.00104855448129644	0.00354671670038636	0.00772980432192232	0.00637923541661939	0.0163077096724492	0.00287262158470973	0.00619283694601339	0.00406428211545795	0.00060943806441508	0.000610381222309073	0.00466363846479499	0.0065865153800682	0.0402427013401213	0.00839824864842131	0.0389343309973685
HMEC_Root1_1	0.0168366808619984	0.00123491821934383	0.00315305329517742	0.00724316645249792	5.8204836268343e-05	0.0130527530704539	0.0169999078345382	0.0168016867526214	0.000914554532671993	0.0126506449796829	0.00349783937548061	0.00929123362983427	0.0153423224273991	0.00176603934852296	0.00883248771491007	0.0265552508627717	0.0218374191236735	0.00793741864699322	0.0135989755199938	0.00343510448825879	0.00977363260767151	0.00960894154149757	0.0110462498273531	0.00869941851877656	0.00301512687378439	0.00700418574213635	0.00832250107833809	0.00408257186614934	0.00666482762089293	0.0117564053686073	0.00149200579942781	0.0131919439957884	0.00929748815133218	0.00306684792525313	0.000570763282209407	0.0085048461458335	0.00464570320458383	0.00278153752713028	0.00633336047093414	0.00220637994144916	0.00035331997557383	0.00559021078715784	0.00262510598675191	0	0.00256500579851036	0.00735540310478199	0.00460391168486338	0.00157655322539077	0.000921614121376539	0.0103548275962079	0.003754154453427	0.0136828387216844	0.00549771118994066	0.00881788643537482	0.00143918222922563	0.00201566919998884	0.00323548515703779	0.00203854239820355	0.00396143666103589	0.0376192226626391	0.00577319340474543	0.0363107429200486
HMEC_Root1_2	0.0142719240960894	0.00379991922610938	0.000588049396709055	0.0098081000536845	0.00262321047812305	0.0156175526389429	0.0195645781789119	0.0193663643175248	0.00347955708089078	0.0152154559867855	0.00606282355824513	0.0118561276582828	0.0179070507763372	0.00433103733994618	0.00626753890766881	0.0239909108006061	0.0244018894429403	0.0105023397742792	0.0161637590378358	0.000870101753291281	0.0123385160955424	0.0121738286801113	0.0136111032830198	0.0112643248440943	0.00558011551649892	0.00956912341364389	0.00575754459009721	0.00664755001503981	0.0040998499034102	0.00919151108632505	0.00107300163733504	0.0157567395302045	0.00673254682011225	0.00563183611264981	0.0031357672522184	0.00593989234168797	0.00721067488954822	0.00534652815862439	0.00889830895540824	0.00477137499841009	0.00221168662189386	0.0030252223530763	0.00519009788829169	0.00256500579851036	0	0.00992033475483432	0.0071688838715247	0.00414155235839715	0.00164339322642259	0.0129196977686135	0.00118915323187558	0.0111179901672173	0.00806267187904755	0.0113827903551506	0.00112582522737955	0.00458066557620368	0.00580047182228068	0.000526464499244381	0.00139643653502393	0.0350556082996957	0.00320820662657169	0.0337470285340538
