	HMEC_4_1_1	HMEC_4_1_3	HMEC_4_2_1	HMEC_4_2_2	HMEC_4_2_3	HMEC_4_G2_3E_1	HMEC_4_G2_3E_3	HMEC_4_G2_4A_1	HMEC_4_G2_4A_2	HMEC_4_G2_4A_3	HMEC_4_G2_4B_1	HMEC_4_G2_4B_2	HMEC_4_G2_4B_3	HMEC_4_G2_4C_3	HMEC_4_G2_4D_1	HMEC_4_G2_4D_2	HMEC_4_G2_4D_3	HMEC_5_1_1	HMEC_5_1_2	HMEC_5_1_3	HMEC_5_2_1	HMEC_5_2_2	HMEC_5_2_3	HMEC_5_3_1	HMEC_5_3_2	HMEC_5_3_3	HMEC_5_4_1	HMEC_5_4_2	HMEC_5_4_3	HMEC_5_5_1	HMEC_5_5_2	HMEC_5_5_3	HMEC_5_6_1	HMEC_5_6_2	HMEC_5_6_3	HMEC_5_7_2	HMEC_5_7_3	HMEC_5_8_1	HMEC_5_8_2	HMEC_5_8_3	HMEC_5_9_1	HMEC_5_9_2	HMEC_5_9_3	HMEC_Root1_1	HMEC_Root1_2	HMEC_Root2_1	HMEC_Root2_2	HMEC_Root2_3	HMEC_STAT_2_1	HMEC_STAT_2_2	HMEC_STAT_2_3	HMEC_STAT_3_1	HMEC_STAT_3_2	HMEC_STAT_3_3	HMEC_STAT_4_1	HMEC_STAT_4_2	HMEC_STAT_4_3	HMEC_STAT_G2_3B_1	HMEC_STAT_G2_3B_2	HMEC_STAT_G2_3C_1	HMEC_STAT_G2_3C_2	HMEC_STAT_G2_3C_3
HMEC_4_G2_4B_1	0.020334038827928	0.00226292502884756	0.00665086350852031	0.00374536449542091	0.00343963481754776	0.00955508495748865	0.0135023827159271	0.0133041534555788	0.00258328811763397	0.00915296465400704	0	0.0057934683833633	0.0118447321597297	0.0017318042635586	0.0123301749503658	0.0300519589050513	0.0183401260860391	0.00443962785128913	0.0101013246958751	0.0069329107381824	0.00627587767167265	0.00611118301433952	0.0075485251266765	0.00520164148876553	0.00048271451589217	0.00350638024794978	0.011820203084148	0.000584735791475301	0.010162572541579	0.0152539936242479	0.00498983483559652	0.00969428021200193	0.012795161275108	0.000430993279418462	0.00292707840964895	0.0120025429553691	0.00114787119936084	0.00071630460618823	0.00283554588335984	0.00129146337983904	0.00385115746304285	0.00908797937587935	0.000872736560139458	0.00349783937548061	0.00606282355824513	0.00385760286286121	0.00110607934765927	0.00192129034656376	0.00441944784282193	0.00685708592280451	0.00725195595104112	0.0171803483999936	0.0019998870002831	0.00532011168777558	0.00493701173740935	0.00148217431310425	0.000262355392882679	0.00553636609283913	0.00745923491804282	0.0411148484133206	0.00927095819359742	0.0398065160081709
HMEC_4_G2_4B_2	0.0261262792654559	0.00805635186787821	0.0124441426501416	0.00204812128872046	0.00923303076527693	0.00376169775455484	0.00770914874851995	0.0075109101399339	0.00837670717726856	0.00335956574223759	0.0057934683833633	0	0.00605142539135896	0.00752524296138423	0.0181231301092709	0.0358429177032285	0.0125471741090925	0.00135385415940376	0.00430795455667506	0.0127261773394262	0.000482416143056063	0.000317719027343224	0.00175508671019395	0.000591833870149629	0.00627617600480264	0.00228710632999197	0.0176131935055833	0.00520873951739254	0.0159556691475424	0.0210467229488768	0.0107831803483523	0.00390089723067873	0.0185880832156469	0.00622445555800482	0.00872048859614358	0.0177955209091608	0.00464560930417405	0.00650976237616085	0.00295794153899969	0.00708491092806313	0.00964454110296234	0.0148811379443666	0.00666619170009521	0.00929123362983427	0.0118561276582828	0.00193588245919868	0.00468740082002999	0.00771472496213813	0.0102128132025137	0.00106363404517764	0.0130452079215823	0.0229729068155038	0.00379359861558977	0.000473362401348695	0.0107303591513485	0.00727561813740452	0.00605582016136193	0.0113296911777697	0.013252477129707	0.0469037819320229	0.0150641065924447	0.0455957210189041
HMEC_4_G2_4B_3	0.0321756940836573	0.0141075091373513	0.0184950233074173	0.00809950771802564	0.0152841229546209	0.00228974778239497	0.00165775316405536	0.00145951031973361	0.0144278473870282	0.00269188080697484	0.0118447321597297	0.00605142539135896	0	0.0135764274294587	0.02417351413208	0.0418907242123458	0.00649593817301244	0.00740525601543434	0.00174348839489934	0.0187770370366207	0.00556901554675	0.00573371063514462	0.00429635634285981	0.00664325003697696	0.0123274191159853	0.00833848692152436	0.0236636285621831	0.0112600268375414	0.0220062612863922	0.0270967896926649	0.0168341766350055	0.00215054777974267	0.0246384195938757	0.0122757009365956	0.0147716099507562	0.0238459378652073	0.0106969177582729	0.0125609950877358	0.0090093042983456	0.0131361169213734	0.0156956089618346	0.0209318247426647	0.0127174173014139	0.0153423224273991	0.0179070507763372	0.0079872715369329	0.0107387077575986	0.0137658998817932	0.0162638461222077	0.00498780377841763	0.0190960434444349	0.0290227414478552	0.00984493617656097	0.00652478054693237	0.0167813588964783	0.0133268149221324	0.0121070728441962	0.0173806508907382	0.0193032966822912	0.0529491674363335	0.0211147776701432	0.0516414261478692
HMEC_4_G2_4C_3	0.0186024975280363	0.000531121588679062	0.00491908173865229	0.00547715476899213	0.00170783458260166	0.0112868159979798	0.0152340477354802	0.015035822284522	0.00085148536148161	0.010884701254363	0.0017318042635586	0.00752524296138423	0.0135764274294587	0	0.0105984609442039	0.0283207511203654	0.0200716820506051	0.00617141343953184	0.011833047837684	0.00520113127220681	0.00800764772901363	0.00784295465027161	0.00928028175513914	0.00693342118425998	0.00124909016029776	0.00523817198333687	0.0100884811477603	0.00231653912904812	0.00843082735093468	0.013522332162195	0.00325804173475382	0.0114260092775696	0.0110634548185611	0.00130081136784932	0.00119527654448921	0.010270823812414	0.00287967320415549	0.00101550015530286	0.00456734130853783	0.000440341273163213	0.00211935879876306	0.0073562211659095	0.000859068216542012	0.00176603934852296	0.00433103733994618	0.00558939242316039	0.00283788146616968	0.000189486332295826	0.00268765173142436	0.00858885011744421	0.00552017922435234	0.0154487281726311	0.00373168616745478	0.0070518903966883	0.00320521833888591	0.000249630203694574	0.00146944913437299	0.00380457629854962	0.00572746004680031	0.0393841897894234	0.00753920208652716	0.0380757828655497
HMEC_4_G2_4D_1	0.00800467666934583	0.0100673619976761	0.00567949793443361	0.0160752446705232	0.00889069072000231	0.0218842408022248	0.0258308630499825	0.0256326712260569	0.00974701073629389	0.0214821810212958	0.0123301749503658	0.0181231301092709	0.02417351413208	0.0105984609442039	0	0.0177244660299385	0.0306675783800024	0.0167694384964157	0.0224303958641561	0.0053974490018802	0.0186054820825771	0.0184408072433776	0.0198779676411776	0.0175313704803	0.011847488529058	0.0158362832827645	0.000510001755507151	0.0129148736752042	0.00216771148482826	0.00292404045520793	0.00734052070702544	0.0220234147483537	0.000465015849261564	0.0118992068637714	0.00940323201961875	0.000327651496535741	0.0134779702473456	0.0116139112197247	0.0151655101422229	0.0110387816499881	0.00847917834058694	0.00324234134389263	0.0114574875277514	0.00883248771491007	0.00626753890766881	0.016187472111941	0.0134361813834364	0.0104089829616223	0.00791089940499766	0.0191866183192499	0.00507840091452614	0.0048505884844531	0.0143299214456964	0.017649827483427	0.00739334317151701	0.0108480796880216	0.0120678351080458	0.00679399439392622	0.00487111954022639	0.0287906920565773	0.00305935708997514	0.0274818967767648
HMEC_4_G2_4D_2	0.00972036281664878	0.0277897990179542	0.0234029962790896	0.03379579106166	0.0266134389779018	0.0396024848420711	0.0435472802569096	0.0433491852015563	0.0274695344181409	0.0392005992947716	0.0300519589050513	0.0358429177032285	0.0418907242123458	0.0283207511203654	0.0177244660299385	0	0.0483814703308123	0.0344897341469848	0.0401483996997726	0.0231210062577275	0.0363250825526119	0.0361604719568038	0.0375970591424035	0.0352513832726961	0.0295694177965826	0.0335569144461216	0.0182343997702471	0.0306364772545063	0.0198918626103127	0.0148007430757356	0.0250636492494548	0.0397415979637081	0.0172595089319095	0.0296211207170317	0.0271258470979749	0.0180520742599242	0.0311993956149186	0.0293359096379003	0.0328863750446332	0.0287609470852584	0.0262020308517116	0.0209663113887776	0.0291795318290663	0.0265552508627717	0.0239909108006061	0.0339079784177741	0.0311576201281228	0.0281313259804159	0.0256338919632311	0.036905989100413	0.0228020234480865	0.0128743364807517	0.0320510688028938	0.0353697955818439	0.0251164593134977	0.0285702994815283	0.0297896984435462	0.0245172489226199	0.0225947837088529	0.0110686206011017	0.020783359134663	0.00975944360675344
HMEC_4_G2_4D_3	0.0386684684888312	0.0206027179512706	0.0249897980181787	0.0145951505045688	0.0217792251116986	0.00878563589025736	0.00483820491612109	0.00503644610038694	0.0209230278694846	0.00918775741131367	0.0183401260860391	0.0125471741090925	0.00649593817301244	0.0200716820506051	0.0306675783800024	0.0483814703308123	0	0.0139009370915437	0.00823939083022516	0.0252717804345779	0.0120647861268524	0.0122294738835827	0.0107921789620602	0.0131389703267292	0.0188227757583337	0.0148341159618276	0.030157763507022	0.0177554643307431	0.0285006165958652	0.0335904221587305	0.0233291273811005	0.00864643968064356	0.0311324181888418	0.018771061630865	0.0212667594424053	0.0303400476894729	0.0171923955570768	0.0190563332595212	0.0155048932021581	0.019631408421536	0.0221906721345074	0.027426315220557	0.0192127429473939	0.0218374191236735	0.0244018894429403	0.0144829206792799	0.0172341826208505	0.0202611383268096	0.0227588540225598	0.0114835991376936	0.0255907509238132	0.0355160647126783	0.0163404718802884	0.0130205066691448	0.0232763150062705	0.0198220905722642	0.0186024466546753	0.0238755452938873	0.0257979805422683	0.0594369729024356	0.0276092455582676	0.0581296150236768
HMEC_5_1_1	0.0247727734574494	0.00670252636633016	0.0110903619809977	0.000694267880627375	0.00787921524984056	0.00511554179063873	0.00906296625756562	0.00886472936748287	0.00702288424709583	0.00471341156879991	0.00443962785128913	0.00135385415940376	0.00740525601543434	0.00617141343953184	0.0167694384964157	0.0344897341469848	0.0139009370915437	0	0.00566179588983319	0.0113724002638387	0.00183626983528654	0.00167157290685203	0.00310893799483811	0.00076202052717125	0.00492233821919497	0.000933253298509071	0.01625949245444	0.00385489599157128	0.0146019393880782	0.0196930909761702	0.00942938026403828	0.0052547406076033	0.0172344004576101	0.00487061746622067	0.00736666854796493	0.0164418231998598	0.00329176323982997	0.00515592600900949	0.00160408988811922	0.0057310783023552	0.008290729431407	0.0135273911799094	0.00531235631549771	0.00793741864699322	0.0105023397742792	0.000582028894932332	0.00333355493251224	0.00636089683988418	0.00885900713907873	0.00241748684923305	0.0116914350149731	0.0216193193031293	0.00243974935252304	0.000880491977911117	0.00937655849854846	0.00592178683047753	0.00470198109111472	0.00997589715214631	0.0118987069908393	0.0455510974468091	0.0137103626344945	0.0442429700468401
HMEC_5_1_2	0.0304328781928303	0.0123641389219069	0.0167517455063708	0.00635605405141333	0.0135407749012595	0.000546260227784468	0.00340123778147601	0.00320299558230765	0.0126844830156054	0.000948394127773984	0.0101013246958751	0.00430795455667506	0.00174348839489934	0.011833047837684	0.0224303958641561	0.0401483996997726	0.00823939083022516	0.00566179588983319	0	0.0170337660916606	0.00382554149759841	0.0039902376479227	0.00255287532680591	0.00489978357728475	0.0105840190060274	0.00659503563023099	0.0219204941148335	0.00951661089440962	0.020263076782962	0.02535377129509	0.0150908607060611	0.000407059973049694	0.0228953163985391	0.0105323000233655	0.0130282520085079	0.0221028091606027	0.00895349409273517	0.0108175986514856	0.00726586009093504	0.0113927298509752	0.0139522691114007	0.0191886098548265	0.0109740233673969	0.0135989755199938	0.0161637590378358	0.00624381678160806	0.00899528465022896	0.0120225235905045	0.0145205179855338	0.00324432627550582	0.0173527803887785	0.0272797954934514	0.00810150165342374	0.00478131317339144	0.0150380418179896	0.011583431057895	0.0103636693374408	0.0156373470831104	0.0175600388283913	0.051207572168548	0.0193715678415314	0.0498997350508344
HMEC_5_1_3	0.0134018897809713	0.00467001481553332	0.000282052414456325	0.010678165603414	0.0034933090454026	0.0164875657890271	0.0204345427866401	0.0202363316108891	0.00434965357582631	0.0160854734967653	0.0069329107381824	0.0127261773394262	0.0187770370366207	0.00520113127220681	0.0053974490018802	0.0231210062577275	0.0252717804345779	0.0113724002638387	0.0170337660916606	0	0.0132085616253685	0.0130438756449107	0.0144811371066334	0.0121343794029623	0.00645020478576565	0.010439190629411	0.00488745268774314	0.0075176344499012	0.00322975277927461	0.00832143618556357	0.00194310266489159	0.0166267511458119	0.00586245889513456	0.00650192516570957	0.00400586464002148	0.00506980113210403	0.00808075645929528	0.00621661838149969	0.00976838064001691	0.00564146740936155	0.00308178600466393	0.00215512287701548	0.00606018872878314	0.00343510448825879	0.000870101753291281	0.010790399508716	0.00803896566135753	0.00501164690420712	0.00251349354245681	0.0137897380879715	0.000319051610789862	0.0102479284788099	0.00893274870144815	0.0122528439566121	0.0019959261984695	0.00545075866242631	0.00667056015762646	0.00139656599631251	0.000526335038253507	0.0341859367830021	0.00233810749371821	0.032877324639355
HMEC_5_2_1	0.0266085622771222	0.00853875501975762	0.0129265283138042	0.00253053645734756	0.00971542995296896	0.0032792839208317	0.00722674300531701	0.00702850385275941	0.00885910930240158	0.00287715140925159	0.00627587767167265	0.000482416143056063	0.00556901554675	0.00800764772901363	0.0186054820825771	0.0363250825526119	0.0120647861268524	0.00183626983528654	0.00382554149759841	0.0132085616253685	0	0.000164697124903802	0.00127267098593746	0.00107424989382072	0.00675858414792994	0.0027695212819545	0.0180955490176718	0.00569115007417611	0.0164380354602886	0.0215290526639983	0.0112655735029015	0.00341848358380182	0.0190704318735861	0.00670686382808034	0.00920288957575522	0.0182778751676473	0.00512802095977003	0.00699216993326941	0.00344035576753161	0.00756731695358096	0.0101269387790491	0.0153635106867735	0.00714859885312316	0.00977363260767151	0.0123385160955424	0.00241829772212747	0.0051698123982216	0.00819712916568793	0.0106952086842828	0.000581218018141703	0.0135275906120156	0.0234552200252596	0.00427601170495751	0.000955778459414404	0.0112127525266757	0.00775802362722701	0.00653822883826528	0.0118120819849786	0.0137348587624537	0.0473857651686736	0.0155464782717528	0.0460777283925716
HMEC_5_2_2	0.0264439111439315	0.00837406250344743	0.0127618418572522	0.00236583971620392	0.00955073881397879	0.00344398032450143	0.00739143672721505	0.00719319775633199	0.00869441714315049	0.00304184797518578	0.00611118301433952	0.000317719027343224	0.00573371063514462	0.00784295465027161	0.0184408072433776	0.0361604719568038	0.0122294738835827	0.00167157290685203	0.0039902376479227	0.0130438756449107	0.000164697124903802	0	0.00143736799416813	0.000909552831219521	0.00659388989138176	0.00260482461969943	0.0179308729599727	0.00552645497187167	0.016273355681553	0.0213643854831414	0.0111008844551742	0.00358317992651737	0.0189057581757026	0.00654216952712628	0.00903819781457428	0.0181131995416354	0.00496332547088039	0.00682747588153494	0.00327565936586019	0.00740262343643703	0.00996224816450049	0.0151988286910972	0.00698390494252344	0.00960894154149757	0.0121738286801113	0.00225360094650785	0.00500511693661317	0.00803243628339984	0.0105305188304261	0.000745915115679118	0.0133629051827415	0.0232905585184541	0.00411131570923327	0.000791081382701025	0.0110480634024877	0.00759333029684488	0.0063735343950139	0.0116473937497423	0.0135701736985013	0.0472212167984844	0.0153817966427398	0.0459131717556945
