	HMEC_4_1_1	HMEC_4_1_2	HMEC_4_1_3	HMEC_4_2_1	HMEC_4_2_2	HMEC_4_2_3	HMEC_4_G2_3E_1	HMEC_4_G2_3E_2	HMEC_4_G2_3E_3	HMEC_4_G2_4A_1	HMEC_4_G2_4A_2	HMEC_4_G2_4A_3	HMEC_4_G2_4B_1	HMEC_4_G2_4B_2	HMEC_4_G2_4B_3	HMEC_4_G2_4D_1	HMEC_4_G2_4D_2	HMEC_5_1_1	HMEC_5_1_2	HMEC_5_1_3	HMEC_5_2_1	HMEC_5_2_2	HMEC_5_2_3	HMEC_5_3_1	HMEC_5_3_2	HMEC_5_3_3	HMEC_5_4_1	HMEC_5_4_3	HMEC_5_5_1	HMEC_5_5_2	HMEC_5_5_3	HMEC_5_6_2	HMEC_5_6_3	HMEC_5_7_2	HMEC_5_7_3	HMEC_5_8_1	HMEC_5_8_2	HMEC_5_8_3	HMEC_5_9_1	HMEC_Root1_2	HMEC_Root2_2	HMEC_Root2_3	HMEC_STAT_2_1	HMEC_STAT_2_2	HMEC_STAT_2_3	HMEC_STAT_3_1	HMEC_STAT_3_3	HMEC_STAT_4_1	HMEC_STAT_4_3
HMEC_5_5_1	0.0100881828270401	0.00848980036710309	0.0042567118599832	0.0105791444819621	0.074970837009345	0.00776449736166239	0.0235499523866988	0.00749257437222058	0.0232517238846329	0.0244422118951195	0.0326498450312611	0.0377898295473636	0.0135719142858565	0.019558954066398	0.0159441125651828	0.00677914874300367	0.00516433952608734	0.00177781339544243	0.00838690355177301	0.00860570789108572	0.0042966803191559	0.00957145261906616	0.0084604289783515	0.00248949608161914	0.0167532059670802	0.0210815981192506	0.00594420428039726	0.0375874301649442	0	0.010646735877296	0.013864556660863	0.0107001899564221	0.0042660623032763	0.0364975105129583	0.0263752517688825	0.0265851744868249	0.0230038295812732	0.0305068682685907	0.0292373228814006	0.0174173435118244	0.0149169358971661	0.0170169409306663	0.0252632069604592	0.0117745036774881	0.00734377614167057	0.0192583317498795	0.0158940423609047	0.0345486437208704	0.0169826399489879
HMEC_5_5_2	0.0197756863545878	0.0118645258660255	0.00967620514264685	0.00303243420143419	0.0746372091654864	0.0170244676426053	0.0223074141850163	0.00396332432186972	0.012756335165096	0.0241645187466998	0.0293669966104005	0.0344242424340667	0.0114224642892097	0.0141773863766707	0.0117627852713436	0.0062355987562216	0.0119806488312596	0.00897067783005074	0.00226164600485464	0.0124131596610051	0.0143352923409776	0.0094204820461125	0.0104050768975855	0.0110869631827976	0.012278931309995	0.0170838384562292	0.00735549741344552	0.0363121176796684	0.010646735877296	0	0.0143085220984061	0.0197654710202229	0.00828927043258149	0.0353881986069216	0.0210388960735676	0.0249801658409368	0.0245068186540248	0.0282749610767859	0.0258380438289175	0.0154998451364834	0.0165013529938365	0.0116086873792371	0.031058802509107	0.00776234846230015	0.00792243003142864	0.0127882632725356	0.00853757992297634	0.0240002442998984	0.0151633111942445
HMEC_5_5_3	0.0228686428812812	0.0214194420649361	0.0171553151703878	0.0114053347737601	0.0616443465445057	0.0211682755021331	0.00968689724810223	0.0113125894536828	0.0209603737451995	0.0107458589828744	0.0189755806860142	0.0240635960891958	0.00367491505955403	0.00914791230102254	0.00616046572867725	0.00933860492441465	0.00927050752363423	0.0139113760047758	0.0134568330539778	0.00556126608976352	0.0133079096849899	0.00521840361695465	0.00549348718223116	0.0116265925766086	0.00673309744163036	0.00870373241249995	0.0169829479179741	0.0238099256391257	0.013864556660863	0.0143085220984061	0	0.0239604914471247	0.0101091707924826	0.0227440998874756	0.0142829974693823	0.0127231213763459	0.0102699593796011	0.0166632214701453	0.015689526763465	0.0042255337576267	0.0023612609328575	0.00801697780506582	0.0391059182478769	0.0210536485875864	0.0184933285948389	0.0103768415662431	0.0103608377191613	0.0340652816418108	0.00384371931424289
HMEC_5_6_2	0.00180665982406841	0.0097738329598661	0.0100950827507385	0.0206485324748522	0.0834520822111645	0.00293982400613744	0.0335067746253195	0.0176335843932632	0.0324181205230479	0.0340227297240535	0.0429249949298938	0.0480091602221976	0.0241738309822095	0.0302560789915621	0.0266325714345352	0.0174035870502461	0.0146928747269645	0.011636456927064	0.0177277907992261	0.0184149185175474	0.0108684980869151	0.0201800656152603	0.0188600488160479	0.0124679550658442	0.0274443536820522	0.0316852805837494	0.012595732492877	0.0471059822229489	0.0107001899564221	0.0197654710202229	0.0239604914471247	0	0.0149643609642737	0.0459747106060179	0.0370429982106663	0.0365384363876083	0.031883893763729	0.0405384011652978	0.0395981292499121	0.0278167901856872	0.0245218364592259	0.0277104814278377	0.0158895356519468	0.0166525993198009	0.0127181766477363	0.0299203395428332	0.0263914847426733	0.0421367589757943	0.0273836235257164
HMEC_5_6_3	0.0142963690113271	0.0113392785051576	0.0070469305880987	0.0071969517544136	0.0716607944538426	0.0120300575591952	0.0197269456707815	0.0044067965057192	0.0201234498850187	0.0208434594450184	0.028590413276052	0.0337473482534278	0.0093734322522651	0.0152948780347968	0.0116799191275466	0.00278315921833596	0.00374731563830111	0.00383660639830332	0.00620930620980101	0.00555747062866843	0.0064341849931888	0.00539951908532137	0.00462147448807227	0.00316611450388554	0.0124880672531193	0.0168612119233343	0.0071868717018528	0.0339111142838094	0.0042660623032763	0.00828927043258149	0.0101091707924826	0.0149643609642737	0	0.032849131452791	0.022117494025635	0.0227378253535635	0.0198639699319184	0.0265900262548049	0.0251400343444936	0.0133519814154977	0.0115350084313571	0.0127649155804517	0.0292976537480554	0.0122650112702507	0.00876423201528095	0.015041849973421	0.0118582629928782	0.0321376738927027	0.0129199428696668
HMEC_5_7_2	0.0446337429646742	0.0441280162312457	0.0398906536527408	0.0323815828748647	0.0392947479754849	0.0433749568174136	0.0132513867500093	0.0334107372281998	0.0353638185710361	0.0120610213557906	0.00857247630250553	0.00781282922592678	0.024314556872977	0.0220705668853473	0.0236560929531179	0.0318013647811286	0.0315741226249201	0.036646610861166	0.0352814669809584	0.0279219259492088	0.0351180791277271	0.0277303410267273	0.0282353903852579	0.0341402844704257	0.0232228498372045	0.0186891427491875	0.0395723147307908	0.00116801777151672	0.0364975105129583	0.0353881986069216	0.0227440998874756	0.0459747106060179	0.032849131452791	0	0.0173889461316769	0.0104193678654201	0.0143222536666452	0.00749387553725729	0.0109815281149408	0.0200541738064668	0.0216168486438205	0.0241713461509903	0.0615520533082946	0.0429345528027115	0.0410235981587727	0.0241110527722717	0.02780717141674	0.046613447300613	0.0204398638892805
HMEC_5_7_3	0.0362328456801986	0.0320045955102057	0.0284113237885069	0.0184071733982287	0.055446510967618	0.0341225283196397	0.00945856710879529	0.020580277795891	0.0180883774197297	0.0118485445110092	0.00936344914431031	0.0139022728087637	0.0129289957432292	0.00703331851297129	0.0104516719095355	0.0199400622497777	0.0228404141591179	0.0257354281479511	0.0217778470012521	0.0194320345463252	0.0270442981895944	0.0168865619401305	0.0183659783073081	0.024657590432339	0.00965985835502781	0.00559515430971291	0.0271295882474592	0.0179387220605151	0.0263752517688825	0.0210388960735676	0.0142829974693823	0.0370429982106663	0.022117494025635	0.0173889461316769	0	0.00940510096417472	0.0155177834998624	0.0100598456708409	0.00640927760307949	0.0100698011147155	0.0152046912345967	0.00971259264424556	0.0510317359080171	0.0287683482366729	0.0282663603107248	0.00827191897505694	0.012525325716401	0.0293370417497667	0.0104399004179455
HMEC_5_8_1	0.0353417027483308	0.0339165937005841	0.0297491417200371	0.0219685932782786	0.0497035335728003	0.0338060910422784	0.00304142826368377	0.0230308016803618	0.026053761494374	0.0034797872219441	0.00701578736791527	0.0116942940280396	0.0139338587440208	0.0120578865784462	0.0132696673216215	0.0214982868509937	0.0218878458630008	0.0265683419974884	0.0248742322724155	0.0181656704010666	0.0257288098293488	0.0174853681671209	0.0181722088991757	0.0243309674079573	0.0128778617554835	0.00860512966142227	0.0292787333455926	0.0113798121303373	0.0265851744868249	0.0249801658409368	0.0127231213763459	0.0365384363876083	0.0227378253535635	0.0104193678654201	0.00940510096417472	0	0.00751808898432744	0.00402899271734144	0.00495194330922645	0.00966556437240622	0.0120570780582007	0.0139139102235514	0.0518137462013825	0.0325234072637854	0.0307024034428607	0.0141994570100912	0.0175915957166487	0.0381918724959	0.0100627866258563
HMEC_5_8_2	0.0304710024997983	0.0311436643453581	0.0267870285796117	0.0215416036134244	0.0520108484774978	0.0293935605373221	0.00607935299302236	0.0215743323937541	0.0291024452170566	0.00406477950938918	0.0143041527587611	0.0183978909424122	0.0132246819899271	0.0149714364523113	0.0142078786259055	0.0195335873959147	0.0178864136588281	0.0234647558254724	0.0237252610835111	0.0144642061456387	0.0210842464156623	0.0154569522315828	0.0153516304083507	0.0205458960698626	0.0142534888783587	0.0120794118713011	0.0269819984892529	0.0154842932927274	0.0230038295812732	0.0245068186540248	0.0102699593796011	0.031883893763729	0.0198639699319184	0.0143222536666452	0.0155177834998624	0.00751808898432744	0	0.0109151832581763	0.0124417430344119	0.00988458233484315	0.00836757259082779	0.0156395428226168	0.0476318474532356	0.0313041912539823	0.028532041059412	0.0170472897255761	0.0190600442929193	0.0419848925038478	0.0100432905868176
HMEC_5_8_3	0.0393557586917671	0.0376734813117179	0.0335634280379184	0.0253079325589287	0.0465142241766195	0.0377916005763197	0.00703893423746775	0.0266124005882129	0.0279028081018813	0.00716623643824957	0.00349370685475123	0.0076958938680109	0.0175724159920358	0.0146461193709442	0.0165186607426837	0.0252097106780474	0.0258736604848013	0.0304251274232482	0.028354139673704	0.0221486948562355	0.0297437793857624	0.0212740401535223	0.0220658121985002	0.0282863198858922	0.0160108483328589	0.0113252021043524	0.0329721635582532	0.00822718551468432	0.0305068682685907	0.0282749610767859	0.0166632214701453	0.0405384011652978	0.0265900262548049	0.00749387553725729	0.0100598456708409	0.00402899271734144	0.0109151832581763	0	0.00374109554360403	0.0133352924016076	0.0160807064641306	0.0168571333731069	0.0557473206477081	0.0359314050286485	0.0343579808235137	0.0166508202353479	0.0204435730930762	0.0393905592295197	0.0137535596686539
HMEC_5_9_1	0.0385459281376712	0.0358986367566865	0.0319492584141444	0.0229595631200866	0.0494353059794404	0.0367659695586785	0.00702657322005619	0.0245961023275281	0.0244258875110955	0.0083787469540497	0.00354130905728376	0.00868620097795416	0.0158276324691006	0.0117980093410415	0.0142441569193956	0.0234474512026439	0.0249378976533342	0.0289489947875991	0.0261609779179856	0.0212475616650764	0.0289929072030954	0.0197434698685043	0.0208037629908284	0.0271717368084915	0.0136206592960367	0.00877393403024973	0.0310959467185551	0.0115576717117691	0.0292373228814006	0.0258380438289175	0.015689526763465	0.0395981292499121	0.0251400343444936	0.0109815281149408	0.00640927760307949	0.00495194330922645	0.0124417430344119	0.00374109554360403	0	0.0118240456088489	0.0156437292868657	0.0142433402344276	0.0544196209201047	0.0335789432356774	0.0324002854255698	0.0136361352723908	0.0176608710092259	0.035705117227019	0.0122589413231579
HMEC_Root1_2	0.0268189240646854	0.0243447325044889	0.0202612056151602	0.0124679920179873	0.0592922274829084	0.0249649739340351	0.0068377232959403	0.0133673190104176	0.0193235423899287	0.00870510436264803	0.0152458080643149	0.0204005538786463	0.00426864955719764	0.00576364410907213	0.00433451885259617	0.0118773428391625	0.0132148072011072	0.0171793750334718	0.0152412309395849	0.00960321453583681	0.0173540684218623	0.00797594516548923	0.00898353350937675	0.0153646078611721	0.00438539710894318	0.0045198123361169	0.0196489654415991	0.0210382980024024	0.0174173435118244	0.0154998451364834	0.0042255337576267	0.0278167901856872	0.0133519814154977	0.0200541738064668	0.0100698011147155	0.00966556437240622	0.00988458233484315	0.0133352924016076	0.0118240456088489	0	0.00534895804843173	0.00579349304906737	0.0426318734236108	0.0229160008455178	0.021053940669933	0.00754255661713107	0.00918326656911792	0.0323297362782937	0.000434939247588569
HMEC_Root2_2	0.0232949145781555	0.0228578570003458	0.018522128651437	0.0136535344464342	0.0601747607577216	0.0218351341821757	0.00905161678440841	0.0133126954006263	0.0232651682753831	0.0095649799553635	0.0187184479938037	0.0236764916495013	0.00601436437931185	0.0108947339955622	0.00828565815927716	0.0112007281361355	0.00996484854498629	0.015213945224257	0.0155076416463633	0.00631512359210135	0.0136822638270011	0.0071913010757104	0.0069866258813146	0.0125315883172447	0.00876271196262085	0.00979506667621778	0.0186218577263772	0.0227219680418351	0.0149169358971661	0.0165013529938365	0.0023612609328575	0.0245218364592259	0.0115350084313571	0.0216168486438205	0.0152046912345967	0.0120570780582007	0.00836757259082779	0.0160807064641306	0.0156437292868657	0.00534895804843173	0	0.0101186285983675	0.0399742409816312	0.0230021031467678	0.0201687749808574	0.0123556355071091	0.0126742747164983	0.0363730805832516	0.00509526351096205
HMEC_Root2_3	0.027052122572937	0.0222952051893776	0.0187470248499078	0.00880027296448131	0.0633483341647177	0.0247723183136871	0.0116509299960705	0.0108698866305033	0.013535251441263	0.013943224887217	0.0177664339558006	0.0228205298841314	0.0047623522796853	0.0026794505534319	0.00185744049186843	0.0103701268990251	0.0142220698048168	0.0162034563738875	0.0121196387602178	0.0114253839695118	0.0183552510274162	0.00798476091414666	0.00975920118108207	0.0155852613242341	0.00142333431276405	0.00554145659218403	0.0174192669540785	0.0250233787707339	0.0170169409306663	0.0116086873792371	0.00801697780506582	0.0277104814278377	0.0127649155804517	0.0241713461509903	0.00971259264424556	0.0139139102235514	0.0156395428226168	0.0168571333731069	0.0142433402344276	0.00579349304906737	0.0101186285983675	0	0.0413554140261997	0.0193655970872524	0.0185710064134744	0.0025297147633261	0.00368682837537994	0.0265727366680375	0.00571929405451969
HMEC_STAT_2_1	0.017498092256632	0.0192541979942965	0.0226393705138554	0.0330441137485281	0.099273582794153	0.0182503555941557	0.048777205546811	0.0305192186704537	0.0421151646291209	0.0495296480943945	0.0578606678352084	0.063005955969133	0.0386368670059478	0.0440224648895128	0.0406578881701993	0.0311561440005994	0.0300155230267444	0.0254962747898927	0.0296658306820943	0.0337037960561017	0.0265607798554329	0.0346933360217571	0.0337171007232006	0.0275039169209579	0.0414186742605461	0.0460395468696487	0.0240683815968621	0.0626642564242483	0.0252632069604592	0.031058802509107	0.0391059182478769	0.0158895356519468	0.0292976537480554	0.0615520533082946	0.0510317359080171	0.0518137462013825	0.0476318474532356	0.0557473206477081	0.0544196209201047	0.0426318734236108	0.0399742409816312	0.0413554140261997	0	0.0246012352826884	0.0231749276002975	0.0432056197089972	0.0391752367003225	0.0483773282382587	0.042198709821775
HMEC_STAT_2_2	0.0173624374535129	0.00693676621763887	0.0081279901692542	0.0106391916708734	0.0821548839092326	0.0146081980740765	0.0297512191207332	0.0097458825869719	0.0175335703780596	0.0314373423235143	0.0371111560094545	0.0421774780543437	0.0186958037450734	0.021938044819244	0.0194279322292772	0.0118091299862866	0.015703256705944	0.0101522543504651	0.00769007232163601	0.0176888718495239	0.0160640366012936	0.0158508774103389	0.016171995823454	0.0136154891202842	0.0199870789909848	0.024815220009303	0.00583474275002413	0.0438886015146939	0.0117745036774881	0.00776234846230015	0.0210536485875864	0.0166525993198009	0.0122650112702507	0.0429345528027115	0.0287683482366729	0.0325234072637854	0.0313041912539823	0.0359314050286485	0.0335789432356774	0.0229160008455178	0.0230021031467678	0.0193655970872524	0.0246012352826884	0	0.0046142355731582	0.0205027580180608	0.0162469521280373	0.0256099339942841	0.0225477156990434
HMEC_STAT_2_3	0.0131769903935497	0.00394260460415222	0.00351386192354482	0.00994518938596147	0.0800740672682723	0.0103660611631571	0.0277833072190441	0.00780786296930838	0.0199877928320927	0.0291848993962354	0.0359321617305247	0.0410800319359566	0.0167948762578432	0.0212455767634703	0.0181922818015144	0.00923035676691899	0.011773207576195	0.00587666639193986	0.00654200870548471	0.0143201385636258	0.0115837279632928	0.0133362595283805	0.0131833251905576	0.00942463081519696	0.0188762452702223	0.0236911644133649	0.00158269780157223	0.0420396492331523	0.00734377614167057	0.00792243003142864	0.0184933285948389	0.0127181766477363	0.00876423201528095	0.0410235981587727	0.0282663603107248	0.0307024034428607	0.028532041059412	0.0343579808235137	0.0324002854255698	0.021053940669933	0.0201687749808574	0.0185710064134744	0.0231749276002975	0.0046142355731582	0	0.0202005344951845	0.0160702316770608	0.029473619692227	0.0206480017893969
HMEC_STAT_3_1	0.0293312564776979	0.0240250175686706	0.0206954386676459	0.010264049460174	0.0630331195905052	0.0269822405997565	0.0123638154587819	0.0127124680837478	0.0121426613680193	0.0148281344638432	0.017060461343473	0.0219466060920402	0.0072747757996229	0.0021767918989512	0.00430410704446474	0.0125210876526163	0.0166923193530818	0.0183334577393994	0.0136648947093598	0.01395312510399	0.0207955155919992	0.0104579058625166	0.0122576220786756	0.0179504531651203	0.0036463911241888	0.00560710566580048	0.0191631750118356	0.0248764353879993	0.0192583317498795	0.0127882632725356	0.0103768415662431	0.0299203395428332	0.015041849973421	0.0241110527722717	0.00827191897505694	0.0141994570100912	0.0170472897255761	0.0166508202353479	0.0136361352723908	0.00754255661713107	0.0123556355071091	0.0025297147633261	0.0432056197089972	0.0205027580180608	0.0202005344951845	0	0.00425672433283882	0.0249450549916876	0.00758488166409902
HMEC_STAT_3_3	0.0259570728954964	0.0199425366771743	0.0168313705594178	0.00613631502530343	0.0669239240247403	0.0234708038433516	0.0153279634449143	0.00884555497502595	0.010600957526242	0.0175860290356481	0.0211431261797998	0.0261058466358865	0.00669280267116837	0.00586355422386036	0.00485272795452912	0.00913680334765287	0.0142051809936541	0.0147591727619821	0.00953161745454859	0.0122102073131229	0.0180516714566965	0.00830688077906241	0.0101681689822206	0.0149561147544063	0.00490124116206736	0.00912605689079574	0.0151150396193994	0.0286388529682673	0.0158940423609047	0.00853757992297634	0.0103608377191613	0.0263914847426733	0.0118582629928782	0.02780717141674	0.012525325716401	0.0175915957166487	0.0190600442929193	0.0204435730930762	0.0176608710092259	0.00918326656911792	0.0126742747164983	0.00368682837537994	0.0391752367003225	0.0162469521280373	0.0160702316770608	0.00425672433283882	0	0.0237078617405152	0.00901969048062585
HMEC_STAT_4_1	0.0426394053445911	0.0325361168548172	0.0325587965627961	0.025135131759596	0.0827830330541822	0.0398252728839458	0.0369911685313277	0.0277350676739927	0.0131124711085385	0.0395376163086884	0.0382036013136745	0.0416046287932004	0.0303958126229657	0.0270356176297563	0.0282637247176747	0.0296640426906973	0.0356530486491352	0.0328088306361348	0.0262450174398426	0.0350004886232616	0.0383287841610344	0.0311568382829059	0.0328125067092461	0.0350671749791713	0.0279956265965631	0.0301744430672925	0.0298953913671694	0.0470530391810471	0.0345486437208704	0.0240002442998984	0.0340652816418108	0.0421367589757943	0.0321376738927027	0.046613447300613	0.0293370417497667	0.0381918724959	0.0419848925038478	0.0393905592295197	0.035705117227019	0.0323297362782937	0.0363730805832516	0.0265727366680375	0.0483773282382587	0.0256099339942841	0.029473619692227	0.0249450549916876	0.0237078617405152	0	0.0322851065465935
HMEC_STAT_4_3	0.0263885047600609	0.0239256022162546	0.019834943922602	0.0121311974224241	0.0596663503859455	0.0245309194139064	0.00720853329642639	0.0129760007350826	0.0192524957091827	0.00901497032284557	0.0156794666420185	0.0208334173495101	0.00387569231449812	0.00589021147001293	0.00416851425789435	0.0114626708123042	0.0127863710149879	0.0167482661547927	0.0148677790770961	0.00918259149356667	0.0169298832026044	0.00754700043705115	0.00854874918135199	0.014930461380583	0.00429860933531763	0.004868396567058	0.0192376794359862	0.0214298525564512	0.0169826399489879	0.0151633111942445	0.00384371931424289	0.0273836235257164	0.0129199428696668	0.0204398638892805	0.0104399004179455	0.0100627866258563	0.0100432905868176	0.0137535596686539	0.0122589413231579	0.000434939247588569	0.00509526351096205	0.00571929405451969	0.042198709821775	0.0225477156990434	0.0206480017893969	0.00758488166409902	0.00901969048062585	0.0322851065465935	0
