	HMEC_4_1_1	HMEC_4_1_2	HMEC_4_1_3	HMEC_4_2_1	HMEC_4_2_2	HMEC_4_2_3	HMEC_4_G2_3E_1	HMEC_4_G2_3E_2	HMEC_4_G2_3E_3	HMEC_4_G2_4A_1	HMEC_4_G2_4A_2	HMEC_4_G2_4A_3	HMEC_4_G2_4B_1	HMEC_4_G2_4B_2	HMEC_4_G2_4B_3	HMEC_4_G2_4D_1	HMEC_4_G2_4D_2	HMEC_5_1_1	HMEC_5_1_2	HMEC_5_1_3	HMEC_5_2_1	HMEC_5_2_2	HMEC_5_2_3	HMEC_5_3_1	HMEC_5_3_2	HMEC_5_3_3	HMEC_5_4_1	HMEC_5_4_3	HMEC_5_5_1	HMEC_5_5_2	HMEC_5_5_3	HMEC_5_6_2	HMEC_5_6_3	HMEC_5_7_2	HMEC_5_7_3	HMEC_5_8_1	HMEC_5_8_2	HMEC_5_8_3	HMEC_5_9_1	HMEC_Root1_2	HMEC_Root2_2	HMEC_Root2_3	HMEC_STAT_2_1	HMEC_STAT_2_2	HMEC_STAT_2_3	HMEC_STAT_3_1	HMEC_STAT_3_3	HMEC_STAT_4_1	HMEC_STAT_4_3
HMEC_4_G2_4A_2	0.0418277954649198	0.0394136924774218	0.0354388093388344	0.0264967190155343	0.0461274462918618	0.0401174125925815	0.00975822530117388	0.028129798321649	0.0274299407569307	0.0104136330256711	0	0.00516796375746107	0.0193173304652931	0.0152864744296629	0.0177845831710429	0.0269532238613102	0.0282436976588308	0.0324097040420152	0.0297010361177985	0.0245318537545549	0.0322414923750873	0.023201544522936	0.0241989382484634	0.0305382867972044	0.0171610236321334	0.0123137325138615	0.0346205651256981	0.00888068588178682	0.0326498450312611	0.0293669966104005	0.0189755806860142	0.0429249949298938	0.028590413276052	0.00857247630250553	0.00936344914431031	0.00701578736791527	0.0143041527587611	0.00349370685475123	0.00354130905728376	0.0152458080643149	0.0187184479938037	0.0177664339558006	0.0578606678352084	0.0371111560094545	0.0359321617305247	0.017060461343473	0.0211431261797998	0.0382036013136745	0.0156794666420185
HMEC_4_G2_4A_3	0.0468810766030378	0.0445744686171883	0.0406031282773722	0.0315869308502689	0.0417363605287576	0.0452193514670025	0.0146342063011298	0.0332774083497979	0.0316409653278003	0.0148307194463196	0.00516796375746107	0	0.0244841303046572	0.020281271582535	0.0229160767778275	0.0321185037349506	0.0333267679535274	0.0375688203545281	0.0348193399551916	0.0296070290121471	0.0372808505678092	0.0283624304323026	0.0293356394377904	0.0356554669652063	0.022274742740857	0.0174279019643932	0.0397770147034948	0.00739866599437737	0.0377898295473636	0.0344242424340667	0.0240635960891958	0.0480091602221976	0.0337473482534278	0.00781282922592678	0.0139022728087637	0.0116942940280396	0.0183978909424122	0.0076958938680109	0.00868620097795416	0.0204005538786463	0.0236764916495013	0.0228205298841314	0.063005955969133	0.0421774780543437	0.0410800319359566	0.0219466060920402	0.0261058466358865	0.0416046287932004	0.0208334173495101
HMEC_4_G2_4B_1	0.0233178535622338	0.020137815536945	0.0161271749498863	0.00840412068298397	0.0635281159423433	0.0212698503810488	0.0110783438301898	0.00910068503959567	0.0172929544615423	0.0127734111460034	0.0193173304652931	0.0244841303046572	0	0.00659856158386393	0.00299802432133011	0.00765655164621135	0.00995686077734116	0.0131468611908361	0.0110087370650458	0.00680289372227122	0.0141621029859391	0.0040021994014843	0.00545085495926602	0.0117411810428753	0.00376741292609783	0.00751654476414969	0.0154046698798743	0.0253038797428587	0.0135719142858565	0.0114224642892097	0.00367491505955403	0.0241738309822095	0.0093734322522651	0.024314556872977	0.0129289957432292	0.0139338587440208	0.0132246819899271	0.0175724159920358	0.0158276324691006	0.00426864955719764	0.00601436437931185	0.0047623522796853	0.0386368670059478	0.0186958037450734	0.0167948762578432	0.0072747757996229	0.00669280267116837	0.0303958126229657	0.00387569231449812
HMEC_4_G2_4B_2	0.02954475889581	0.0249739784745506	0.0214070968589751	0.0114359914144243	0.0611065655224397	0.0273214927121405	0.0101875612787679	0.0135482581639692	0.014303551403573	0.0126579367654293	0.0152864744296629	0.020281271582535	0.00659856158386393	0	0.00370432049686684	0.0129856612946266	0.0164691658995953	0.0188109435623302	0.0147793572431356	0.0133992861526771	0.0206526055831848	0.0102867612627854	0.0119560443701151	0.0180144051851944	0.00288282046602447	0.00345316769225867	0.020098293995935	0.0228654158572319	0.019558954066398	0.0141773863766707	0.00914791230102254	0.0302560789915621	0.0152948780347968	0.0220705668853473	0.00703331851297129	0.0120578865784462	0.0149714364523113	0.0146461193709442	0.0117980093410415	0.00576364410907213	0.0108947339955622	0.0026794505534319	0.0440224648895128	0.021938044819244	0.0212455767634703	0.0021767918989512	0.00586355422386036	0.0270356176297563	0.00589021147001293
HMEC_4_G2_4B_3	0.0258824992094803	0.0217859096544576	0.0180292709139393	0.00879297168134863	0.0629160861704288	0.0237034960654004	0.0107503875678947	0.010390043154952	0.0151807570601611	0.0128754502980896	0.0177845831710429	0.0229160767778275	0.00299802432133011	0.00370432049686684	0	0.0095129429232493	0.0127678140934299	0.0152882350210234	0.011923296514526	0.00977342857798944	0.016949051232652	0.00658525428585869	0.00825738267914346	0.014331030335748	0.000823096812416772	0.00550012348139545	0.0169362836578627	0.0245645700359025	0.0159441125651828	0.0117627852713436	0.00616046572867725	0.0266325714345352	0.0116799191275466	0.0236560929531179	0.0104516719095355	0.0132696673216215	0.0142078786259055	0.0165186607426837	0.0142441569193956	0.00433451885259617	0.00828565815927716	0.00185744049186843	0.0406578881701993	0.0194279322292772	0.0181922818015144	0.00430410704446474	0.00485272795452912	0.0282637247176747	0.00416851425789435
HMEC_4_G2_4D_1	0.0168653943749056	0.012482160405463	0.00853743608774007	0.00455361313025356	0.0708784621325535	0.0144655887774394	0.0185616020378489	0.0023434406312821	0.0174395920213403	0.0199707964848956	0.0269532238613102	0.0321185037349506	0.00765655164621135	0.0129856612946266	0.0095129429232493	0	0.00599231492896115	0.00583411578184284	0.00456597892779588	0.00624944037185402	0.00919386312686667	0.00412983252981144	0.00442468869156676	0.00594747284104751	0.0102865313212464	0.0149058722631272	0.00778299174358542	0.032822207535125	0.00677914874300367	0.0062355987562216	0.00933860492441465	0.0174035870502461	0.00278315921833596	0.0318013647811286	0.0199400622497777	0.0214982868509937	0.0195335873959147	0.0252097106780474	0.0234474512026439	0.0118773428391625	0.0112007281361355	0.0103701268990251	0.0311561440005994	0.0118091299862866	0.00923035676691899	0.0125210876526163	0.00913680334765287	0.0296640426906973	0.0114626708123042
HMEC_4_G2_4D_2	0.0136170881468629	0.013577890744229	0.00923609806981221	0.0105384922733098	0.0698682842619871	0.0119233582333688	0.0188489066870736	0.00803735994042853	0.0233500120765816	0.019528907000817	0.0282436976588308	0.0333267679535274	0.00995686077734116	0.0164691658995953	0.0127678140934299	0.00599231492896115	0	0.00600025941855482	0.00994824505594645	0.00372645760647984	0.00420730925812272	0.00623814950019725	0.00451672770986354	0.00267726740708379	0.0135871662592966	0.017317916838356	0.0102101048062258	0.0326821952201309	0.00516433952608734	0.0119806488312596	0.00927050752363423	0.0146928747269645	0.00374731563830111	0.0315741226249201	0.0228404141591179	0.0218878458630008	0.0178864136588281	0.0258736604848013	0.0249378976533342	0.0132148072011072	0.00996484854498629	0.0142220698048168	0.0300155230267444	0.015703256705944	0.011773207576195	0.0166923193530818	0.0142051809936541	0.0356530486491352	0.0127863710149879
HMEC_5_1_1	0.0112524684907062	0.00769359445968689	0.00332528044808793	0.00916411977126422	0.0753579440743192	0.00871300180072651	0.0235535909775914	0.00608443969581823	0.0216526899638528	0.0246210656385529	0.0324097040420152	0.0375688203545281	0.0131468611908361	0.0188109435623302	0.0152882350210234	0.00583411578184284	0.00600025941855482	0	0.00672281544100529	0.00900689313852993	0.00600889245790109	0.00921129911600788	0.00841888082583625	0.00354907639236984	0.0160775519711416	0.0205861743222475	0.00437740893185282	0.037715322574235	0.00177781339544243	0.00897067783005074	0.0139113760047758	0.011636456927064	0.00383660639830332	0.036646610861166	0.0257354281479511	0.0265683419974884	0.0234647558254724	0.0304251274232482	0.0289489947875991	0.0171793750334718	0.015213945224257	0.0162034563738875	0.0254962747898927	0.0101522543504651	0.00587666639193986	0.0183334577393994	0.0147591727619821	0.0328088306361348	0.0167482661547927
HMEC_5_1_2	0.0176529115412556	0.0104176748993549	0.00769786171277635	0.00340359193821595	0.0745036403449724	0.0149339717061436	0.0220748835614543	0.00224238595305927	0.0149519903304742	0.0237514195001862	0.0297010361177985	0.0348193399551916	0.0110087370650458	0.0147793572431356	0.011923296514526	0.00456597892779588	0.00994824505594645	0.00672281544100529	0	0.0108083592250065	0.0121015136036901	0.00831692186540232	0.0089625205445087	0.00887708027427355	0.0125490711603757	0.0173965505825962	0.00563820349590339	0.0362485691269513	0.00838690355177301	0.00226164600485464	0.0134568330539778	0.0177277907992261	0.00620930620980101	0.0352814669809584	0.0217778470012521	0.0248742322724155	0.0237252610835111	0.028354139673704	0.0261609779179856	0.0152412309395849	0.0155076416463633	0.0121196387602178	0.0296658306820943	0.00769007232163601	0.00654200870548471	0.0136648947093598	0.00953161745454859	0.0262450174398426	0.0148677790770961
HMEC_5_1_3	0.0173083595210624	0.016696859224158	0.0123318406935397	0.0101781391010701	0.0664155676804402	0.0156487658933083	0.0151257398214154	0.00859253466300365	0.022221423347651	0.0158645970058848	0.0245318537545549	0.0296070290121471	0.00680289372227122	0.0133992861526771	0.00977342857798944	0.00624944037185402	0.00372645760647984	0.00900689313852993	0.0108083592250065	0	0.00776230251068415	0.00393899641698218	0.00218935157007488	0.00622123068094051	0.0105633132646915	0.0138556489696711	0.0127411773051491	0.0290211679564332	0.00860570789108572	0.0124131596610051	0.00556126608976352	0.0184149185175474	0.00555747062866843	0.0279219259492088	0.0194320345463252	0.0181656704010666	0.0144642061456387	0.0221486948562355	0.0212475616650764	0.00960321453583681	0.00631512359210135	0.0114253839695118	0.0337037960561017	0.0176888718495239	0.0143201385636258	0.01395312510399	0.0122102073131229	0.0350004886232616	0.00918259149356667
HMEC_5_2_1	0.00961701104601729	0.0121221749146643	0.0082813105232453	0.0136153788643598	0.0728899557619202	0.00831262820648004	0.022707276741342	0.0106970636496291	0.0265350453568151	0.0231600611007969	0.0322414923750873	0.0372808505678092	0.0141621029859391	0.0206526055831848	0.016949051232652	0.00919386312686667	0.00420730925812272	0.00600889245790109	0.0121015136036901	0.00776230251068415	0	0.010382971430567	0.008715971235972	0.00330309335908423	0.01777032616057	0.0215135173178602	0.0102301061929172	0.0362479863900606	0.0042966803191559	0.0143352923409776	0.0133079096849899	0.0108684980869151	0.0064341849931888	0.0351180791277271	0.0270442981895944	0.0257288098293488	0.0210842464156623	0.0297437793857624	0.0289929072030954	0.0173540684218623	0.0136822638270011	0.0183552510274162	0.0265607798554329	0.0160640366012936	0.0115837279632928	0.0207955155919992	0.0180516714566965	0.0383287841610344	0.0169298832026044
HMEC_5_2_2	0.0193530549341651	0.0164361996350395	0.0122944846439412	0.00676205254396345	0.0667700249774216	0.0172715314224597	0.0145127033594925	0.00612741826522985	0.0183075387407594	0.0158518884414204	0.023201544522936	0.0283624304323026	0.0040021994014843	0.0102867612627854	0.00658525428585869	0.00412983252981144	0.00623814950019725	0.00921129911600788	0.00831692186540232	0.00393899641698218	0.010382971430567	0	0.00186905816575174	0.00777620328600518	0.00740831444109546	0.0115176818975401	0.0118563211301519	0.0287645465855209	0.00957145261906616	0.0094204820461125	0.00521840361695465	0.0201800656152603	0.00539951908532137	0.0277303410267273	0.0168865619401305	0.0174853681671209	0.0154569522315828	0.0212740401535223	0.0197434698685043	0.00797594516548923	0.0071913010757104	0.00798476091414666	0.0346933360217571	0.0158508774103389	0.0133362595283805	0.0104579058625166	0.00830688077906241	0.0311568382829059	0.00754700043705115
HMEC_5_2_3	0.0179281459025576	0.0159532950464091	0.0116672500714114	0.00803911278997767	0.0670630535264233	0.0159911861822861	0.0151478820092559	0.00672064360089437	0.0200508277653786	0.0162227495646416	0.0241989382484634	0.0293356394377904	0.00545085495926602	0.0119560443701151	0.00825738267914346	0.00442468869156676	0.00451672770986354	0.00841888082583625	0.0089625205445087	0.00218935157007488	0.008715971235972	0.00186905816575174	0	0.00639328998682269	0.00907502813039597	0.0128857376199781	0.0116364989187637	0.0293016458836757	0.0084604289783515	0.0104050768975855	0.00549348718223116	0.0188600488160479	0.00462147448807227	0.0282353903852579	0.0183659783073081	0.0181722088991757	0.0153516304083507	0.0220658121985002	0.0208037629908284	0.00898353350937675	0.0069866258813146	0.00975920118108207	0.0337171007232006	0.016171995823454	0.0131833251905576	0.0122576220786756	0.0101681689822206	0.0328125067092461	0.00854874918135199
HMEC_5_3_1	0.011579917598621	0.0109459374252626	0.00664070611304444	0.0103182456746616	0.0725226344205794	0.00960201243720146	0.0212906032448481	0.00739665076781247	0.0232346435580515	0.0220848348404157	0.0305382867972044	0.0356554669652063	0.0117411810428753	0.0180144051851944	0.014331030335748	0.00594747284104751	0.00267726740708379	0.00354907639236984	0.00887708027427355	0.00622123068094051	0.00330309335908423	0.00777620328600518	0.00639328998682269	0	0.0151524919791079	0.0192406867580599	0.0079097647493722	0.0352394540011898	0.00248949608161914	0.0110869631827976	0.0116265925766086	0.0124679550658442	0.00316611450388554	0.0341402844704257	0.024657590432339	0.0243309674079573	0.0205458960698626	0.0282863198858922	0.0271717368084915	0.0153646078611721	0.0125315883172447	0.0155852613242341	0.0275039169209579	0.0136154891202842	0.00942463081519696	0.0179504531651203	0.0149561147544063	0.0350671749791713	0.014930461380583
HMEC_5_3_2	0.0267010397634314	0.0225034601840269	0.0187875073252366	0.00935098258404191	0.0624613018772783	0.0245140662510424	0.0104723463877636	0.0110868349053105	0.0149543880445151	0.012690149422102	0.0171610236321334	0.022274742740857	0.00376741292609783	0.00288282046602447	0.000823096812416772	0.0102865313212464	0.0135871662592966	0.0160775519711416	0.0125490711603757	0.0105633132646915	0.01777032616057	0.00740831444109546	0.00907502813039597	0.0151524919791079	0	0.00484888205040067	0.0176442430166103	0.0241096686221615	0.0167532059670802	0.012278931309995	0.00673309744163036	0.0274443536820522	0.0124880672531193	0.0232228498372045	0.00965985835502781	0.0128778617554835	0.0142534888783587	0.0160108483328589	0.0136206592960367	0.00438539710894318	0.00876271196262085	0.00142333431276405	0.0414186742605461	0.0199870789909848	0.0188762452702223	0.0036463911241888	0.00490124116206736	0.0279956265965631	0.00429860933531763
HMEC_5_3_3	0.0308053526514875	0.0272667689987174	0.0234419063697848	0.0141881255118524	0.0578261423125004	0.0287840918944613	0.00684473174642393	0.0158882622417038	0.0176350814897789	0.00937314060755152	0.0123137325138615	0.0174279019643932	0.00751654476414969	0.00345316769225867	0.00550012348139545	0.0149058722631272	0.017317916838356	0.0205861743222475	0.0173965505825962	0.0138556489696711	0.0215135173178602	0.0115176818975401	0.0128857376199781	0.0192406867580599	0.00484888205040067	0	0.0224271016020936	0.0195151225427324	0.0210815981192506	0.0170838384562292	0.00870373241249995	0.0316852805837494	0.0168612119233343	0.0186891427491875	0.00559515430971291	0.00860512966142227	0.0120794118713011	0.0113252021043524	0.00877393403024973	0.0045198123361169	0.00979506667621778	0.00554145659218403	0.0460395468696487	0.024815220009303	0.0236911644133649	0.00560710566580048	0.00912605689079574	0.0301744430672925	0.004868396567058
HMEC_5_4_1	0.0128382976039416	0.00487718651523705	0.00266594719382171	0.00898514842669873	0.0785846796382696	0.0100235066581103	0.0263403511752494	0.00656287946016047	0.0198431026340114	0.0276957645063143	0.0346205651256981	0.0397770147034948	0.0154046698798743	0.020098293995935	0.0169362836578627	0.00778299174358542	0.0102101048062258	0.00437740893185282	0.00563820349590339	0.0127411773051491	0.0102301061929172	0.0118563211301519	0.0116364989187637	0.0079097647493722	0.0176442430166103	0.0224271016020936	0	0.0405972908505157	0.00594420428039726	0.00735549741344552	0.0169829479179741	0.012595732492877	0.0071868717018528	0.0395723147307908	0.0271295882474592	0.0292787333455926	0.0269819984892529	0.0329721635582532	0.0310959467185551	0.0196489654415991	0.0186218577263772	0.0174192669540785	0.0240683815968621	0.00583474275002413	0.00158269780157223	0.0191631750118356	0.0151150396193994	0.0298953913671694	0.0192376794359862
HMEC_5_4_3	0.0457722504521294	0.04517445307163	0.0409500778781091	0.033314119823589	0.0383781100265759	0.0444972310809872	0.0142645821785261	0.0344007768725445	0.0359784759477057	0.0131597880500276	0.00888068588178682	0.00739866599437737	0.0253038797428587	0.0228654158572319	0.0245645700359025	0.032822207535125	0.0326821952201309	0.037715322574235	0.0362485691269513	0.0290211679564332	0.0362479863900606	0.0287645465855209	0.0293016458836757	0.0352394540011898	0.0241096686221615	0.0195151225427324	0.0405972908505157	0	0.0375874301649442	0.0363121176796684	0.0238099256391257	0.0471059822229489	0.0339111142838094	0.00116801777151672	0.0179387220605151	0.0113798121303373	0.0154842932927274	0.00822718551468432	0.0115576717117691	0.0210382980024024	0.0227219680418351	0.0250233787707339	0.0626642564242483	0.0438886015146939	0.0420396492331523	0.0248764353879993	0.0286388529682673	0.0470530391810471	0.0214298525564512
