	HMEC_4_1_1	HMEC_4_1_2	HMEC_4_1_3	HMEC_4_2_1	HMEC_4_2_2	HMEC_4_2_3	HMEC_4_G2_3E_1	HMEC_4_G2_3E_2	HMEC_4_G2_3F_1	HMEC_4_G2_4A_1	HMEC_4_G2_4A_2	HMEC_4_G2_4A_3	HMEC_4_G2_4B_1	HMEC_4_G2_4B_2	HMEC_4_G2_4B_3	HMEC_4_G2_4C_1	HMEC_4_G2_4C_2	HMEC_4_G2_4C_3	HMEC_4_G2_4D_1	HMEC_4_G2_4D_2	HMEC_4_G2_4D_3	HMEC_5_1_1	HMEC_5_1_2	HMEC_5_1_3	HMEC_5_2_1	HMEC_5_2_2	HMEC_5_2_3	HMEC_5_3_1	HMEC_5_3_2	HMEC_5_3_3	HMEC_5_4_1	HMEC_5_4_2	HMEC_5_4_3	HMEC_5_5_2	HMEC_5_5_3	HMEC_5_6_1	HMEC_5_6_2	HMEC_5_6_3	HMEC_5_7_2	HMEC_5_7_3	HMEC_5_8_1	HMEC_5_8_2	HMEC_5_8_3	HMEC_5_9_1	HMEC_5_9_2	HMEC_5_9_3	HMEC_Root1_1	HMEC_Root1_2	HMEC_Root1_3	HMEC_Root2_1	HMEC_Root2_2	HMEC_Root2_3	HMEC_STAT_2_1	HMEC_STAT_2_2	HMEC_STAT_2_3	HMEC_STAT_3_1	HMEC_STAT_3_2	HMEC_STAT_3_3	HMEC_STAT_4_1	HMEC_STAT_4_2	HMEC_STAT_4_3	HMEC_STAT_G2_3B_1	HMEC_STAT_G2_3B_2	HMEC_STAT_G2_3C_1	HMEC_STAT_G2_3C_2	HMEC_STAT_G2_3C_3
HMEC_4_G2_4D_3	0.0029497332145226	0.0107682166256272	0.00768200388719127	0.0152396503793611	0.00101707824963446	0.0102782264237213	0.0401223666504184	0.0139789436055016	0.00206566004683738	0.014973775600801	0.00114118793572663	0.013912905143278	0.00930607151052871	0.00554810742000296	0.00108421771880449	0.0182258910347062	0.0160293428899167	0.00498587801354414	0.0135013500120817	0.00734819935901347	0	0.0014420316070833	0.00168355565993721	0.0113658552567182	0.00230503130668833	0.00832125153605034	0.00548479819780337	0.00242674324469723	0.00816975469662995	0.00338751672023654	0.0111709567110919	0.00211599417284446	0.0107205744022587	0.0128002459122437	0.0145528951547556	0.00847373716637082	0.00556397253556544	0.00242440994249638	0.00927464089231892	0.0110978489913163	0.00733799534316141	0.00561254762856486	0.00963007152800726	0.00569151215035395	0.00687316229384645	0.00503252951998963	0.0153797319903455	0.00470885482425718	0.00788418900930739	0.00417872137966357	0.0028014887701063	0.0092172610633249	0.0184530056951581	0.00323210027483319	0.014006781309007	0.00171400245706135	5.18805945753861e-05	0.00510099081279928	0.0171162517896157	0.00531710366294442	0.00298545274579133	0.0204658901704758	0.0180035162475154	0.0145180559094961	0.0020055360654233	0.0176735470554199
HMEC_5_1_1	0.00439175769724334	0.0122101762978759	0.0091239970692679	0.0166815433027341	0.00245910847947814	0.0117201921034541	0.0415635023355098	0.0154208575197269	0.00350768766673814	0.0164156730925141	0.00258321791962634	0.015354820110132	0.0107480483421948	0.00699011773598219	0.00252624781768199	0.0196677274654316	0.0174712217991737	0.00354385617627063	0.0149432714336996	0.00879019554764396	0.0014420316070833	0	0.00312558437064462	0.0128078072513619	0.00374705816173101	0.00976323862329307	0.00692680894648507	0.00386876968670286	0.00961174326833342	0.00482953933268568	0.0126129112517981	0.00355802163710032	0.0121625346699875	0.0142421779114993	0.0159947997235848	0.00703173858525611	0.00700598274243103	0.00386643639259278	0.010716618067506	0.0125398044765157	0.00877999162178596	0.00705455749962317	0.0110720447563656	0.00713352147005956	0.00543115135403953	0.00359050790429409	0.0168216224764059	0.00615087052158149	0.00644218554260899	0.00273669609234207	0.00424351383863061	0.0106592388628737	0.0198948374408062	0.00467412357525214	0.0125648476291363	0.000271971107132527	0.00149391215905385	0.00654300409123951	0.0185581103218194	0.00675911553669643	0.00442747708380322	0.0219076779995411	0.0194453572124084	0.0159599610556507	0.000563505082115749	0.0191153946513759
HMEC_5_1_2	0.00126617994764277	0.00908472332464897	0.00599847765995185	0.0135562260336266	0.000666477845096108	0.00859472709270086	0.0384397765957449	0.0122954972826458	0.000382104892874911	0.01329034645499	0.000542368121303003	0.0122294577239955	0.0076225611113849	0.0038645654741748	0.000599338358001959	0.0165425266539762	0.0143459333213318	0.006669412253541	0.0118178958827697	0.00566467029193408	0.00168355565993721	0.00312558437064462	0	0.00968236971963423	0.000621476564987838	0.00663773114093255	0.00380125587394926	0.000743188740735955	0.00648623287259976	0.00170396475761618	0.00948746859272095	0.000432439099597941	0.00903708050171115	0.0111167808406359	0.0128694585909246	0.0101572372513204	0.00388043068528564	0.000740855433747525	0.00759113015524155	0.00941435991700848	0.00565446619150801	0.00392900607276085	0.0079465646852209	0.00400797107968769	0.00855668002121283	0.00671606340763168	0.01369631020912	0.00302530828123626	0.00956769598183477	0.00586226126861425	0.00111793511698624	0.0075337497124959	0.0167696463288119	0.00154854782113756	0.015690194516831	0.00339755437416545	0.00163167511960892	0.00341744630624773	0.0154328638309143	0.00363356036238261	0.00130189957609575	0.0187825780409398	0.0163201470191052	0.0128346187415463	0.00368908696917204	0.0159901707470252
HMEC_5_1_3	0.00841622875012516	0.000597666157363688	0.00368397264640899	0.00387404693805621	0.0103488223054436	0.00108767666251905	0.0287613621771311	0.00261324428027618	0.00930027783237866	0.00360815082204511	0.0102247175333788	0.00254720116546146	0.0020598658093546	0.00581788634789987	0.0102816855111844	0.00686056813022509	0.0046638063377687	0.016351381031038	0.00213561786962001	0.00401778244303048	0.0113658552567182	0.0128078072513619	0.00968236971963423	0	0.00906091376016619	0.0030447122499329	0.00588119548518156	0.00893920528704185	0.00319621242607644	0.00797845467453794	0.000194907855720339	0.00924994525888236	0.000645310444472942	0.0014344690897318	0.00318723781804585	0.0198388644087412	0.00580202124821361	0.00894153852399344	0.00209129740001275	0.000268018984528457	0.00402798660492832	0.00575344619044133	0.00173585527672251	0.00567448168265555	0.0182384752626779	0.0163980282164085	0.00401414003087513	0.00665713502151736	0.0192493872875979	0.0155442961415387	0.0085644696266195	0.0021486789825919	0.00708770719230312	0.00813386796136002	0.025371091856156	0.0130797610598441	0.011313977189744	0.00626500161867319	0.00575081588774805	0.00604888962882937	0.00838051005018917	0.00910082681926661	0.00663816986988769	0.00315239594476428	0.0133712756857915	0.00630816661209986
HMEC_5_2_1	0.000644703575382325	0.00846326482499612	0.00537700868848298	0.0129347905513257	0.00128795420711311	0.00797326663420303	0.0378186355662283	0.011674054374614	0.00023937169379749	0.0126689093456372	0.00116384453696972	0.0116080144472062	0.00700109709721529	0.00324309186396047	0.00122081474996072	0.0159211116806478	0.0137245028636754	0.0072908772740477	0.011196450353311	0.00504320045416266	0.00230503130668833	0.00374705816173101	0.000621476564987838	0.00906091376016619	0	0.00601626397377293	0.00317978215870488	0.000121712197403757	0.00586476526057104	0.00108248862809181	0.00886601178662513	0.00018903748489009	0.00841562180669095	0.0104953316540077	0.0122480189726006	0.0107786877619877	0.00325895710169011	0.000119378890428779	0.00696966603345321	0.00879290279789599	0.00503299632806373	0.00330753257138642	0.00732510180720358	0.00338649771433666	0.00917813791711359	0.00733752827264328	0.0130748755971737	0.00240383343170173	0.01018914935642	0.00648372881457703	0.000496458683122135	0.00691228539543637	0.0161482330828191	0.0009270715951055	0.0163116099419923	0.00401902770440576	0.0022531508146575	0.00279597199459697	0.0148114407583109	0.003012086378024	0.000680423220362151	0.0181611811361308	0.015698730377402	0.012213178919196	0.00431055976635211	0.015368751671498
HMEC_5_2_2	0.00537156828133258	0.00244704775966899	0.000639263085973142	0.00691872871666393	0.00730419674003429	0.00195703801451385	0.0318050490449261	0.00565793970870744	0.00625563225696482	0.00665283577840474	0.00718008946666316	0.00559189720972484	0.000984848755108372	0.00277319254802682	0.00723705858820668	0.00990520326209272	0.00770847773644247	0.0133069192565716	0.00518031752941104	0.000973074658952063	0.00832125153605034	0.00976323862329307	0.00663773114093255	0.0030447122499329	0.00601626397377293	0	0.00283650231261257	0.00589455341034517	0.00015150072915193	0.00493378749939108	0.00284980502718528	0.00620529878698082	0.0023994035705049	0.00447917402454165	0.0062319274780685	0.0167945365700493	0.00275732729259807	0.00589688668705919	0.000953417124807955	0.00277669411346573	0.000983278879174804	0.00270875176151116	0.00130885956482088	0.00262978649594702	0.0151940824046879	0.0133535680446245	0.00705882007097035	0.00361245028643511	0.0162050347969166	0.0124998074458946	0.0055198115290929	0.000896035463989451	0.0101323379549037	0.00508920311634211	0.022327035536314	0.0100351995929763	0.00826937229665463	0.00322031244642082	0.00879547069888896	0.00300419816240301	0.00533584901761996	0.0121454137966286	0.00968280916749225	0.00619708597616984	0.0103267220867097	0.00935281188602558
HMEC_5_2_3	0.00253508055323985	0.0052835362927619	0.00219724072645479	0.00975515929352216	0.00446772942153695	0.00479353032589897	0.0346403971393485	0.00849439090028748	0.00341915286537592	0.00948927098136094	0.00434362059533545	0.00842834938880671	0.00382134705305515	6.33099520517813e-05	0.00440059042553832	0.0127415716759861	0.0105448936960651	0.0104705669377382	0.00801677565526687	0.00186342959032811	0.00548479819780337	0.00692680894648507	0.00380125587394926	0.00588119548518156	0.00317978215870488	0.00283650231261257	0	0.00305807041041391	0.00268500201784885	0.00209729626623877	0.00568629007334414	0.00336881887553732	0.00523589249331808	0.00731564145741739	0.00906836969982328	0.0139582872011105	7.91752532530477e-05	0.00306040370954628	0.00378991558279544	0.00561317981815253	0.00185322537973128	0.000127750920892611	0.00414535609076388	0.000206716397841773	0.0123577824774594	0.0105172169268436	0.00989524815063158	0.000775950972622463	0.0133687661502356	0.00966343509968552	0.00268332508138798	0.0037325342087172	0.0129687008758432	0.00225271308028051	0.0194910045231376	0.00719877488446784	0.00543291819111193	0.000383811455804861	0.011631864396684	0.000167696388595406	0.00249936098809211	0.0149817233207129	0.0125191828550574	0.00903352876219504	0.007490302882318	0.0121891932080138
HMEC_5_3_1	0.000522991393855827	0.00834155587491993	0.00525529779368603	0.0128130859554014	0.00140966632021135	0.00785155731736198	0.0376969877843621	0.0115523483677329	0.000361083886729175	0.0125472044402057	0.00128555666478893	0.0114863083703633	0.00687938711742229	0.00312138013407821	0.00134252687121789	0.0157994109987071	0.013602799224666	0.00741258695953562	0.0110747438494387	0.00492148940117282	0.00242674324469723	0.00386876968670286	0.000743188740735955	0.00893920528704185	0.000121712197403757	0.00589455341034517	0.00305807041041391	0	0.0057430546152355	0.000960776479105483	0.00874430315439815	0.000310749679137048	0.00829391282000331	0.0103736244580098	0.0121263135902623	0.0109003944859466	0.00313724537645447	2.33329024021808e-06	0.00684795603366181	0.00867119410688185	0.00491128527039432	0.0031858208605898	0.00720339203877927	0.003264786027451	0.0092998461424209	0.00745923792608159	0.0129531711668973	0.00228212148794546	0.010310856661526	0.00660543902242237	0.000374746494820319	0.00679057535938032	0.0160265327313702	0.000805359432554897	0.0164333096046114	0.00414073912980669	0.00237486276389167	0.00267426014269193	0.0146897385282799	0.00289037458280633	0.000558711040952876	0.0180394839158773	0.0155770293763519	0.0120914734981054	0.00443227107733531	0.0152470502051319
HMEC_5_3_2	0.00522006915361751	0.00259854812729107	0.000487762374652609	0.0070702266732321	0.00715269899824632	0.00210853850893894	0.0319564929859999	0.00580943857336973	0.00610413370983771	0.00680433394135551	0.00702859162294423	0.00574339611702918	0.00113634942042042	0.00262169223354381	0.0070855607910602	0.0100566983554666	0.00785997503314971	0.0131554285755806	0.00533181669133216	0.000821573975471541	0.00816975469662995	0.00961174326833342	0.00648623287259976	0.00319621242607644	0.00586476526057104	0.00015150072915193	0.00268500201784885	0.0057430546152355	0	0.00478228811745659	0.00300130527022047	0.00605380020440164	0.00255090395165238	0.00463067357624121	0.00638342595149539	0.0166430519210968	0.00260582697324608	0.00574538789349571	0.00110491779388446	0.00292819438048472	0.000831778196793281	0.00255725142744246	0.00146036018512872	0.00247828613850927	0.0150425948106292	0.0132020774349147	0.00721031791560228	0.0034609502706301	0.01605354902818	0.0123483155717467	0.00536831249246764	0.00104753613959552	0.0102838327896428	0.00493770382214209	0.0221755633954157	0.00988370454499823	0.0081178754083133	0.00306881228101813	0.00894696697290502	0.00285269792209664	0.00518434986833797	0.0122969060873379	0.00983430450850609	0.00634858447439246	0.0101752273773238	0.00950430758430753
HMEC_5_3_3	0.000437785168899056	0.00738080173346912	0.0042945295191857	0.0118523644200276	0.00237044157922315	0.00689080047403825	0.0367367049361497	0.0105916161919058	0.00132186019170539	0.0115864805665029	0.00224633208961451	0.0105255756684525	0.00591862542473741	0.00216060611004051	0.0023033022212701	0.0148387191815134	0.0126420849314269	0.00837334068570359	0.0101140079390399	0.00396072000985539	0.00338751672023654	0.00482953933268568	0.00170396475761618	0.00797845467453794	0.00108248862809181	0.00493378749939108	0.00209729626623877	0.000960776479105483	0.00478228811745659	0	0.00778355136287263	0.00127152601414137	0.0073331584082685	0.00941288336068323	0.0111655861180209	0.0118611234575254	0.00217647138300331	0.000963109785654624	0.00588719419555024	0.00771044188011825	0.00395051584622339	0.00222504696188	0.00624263188671028	0.00230401228640157	0.0102605875971535	0.00841999138075114	0.0119924508837721	0.00132134610715425	0.0112715904531769	0.00756619719047558	0.000586030064543112	0.00582981325761173	0.015065843433424	0.000155417092047162	0.0173939806524487	0.00510150788218802	0.00333563634882037	0.00171348533218924	0.0137290349284848	0.00192960013434479	0.000402065520043911	0.0170788185413624	0.0146163351279088	0.0111307457336473	0.00539303881136623	0.014286352413729
HMEC_5_4_1	0.00822132595875549	0.000402758319186358	0.00348906572871997	0.00406895364855979	0.0101539221500826	0.000892768877581768	0.028956210363365	0.00280815160248033	0.00910537617816061	0.00380305768069969	0.0100298171921017	0.00274210851336033	0.00186495823369815	0.00562298088273948	0.0100867852549605	0.00705547247541429	0.00485871254797411	0.0161564926077445	0.00233052536340641	0.00382287570845666	0.0111709567110919	0.0126129112517981	0.00948746859272095	0.000194907855720339	0.00886601178662513	0.00284980502718528	0.00568629007334414	0.00874430315439815	0.00300130527022047	0.00778355136287263	0	0.00905504353681045	0.000450402609873926	0.0016293767754242	0.00338214489033422	0.0196439852833464	0.00560711576979017	0.00874663639439015	0.00189638983341531	7.31111296306233e-05	0.00383307987620112	0.00555854067160533	0.00154094761599676	0.00547957609891444	0.0180435916428896	0.0162031399054027	0.00420904665922789	0.00646223031108954	0.0190545064617618	0.015349405827279	0.00836956701785866	0.00195377143292729	0.00728261130499945	0.00793896483116841	0.0251762312594645	0.0128848655752031	0.0111190785582831	0.00607009654269603	0.00594572126206555	0.00585398436106831	0.00818560721530543	0.00929572854740455	0.00683307443553075	0.00334730303356698	0.0131763807653627	0.00650307149172854
HMEC_5_4_2	0.000833741021602752	0.00865229707778396	0.00556604403065643	0.0131238159417176	0.00109891682412803	0.00816229946762445	0.0380075721622121	0.0118630819845794	5.03342081635643e-05	0.0128579352226827	0.000974807133761329	0.0117970421672792	0.00719013098195568	0.00343212855081906	0.00103177735573677	0.0161101309254525	0.0139135267502171	0.00710184352736181	0.0113854787458024	0.00523223604947871	0.00211599417284446	0.00355802163710032	0.000432439099597941	0.00924994525888236	0.00018903748489009	0.00620529878698082	0.00336881887553732	0.000310749679137048	0.00605380020440164	0.00127152601414137	0.00905504353681045	0	0.00860465411744004	0.0106843611371499	0.0124370455997449	0.0105896585371952	0.00344799378094169	0.000308416371509447	0.00715869994994013	0.00898193464101587	0.00522203193085703	0.00349656922713829	0.00751413535641839	0.00357553433115501	0.00898910639618463	0.00714849457470864	0.0132639007271803	0.00259287046941989	0.010000119242185	0.00629469427463269	0.000685496143545632	0.00710131936955451	0.0163372518092632	0.00111610900569941	0.0161225915611265	0.00382999132844522	0.00206411366449795	0.00298500888088066	0.0150004624322526	0.00320112317152858	0.000869460662652478	0.0183501949544547	0.0158877501227713	0.0124022056073241	0.00412152356158155	0.015557772146936
HMEC_5_4_3	0.00777093415895251	4.7644293939701e-05	0.00303866490757551	0.00451935316995589	0.00970353623181145	0.000442366334252084	0.0294064719447685	0.00325855267436214	0.00865498691011577	0.00425345757331992	0.00957943085768775	0.00319250965178333	0.00141455606846791	0.00517258318638401	0.00963639911091262	0.00750586620651045	0.00530911082744691	0.0157061331490344	0.00278092688366388	0.00337247527417336	0.0107205744022587	0.0121625346699875	0.00903708050171115	0.000645310444472942	0.00841562180669095	0.0023994035705049	0.00523589249331808	0.00829391282000331	0.00255090395165238	0.0073331584082685	0.000450402609873926	0.00860465411744004	0	0.00207977881533679	0.00383254532226733	0.0191936469324322	0.00515671804449933	0.00829624606674019	0.00144598768576386	0.000377291484192203	0.00338267945436209	0.00510814285824323	0.00109054528930529	0.00502917814408524	0.0175932430796514	0.0157527807011016	0.00465944597551016	0.00601183426769213	0.0186041642453026	0.0148990420863923	0.00791917562393856	0.00150336931813808	0.0077330044741721	0.00748857227903006	0.0247259351261869	0.0124344901537915	0.0106686960567355	0.00561969969712672	0.00639611749181223	0.00540358709577072	0.00773521531882698	0.00974611598759661	0.00728346870019907	0.0037977035075005	0.01272600661614	0.00695346651781167
HMEC_5_5_2	0.00985065322519395	0.00203213459664967	0.00511843161807619	0.00243958289697742	0.011783225694958	0.00252214428256242	0.0273273071774861	0.00117877683731855	0.0107346931674197	0.00217368592259578	0.0116591223993681	0.00111273359092903	0.00349433104055933	0.00725233276776905	0.0117160897015127	0.0054261188919175	0.00322934528980237	0.0177856928436557	0.000701149580650106	0.00545223977582559	0.0128002459122437	0.0142421779114993	0.0111167808406359	0.0014344690897318	0.0104953316540077	0.00447917402454165	0.00731564145741739	0.0103736244580098	0.00463067357624121	0.00941288336068323	0.0016293767754242	0.0106843611371499	0.00207977881533679	0	0.00175277171373941	0.0212731047539938	0.00723646777957582	0.0103759576706314	0.00352576253702982	0.00170248783000063	0.00546244388572895	0.00718789306146929	0.00317032141695831	0.00710892910041834	0.0196727500790357	0.0178323391620304	0.00257967647234641	0.00809157515460569	0.0206836406608791	0.0169786225743811	0.0099988926284621	0.00358314394492139	0.00565325946692644	0.00956829517641749	0.0268051910216842	0.0145141276932062	0.012748368522192	0.0076994447842467	0.00431636004353742	0.00748333439439248	0.00981493487666897	0.00766639488774567	0.00520371920316324	0.00171792974914445	0.0148056379125546	0.00487371392236594
HMEC_5_5_3	0.0116033499263864	0.00378490128620829	0.00687118031637503	0.000686812274946323	0.0135358926120863	0.0042749089513421	0.0255749846326842	0.000573995317573907	0.0124873768615346	0.000420914805120352	0.0134117913787143	0.000640038587241691	0.00524709076719535	0.00900506168884561	0.0134687577367878	0.00367336014202228	0.001476576681277	0.019538235385206	0.00105162261404673	0.00720498577701949	0.0145528951547556	0.0159947997235848	0.0128694585909246	0.00318723781804585	0.0122480189726006	0.0062319274780685	0.00906836969982328	0.0121263135902623	0.00638342595149539	0.0111655861180209	0.00338214489033422	0.0124370455997449	0.00383254532226733	0.00175277171373941	0	0.0230255527262163	0.00898919686989989	0.0121286467683084	0.00527852208315697	0.00345525570196089	0.00721518980216217	0.00894062266790674	0.0049230829286105	0.00886165953919734	0.0214252434947762	0.0195848805472678	0.000826906148180397	0.0098442946477685	0.0224361057759854	0.0187311846573783	0.0117515872211372	0.00533590315815899	0.00390050209303514	0.0113209958129377	0.0285574550084278	0.0162667440196238	0.014501018699734	0.00945216879864327	0.00256359553129136	0.00923606081348372	0.0115676320815343	0.00591365262334818	0.00345095917067867	3.48420040566963e-05	0.0165582482485394	0.00312095210477389
HMEC_5_6_1	0.0114233609665277	0.0192412845665769	0.0161553393671632	0.0237122238168799	0.00949078403026779	0.0187513408774825	0.0485899233403505	0.0224516692175077	0.0105393264783074	0.0234463819619032	0.00961488942906945	0.0223856384510538	0.0177792737417635	0.0140215924312302	0.00955792119246763	0.0266980642523401	0.0245018159234197	0.00348791593403256	0.0219741306616889	0.0158215601468318	0.00847373716637082	0.00703173858525611	0.0101572372513204	0.0198388644087412	0.0107786877619877	0.0167945365700493	0.0139582872011105	0.0109003944859466	0.0166430519210968	0.0118611234575254	0.0196439852833464	0.0105896585371952	0.0191936469324322	0.0212731047539938	0.0230255527262163	0	0.0140374565423844	0.0108980612846238	0.0177478458614056	0.0195708847862543	0.0158113568934309	0.0140860285500654	0.018103245170847	0.0141649880241366	0.00160061084073191	0.0034412641941291	0.0238522879028904	0.0131823906720928	0.000589563365133682	0.00429507435517984	0.0112751233589516	0.0176904710144498	0.02692514619276	0.011705714613528	0.0055332988379469	0.00675977245293212	0.00852561632196877	0.0135745034687419	0.0255885802387023	0.0137906031166282	0.0114590788293193	0.0289377266225789	0.0264757211903245	0.0229907176701172	0.00646824336832153	0.0261457985042484
HMEC_5_6_2	0.00261425560822133	0.00520436185873298	0.0021180656119528	0.00967598684513538	0.00454690406586065	0.0047143557460929	0.0345612569491527	0.00841521777277222	0.00349832776040682	0.0094100983819725	0.00442279527277507	0.00834917622828938	0.00374217222613642	1.58652991241346e-05	0.00447976508789752	0.0126624012083937	0.0104657217206571	0.0105497388658807	0.00793760229489866	0.00178425443616849	0.00556397253556544	0.00700598274243103	0.00388043068528564	0.00580202124821361	0.00325895710169011	0.00275732729259807	7.91752532530477e-05	0.00313724537645447	0.00260582697324608	0.00217647138300331	0.00560711576979017	0.00344799378094169	0.00515671804449933	0.00723646777957582	0.00898919686989989	0.0140374565423844	0	0.00313957867514792	0.00371074074882815	0.00553400549020562	0.00177405022448699	4.85756668188258e-05	0.00406618133996522	0.000127541145151444	0.0124369530983884	0.0105963888253006	0.00981607578347509	0.000855126206229525	0.0134479359811486	0.00974260752047739	0.00276250011281795	0.00365335936202869	0.0128895305802534	0.00233188817644941	0.0195701682240118	0.0072779485641069	0.0055120925460344	0.000462986703989076	0.0115526931320796	0.000246871640796597	0.00257853604852725	0.0149025546811126	0.0124400122219717	0.00895435591365493	0.00756947643230687	0.0121100223346896
HMEC_5_6_3	0.000525324701014401	0.00834388912096638	0.00525763107667255	0.012815419118438	0.00140733301459237	0.00785389057038049	0.0376993198608594	0.0115546815576867	0.000358750579485897	0.0125495376091427	0.00128322335881974	0.0114886415616496	0.00688172038303802	0.00312371343285432	0.00134019356540094	0.015801744087025	0.0136051323694451	0.0074102537010651	0.0110770770488716	0.00492382268717704	0.00242440994249638	0.00386643639259278	0.000740855433747525	0.00894153852399344	0.000119378890428779	0.00589688668705919	0.00306040370954628	2.33329024021808e-06	0.00574538789349571	0.000963109785654624	0.00874663639439015	0.000308416371509447	0.00829624606674019	0.0103759576706314	0.0121286467683084	0.0108980612846238	0.00313957867514792	0	0.00685028929966208	0.00867352734798863	0.00491361855647416	0.0031881541590066	0.00720572530038643	0.00326711932542982	0.0092975129121447	0.00745690466824012	0.0129555043267727	0.00228445479073634	0.0103085234490001	0.00660310575385119	0.000377079802031194	0.00679290862607467	0.0160288658133809	0.000807692739429846	0.0164309765392413	0.00413840583764457	0.00237252946151597	0.00267659344375325	0.0146920716461659	0.00289270788283811	0.000561044348004889	0.0180418169380705	0.0155793624707675	0.0120938066768869	0.00442993778738809	0.015249383308435
HMEC_5_7_2	0.00632497320448234	0.00149363194116932	0.00159267984625871	0.00596532630278455	0.00825759217716285	0.00100362159195589	0.0308519767357216	0.00470453207868065	0.00720903317681094	0.00569943217080117	0.00813348559432918	0.00463848933747673	3.14316418765151e-05	0.0037266059673569	0.00819045440029136	0.00895181768593654	0.00675507916290359	0.0142602678862095	0.00422690821754433	0.0019264911123446	0.00927464089231892	0.010716618067506	0.00759113015524155	0.00209129740001275	0.00696966603345321	0.000953417124807955	0.00378991558279544	0.00684795603366181	0.00110491779388446	0.00588719419555024	0.00189638983341531	0.00715869994994013	0.00144598768576386	0.00352576253702982	0.00527852208315697	0.0177478458614056	0.00371074074882815	0.00685028929966208	0	0.00182327879774972	0.00193669532185882	0.00366216532967504	0.000355442606453691	0.00358320024240899	0.0161474108621613	0.0143069162072282	0.00610541830617179	0.00456586149421763	0.0171583513680363	0.0134531639031942	0.0064732158204666	5.738167999542e-05	0.00917895391657523	0.00604260919895289	0.0232802639288215	0.0109885769978128	0.00922276198129585	0.00417372475067316	0.00784207813151221	0.00395761102360079	0.00628925409065536	0.0111920449725177	0.00872942212078101	0.00524368043892296	0.0112800972455074	0.00839942272140291
HMEC_5_7_3	0.00814821666796427	0.000329647192703435	0.00341595492477244	0.00414206431946004	0.0100808138339316	0.000819657767226787	0.0290292988995111	0.00288126251209982	0.00903226730745797	0.00387616840911623	0.00995670880711412	0.00281521943304509	0.00179184719484764	0.00554987060802165	0.0100136769014682	0.00712858223720385	0.00493182302543993	0.0160833886484462	0.00240363634088607	0.00374976497073058	0.0110978489913163	0.0125398044765157	0.00941435991700848	0.000268018984528457	0.00879290279789599	0.00277669411346573	0.00561317981815253	0.00867119410688185	0.00292819438048472	0.00771044188011825	7.31111296306233e-05	0.00898193464101587	0.000377291484192203	0.00170248783000063	0.00345525570196089	0.0195708847862543	0.00553400549020562	0.00867352734798863	0.00182327879774972	0	0.00375996914059863	0.00548543037723535	0.0014678365475979	0.00540646578076114	0.0179704894716243	0.0161300359878861	0.00428215729828396	0.00638912031334446	0.0189814053311348	0.0152763011645761	0.00829645779449357	0.00188066040317491	0.00735572097790952	0.00786585541534069	0.0251031376722044	0.0128117589910793	0.0110459708066871	0.00599698641069293	0.00601883141801074	0.00578087415868165	0.00811249790846707	0.00936883731112589	0.00690618428165282	0.00342041385162436	0.0131032743907557	0.00657618145802085
HMEC_5_8_1	0.00438829814353299	0.0034303235410966	0.000344015874508283	0.0079019874751185	0.00632093500316368	0.00294031476952053	0.0327879495943161	0.00664120474846348	0.00527236561557146	0.00763609595811834	0.00619682710635564	0.00657516254649448	0.0019681269182755	0.00178991550660988	0.00625379651265517	0.0108884425198439	0.00869173196948786	0.0123237015015127	0.00616358464529626	1.02042286070902e-05	0.00733799534316141	0.00877999162178596	0.00565446619150801	0.00402798660492832	0.00503299632806373	0.000983278879174804	0.00185322537973128	0.00491128527039432	0.000831778196793281	0.00395051584622339	0.00383307987620112	0.00522203193085703	0.00338267945436209	0.00546244388572895	0.00721518980216217	0.0158113568934309	0.00177405022448699	0.00491361855647416	0.00193669532185882	0.00375996914059863	0	0.00172547461272389	0.00229213733604948	0.00164650921971941	0.0142108841050203	0.0123703507379002	0.0080420780598724	0.00262917492551299	0.0152218480336276	0.0115165821949045	0.00453654193687426	0.00187931372116519	0.0111155754642515	0.00410593198478888	0.0213439353425564	0.00905195450028483	0.00728611580218121	0.00223703623509517	0.00977871796033084	0.002020921531358	0.00435257875083912	0.0131286341760555	0.0106660501008557	0.00718034847195773	0.00934347910197259	0.0103360552395809
HMEC_5_8_2	0.00266283114810541	0.00515578668146509	0.0020694900244551	0.00962741287561767	0.00459547934929381	0.004665780480521	0.0345127027125487	0.00836664338953921	0.00354690320012874	0.00936152432043659	0.00447137057682594	0.00830060182496643	0.0036935968112563	6.44409688469924e-05	0.00452834038256756	0.0126138284471442	0.0104171480394721	0.0105983124688331	0.00788902776993211	0.00173567882506489	0.00561254762856486	0.00705455749962317	0.00392900607276085	0.00575344619044133	0.00330753257138642	0.00270875176151116	0.000127750920892611	0.0031858208605898	0.00255725142744246	0.00222504696188	0.00555854067160533	0.00349656922713829	0.00510814285824323	0.00718789306146929	0.00894062266790674	0.0140860285500654	4.85756668188258e-05	0.0031881541590066	0.00366216532967504	0.00548543037723535	0.00172547461272389	0	0.00401760597102947	7.89654774911018e-05	0.0124855258949189	0.0106449624099324	0.00976750186347614	0.000903701859916491	0.013496508290613	0.00979118142756748	0.00281107563797185	0.00360478393522902	0.0128409579239916	0.00238046374229371	0.0196187367582508	0.00732652324930211	0.00556066764964772	0.000511562367450686	0.0115041198844403	0.000295447307024268	0.00262711159190621	0.014853983036129	0.0123914393597126	0.00890578170031975	0.00761805103726703	0.0120614493257988
