	HMEC_4_1_1	HMEC_4_1_2	HMEC_4_1_3	HMEC_4_2_1	HMEC_4_2_2	HMEC_4_2_3	HMEC_4_G2_3E_1	HMEC_4_G2_3E_2	HMEC_4_G2_3F_1	HMEC_4_G2_4A_1	HMEC_4_G2_4A_2	HMEC_4_G2_4A_3	HMEC_4_G2_4B_1	HMEC_4_G2_4B_2	HMEC_4_G2_4B_3	HMEC_4_G2_4C_1	HMEC_4_G2_4C_2	HMEC_4_G2_4C_3	HMEC_4_G2_4D_1	HMEC_4_G2_4D_2	HMEC_4_G2_4D_3	HMEC_5_1_1	HMEC_5_1_2	HMEC_5_1_3	HMEC_5_2_1	HMEC_5_2_2	HMEC_5_2_3	HMEC_5_3_1	HMEC_5_3_2	HMEC_5_3_3	HMEC_5_4_1	HMEC_5_4_2	HMEC_5_4_3	HMEC_5_5_2	HMEC_5_5_3	HMEC_5_6_1	HMEC_5_6_2	HMEC_5_6_3	HMEC_5_7_2	HMEC_5_7_3	HMEC_5_8_1	HMEC_5_8_2	HMEC_5_8_3	HMEC_5_9_1	HMEC_5_9_2	HMEC_5_9_3	HMEC_Root1_1	HMEC_Root1_2	HMEC_Root1_3	HMEC_Root2_1	HMEC_Root2_2	HMEC_Root2_3	HMEC_STAT_2_1	HMEC_STAT_2_2	HMEC_STAT_2_3	HMEC_STAT_3_1	HMEC_STAT_3_2	HMEC_STAT_3_3	HMEC_STAT_4_1	HMEC_STAT_4_2	HMEC_STAT_4_3	HMEC_STAT_G2_3B_1	HMEC_STAT_G2_3B_2	HMEC_STAT_G2_3C_1	HMEC_STAT_G2_3C_2	HMEC_STAT_G2_3C_3
HMEC_4_G2_4A_2	0.00180854759653135	0.00962707349869591	0.00654083771380689	0.0140985550470743	0.000124109740883404	0.00913707909386543	0.0389818426832779	0.0128378330791199	0.000924472941194483	0.0138326769521731	0	0.0127717938581228	0.00816491644902631	0.00440693008869314	5.69702442401758e-05	0.0170848370527257	0.0148882577602651	0.0061270526057101	0.0123602340815921	0.00620703118196087	0.00114118793572663	0.00258321791962634	0.000542368121303003	0.0102247175333788	0.00116384453696972	0.00718008946666316	0.00434362059533545	0.00128555666478893	0.00702859162294423	0.00224633208961451	0.0100298171921017	0.000974807133761329	0.00957943085768775	0.0116591223993681	0.0134117913787143	0.00961488942906945	0.00442279527277507	0.00128322335881974	0.00813348559432918	0.00995670880711412	0.00619682710635564	0.00447137057682594	0.00848891895354311	0.0045503354460858	0.00801432613800679	0.00617370388431272	0.0142386384294049	0.00356767417886864	0.00902534580172834	0.00531989961060777	0.00166030285537809	0.00807610533579716	0.0173119551656236	0.00209091527469509	0.0151478759864436	0.00285518826001395	0.00108930736564952	0.00395981164025543	0.0159751815641138	0.00417592535886578	0.00184426720214356	0.0193248721340188	0.0168624589271912	0.0133769517157427	0.00314672125019718	0.0165324848582598
HMEC_4_G2_4A_3	0.0109633418041677	0.00314486553637547	0.00623115195376399	0.00132685064537466	0.012895895877387	0.00363487406924533	0.0262148659698914	6.60432785831768e-05	0.0118473737230006	0.00106095328598915	0.0127717938581228	0	0.00460705794727415	0.00836504111323143	0.0128287605760183	0.00431339496851171	0.0021166145257069	0.0188982856553994	0.000411584129836113	0.00656495848770534	0.013912905143278	0.015354820110132	0.0122294577239955	0.00254720116546146	0.0116080144472062	0.00559189720972484	0.00842834938880671	0.0114863083703633	0.00574339611702918	0.0105255756684525	0.00274210851336033	0.0117970421672792	0.00319250965178333	0.00111273359092903	0.000640038587241691	0.0223856384510538	0.00834917622828938	0.0114886415616496	0.00463848933747673	0.00281521943304509	0.00657516254649448	0.00830060182496643	0.00428304937104488	0.00822163837140099	0.0207853122025788	0.0189449312520355	0.00146694444704906	0.00920427773708468	0.021796185085185	0.0180912275784173	0.0111115799081136	0.00469587054926261	0.00454053647722027	0.0106809861789459	0.0279176093778285	0.0156267664812785	0.0138610283330881	0.00881215013314529	0.00320363216791361	0.00859604121266519	0.0109276237659424	0.00655368202342237	0.00409099440656062	0.000605196588656971	0.0159182729747762	0.00376098790508962
HMEC_4_G2_4B_1	0.00635640437013628	0.00146220032551545	0.00162411145710249	0.00593389507712427	0.00828902300764794	0.000972189962042947	0.0308205561042621	0.00467310069569381	0.00724046420021564	0.00566800090887953	0.00816491644902631	0.00460705794727415	0	0.00375803744327228	0.00822188524392435	0.00892038698069117	0.00672364805466463	0.0142916971039018	0.00419547678464903	0.00195792270918479	0.00930607151052871	0.0107480483421948	0.0076225611113849	0.0020598658093546	0.00700109709721529	0.000984848755108372	0.00382134705305515	0.00687938711742229	0.00113634942042042	0.00591862542473741	0.00186495823369815	0.00719013098195568	0.00141455606846791	0.00349433104055933	0.00524709076719535	0.0177792737417635	0.00374217222613642	0.00688172038303802	3.14316418765151e-05	0.00179184719484764	0.0019681269182755	0.0036935968112563	0.000324010966350152	0.00361463173078769	0.0161788393929386	0.0143383454089837	0.0060739871002769	0.0045972928874844	0.0171897794952273	0.0134845933883098	0.0065046469635751	8.88133209139993e-05	0.00914752325939377	0.00607404040610792	0.0233116890780389	0.0110200072021061	0.009254192610927	0.00420515618464831	0.00781064720866983	0.00398904247843665	0.00632068526166945	0.0111606147935388	0.00869799136963079	0.00521224911867076	0.0113115273723765	0.00836799190427086
HMEC_4_G2_4B_2	0.00259839034778987	0.00522022699768883	0.00213393088610086	0.00969185158788465	0.00453103888847429	0.0047302209140666	0.0345771152373568	0.00843108265113392	0.00348246253239733	0.00942596315488222	0.00440693008869314	0.00836504111323143	0.00375803744327228	0	0.00446389990686913	0.0126782655553667	0.010481586368938	0.0105338742350433	0.00795346721974252	0.00180011971809151	0.00554810742000296	0.00699011773598219	0.0038645654741748	0.00581788634789987	0.00324309186396047	0.00277319254802682	6.33099520517813e-05	0.00312138013407821	0.00262169223354381	0.00216060611004051	0.00562298088273948	0.00343212855081906	0.00517258318638401	0.00725233276776905	0.00900506168884561	0.0140215924312302	1.58652991241346e-05	0.00312371343285432	0.0037266059673569	0.00554987060802165	0.00178991550660988	6.44409688469924e-05	0.00408204654196842	0.000143406445997407	0.0124210887302138	0.0105805242004315	0.00983194051000886	0.000839260909370913	0.0134320717716598	0.00972674279061909	0.00274663485719619	0.00366922458309013	0.0129053948928386	0.00231602290768252	0.0195543052451889	0.00726208358106085	0.00549622742699837	0.000447121404046001	0.0115685576383412	0.000231006339797156	0.00256267078702243	0.0149184186626385	0.0124558766020275	0.00897022073631434	0.0075536114753563	0.0121258867627507
HMEC_4_G2_4B_3	0.00186551776720579	0.00968404173220889	0.00659780702519289	0.0141555209997819	6.71394972743429e-05	0.00919404752564937	0.0390387806959875	0.0128947997606897	0.000981443165397547	0.0138896430641817	5.69702442401758e-05	0.0128287605760183	0.00822188524392435	0.00446389990686913	0	0.0171418010113622	0.0149452232222174	0.00607008317228597	0.0124172010217137	0.00626400058550621	0.00108421771880449	0.00252624781768199	0.000599338358001959	0.0102816855111844	0.00122081474996072	0.00723705858820668	0.00440059042553832	0.00134252687121789	0.0070855607910602	0.0023033022212701	0.0100867852549605	0.00103177735573677	0.00963639911091262	0.0117160897015127	0.0134687577367878	0.00955792119246763	0.00447976508789752	0.00134019356540094	0.00819045440029136	0.0100136769014682	0.00625379651265517	0.00452834038256756	0.00854588763191176	0.00460730523633157	0.00795735728558269	0.00611673446336571	0.0142956042969761	0.00362464414272327	0.00896837732512554	0.00526292997653945	0.00171727303740665	0.00813307416184567	0.0173689189572486	0.00214788542114606	0.0150909107547922	0.00279821818985423	0.00103233714624829	0.0040167815398443	0.0160321463075824	0.00423289522015514	0.00190123736994812	0.019381834350848	0.016919423047265	0.0134339180938507	0.00308975121782151	0.0165894492140375
HMEC_4_G2_4C_1	0.0152764670622763	0.00745822290562863	0.0105444414078339	0.00298655065926484	0.0172089330472765	0.00794822271181094	0.0219023768606	0.00424735213873629	0.0161604602047628	0.0032524472007832	0.0170848370527257	0.00431339496851171	0.00892038698069117	0.0126782655553667	0.0171418010113622	0	0.00219678787410245	0.0232109708336711	0.00472497598580623	0.0108782387477893	0.0182258910347062	0.0196677274654316	0.0165425266539762	0.00686056813022509	0.0159211116806478	0.00990520326209272	0.0127415716759861	0.0157994109987071	0.0100566983554666	0.0148387191815134	0.00705547247541429	0.0161101309254525	0.00750586620651045	0.0054261188919175	0.00367336014202228	0.0266980642523401	0.0126624012083937	0.015801744087025	0.00895181768593654	0.00712858223720385	0.0108884425198439	0.0126138284471442	0.00859638527913367	0.0125348676465612	0.0250978620633125	0.0232576132281222	0.00284645719742078	0.0135174725517587	0.0261086575766417	0.0224039670169088	0.0154246988425723	0.00900919763900037	0.000227143154911356	0.0149941232830981	0.0322295401812525	0.0199396582564154	0.0181740169224927	0.0131253590767086	0.00110976847920748	0.0129092577287178	0.0152407505369786	0.00224031046228757	0.000222402014252378	0.00370820196967683	0.0202311477780826	0.000552410380863709
HMEC_4_G2_4C_2	0.0130798428628751	0.0052614670296789	0.00834772543656479	0.000789764703466239	0.0150123570367364	0.00575147212437389	0.0240987410813178	0.0020505713536402	0.0139638572755264	0.00105566211967941	0.0148882577602651	0.0021166145257069	0.00672364805466463	0.010481586368938	0.0149452232222174	0.00219678787410245	0	0.0210145844137979	0.00252819783737437	0.00868152803383606	0.0160293428899167	0.0174712217991737	0.0143459333213318	0.0046638063377687	0.0137245028636754	0.00770847773644247	0.0105448936960651	0.013602799224666	0.00785997503314971	0.0126420849314269	0.00485871254797411	0.0139135267502171	0.00530911082744691	0.00322934528980237	0.001476576681277	0.0245018159234197	0.0104657217206571	0.0136051323694451	0.00675507916290359	0.00493182302543993	0.00869173196948786	0.0104171480394721	0.00639964229378976	0.0103381857517844	0.0229015478026838	0.0210612285192869	0.00064967082743786	0.0113208098993913	0.0239123844562875	0.0202075515752975	0.0132280781189358	0.00681245985585908	0.00242393058188388	0.0127974925645522	0.0300335534450464	0.0177431609927965	0.0159774673143804	0.0109286885534449	0.00108702037507775	0.0107125829767325	0.0130441255055782	0.00443709027468821	0.00197438621626795	0.00151141865600962	0.018034659659498	0.00164437823108553
HMEC_4_G2_4C_3	0.00793556661214634	0.0157537729910082	0.0126676970095112	0.0202249456992692	0.00600294461068458	0.0152638068772064	0.0451048759959602	0.0189643200312571	0.00705151028040746	0.0199590885145151	0.0061270526057101	0.0188982856553994	0.0142916971039018	0.0105338742350433	0.00607008317228597	0.0232109708336711	0.0210145844137979	0	0.0184867556265495	0.012333905137082	0.00498587801354414	0.00354385617627063	0.006669412253541	0.016351381031038	0.0072908772740477	0.0133069192565716	0.0104705669377382	0.00741258695953562	0.0131554285755806	0.00837334068570359	0.0161564926077445	0.00710184352736181	0.0157061331490344	0.0177856928436557	0.019538235385206	0.00348791593403256	0.0105497388658807	0.0074102537010651	0.0142602678862095	0.0160833886484462	0.0123237015015127	0.0105983124688331	0.0146156824691787	0.0106772745494496	0.00188730917310881	4.66519560733024e-05	0.020365017935529	0.00969464592995368	0.002898354878288	0.000807163094289127	0.00778732519735461	0.0142028906044791	0.023438067759813	0.00821792767178202	0.00902114700508717	0.00327188627970554	0.00503775810910338	0.010086770899094	0.0221014155082453	0.0103028774286285	0.00797128540099025	0.0254507867865678	0.0229886132270189	0.0195033983717835	0.00298035337956451	0.0226586691931274
HMEC_4_G2_4D_1	0.0105517755009865	0.00273328272493844	0.00581957339609772	0.00173843442234945	0.0124843365862803	0.00322329173693355	0.0266263447639449	0.000477627403815468	0.0114358104824606	0.00147253717681101	0.0123602340815921	0.000411584129836113	0.00419547678464903	0.00795346721974252	0.0124172010217137	0.00472497598580623	0.00252819783737437	0.0184867556265495	0	0.00615338056650359	0.0135013500120817	0.0149432714336996	0.0118178958827697	0.00213561786962001	0.011196450353311	0.00518031752941104	0.00801677565526687	0.0110747438494387	0.00533181669133216	0.0101140079390399	0.00233052536340641	0.0113854787458024	0.00278092688366388	0.000701149580650106	0.00105162261404673	0.0219741306616889	0.00793760229489866	0.0110770770488716	0.00422690821754433	0.00240363634088607	0.00616358464529626	0.00788902776993211	0.00387146778620763	0.00781006412017783	0.0203737937271602	0.0185334014951535	0.0018785281553853	0.0087927060653609	0.021384673264804	0.017679692953273	0.0107000141014549	0.00428428950802748	0.00495211717356898	0.0102694189490084	0.0275061448437436	0.0152152190955406	0.0134494729818381	0.00840057739605216	0.00361521452791277	0.00818446790886387	0.0105160573441588	0.00696525919075109	0.00450257572298685	0.00101678062436072	0.015506726998459	0.00417256963757317
HMEC_4_G2_4D_2	0.00439850229309696	0.00342011936217445	0.000333811650896023	0.00789178348955157	0.00633113907275946	0.00293011057865279	0.0327777494188769	0.00663100069299854	0.00528256973214335	0.00762589195680936	0.00620703118196087	0.00656495848770534	0.00195792270918479	0.00180011971809151	0.00626400058550621	0.0108782387477893	0.00868152803383606	0.012333905137082	0.00615338056650359	0	0.00734819935901347	0.00879019554764396	0.00566467029193408	0.00401778244303048	0.00504320045416266	0.000973074658952063	0.00186342959032811	0.00492148940117282	0.000821573975471541	0.00396072000985539	0.00382287570845666	0.00523223604947871	0.00337247527417336	0.00545223977582559	0.00720498577701949	0.0158215601468318	0.00178425443616849	0.00492382268717704	0.0019264911123446	0.00374976497073058	1.02042286070902e-05	0.00173567882506489	0.00228193313224118	0.00165671343314417	0.0142210875457285	0.0123805543689874	0.00803187408279986	0.00263937912267972	0.0152320513583795	0.0115267859052468	0.00454674608131054	0.00186910951073041	0.0111053717111957	0.00411613614358683	0.021354137791733	0.00906215840733976	0.00729631982098561	0.00224724043967095	0.00976851410108466	0.00203112573943766	0.00436278290158827	0.0131184306082824	0.0106558463105884	0.00717014444490639	0.00935368298824429	0.010325851422972
