	HMEC_4_1_1	HMEC_4_1_2	HMEC_4_1_3	HMEC_4_2_1	HMEC_4_2_2	HMEC_4_2_3	HMEC_4_G2_3E_1	HMEC_4_G2_3E_2	HMEC_4_G2_3G_2	HMEC_4_G2_3G_3	HMEC_4_G2_4A_1	HMEC_4_G2_4A_3	HMEC_4_G2_4B_1	HMEC_4_G2_4B_2	HMEC_4_G2_4B_3	HMEC_4_G2_4C_1	HMEC_4_G2_4C_2	HMEC_4_G2_4C_3	HMEC_4_G2_4D_1	HMEC_4_G2_4D_2	HMEC_4_G2_4D_3	HMEC_5_1_1	HMEC_5_1_2	HMEC_5_1_3	HMEC_5_2_1	HMEC_5_2_2	HMEC_5_2_3	HMEC_5_3_1	HMEC_5_3_2	HMEC_5_3_3	HMEC_5_4_1	HMEC_5_4_2	HMEC_5_4_3	HMEC_5_5_1	HMEC_5_5_2	HMEC_5_5_3	HMEC_5_6_1	HMEC_5_6_2	HMEC_5_6_3	HMEC_5_7_2	HMEC_5_7_3	HMEC_5_8_1	HMEC_5_8_2	HMEC_5_8_3	HMEC_5_9_1	HMEC_5_9_2	HMEC_5_9_3	HMEC_Root1_1	HMEC_Root1_2	HMEC_Root1_3	HMEC_Root2_1	HMEC_Root2_2	HMEC_Root2_3	HMEC_STAT_2_1	HMEC_STAT_2_2	HMEC_STAT_2_3	HMEC_STAT_3_1	HMEC_STAT_3_2	HMEC_STAT_3_3	HMEC_STAT_4_1	HMEC_STAT_4_2	HMEC_STAT_4_3	HMEC_STAT_G2_3B_1	HMEC_STAT_G2_3B_2	HMEC_STAT_G2_3B_3	HMEC_STAT_G2_3C_1	HMEC_STAT_G2_3C_2	HMEC_STAT_G2_3C_3
HMEC_4_G2_4A_1	0.165553802356771	0.158938101847958	0.151946477795317	0.0211532608792403	0.0199904883718317	0.0328047283414984	0.159060759797682	0.130492408932463	0.0520423064646187	0.0423732029088376	0	0.0189811229830342	0.0140167267381014	0.00948401902537117	0.0183420029388593	0.117116785000503	0.0202201815653237	0.0745021181554555	0.0573957144961838	0.00391146318177143	0.0196456290454773	0.0375145516517184	0.0375737305182832	0.0420964641683726	0.0473483026035104	0.0571508792251889	0.0471044828744336	0.077995334284654	0.0772313726834666	0.0678939670070202	0.0192127196883151	0.0157806649419103	0.0543863401450681	0.0235429208039296	0.0204601903560647	0.0626704514836207	0.162490415423304	0.159438286133399	0.15878645912591	0.158487755326547	0.15205296131954	0.0199337633147927	0.0116357909320025	0.0548744131390816	0.0400720620183439	0.0386596777385937	0.0389659551904101	0.0475162911328723	0.0181326937179701	0.0331596140456735	0.0267299830315846	0.0155017065842483	0.00943461869526428	0.0094054590513385	0.0117622076734824	0.0326827437897778	0.0655859590723521	0.0251692014686902	0.0575612131856326	0.0599022270058224	0.0688235396951496	0.0472040522308936	0.104818748959127	0.0171663955910585	0.0267515756207509	0.0496473176135622	0.0430301892998758	0.127609360488219
HMEC_4_G2_4A_3	0.182653854120084	0.17593968453875	0.168423400348306	0.00960593141082048	0.00501907973543318	0.0197853909481876	0.175333642014603	0.147137854192978	0.0356534330793213	0.0239739837644127	0.0189811229830342	0	0.00856905003062931	0.0100767972678306	0.00979467664516052	0.100404040746935	0.00480513203589327	0.0594170829772383	0.0421852462045813	0.0175313497240277	0.0369531707616938	0.0208217691179356	0.021302523907558	0.026809353645592	0.0317406799342169	0.0405012766010674	0.0314879808524768	0.0939807081919817	0.0933069440878416	0.0841770978831782	0.0132671817759422	0.0104088598184259	0.0394586082822877	0.00948414158147561	0.0045605556566176	0.0462071811461865	0.179761989318158	0.176558529582349	0.175853035511792	0.175708162326165	0.168381091014617	0.0101762263608968	0.0259124106302426	0.0390578211923608	0.0247671277195681	0.0239098263624019	0.0245245249602893	0.0318758709045229	0.00566030073794247	0.0187673644289503	0.0125931981201872	0.00542825552742878	0.0270779791467859	0.0245158508919769	0.0118211544421358	0.0189185225108814	0.049905649396401	0.0103452088019142	0.0412880818572076	0.0446850011323952	0.0532907919408441	0.0316348948713044	0.0921534431161157	0.011924181496011	0.0441219693421185	0.0328245035354012	0.025392626512102	0.112389125309236
HMEC_4_G2_4B_1	0.178671165764617	0.171996188825737	0.1648650190715	0.0153299226424659	0.0109786099883281	0.025408070875544	0.170801969093418	0.141747261088045	0.0412478552378122	0.0314001661046553	0.0140167267381014	0.00856905003062931	0	0.00678017831365157	0.00931731497944402	0.105373930847587	0.0124572625339753	0.0638746053993247	0.0469290871568711	0.0143738896146704	0.0315696620643082	0.0281100129724795	0.0282702141344058	0.0335915685321063	0.0379102162276116	0.0468994649291956	0.0385336189896099	0.0898459561328804	0.0890098040647227	0.0800208804669143	0.0161195166948331	0.0144170012354653	0.0445408304751796	0.0133846275205062	0.0121573338676244	0.0523522680849845	0.175597213684168	0.172414109923301	0.171882281285271	0.171446011749153	0.16473201857525	0.0143837598213255	0.0235260926231575	0.0442960140224022	0.029961558117461	0.0283035195238619	0.0300236030718949	0.0382266511210587	0.0121626375528626	0.0239643786594175	0.0183507377114275	0.00977534425667119	0.0219360600954912	0.0200066316089401	0.0132555045683181	0.0252483160141688	0.0549204961205058	0.0164050172575377	0.0481423111486279	0.0503917084490395	0.0583224048862052	0.0375868948307836	0.0932734741006312	0.0113211129104002	0.0380623651666428	0.0401106345280314	0.0294257658387703	0.117093012049199
HMEC_4_G2_4B_2	0.173590536447358	0.166830807635689	0.159431855667734	0.012796769398714	0.0106648908115884	0.0243104223322614	0.168032739344404	0.139556677141668	0.0427821857215859	0.0331271241157868	0.00948401902537117	0.0100767972678306	0.00678017831365157	0	0.00961824707252774	0.107880215895069	0.011537770445441	0.0655820668440739	0.0483855147344743	0.00879140244953736	0.0287348800561836	0.0284345881935901	0.0285010758106314	0.0333024375460047	0.0383474462161235	0.0479641055971036	0.0383328160898627	0.0868547605657286	0.0861257124133294	0.0768312881749284	0.0120891770370793	0.0098099712933158	0.0454654125110608	0.0142281960432454	0.0115375216738478	0.0535037974421254	0.170608330592344	0.167359221197374	0.166740761830655	0.166457337617565	0.159340804248072	0.011595500692878	0.0186467833056705	0.0457302909025353	0.030944792728134	0.0295925255082924	0.030100188993623	0.0385457216658323	0.0103167065899039	0.0241633510437869	0.0177395697224308	0.00726780055292355	0.018524783092572	0.0170889653037765	0.00809690325867806	0.0241232554087388	0.0565034728412126	0.016022316058781	0.0485873895249853	0.0510085634745421	0.0597928335248661	0.0381721484123493	0.0969305858023925	0.00930953545493446	0.0358155657792536	0.0406192755728893	0.0345194610113093	0.11876697414521
HMEC_4_G2_4B_3	0.179622747483891	0.172605762146887	0.164748956645879	0.0102443072665335	0.0072701114970581	0.0174214074913255	0.177077957120675	0.148335264151569	0.0343642930911055	0.0272498099867644	0.0183420029388593	0.00979467664516052	0.00931731497944402	0.00961824707252774	0	0.0990286552279283	0.0109408539342137	0.0564256180369362	0.03941491183441	0.0180211914111921	0.0377347473712935	0.0221998834244349	0.0218627693507223	0.0265125079502139	0.0305593883168838	0.0401642910471159	0.0316775467827711	0.0962003783818202	0.0954375752457237	0.0861467436111872	0.00972123933633239	0.0139128387990676	0.0367512352432337	0.00627432898327217	0.0101151824777964	0.0454285694420786	0.176654910950642	0.173044541360202	0.172609896147151	0.17214915201859	0.164253574455599	0.00823040182792223	0.0280196424178967	0.0370435384673822	0.0224562260522058	0.0206499160748508	0.0221026520795949	0.0309497155217056	0.0124789388969462	0.0161063382363194	0.0112116139414919	0.0103991454673005	0.0276221991029774	0.0265262205650572	0.0154451749687462	0.0179106608815348	0.0476298443008109	0.0100063111782592	0.041334926774824	0.0427046966351756	0.0509206441045455	0.0301692119187481	0.087571341220147	0.00366307650035477	0.0443991609868745	0.0340027951719036	0.0295905699095067	0.109691503617262
HMEC_4_G2_4C_1	0.263695221688621	0.255759951829772	0.245284756323944	0.0979822463514441	0.0980107539886197	0.0865771704391981	0.273252080040005	0.245336200312678	0.0657069223022864	0.0788611795234242	0.117116785000503	0.100404040746935	0.105373930847587	0.107880215895069	0.0990286552279283	0	0.0994057664000363	0.0444535605531239	0.0605620969445842	0.116002333429587	0.13633845407646	0.0823115980131026	0.0817988562635782	0.078359036529501	0.0718398697424518	0.0623493642081889	0.0745871804957896	0.193437833428209	0.192825677078866	0.183640092930264	0.100220760957125	0.105682125779246	0.064182357693208	0.09373184208047	0.0986989285277308	0.0567019733591566	0.261371911220357	0.256242511771289	0.256261004634215	0.255701126435586	0.243136228670206	0.098508898941532	0.124914787754969	0.0628894728452663	0.0775656814409767	0.0787760767794925	0.0795636704745237	0.072077427901127	0.102539182283624	0.0846949271385441	0.0913772522496954	0.103746042452622	0.126275132202345	0.124485621160803	0.109950419538629	0.0870893177168864	0.0523986190404785	0.0928519174582529	0.064216184350815	0.060006680412729	0.0495892124644982	0.071563530344698	0.0485216592676679	0.100535014426942	0.142924844056318	0.071916524736407	0.0839068481829318	0.0218036337990361
HMEC_4_G2_4C_2	0.181878072992801	0.175080220176378	0.167254595074235	0.00573365806178703	0.0039288983175429	0.0167402268262599	0.176339048270991	0.148678035121718	0.0341450386337134	0.0224079970112176	0.0202201815653237	0.00480513203589327	0.0124572625339753	0.011537770445441	0.0109408539342137	0.0994057664000363	0	0.0581652778042511	0.0408009143219204	0.0180245281786336	0.0384959705783445	0.018156530885264	0.0186525366939282	0.0238104910862461	0.0293760204919561	0.0384316643772742	0.0284593473971171	0.0948801240232047	0.0943051008439549	0.0849981924176516	0.010534358735906	0.00765048570853493	0.0376653387859239	0.00927499335013303	0.00107143881170777	0.0442255629478893	0.179093652287084	0.175806785200417	0.17502619793443	0.17502844694244	0.167212467859079	0.0073488630522476	0.0259812737255709	0.0375465618163828	0.0231660076717838	0.0227971233914072	0.0222187086182756	0.0293797692402478	0.0032645956995927	0.0167813203153802	0.010003559280914	0.00476280076170445	0.0284887219135818	0.0260785108372113	0.0108980489396325	0.0155564704900133	0.0484722580494228	0.00791520891684838	0.0386988943779846	0.0424893580317967	0.0517647959465413	0.0294327376441148	0.0929200815585168	0.011974478050664	0.0459879646987018	0.0302144541507081	0.027430999266017	0.110935240895384
HMEC_4_G2_4C_3	0.222368953863233	0.214460173010962	0.204364953781805	0.0558280195045795	0.0562303350055203	0.0438827316835197	0.23200587867521	0.203833837252412	0.0246055945649738	0.0410069059950368	0.0745021181554555	0.0594170829772383	0.0638746053993247	0.0655820668440739	0.0564256180369362	0.0444535605531239	0.0581652778042511	0	0.0174106333012821	0.0735063949619634	0.0940258275702184	0.0418033486547672	0.0407980701338117	0.0372287228875982	0.0303490507259706	0.0236236118582384	0.0346471854331073	0.151776630407494	0.151139473530979	0.141707121547425	0.0571982812318869	0.0638686663209805	0.0211130895772141	0.0515059313278178	0.0573644119798283	0.0186221232742245	0.219853506871307	0.214906150357758	0.21487537780184	0.214271752469708	0.20248360736389	0.055926337004204	0.0827343145876951	0.0208317655989123	0.0351283531879104	0.0360411735589345	0.0368860972417834	0.0308866917118103	0.0613799020644654	0.0420764582474139	0.0490948802828223	0.0621356476215554	0.0838738654056098	0.0825959845649049	0.0681381261186246	0.0449204479887052	0.0102665468354085	0.0508193779017652	0.0266015738324084	0.0187137805309067	0.0075725141443316	0.0297634013901623	0.0468515866652241	0.0574693237892672	0.100610854771389	0.0336223051054194	0.0493607832003283	0.0534169249907206
HMEC_4_G2_4D_1	0.20898053796711	0.201301975818186	0.191700413706276	0.0384542740725854	0.0388837585176488	0.0267076922497233	0.215210712604648	0.187146945272056	0.00829575440982084	0.0252353489446915	0.0573957144961838	0.0421852462045813	0.0469290871568711	0.0483855147344743	0.03941491183441	0.0605620969445842	0.0408009143219204	0.0174106333012821	0	0.0562640992146797	0.0769596607036585	0.0248451787078285	0.0237109421415716	0.0206691199352067	0.0138398274818015	0.0113674718863662	0.0192730546920846	0.134615548799921	0.133994420573805	0.124553313770211	0.0400262749257802	0.0464946892100739	0.00471720394788361	0.0342742059136175	0.0400006733046341	0.0111343110224717	0.206389689976808	0.201823988632139	0.201604466304492	0.201153145189349	0.190267336454607	0.0386033906421279	0.0654219058739673	0.00427617559893068	0.0177269873572261	0.0188236354238896	0.0196174082563529	0.0146511136850222	0.0440131351328231	0.0247085901660404	0.0317069827491356	0.044764859849555	0.0667552739695971	0.0653761391082512	0.0507559357573763	0.0277308083613763	0.00836038420965039	0.0334256650603556	0.0153770345627795	0.00840315758390633	0.0115501377054374	0.0129619032662964	0.0586095700428733	0.0404721223316201	0.0837287763001044	0.0190219793930116	0.035565271726853	0.0705646727470164
HMEC_4_G2_4D_2	0.16625266299611	0.159631404340432	0.152461448376952	0.0188938019655814	0.0183754751754272	0.0309457213820421	0.160004802727161	0.13195006850768	0.0506327588311335	0.0404014966857465	0.00391146318177143	0.0175313497240277	0.0143738896146704	0.00879140244953736	0.0180211914111921	0.116002333429587	0.0180245281786336	0.0735063949619634	0.0562640992146797	0	0.0213298022609496	0.0354155584482708	0.035561713110672	0.0399863228736246	0.0455725509730251	0.0553579607690362	0.0448791373469999	0.0786825940075422	0.0780197090858277	0.0685734063598017	0.017298178715973	0.0126433755064699	0.0530567582198097	0.0225188182790882	0.0184177033008136	0.0609685660165065	0.163287416182934	0.160250289507596	0.159487402220223	0.15936434009788	0.152653054540328	0.0180228177481292	0.0101460697158967	0.0535681384175565	0.0387433825631496	0.0376226071949948	0.0373808287744252	0.045652950594231	0.0156354177287848	0.0317125642215568	0.0249994249948657	0.013317114057581	0.0111854396394867	0.0102947377014987	0.00842957667023969	0.0305950742807887	0.0643681188053686	0.023440137012793	0.0554813970608555	0.0582851003209612	0.0675807690584834	0.0455321125508708	0.105340819346902	0.0166777874777281	0.0288922385482414	0.0474570983647739	0.0423529976348051	0.126505398780824
