	HMEC_4_1_1	HMEC_4_1_2	HMEC_4_1_3	HMEC_4_2_1	HMEC_4_2_2	HMEC_4_2_3	HMEC_4_G2_3E_1	HMEC_4_G2_3E_2	HMEC_4_G2_3G_2	HMEC_4_G2_3G_3	HMEC_4_G2_4A_1	HMEC_4_G2_4A_3	HMEC_4_G2_4B_1	HMEC_4_G2_4B_2	HMEC_4_G2_4B_3	HMEC_4_G2_4C_1	HMEC_4_G2_4C_2	HMEC_4_G2_4C_3	HMEC_4_G2_4D_1	HMEC_4_G2_4D_2	HMEC_4_G2_4D_3	HMEC_5_1_1	HMEC_5_1_2	HMEC_5_1_3	HMEC_5_2_1	HMEC_5_2_2	HMEC_5_2_3	HMEC_5_3_1	HMEC_5_3_2	HMEC_5_3_3	HMEC_5_4_1	HMEC_5_4_2	HMEC_5_4_3	HMEC_5_5_1	HMEC_5_5_2	HMEC_5_5_3	HMEC_5_6_1	HMEC_5_6_2	HMEC_5_6_3	HMEC_5_7_2	HMEC_5_7_3	HMEC_5_8_1	HMEC_5_8_2	HMEC_5_8_3	HMEC_5_9_1	HMEC_5_9_2	HMEC_5_9_3	HMEC_Root1_1	HMEC_Root1_2	HMEC_Root1_3	HMEC_Root2_1	HMEC_Root2_2	HMEC_Root2_3	HMEC_STAT_2_1	HMEC_STAT_2_2	HMEC_STAT_2_3	HMEC_STAT_3_1	HMEC_STAT_3_2	HMEC_STAT_3_3	HMEC_STAT_4_1	HMEC_STAT_4_2	HMEC_STAT_4_3	HMEC_STAT_G2_3B_1	HMEC_STAT_G2_3B_2	HMEC_STAT_G2_3B_3	HMEC_STAT_G2_3C_1	HMEC_STAT_G2_3C_2	HMEC_STAT_G2_3C_3
HMEC_4_G2_4D_3	0.153565827655731	0.147600512860496	0.142063921792099	0.0401555077892793	0.0390108011087619	0.0522070511638815	0.139979652045354	0.111073803949334	0.0714654719404662	0.0606213564229421	0.0196456290454773	0.0369531707616938	0.0315696620643082	0.0287348800561836	0.0377347473712935	0.13633845407646	0.0384959705783445	0.0940258275702184	0.0769596607036585	0.0213298022609496	0	0.0564237718385831	0.0566677023209475	0.0612527600523957	0.0667600677906279	0.0764261883748209	0.0661122903866144	0.0589937613632995	0.0580892031248478	0.0490177249997464	0.0384261279456075	0.0333691201480574	0.0739842263709191	0.0429393042194848	0.0389427620870837	0.0820369766481409	0.150306682495369	0.148059742919986	0.147226216969415	0.146978435514542	0.142892433144866	0.0392805484323324	0.0155373515942067	0.0743962791551353	0.059609817821046	0.0582043770411513	0.0585088520021929	0.0668706793988767	0.0358119165090738	0.0527166422604986	0.046128334129084	0.0337925795096393	0.0102739297947358	0.012625770210052	0.0286217707758163	0.0519019765820947	0.0851228212571869	0.044460300437144	0.0766718769136103	0.0794274809290618	0.0883801991245303	0.0666704549289166	0.12240479232263	0.036738577602	0.00803130144152617	0.0684873754388777	0.0590104297425339	0.147075851496714
HMEC_5_1_1	0.194455332690927	0.187305389465215	0.178534077762129	0.0167413398418678	0.017882383629387	0.00945414615712716	0.193622539239039	0.166447085620254	0.0174249808455627	0.00849836129098316	0.0375145516517184	0.0208217691179356	0.0281100129724795	0.0284345881935901	0.0221998834244349	0.0823115980131026	0.018156530885264	0.0418033486547672	0.0248451787078285	0.0354155584482708	0.0564237718385831	0	0.00181128758528533	0.0069195563694475	0.0120954436065583	0.0204736566239008	0.0108490553925032	0.11237575056853	0.111891064439802	0.102482199432001	0.0206205682924578	0.0237870223737389	0.0214256536503824	0.0160474146669585	0.0176879621409029	0.0263490382739188	0.191879720269913	0.188113352277163	0.187401253873702	0.187463606730703	0.178060837196284	0.0182256188288727	0.0433430526848163	0.0210391145920283	0.00983265664087889	0.0120879462204442	0.00890976305883591	0.0118745870992437	0.0210475642551685	0.00906676793036754	0.011558942368417	0.0227263364413316	0.0462934188327482	0.0441558649154132	0.0282921128274004	0.0078024146396638	0.031704090085808	0.0126611857965653	0.0205786862513701	0.0251394827434736	0.0348469775830173	0.0124774429617677	0.0810688914674451	0.0232817987906171	0.0638860625999438	0.0122019465879049	0.0247144924429785	0.0936923602305948
HMEC_5_1_2	0.194028197584616	0.186821859625385	0.177973707957738	0.0167772721146165	0.0180476810296509	0.00818069867905861	0.194079721004386	0.166825019344572	0.0165864249926349	0.00976139638379634	0.0375737305182832	0.021302523907558	0.0282702141344058	0.0285010758106314	0.0218627693507223	0.0817988562635782	0.0186525366939282	0.0407980701338117	0.0237109421415716	0.035561713110672	0.0566677023209475	0.00181128758528533	0	0.00586648311265699	0.0109936222888979	0.0199655707046275	0.0103377191976277	0.112873350165105	0.112377045062066	0.102931926140909	0.0202419856605718	0.0241401229604282	0.0201892710281507	0.0157571158651115	0.0181199534275014	0.0257576746463895	0.19144593319176	0.187603946055965	0.186935680136616	0.186950612673218	0.177419100553879	0.0180319673712082	0.0436854285059357	0.020036244538383	0.00832307465260369	0.0106532056660775	0.00711039431483391	0.0108654274094508	0.0216128163442502	0.00774863126201847	0.0111674645266036	0.0230958809016498	0.0464873493640274	0.0445018501496437	0.0286746338365092	0.00689830685315576	0.0307805769193976	0.0125345751436802	0.0201764084111439	0.0241474187127482	0.0339178732864032	0.0112926201987904	0.0800483925573219	0.0228202709850662	0.0640842312137399	0.0122504758457432	0.0255604511655699	0.0928846147905693
HMEC_5_1_3	0.195472054612001	0.18812033697099	0.178879062087905	0.0211228134258308	0.0231855212686697	0.0101717403039116	0.198134072731382	0.171211571443179	0.0142244171671339	0.0128192077682294	0.0420964641683726	0.026809353645592	0.0335915685321063	0.0333024375460047	0.0265125079502139	0.078359036529501	0.0238104910862461	0.0372287228875982	0.0206691199352067	0.0399863228736246	0.0612527600523957	0.0069195563694475	0.00586648311265699	0	0.00692643405948833	0.0162251289157076	0.00522361432407539	0.117071148018404	0.116629862775232	0.107074270285177	0.0237677925759119	0.0284749119603977	0.0165664996704721	0.0206866209587561	0.0233251999432458	0.0217872193036014	0.192987325827014	0.188955435948936	0.188294546577953	0.188364567094491	0.178179969620898	0.0222104276200737	0.0479175041140407	0.017098860181611	0.00918406724273887	0.0122768663996108	0.00688801372707269	0.00641047147893897	0.0266350670292711	0.0110841448695969	0.0156819443966412	0.0280768547852883	0.0510668468449565	0.0492973625788817	0.0332012376759994	0.009567778212637	0.0272892143348173	0.0174269139147637	0.0156109281136523	0.0195564396290518	0.0301533567350382	0.0077261663195805	0.0785824439426275	0.0269865321256559	0.0687180177994164	0.00907126081069599	0.0301473948904654	0.0886493038470776
HMEC_5_2_1	0.200406689674905	0.192942755660111	0.183552368880289	0.0268668776641759	0.0282355576611864	0.0151440776714625	0.204225107843931	0.176957846294913	0.0078144804450245	0.0148884544687713	0.0473483026035104	0.0317406799342169	0.0379102162276116	0.0383474462161235	0.0305593883168838	0.0718398697424518	0.0293760204919561	0.0303490507259706	0.0138398274818015	0.0455725509730251	0.0667600677906279	0.0120954436065583	0.0109936222888979	0.00692643405948833	0	0.0104099585007469	0.00623263823527382	0.12326578254679	0.122769811661452	0.113248124917045	0.0291608114733906	0.0345803630213292	0.00984923995109138	0.0247708175228798	0.0287551475324986	0.0156126235165228	0.197898662606584	0.193688129627058	0.193161309343458	0.193078511712216	0.182615394752167	0.0276029930703358	0.0539796251088937	0.0102454523907514	0.00892262182009145	0.0119624964807401	0.00882216475748507	0.00118641523091546	0.0324039379732149	0.0145040198487423	0.0206739383120562	0.0336247849049118	0.0565170627118935	0.0548467104548694	0.0391678256973986	0.0153765134243275	0.0203958670914333	0.0224526126542543	0.0112234954182601	0.0131724384703499	0.0233227294048933	0.00137774108144309	0.072078721402552	0.0313165330910259	0.0740233856729862	0.00815339497472805	0.0306864051532403	0.0821415459028802
HMEC_5_2_2	0.209973442084604	0.202493345652603	0.192942338104116	0.0366095337739187	0.0375714510515953	0.025445704736225	0.213581730041551	0.186447654421261	0.00760671638162721	0.0192588704861688	0.0571508792251889	0.0405012766010674	0.0468994649291956	0.0479641055971036	0.0401642910471159	0.0623493642081889	0.0384316643772742	0.0236236118582384	0.0113674718863662	0.0553579607690362	0.0764261883748209	0.0204736566239008	0.0199655707046275	0.0162251289157076	0.0104099585007469	0	0.0125092046326686	0.132660830424162	0.132183211390462	0.122749091211579	0.0393517482498826	0.0440757858956444	0.009914446450534	0.0342045270206767	0.0378537663027377	0.00594463117078485	0.207536127405284	0.20327459980372	0.202737474175984	0.202702953803612	0.191942261155308	0.0375559131220013	0.0636081338582432	0.00816666815004922	0.018077965673112	0.0206846016448143	0.0190708712425557	0.0103172069681216	0.041434538443888	0.0244362778615795	0.0304781039167836	0.042919420288707	0.0662205570498069	0.0642947887255635	0.0486274132436069	0.0254018216393559	0.013597667832241	0.0320361076176568	0.00510625855544851	0.00811296732733766	0.0161205599580599	0.0106475127656886	0.067385676964665	0.0412711561475136	0.0836929691753232	0.0101607787306789	0.0335157926111999	0.0735888629243179
HMEC_5_2_3	0.199273096903152	0.191894942690874	0.182468620313183	0.0260264154749143	0.0281128517521496	0.0153151591469802	0.202417458422292	0.175799880556709	0.0129777640163598	0.0139591451711191	0.0471044828744336	0.0314879808524768	0.0385336189896099	0.0383328160898627	0.0316775467827711	0.0745871804957896	0.0284593473971171	0.0346471854331073	0.0192730546920846	0.0448791373469999	0.0661122903866144	0.0108490553925032	0.0103377191976277	0.00522361432407539	0.00623263823527382	0.0125092046326686	0	0.121410757213063	0.121016216187642	0.111464117321353	0.0288030397063613	0.0330826787124545	0.0152258893301643	0.0257688694960976	0.0280398495762046	0.017956932889436	0.196870431970008	0.192797428706871	0.192091370069519	0.192256256110639	0.181756679476337	0.0272674023249647	0.0525144795335643	0.0155681984912395	0.0128404209658414	0.0161195384566759	0.0113410320496406	0.00508703949601651	0.0311932015101132	0.0161624322009808	0.0208099422409753	0.0328455322316563	0.0559716064223352	0.0540932448470217	0.037849114067114	0.0146384324390106	0.0246755524337216	0.0224648434380416	0.0108514937858819	0.0164082751651076	0.0272790681921801	0.00757850685848048	0.0776865227378252	0.0321989626164593	0.0736462308214954	0.0052772373324887	0.0321899845669946	0.0849296180655985
HMEC_5_3_1	0.123707739665947	0.120796146117816	0.120465608088956	0.0966501043829582	0.0963226510255801	0.108788305831126	0.0824689051105966	0.0572551653988778	0.128662751105291	0.116114550845918	0.077995334284654	0.0939807081919817	0.0898459561328804	0.0868547605657286	0.0962003783818202	0.193437833428209	0.0948801240232047	0.151776630407494	0.134615548799921	0.0786825940075422	0.0589937613632995	0.11237575056853	0.112873350165105	0.117071148018404	0.12326578254679	0.132660830424162	0.121410757213063	0	0.00224299350117204	0.0104228872159539	0.0951818730171818	0.0888955209319752	0.131280447186672	0.100903551025332	0.0955713779180575	0.138425112208149	0.120509256607886	0.121712458749598	0.119628535893691	0.120590130871663	0.124347977052755	0.0962904972670479	0.0695629340087592	0.131780886029032	0.11710372758994	0.116118095327744	0.11553635344862	0.12316144357736	0.0917788118444298	0.110098692033105	0.103219697327878	0.0905314178166447	0.0687444445857992	0.0700804621851695	0.0844313039617136	0.108099551850675	0.142574712494187	0.101585335167838	0.132069561814801	0.136026437291136	0.145746800577682	0.123414326076661	0.180486888390876	0.094980241533448	0.0539682581275036	0.123724387472338	0.11441712861993	0.204161942555139
HMEC_5_3_2	0.124300373762995	0.121345387218153	0.121048755159112	0.0961111644668679	0.0956836436589036	0.108273573428953	0.0830023147945551	0.0570028433363075	0.128081390350041	0.115603904794326	0.0772313726834666	0.0933069440878416	0.0890098040647227	0.0861257124133294	0.0954375752457237	0.192825677078866	0.0943051008439549	0.151139473530979	0.133994420573805	0.0780197090858277	0.0580892031248478	0.111891064439802	0.112377045062066	0.116629862775232	0.122769811661452	0.132183211390462	0.121016216187642	0.00224299350117204	0	0.0100762245479322	0.0946208781428015	0.0883983236935525	0.130709239017634	0.100209804154586	0.0949798532333961	0.13794146050824	0.121030690390354	0.122172536886288	0.120184589189314	0.121005065453789	0.124825278605319	0.0957104862586238	0.0690281851481858	0.131189209131373	0.116493357704829	0.115452969885328	0.114984672332167	0.122685570131325	0.0912228000585264	0.109499723234962	0.102638777892407	0.0899244218390006	0.0679383903048398	0.0693128814243454	0.0838890000110473	0.107615805742892	0.141978971099096	0.100990708441965	0.131674619353978	0.135537085312223	0.145165677526912	0.122894855056887	0.179397381124179	0.0942543469221295	0.0528509366231052	0.123315266784946	0.113621584828876	0.203597813058673
HMEC_5_3_3	0.125417730249731	0.121761436785285	0.120208304800959	0.0866030370623893	0.0863666247011543	0.0986690565435139	0.0922941593319176	0.0663905374177188	0.118701024802722	0.106451691715668	0.0678939670070202	0.0841770978831782	0.0800208804669143	0.0768312881749284	0.0861467436111872	0.183640092930264	0.0849981924176516	0.141707121547425	0.124553313770211	0.0685734063598017	0.0490177249997464	0.102482199432001	0.102931926140909	0.107074270285177	0.113248124917045	0.122749091211579	0.111464117321353	0.0104228872159539	0.0100762245479322	0	0.0849946692787035	0.0789002375659743	0.121190243939916	0.0908947360174935	0.0856761303089804	0.12849012092689	0.122206085132597	0.122647731087901	0.120758040803181	0.121549934801393	0.123552931855716	0.086185895606825	0.0594816388165496	0.121765345077752	0.107062148311597	0.106061617980381	0.105445823416611	0.113155146112813	0.0819183601731072	0.10002389360373	0.0931715858522417	0.0806043381183745	0.0586945558760363	0.060177650530395	0.0744532709321053	0.0980319676334094	0.132548389065519	0.0915754144290477	0.122167186212133	0.125964064316854	0.135704155815276	0.113386117942653	0.17075270025623	0.0848347753292512	0.044218468180006	0.113891009971922	0.105215056966164	0.194130160503827
HMEC_5_4_1	0.175752927181119	0.168622551804461	0.160249202994627	0.00569930546112153	0.00899390495399332	0.0140889074228558	0.17621737710327	0.148611292973582	0.0348242993665841	0.0275693582081751	0.0192127196883151	0.0132671817759422	0.0161195166948331	0.0120891770370793	0.00972123933633239	0.100220760957125	0.010534358735906	0.0571982812318869	0.0400262749257802	0.017298178715973	0.0384261279456075	0.0206205682924578	0.0202419856605718	0.0237677925759119	0.0291608114733906	0.0393517482498826	0.0288030397063613	0.0951818730171818	0.0946208781428015	0.0849946692787035	0	0.00961665782052005	0.0364677023574573	0.0103637576941533	0.0102511315612694	0.0447480998213814	0.172993926727662	0.169295368319346	0.168670951702338	0.168541800968727	0.159844524090552	0.00363909864203906	0.0259734622712365	0.0374400333599458	0.0228727895004065	0.0221324728282615	0.0208118697440008	0.0292588073836885	0.0114485315872576	0.0157269855082665	0.00979861381865153	0.0103131674329011	0.0282759936090662	0.0274011505158005	0.0130256362650567	0.0142088936507388	0.0480926135051728	0.00946455165669149	0.0393420022744448	0.0414962527116905	0.0511552178141726	0.0291310495831458	0.0921865762275477	0.00732028256657242	0.0457411969521651	0.0321191279642015	0.0352531807908394	0.109891846827295
HMEC_5_4_2	0.175014756481905	0.168238554846026	0.160404681733118	0.00812334689594892	0.00964188735385798	0.020556710656583	0.170393542066684	0.14317867880068	0.0401769653458321	0.0290098015667795	0.0157806649419103	0.0104088598184259	0.0144170012354653	0.0098099712933158	0.0139128387990676	0.105682125779246	0.00765048570853493	0.0638686663209805	0.0464946892100739	0.0126433755064699	0.0333691201480574	0.0237870223737389	0.0241401229604282	0.0284749119603977	0.0345803630213292	0.0440757858956444	0.0330826787124545	0.0888955209319752	0.0883983236935525	0.0789002375659743	0.00961665782052005	0	0.0429870412815325	0.0147907299616585	0.00837011706277283	0.0498383513815861	0.172273165885215	0.169048753593413	0.168170916963257	0.168303845535803	0.160505986033781	0.00891726054165946	0.0195811254322038	0.0433689868815729	0.0288684023152687	0.0285509831766272	0.0271335307222415	0.0344876558794417	0.00546961663825772	0.0219601727130311	0.014920229220102	0.00526060236732745	0.0234973277383435	0.021448882953711	0.00488976101023542	0.0195273539966883	0.0542539913412481	0.0134099826643136	0.0437692130301406	0.0475633512602979	0.0574209891561522	0.0347496509069285	0.0991940898429641	0.0130490675388828	0.041153744484634	0.0355315438151475	0.034902473146689	0.116455595619152
HMEC_5_4_3	0.205384694480775	0.197715318927972	0.188056100633806	0.0349749319875928	0.0358907474395831	0.0228442446121598	0.211942318482949	0.184195015188587	0.00689857098388057	0.0229521873786083	0.0543863401450681	0.0394586082822877	0.0445408304751796	0.0454654125110608	0.0367512352432337	0.064182357693208	0.0376653387859239	0.0211130895772141	0.00471720394788361	0.0530567582198097	0.0739842263709191	0.0214256536503824	0.0201892710281507	0.0165664996704721	0.00984923995109138	0.009914446450534	0.0152258893301643	0.131280447186672	0.130709239017634	0.121190243939916	0.0364677023574573	0.0429870412815325	0	0.0315111725611635	0.0369107702240671	0.0114234487491129	0.202840710482682	0.198312343790303	0.198012449453272	0.1976749976139	0.186717281493012	0.03519848858199	0.0620030294074083	0.00402754322873463	0.0147370619154489	0.0163111834917473	0.0158946711881128	0.0106221325333009	0.040818945438054	0.021433891684837	0.0283791833031174	0.0416396940320102	0.063746055574968	0.0623960219967454	0.0473908157482893	0.0238360084151274	0.0118461402111278	0.030224140869708	0.012920846975568	0.00702284528586031	0.014721460359012	0.00907049516449773	0.0630773325028983	0.0375431730602693	0.0809121401852799	0.0158835649084638	0.0353519848666435	0.0737155672879484
HMEC_5_5_1	0.184349832199184	0.177298339929246	0.16920401556875	0.00829001369064519	0.00567379419300272	0.0124865312760426	0.181983978429119	0.153598117830128	0.0286502393373643	0.0210776094434645	0.0235429208039296	0.00948414158147561	0.0133846275205062	0.0142281960432454	0.00627432898327217	0.09373184208047	0.00927499335013303	0.0515059313278178	0.0342742059136175	0.0225188182790882	0.0429393042194848	0.0160474146669585	0.0157571158651115	0.0206866209587561	0.0247708175228798	0.0342045270206767	0.0257688694960976	0.100903551025332	0.100209804154586	0.0908947360174935	0.0103637576941533	0.0147907299616585	0.0315111725611635	0	0.00821976051386493	0.0396023671169525	0.181479897647299	0.177828839513495	0.177325987728345	0.176994583310759	0.168707331914478	0.00749263480426166	0.0320233710744137	0.0315787260731598	0.0168856787278997	0.015494948147609	0.016657563962318	0.0251184778287405	0.012112274688316	0.0105881355635376	0.00592241809996915	0.0115176846403414	0.0327414597012234	0.0311651609611626	0.0177847081492053	0.0126870700841283	0.0423466001213318	0.00476338748588418	0.03534477748184	0.0372309454088863	0.0456713243882555	0.0244390897405941	0.0845927750749001	0.00835596515877072	0.049876252947689	0.0278336571332519	0.0256360500683442	0.104734105573996
HMEC_5_5_2	0.182254380895505	0.17543046056772	0.167582263599774	0.00547999418400733	0.00296110761873258	0.0161204680710365	0.176998272772808	0.149238157248771	0.0334207941872733	0.0220065260075958	0.0204601903560647	0.0045605556566176	0.0121573338676244	0.0115375216738478	0.0101151824777964	0.0986989285277308	0.00107143881170777	0.0573644119798283	0.0400006733046341	0.0184177033008136	0.0389427620870837	0.0176879621409029	0.0181199534275014	0.0233251999432458	0.0287551475324986	0.0378537663027377	0.0280398495762046	0.0955713779180575	0.0949798532333961	0.0856761303089804	0.0102511315612694	0.00837011706277283	0.0369107702240671	0.00821976051386493	0	0.0436195407980717	0.179457659134705	0.176132837346566	0.175384557247089	0.17534644895082	0.167490044292977	0.00689864398782363	0.0266347610374722	0.0367914661112548	0.0223512515087284	0.02189092048113	0.0214914695140719	0.0287949985709231	0.00420413697369825	0.0159578162691498	0.00922606044395474	0.00519092051918509	0.0288875774924169	0.0265601994002168	0.0115854688139765	0.0150427653841228	0.0477159455069464	0.00707815608062003	0.0382281093193018	0.0418373331904684	0.051019031702942	0.0287713520606715	0.0919171228583235	0.0113148717027134	0.0463734872610111	0.029807382265154	0.0269201549609831	0.110203212397705
HMEC_5_5_3	0.214126776558753	0.206544946520747	0.196779855228869	0.0422678517095265	0.0432179857399509	0.0307463874191127	0.219232784251145	0.192060833486101	0.0115659864801626	0.0249791315669805	0.0626704514836207	0.0462071811461865	0.0523522680849845	0.0535037974421254	0.0454285694420786	0.0567019733591566	0.0442255629478893	0.0186221232742245	0.0111343110224717	0.0609685660165065	0.0820369766481409	0.0263490382739188	0.0257576746463895	0.0217872193036014	0.0156126235165228	0.00594463117078485	0.017956932889436	0.138425112208149	0.13794146050824	0.12849012092689	0.0447480998213814	0.0498383513815861	0.0114234487491129	0.0396023671169525	0.0436195407980717	0	0.211719659328026	0.207302019637691	0.206834170690539	0.206746504631648	0.195606862229632	0.0430878009226194	0.0693346400950778	0.0100056041197997	0.0230580972780309	0.025354678839692	0.0241537402422668	0.0156357658441043	0.0472590744885026	0.0297014215808301	0.0360203244579249	0.0486623278632699	0.0718148848153795	0.0699841882375765	0.0543925770122383	0.0309158367380095	0.00941716362743866	0.0376424996857662	0.00843397714611839	0.00673816263566539	0.0111426424820366	0.0156731184055769	0.0635856653355704	0.0464963548011819	0.0892333453640968	0.0159009145708002	0.0379482461158784	0.0676631841324729
HMEC_5_6_1	0.00530801307150074	0.00957679184226954	0.0253024468424469	0.177263755840248	0.179071172442551	0.184465282463899	0.111369380559309	0.111808774853327	0.203987975463629	0.198855200400593	0.162490415423304	0.179761989318158	0.175597213684168	0.170608330592344	0.176654910950642	0.261371911220357	0.179093652287084	0.219853506871307	0.206389689976808	0.163287416182934	0.150306682495369	0.191879720269913	0.19144593319176	0.192987325827014	0.197898662606584	0.207536127405284	0.196870431970008	0.120509256607886	0.121030690390354	0.122206085132597	0.172993926727662	0.172273165885215	0.202840710482682	0.181479897647299	0.179457659134705	0.211719659328026	0	0.009310657061696	0.00784522904606965	0.0097287997742584	0.030720753842864	0.17593925820403	0.157306217005377	0.205264922057237	0.193193351638774	0.192100498588676	0.190561676931129	0.197889200304423	0.176997494495648	0.187007487020158	0.182350304371088	0.175160050944543	0.15675633234777	0.16028959178508	0.16957395089637	0.184957441585279	0.213610676087369	0.181955891944771	0.206270880671666	0.206698319632442	0.215656326771949	0.197962939629121	0.244985367077426	0.173786729982795	0.146335376015301	0.20119927615548	0.203517135189662	0.263613157023127
HMEC_5_6_2	0.0113438559966985	0.00513044389112143	0.0181351869516513	0.173729902853501	0.175642172904003	0.180467234531203	0.118016788773596	0.116297335250477	0.199731798532172	0.195271109445819	0.159438286133399	0.176558529582349	0.172414109923301	0.167359221197374	0.173044541360202	0.256242511771289	0.175806785200417	0.214906150357758	0.201823988632139	0.160250289507596	0.148059742919986	0.188113352277163	0.187603946055965	0.188955435948936	0.193688129627058	0.20327459980372	0.192797428706871	0.121712458749598	0.122172536886288	0.122647731087901	0.169295368319346	0.169048753593413	0.198312343790303	0.177828839513495	0.176132837346566	0.207302019637691	0.009310657061696	0	0.00577024303678118	0.00290781209979434	0.0221171896526453	0.172331048849347	0.154677133986383	0.200851559906593	0.189084239341358	0.187973712634082	0.186425400295755	0.193697855229959	0.173827960344788	0.18303480178409	0.178614619089709	0.171947750649012	0.154097223469927	0.157740161775231	0.166512111439946	0.181060430356917	0.208945338342104	0.178316924973274	0.202023054929404	0.2021163228948	0.210899447096712	0.193732160548087	0.239603328484548	0.170099517213889	0.144299904791129	0.197235741351436	0.200328269616486	0.257891582338796
HMEC_5_6_3	0.00858526830304995	0.00222179091489325	0.0175170876062243	0.173007700947446	0.174988045740425	0.179892324018891	0.115342068133301	0.114608765221378	0.199327614714593	0.194513958310941	0.15878645912591	0.175853035511792	0.171882281285271	0.166740761830655	0.172609896147151	0.256261004634215	0.17502619793443	0.21487537780184	0.201604466304492	0.159487402220223	0.147226216969415	0.187401253873702	0.186935680136616	0.188294546577953	0.193161309343458	0.202737474175984	0.192091370069519	0.119628535893691	0.120184589189314	0.120758040803181	0.168670951702338	0.168170916963257	0.198012449453272	0.177325987728345	0.175384557247089	0.206834170690539	0.00784522904606965	0.00577024303678118	0	0.00783008626341549	0.0234714914846949	0.171686529040137	0.153648483802024	0.200527017604127	0.188662473205162	0.187629204486902	0.18594475517992	0.193138103540579	0.172984770780347	0.1825476461814	0.178013838908266	0.171177604888968	0.153333967775178	0.156891462304283	0.165624947503967	0.180407198108258	0.208731894433533	0.177693419428583	0.201376752922386	0.201728829961059	0.210705697973932	0.19324312677563	0.240511850868646	0.169658354345104	0.143565953929789	0.196500202882141	0.199759419672458	0.258116792440747
HMEC_5_7_2	0.012889865595849	0.00766490845732509	0.0198465452884476	0.17299063711704	0.174828802252681	0.179797109752736	0.116864845534024	0.114643186669002	0.199066884598134	0.194599425192094	0.158487755326547	0.175708162326165	0.171446011749153	0.166457337617565	0.17214915201859	0.255701126435586	0.17502844694244	0.214271752469708	0.201153145189349	0.15936434009788	0.146978435514542	0.187463606730703	0.186950612673218	0.188364567094491	0.193078511712216	0.202702953803612	0.192256256110639	0.120590130871663	0.121005065453789	0.121549934801393	0.168541800968727	0.168303845535803	0.1976749976139	0.176994583310759	0.17534644895082	0.206746504631648	0.0097287997742584	0.00290781209979434	0.00783008626341549	0	0.0233020177400632	0.171564690048375	0.153828914932269	0.200192356601828	0.188365409482052	0.187210568814913	0.185750049888804	0.193103042241861	0.173049978374239	0.18230320070038	0.177870411328901	0.171134551826249	0.153093994730971	0.156761955334805	0.165719246281481	0.180407291022726	0.208316252534722	0.177555072353879	0.201517384343878	0.201560927957037	0.210293906847727	0.193105101089528	0.238593210388164	0.169228708808701	0.143101511714136	0.196681631983069	0.199420339518844	0.257453288529421
HMEC_5_7_3	0.0308976879859312	0.0214925276014582	0.00856422879664744	0.164523269607111	0.166893343953411	0.170072121106043	0.133181466434183	0.128237606581773	0.188745333126049	0.18561977065098	0.15205296131954	0.168381091014617	0.16473201857525	0.159340804248072	0.164253574455599	0.243136228670206	0.167212467859079	0.20248360736389	0.190267336454607	0.152653054540328	0.142892433144866	0.178060837196284	0.177419100553879	0.178179969620898	0.182615394752167	0.191942261155308	0.181756679476337	0.124347977052755	0.124825278605319	0.123552931855716	0.159844524090552	0.160505986033781	0.186717281493012	0.168707331914478	0.167490044292977	0.195606862229632	0.030720753842864	0.0221171896526453	0.0234714914846949	0.0233020177400632	0	0.163083155834681	0.147818307215395	0.189543397886822	0.178607837058832	0.177626522196129	0.175754005874316	0.182610481317581	0.165477620672845	0.172893473725814	0.169001133182599	0.163650186430651	0.147742813746123	0.151478651799142	0.15848136521653	0.170799076765904	0.197037254340078	0.168956718160699	0.190494565143879	0.190123308414692	0.198733965576013	0.182681297219447	0.227788771861158	0.161087892125076	0.140045941246066	0.186434577281205	0.19226777429782	0.243379032050406
HMEC_5_8_1	0.178713141775046	0.171661053010945	0.163425344657429	0.00276961426454901	0.00556370341073858	0.0129965187503044	0.177490508593893	0.149769141736949	0.0329404479420356	0.0246050139495804	0.0199337633147927	0.0101762263608968	0.0143837598213255	0.011595500692878	0.00823040182792223	0.098508898941532	0.0073488630522476	0.055926337004204	0.0386033906421279	0.0180228177481292	0.0392805484323324	0.0182256188288727	0.0180319673712082	0.0222104276200737	0.0276029930703358	0.0375559131220013	0.0272674023249647	0.0962904972670479	0.0957104862586238	0.086185895606825	0.00363909864203906	0.00891726054165946	0.03519848858199	0.00749263480426166	0.00689864398782363	0.0430878009226194	0.17593925820403	0.172331048849347	0.171686529040137	0.171564690048375	0.163083155834681	0	0.0268637707208907	0.0358090182766734	0.0210625890952879	0.0203677120107173	0.0194038601284953	0.0277068408717174	0.00896836084307115	0.0139263534410463	0.00724721346467612	0.00824162188015442	0.0290384440040936	0.0276731733912655	0.0126839270271858	0.0127600305433431	0.0466179742843502	0.00631733325506025	0.0377461105842622	0.0402865924939717	0.0497808132718328	0.0275625830032518	0.0908420143733728	0.00724694173989551	0.0466371076829024	0.0301243335756332	0.031720797456156	0.108797744570873
