	HMEC_4_1_1	HMEC_4_1_2	HMEC_4_1_3	HMEC_4_2_1	HMEC_4_2_2	HMEC_4_2_3	HMEC_4_G2_3E_1	HMEC_4_G2_3E_3	HMEC_4_G2_4A_1	HMEC_4_G2_4A_2	HMEC_4_G2_4A_3	HMEC_4_G2_4B_1	HMEC_4_G2_4B_2	HMEC_4_G2_4B_3	HMEC_4_G2_4C_3	HMEC_4_G2_4D_1	HMEC_4_G2_4D_2	HMEC_4_G2_4D_3	HMEC_5_1_1	HMEC_5_1_2	HMEC_5_1_3	HMEC_5_2_1	HMEC_5_2_2	HMEC_5_2_3	HMEC_5_3_1	HMEC_5_3_2	HMEC_5_3_3	HMEC_5_4_1	HMEC_5_4_2	HMEC_5_4_3	HMEC_5_5_1	HMEC_5_5_2	HMEC_5_5_3	HMEC_5_6_1	HMEC_5_6_2	HMEC_5_6_3	HMEC_5_7_2	HMEC_5_7_3	HMEC_5_8_1	HMEC_5_8_2	HMEC_5_8_3	HMEC_5_9_1	HMEC_5_9_2	HMEC_5_9_3	HMEC_Root1_1	HMEC_Root1_2	HMEC_Root2_1	HMEC_Root2_2	HMEC_Root2_3	HMEC_STAT_2_1	HMEC_STAT_2_2	HMEC_STAT_2_3	HMEC_STAT_3_1	HMEC_STAT_3_2	HMEC_STAT_3_3	HMEC_STAT_4_1	HMEC_STAT_4_2	HMEC_STAT_4_3	HMEC_STAT_G2_3B_1	HMEC_STAT_G2_3B_2	HMEC_STAT_G2_3C_1	HMEC_STAT_G2_3C_2	HMEC_STAT_G2_3C_3
HMEC_5_2_1	0.0252040776709776	0.00520841681839187	0.0253232179615411	0.0410254865864601	0.0131693732192611	0.00961415184800194	0.0559365290263369	0.026335402413404	0.0116325468377382	0.00879128041173239	0.0143854863589632	0.0317992996820059	0.0124973337100197	0.011402915157744	0.0508598663034902	0.0201846744323198	0.0168920599726709	0.0134064701088885	0.00414912202999102	0.00841594245368128	0.00906054794626531	0	0.00992823437238201	0.00637368091255786	0.00185091408547726	0.0169332195097762	0.0113850018676112	0.0249011643841785	0.0111940542219977	0.00769101698393859	0.0389031336104057	0.0290844766898613	0.0154566452631979	0.0191314310233072	0.00738398958957305	0.0154574323015602	0.0103426722900232	0.00713733746132941	0.0170466376995916	0.00597278366909968	0.00763896083925802	0.0097803058608224	0.00529380893577186	0.0310660456441447	0.0253615733776173	0.00534945780692513	0.0112323013653812	0.00641575425556015	0.0226353131515112	0.00175745090901149	0.00707601505617246	0.0124637604595532	0.00647458243530169	0.00501291998613618	0.0146561990190431	0.00861045502994056	0.0163245343261501	0.0132025481330669	0.0127602676305164	0.029776009994154	0.00643162139281989	0.0145324012715755	0.0123299715106298
HMEC_5_2_2	0.0322722194368915	0.0132269561194509	0.0332097055714739	0.0484024203534396	0.0201928944181687	0.00532086107874289	0.0637601246700052	0.0335814489612936	0.0187840538105965	0.0115419126341139	0.016817417881853	0.0405664611425811	0.0187438697896133	0.00512813077791591	0.0440165270605083	0.0268319635569952	0.0121853048758398	0.0219566726282336	0.010348465568909	0.0139197971948956	0.0181922367711208	0.00992823437238201	0	0.0134256288183666	0.00846082717944075	0.0239692168316387	0.00519980003886031	0.032712495921801	0.0183587732086389	0.0160889992332492	0.0462784365877604	0.0361725347409819	0.0112695472988097	0.0268560766610473	0.0160184179007901	0.0231449936798548	0.0174955837036168	0.0126966065795051	0.024545774167792	0.0110230986118106	0.0101648680648237	0.00512731417150354	0.00598444386767845	0.0245945773298921	0.032367599481551	0.0107536793541889	0.00921583621649925	0.00702158432945496	0.0152894298013758	0.00979599258297837	0.0124451164188482	0.0210477071556542	0.0160617220130083	0.0133715850703501	0.0145514163069451	0.0138819867720046	0.0109357561222169	0.0108493264929209	0.0191661047392291	0.0373683084012082	0.0163192684356784	0.0126458506489007	0.0189616570528722
HMEC_5_2_3	0.0278684207683347	0.00164948972078001	0.0240358171006761	0.041879883232157	0.0112310926593386	0.0126849023164811	0.0532831646737853	0.0233532991781064	0.0131492655604083	0.0142279424742967	0.00897026969955812	0.0301472310397808	0.011558539840873	0.0126210602650053	0.0516964638175475	0.02058646041485	0.022580874777541	0.0124890794588667	0.00826177476377862	0.00926920016291917	0.0103297251184607	0.00637368091255786	0.0134256288183666	0	0.00707799050929246	0.0180733786731314	0.0123956820003473	0.0256528266995055	0.011730145336094	0.00893872627550481	0.0391207121416919	0.0304366614723712	0.0146812323181412	0.0202587675724735	0.00978367346661911	0.0153127955778488	0.0107737498627089	0.00304078523862933	0.0185752737139395	0.00937713641499532	0.00613329015093051	0.0150708551100085	0.00745892492356207	0.0315933547794316	0.0255803155220992	0.00488619537258895	0.0173205061188905	0.00679265528734181	0.0243005709664537	0.00729299010057968	0.00302900958299943	0.0107198192107107	0.00943431334728779	0.0053806426701732	0.0108383413320275	0.0104773552538656	0.0169170037335766	0.0139434993260358	0.0164039346750268	0.0253267448589808	0.00816812541980369	0.013172232532549	0.00863306665161957
HMEC_5_3_1	0.0256298172892773	0.00625695770392045	0.0257793036932816	0.0414429095878659	0.0132877411174102	0.00900775162864403	0.0564807296801629	0.0266780459791618	0.0116964118377275	0.0079018639271785	0.0142431611291713	0.0326004734265863	0.0123127563205606	0.0103611968355081	0.0504251955221035	0.0202154382839595	0.0161913437336614	0.0140359131335492	0.00329985652021942	0.00780988058253053	0.00993815839273897	0.00185091408547726	0.00846082717944075	0.00707799050929246	0	0.0170648300144879	0.0102789589821485	0.0253723004743025	0.0112327078689317	0.00813722217738636	0.0392706195682831	0.0293860784544142	0.0149541030460691	0.0195369407041505	0.00798935399256216	0.0157611939564946	0.0103547562416756	0.00710473617718654	0.0173658818988655	0.0049928287379769	0.00672365196722653	0.00836755152813256	0.00407684384288364	0.0306050962316982	0.0255451867384195	0.00476470622794014	0.0105548100637221	0.00550157734653421	0.0219552333215712	0.00153636524279805	0.00701268286359343	0.0131416940485227	0.00790147602263313	0.00542764370149023	0.014485270934165	0.0079296622412699	0.0158151286954677	0.0131811929478554	0.0128139422723961	0.0304098251092397	0.00802129852588676	0.0144455943562177	0.0124856767365359
HMEC_5_3_2	0.0120868596100452	0.017652890568265	0.0110374014934676	0.0247953898454037	0.00928136423416124	0.0259779322769921	0.0419674253334144	0.015536097952841	0.00539281855980819	0.014401925510115	0.0237326438494339	0.018661292023522	0.00866060946339002	0.0266290117102425	0.0674048655128345	0.00389471311788198	0.0290906683113838	0.00726696116828415	0.0140362451925718	0.0110911342119586	0.00923077455229353	0.0169332195097762	0.0239692168316387	0.0180733786731314	0.0170648300144879	0	0.0262924344294254	0.0090670428437183	0.00660787219060883	0.0095488984216103	0.0223576485128324	0.0128409269168661	0.0311588211772226	0.00374857108373159	0.00983272362205097	0.00399541582453148	0.00763390087085023	0.0172758004014472	0.00241192132679857	0.0130141796802006	0.0181673844145795	0.0216681711986315	0.0202420640570166	0.0475572251295839	0.00864030447904255	0.0159766117269636	0.0230321508993622	0.0210160722595479	0.0387924316291499	0.0157327036168702	0.0175620781008466	0.00921663741525729	0.013568380290122	0.0131971068939927	0.0280574424642852	0.0104481747837341	0.0326739940544615	0.0300368119172283	0.00743458736768998	0.0227605847014453	0.0141745448673061	0.0305076760118034	0.0132366891090077
HMEC_5_3_3	0.0355668920293205	0.0126795455193253	0.0343945785576152	0.0510320629071735	0.020766738869456	0.00570573167796096	0.0641526459630694	0.0336986227226873	0.0209839722753154	0.0156764009684847	0.0134591242485599	0.0415224016302921	0.019759977309119	0.000812026437587451	0.0417371196079924	0.028895747790764	0.0163356305540185	0.0230445049722839	0.0126501322507002	0.0154666258557554	0.0198819381628713	0.0113850018676112	0.00519980003886031	0.0123956820003473	0.0102789589821485	0.0262924344294254	0	0.0350212634176268	0.0200605732707083	0.0177308324507119	0.0485289357468429	0.0389355217037306	0.00644884101585961	0.0292061422024943	0.0180494905399727	0.0247319033408071	0.0190819153346064	0.0117420348171513	0.0270299865093798	0.0134711162638977	0.00945060392415395	0.0102440093415991	0.0063710384223629	0.0217527889946795	0.0344490059783215	0.0110110091589109	0.0138408381046868	0.00591284144757541	0.013419914006144	0.0118106695066038	0.0114205290687257	0.0217123631419544	0.0178431434165131	0.0142842072387666	0.00992705045666547	0.0159800228541167	0.00740159570778141	0.00818376876047422	0.022465407546062	0.0364009447308867	0.0175730786859511	0.00826139861319487	0.0185670515823292
HMEC_5_4_1	0.00839392390748648	0.0251351318929997	0.00829150879941731	0.01627175195231	0.0166075113686155	0.0342550658987469	0.0356990886937019	0.0157822291650651	0.014092586551747	0.0225725651999022	0.0313264408433395	0.012574085753032	0.0168793274777962	0.0353135246477887	0.0756767926427194	0.0081085336819014	0.0365963379363421	0.0133969818342366	0.022592726121339	0.0199628156561599	0.0161362983951255	0.0249011643841785	0.032712495921801	0.0256528266995055	0.0253723004743025	0.0090670428437183	0.0350212634176268	0	0.0151865989657454	0.0175394806864206	0.0141724242554902	0.0054659735168765	0.0395442297532912	0.00587014142659593	0.0175198950318923	0.0109519386909992	0.0161843010727553	0.0253447902860726	0.00818690310712215	0.0218051822191488	0.0267808165441358	0.0301198727353204	0.0288078629940743	0.0559066792260601	0.00512544410169857	0.024468775987044	0.0306807789670296	0.0295453768667655	0.0472657879581641	0.0239327867802574	0.0256536793298336	0.0154636762223899	0.020095777450226	0.0212731102503436	0.0359957211871744	0.0194253504881524	0.0410492717529229	0.0379732009986737	0.0145255694072338	0.0228641578847772	0.0206225999011212	0.0385213892416118	0.0204082005365694
HMEC_5_4_2	0.0178142074175881	0.0114802370156365	0.0149073611397736	0.0312207518413816	0.00471666842067976	0.020176246482983	0.0458712560100076	0.0167107842595054	0.00222488401207299	0.0109956400137868	0.0174114702685338	0.0225307258725924	0.0035409125373446	0.0204259634005359	0.0613667301048191	0.00917913591684824	0.0252885951227411	0.00493070239041298	0.00835746956085778	0.00488703226153958	0.00542426458062784	0.0111940542219977	0.0183587732086389	0.011730145336094	0.0112327078689317	0.00660787219060883	0.0200605732707083	0.0151865989657454	0	0.00394285166514593	0.0285255034515687	0.0194055621717288	0.0246842802124365	0.00959711543521214	0.00525143078497732	0.00480346659809357	0.00102967883641777	0.0106985228757074	0.00775087870797387	0.00744759696569686	0.0116363369865917	0.0170208756604441	0.0140315253315058	0.0413625304038946	0.014534079538097	0.00944139957829142	0.0191310681206513	0.0146074210532849	0.0328491960813877	0.0100780015366159	0.0109788016191053	0.00544146380086883	0.0095400709229697	0.00690536759926908	0.0214741416162183	0.00482589265802153	0.0264180770742599	0.0239143250467451	0.00770274823773562	0.0224372854227462	0.00974046761868001	0.024049512946697	0.00776533515335049
HMEC_5_4_3	0.0191781488257627	0.00828402891275904	0.017738847450454	0.0337632777792278	0.00688523333286089	0.0171116788283264	0.048645016828041	0.0194798951221842	0.00448026042911018	0.00951648778166678	0.0161886609444263	0.0245939057857325	0.0063552125224049	0.0179810399205096	0.0583902285486526	0.0126790428837135	0.0226685053366396	0.00612730440487023	0.00581922348075718	0.00488784046154964	0.00289842275085979	0.00769101698393859	0.0160889992332492	0.00893872627550481	0.00813722217738636	0.0095488984216103	0.0177308324507119	0.0175394806864206	0.00394285166514593	0	0.0313715559390993	0.0219321977336782	0.0220546360802633	0.0118126201379076	0.00194379270525513	0.00777881067546186	0.00335859043865679	0.00869301401213102	0.00986790274844265	0.0057732905367337	0.0100863619656759	0.0148761792700419	0.0114192271566132	0.0384583968889129	0.0177501551748822	0.00732152495396708	0.0164852155075278	0.0121135726127478	0.0300311850985917	0.00683275505708099	0.00893293606336902	0.00587475619418616	0.00581606473533964	0.00385381268576707	0.0192990543316957	0.00495104802430868	0.0235467951099749	0.0206313537502961	0.00788675723317431	0.0241422553994153	0.00595945631674066	0.0211326161757311	0.0082535269401976
HMEC_5_5_1	0.0183094747138973	0.0387994831661794	0.0162063845573571	0.00527880368488319	0.0289843184584034	0.0482050905595595	0.0264068573876667	0.0219577306865773	0.0276877112300822	0.0360468164261416	0.0435709855362367	0.0145714639574697	0.0293756898570067	0.0488941508341234	0.089606571766657	0.0198008853929538	0.0501085976070841	0.0266498067652261	0.0363539756922045	0.0331289598206172	0.0301628129049317	0.0389031336104057	0.0462784365877604	0.0391207121416919	0.0392706195682831	0.0223576485128324	0.0485289357468429	0.0141724242554902	0.0285255034515687	0.0313715559390993	0	0.0111277765220879	0.0530956293854748	0.0198571720570589	0.0315506690188473	0.0240538455927602	0.029527270025383	0.0385579049967879	0.0220629107953683	0.0353632903817165	0.0398931719806363	0.0436426916867057	0.0424874104586249	0.0697522548799955	0.0142056289421969	0.037897409011387	0.0443708171417453	0.0431111396704387	0.0611012515762858	0.0378806767848776	0.0388818581327949	0.0285129414016761	0.03423160664788	0.0349773636764762	0.048974433436153	0.0326690283387031	0.0548413342747724	0.0519380994927413	0.0281610216148055	0.0281986377735791	0.0346674875491089	0.0521595107702242	0.0326391471107035
HMEC_5_5_2	0.00780652557662912	0.0298837988738708	0.0123597353709682	0.0122616852552341	0.021226605515112	0.0381133038433324	0.0356974313118886	0.0197194513743565	0.0180638641894259	0.0254119302596648	0.0360910012174494	0.0154541008265014	0.0211032878546169	0.0392298009900022	0.0795360501320978	0.0114822653786646	0.0391279840171399	0.0184310390446924	0.0264491061298408	0.0239050040055664	0.020720060176518	0.0290844766898613	0.0361725347409819	0.0304366614723712	0.0293860784544142	0.0128409269168661	0.0389355217037306	0.0054659735168765	0.0194055621717288	0.0219321977336782	0.0111277765220879	0	0.0438559760150824	0.0101991543218655	0.0217710525661971	0.0155817949470063	0.0204304947044903	0.0299443477923235	0.0120940322506095	0.025500074808672	0.0310020010128872	0.0331097796366541	0.0328428772345721	0.0599389803758547	0.00738763858286236	0.0287586839337965	0.0335057086182048	0.0337299870833221	0.0510100390839051	0.0279523007259073	0.030241322359843	0.0205362933011483	0.0244661063148334	0.0257341454605371	0.0406994404736311	0.0231350311146577	0.0451710794564475	0.0422676799692035	0.017455990014554	0.0272161994154267	0.0252236957806388	0.0430539700905493	0.0251814622038461
HMEC_5_5_3	0.0405389251757904	0.0151467325148927	0.0382366084805757	0.0557485967441547	0.0246325973021684	0.00896661508315551	0.0670627885780422	0.0368061646011917	0.0258312926282683	0.0214852610124708	0.0137333168415589	0.0447396272203113	0.0241581547760049	0.00621890844058312	0.0376116150334296	0.0337128693351983	0.0203171644594666	0.0268080050362069	0.0177500079231217	0.0204117065122514	0.023870360424226	0.0154566452631979	0.0112695472988097	0.0146812323181412	0.0149541030460691	0.0311588211772226	0.00644884101585961	0.0395442297532912	0.0246842802124365	0.0220546360802633	0.0530956293854748	0.0438559760150824	0	0.0338359198444837	0.0224399042525442	0.0290643680460241	0.0236645386196413	0.0148048394192904	0.0318065018528641	0.0188335127894656	0.0136060265270432	0.0161354264590065	0.0112810821216821	0.0174079656167898	0.0391328775229036	0.0152563330813923	0.0187278893915792	0.010185314916829	0.0112393228830739	0.0164295560644839	0.0144662544575075	0.0251665002634223	0.0214416401949301	0.0182903157862575	0.00756970307896022	0.0212100921264093	0.00399214684368833	0.00606982342394291	0.0277125041649241	0.0380968727951927	0.0207733017550119	0.00347234742830217	0.021697381232526
HMEC_5_6_1	0.00936901734281801	0.0196878129815163	0.00979947412879958	0.0219720050050101	0.0118823349844937	0.0284224949244248	0.040205609522132	0.0157554663626204	0.00830047348949191	0.0169113114148844	0.0263664929734965	0.0162269626742238	0.0118247982293714	0.0294863527565125	0.0698796852498251	0.00526907221348156	0.0311215066189988	0.00858779979456067	0.0167303541997938	0.0143125266107599	0.0106048760817451	0.0191314310233072	0.0268560766610473	0.0202587675724735	0.0195369407041505	0.00374857108373159	0.0292061422024943	0.00587014142659593	0.00959711543521214	0.0118126201379076	0.0198571720570589	0.0101991543218655	0.0338359198444837	0	0.0117592884229118	0.00604410202324755	0.0105862932301768	0.0198974993512069	0.00238665533958683	0.0159630249700488	0.0211864072093511	0.0243540446401605	0.0229883465137168	0.0501080734518278	0.00736347853142002	0.0187920675293891	0.0251000952553977	0.0237875653975409	0.041415870971973	0.0181035774836097	0.0201914876828158	0.0107308420851905	0.014684650428983	0.0156062435251722	0.0306460084460556	0.0137025499874207	0.0352566487172805	0.0322687897225733	0.00906319878334473	0.0227334013228294	0.0153001942055673	0.0329130014457911	0.0157126766161641
HMEC_5_6_2	0.0183536289989806	0.0088416201736776	0.0185441751756432	0.0336590500225339	0.00870707326196636	0.0168288726693143	0.0495540909401348	0.020868827282376	0.00497095295834844	0.00863922371018677	0.0176060738774385	0.0251286564094792	0.00812025927178545	0.0182233886077981	0.0582125828883938	0.0133065573541391	0.0215768632090594	0.00716661188666182	0.00582131789403808	0.00624186939867552	0.00242623486801317	0.00738398958957305	0.0160184179007901	0.00978367346661911	0.00798935399256216	0.00983272362205097	0.0180494905399727	0.0175198950318923	0.00525143078497732	0.00194379270525513	0.0315506690188473	0.0217710525661971	0.0224399042525442	0.0117592884229118	0	0.00865976312120222	0.00490025424845102	0.00991402574456734	0.00973093972658771	0.00603795078538357	0.0111942697911661	0.0143318279112343	0.0116890830228869	0.0384302592652139	0.0182034788805622	0.00830721251302871	0.015373785985464	0.0126101380694296	0.0298849010944365	0.00651856128955621	0.0101160134897562	0.0072227615561539	0.00445452200957283	0.0048059881287643	0.0202064264230204	0.00588810090606351	0.0236271328079725	0.0205261958000252	0.00682870096266168	0.0255773804733187	0.00511661265247626	0.0214626063653282	0.0101483454706148
HMEC_5_6_3	0.0152758620073504	0.0150809429972921	0.0102058377603312	0.0269523447866412	0.00584834128867646	0.0247519608839118	0.0413410521921882	0.0131560249356383	0.00493814235306248	0.0150615978266947	0.0205400597937256	0.0178400603240594	0.00612920383466038	0.0250979539261143	0.0659189927428373	0.00561486605900141	0.0295284740749124	0.0036995965420234	0.0130182988094095	0.00958640287665069	0.00755564597664115	0.0154574323015602	0.0231449936798548	0.0153127955778488	0.0157611939564946	0.00399541582453148	0.0247319033408071	0.0109519386909992	0.00480346659809357	0.00777881067546186	0.0240538455927602	0.0155817949470063	0.0290643680460241	0.00604410202324755	0.00865976312120222	0	0.00569936833149494	0.0145901945176971	0.00523095305199465	0.0122025859263694	0.0160119660118102	0.0216321472308583	0.018671883892072	0.045886199936957	0.0102845148417246	0.0138923704855984	0.0233384610626179	0.0191420276321294	0.0375113536353885	0.0145131496017503	0.0149054163358883	0.00553884427677038	0.0122918541764281	0.0110553180241157	0.0252426183169398	0.00954928907914674	0.0309295454938447	0.0281993576846897	0.00932129033736217	0.0195873980358858	0.0124025983740198	0.0281926505726308	0.00973486436251553
HMEC_5_7_2	0.0187260951422704	0.0105580439175287	0.0157305841531726	0.0322393076828119	0.00458188577105864	0.0192701748600149	0.0466007727281222	0.0171997933412192	0.00295568837693333	0.0106492146481365	0.0164839073340149	0.0232959485035449	0.00334441553249023	0.0194507754546598	0.0604003649696364	0.0101665646627554	0.0247218837202429	0.00531443755550428	0.00754541246490814	0.00401018101927457	0.00531028205498419	0.0103426722900232	0.0174955837036168	0.0107737498627089	0.0103547562416756	0.00763390087085023	0.0190819153346064	0.0161843010727553	0.00102967883641777	0.00335859043865679	0.029527270025383	0.0204304947044903	0.0236645386196413	0.0105862932301768	0.00490025424845102	0.00569936833149494	0	0.00968772856792081	0.00872349341187896	0.00668604234584023	0.0106235758210322	0.0163467750024431	0.0130622766527453	0.040377526637257	0.0155304719995502	0.00841792091625409	0.0185792806802843	0.0136012489512472	0.0319052685874431	0.00925205834372382	0.00996455964344563	0.00543105860955103	0.00913246700038924	0.00596203038966799	0.0204605330514815	0.0041592950547878	0.0254288353665746	0.022951833279956	0.00815746436224754	0.0226486700610399	0.00924728905010803	0.0230364074326547	0.0071645080780041
HMEC_5_7_3	0.0278307968370387	0.00424049556014334	0.0234417288805844	0.0415013219089578	0.00992147065546192	0.0131269612452365	0.052744554866895	0.0224226818645637	0.0123415916079955	0.0135644330579962	0.00788181035692255	0.0301690891340865	0.00986824522253984	0.0121425374390743	0.0522563580459646	0.0194958390735519	0.0228331550618513	0.0122820788826318	0.00755558807066098	0.00745869023067447	0.0107702233374864	0.00713733746132941	0.0126966065795051	0.00304078523862933	0.00710473617718654	0.0172758004014472	0.0117420348171513	0.0253447902860726	0.0106985228757074	0.00869301401213102	0.0385579049967879	0.0299443477923235	0.0148048394192904	0.0198974993512069	0.00991402574456734	0.0145901945176971	0.00968772856792081	0	0.0181420638662985	0.0081689470175562	0.00357746976573065	0.0144755741732811	0.00689434941255893	0.0320606127187427	0.0247065608873281	0.00306278447147998	0.0175267428737741	0.00610022494361509	0.0245329644700064	0.00743192219180354	0.00034048713745046	0.0105690792333514	0.0108161492059307	0.00512738399250294	0.0107976018296823	0.00887189883239063	0.0172783327589645	0.0150540925802275	0.0160357714179816	0.0249717813075181	0.00984746159127406	0.0139478611395776	0.0071957355964921
HMEC_5_8_1	0.0102667363579881	0.0179629628159699	0.0115828081870597	0.0240998398545302	0.0107622952916224	0.0262138074805767	0.0423502370097682	0.016795771164087	0.00617410022859757	0.014532490967535	0.0249053212612053	0.0183873411836629	0.0103540622129884	0.0273022416273715	0.0676941884372486	0.00562780954005602	0.0288285741438507	0.00772102046756884	0.0144992426691013	0.0122749953456758	0.00889428165865913	0.0170466376995916	0.024545774167792	0.0185752737139395	0.0173658818988655	0.00241192132679857	0.0270299865093798	0.00818690310712215	0.00775087870797387	0.00986790274844265	0.0220629107953683	0.0120940322506095	0.0318065018528641	0.00238665533958683	0.00973093972658771	0.00523095305199465	0.00872349341187896	0.0181420638662985	0	0.0137020750872397	0.019236885675607	0.0219799396960186	0.020836790200286	0.0479578534373492	0.009157135800626	0.0168118259429511	0.0227967147500928	0.0217128886103913	0.0391786002308382	0.0159371975997381	0.0184212996564262	0.00978834324364184	0.0129112877522524	0.0136934336089262	0.0289204184796961	0.0115377064895413	0.0331329329492747	0.0302313655750797	0.00678881208960004	0.0236755213775434	0.0136496978167045	0.0309877925946071	0.0145434758596754
HMEC_5_8_2	0.022378092824347	0.00892320522893294	0.0223515152231882	0.0376584977959426	0.0103021546083139	0.0133159256335242	0.0532478905985385	0.0236249483408975	0.00777514040933809	0.00573184122388557	0.0156044695441471	0.0298366484723307	0.00863071536426025	0.0137619252791336	0.0545418099869564	0.0159483229266629	0.01846993924963	0.0114886628626934	0.00183919358747762	0.00381575454987505	0.00829919994772734	0.00597278366909968	0.0110230986118106	0.00937713641499532	0.0049928287379769	0.0130141796802006	0.0134711162638977	0.0218051822191488	0.00744759696569686	0.0057732905367337	0.0353632903817165	0.025500074808672	0.0188335127894656	0.0159630249700488	0.00603795078538357	0.0122025859263694	0.00668604234584023	0.0081689470175562	0.0137020750872397	0	0.00735245052019955	0.00971672272698942	0.00760332693714614	0.0347373837983097	0.0214370660776741	0.00525839976912265	0.012520762814352	0.00876579797792025	0.0258473742978694	0.00431455270846143	0.00824007962043899	0.0110850780769139	0.00864729882002466	0.0049982076466515	0.0175590847682932	0.00323322350365153	0.019980733103265	0.017909298288732	0.0093919381018472	0.0285488487165114	0.00915848116448513	0.0187218638257784	0.0107619969221144
HMEC_5_8_3	0.0288209793394638	0.00698108301747297	0.025220713576426	0.0428035797821242	0.0114540217107805	0.011796898818465	0.0547375969694277	0.0242638217351548	0.0131162820559486	0.0124488309246672	0.00868039012479298	0.0325005417581215	0.0106475903585989	0.00998811238077844	0.0508447417348286	0.0203278926046767	0.0211746108006702	0.0143736230740463	0.00710142111525655	0.00724502759011912	0.0126265004452407	0.00763896083925802	0.0101648680648237	0.00613329015093051	0.00672365196722653	0.0181673844145795	0.00945060392415395	0.0267808165441358	0.0116363369865917	0.0100863619656759	0.0398931719806363	0.0310020010128872	0.0136060265270432	0.0211864072093511	0.0111942697911661	0.0160119660118102	0.0106235758210322	0.00357746976573065	0.019236885675607	0.00735245052019955	0	0.0123106831085187	0.0052202850532085	0.0306893518763284	0.0257895392671455	0.00296610329661337	0.0161676523722884	0.00447164972483601	0.0227720323908309	0.00747516153385976	0.00341300482835472	0.0129443446026572	0.0126003251281256	0.00673481755621732	0.0107744509797402	0.00843331978186971	0.0159488627411766	0.0145813980229064	0.0163667297695049	0.0274478590430636	0.01204734519833	0.0135983909982746	0.00924123800768557
HMEC_5_9_1	0.0286255114713417	0.0144477916466457	0.0318067670730731	0.0453390988709974	0.0199419521248822	0.00839096682579092	0.0628226522305353	0.0333037851284288	0.0168431144799473	0.00772603529049628	0.0202520005968946	0.0391595605742337	0.0182108119863496	0.010138833538414	0.0472969089221908	0.0247884619601042	0.00954248731509568	0.0209385551776762	0.00925363469632337	0.0132834307111094	0.0166841901544189	0.0097803058608224	0.00512731417150354	0.0150708551100085	0.00836755152813256	0.0216681711986315	0.0102440093415991	0.0301198727353204	0.0170208756604441	0.0148761792700419	0.0436426916867057	0.0331097796366541	0.0161354264590065	0.0243540446401605	0.0143318279112343	0.0216321472308583	0.0163467750024431	0.0144755741732811	0.0219799396960186	0.00971672272698942	0.0123106831085187	0	0.00835414440606036	0.028472416195804	0.0301370531816827	0.0118161873586694	0.00522822280310753	0.0100708737458303	0.0188862410961408	0.00907420821216808	0.0143155034204146	0.0205058578611788	0.0145622160841253	0.0132458634143829	0.0189357707996227	0.0126352492075584	0.0153992281755704	0.0144886936379519	0.0158732002949116	0.037980681581701	0.0153684958817043	0.0170567510681476	0.0197178921908889
HMEC_5_9_2	0.0294567554920533	0.00736066247717798	0.028501433119059	0.0449002373191072	0.0151984027242562	0.00680179181852546	0.0587508194443967	0.0284979237726225	0.0148685635794205	0.0107241333055202	0.0121655445660417	0.0355132769736288	0.0142269482778523	0.0065673814515051	0.0473725240532951	0.0230543170892039	0.0163459012542878	0.0169210399937527	0.00650222270789605	0.00977764639131343	0.0135208058394023	0.00529380893577186	0.00598444386767845	0.00745892492356207	0.00407684384288364	0.0202420640570166	0.0063710384223629	0.0288078629940743	0.0140315253315058	0.0114192271566132	0.0424874104586249	0.0328428772345721	0.0112810821216821	0.0229883465137168	0.0116890830228869	0.018671883892072	0.0130622766527453	0.00689434941255893	0.020836790200286	0.00760332693714614	0.0052202850532085	0.00835414440606036	0	0.027374712263209	0.0285264589842891	0.0052877268006495	0.0116829945530763	0.00188930318070293	0.0188863417723751	0.00557289756394561	0.00664355633997448	0.0157252411526508	0.0117158449882616	0.00806105142913913	0.011345396546929	0.0102595329230596	0.012481821159022	0.0106872916504042	0.0164950205317222	0.0317358974445005	0.0115087689585119	0.0113063701937841	0.0135333111361953
HMEC_5_9_3	0.0556182831985935	0.0317345663403947	0.0553675956789233	0.0719900543944152	0.0418565117863361	0.0219328145565758	0.0843248323723245	0.0541846170386463	0.0421745177021861	0.0356180673412146	0.0305943826170364	0.0616722350120218	0.0412142133209848	0.021252424515536	0.0202241625331223	0.0504064573771396	0.0269570590606626	0.0436617435598702	0.0335854734791761	0.0370385954220889	0.0400053865941816	0.0310660456441447	0.0245945773298921	0.0315933547794316	0.0306050962316982	0.0475572251295839	0.0217527889946795	0.0559066792260601	0.0413625304038946	0.0384583968889129	0.0697522548799955	0.0599389803758547	0.0174079656167898	0.0501080734518278	0.0384302592652139	0.045886199936957	0.040377526637257	0.0320606127187427	0.0479578534373492	0.0347373837983097	0.0306893518763284	0.028472416195804	0.027374712263209	0	0.0558708516280925	0.0321447525746393	0.0293159525132601	0.0268595830506639	0.00968286030861164	0.0320451094754044	0.0317224153258363	0.042137377116687	0.0366777500377704	0.0349134729627099	0.023956735750325	0.0375229649753881	0.0149682493452251	0.0183441339009693	0.0428920051884323	0.0550683643827605	0.036276050173889	0.0187560605734799	0.0390682992833614
