	HMEC_4_1	HMEC_4_2	HMEC_4_G2_3E	HMEC_4_G2_3F	HMEC_4_G2_3G	HMEC_4_G2_4A	HMEC_4_G2_4B	HMEC_4_G2_4C	HMEC_4_G2_4D	HMEC_5_1	HMEC_5_2	HMEC_5_3	HMEC_5_4	HMEC_5_5	HMEC_5_6	HMEC_5_7	HMEC_5_8	HMEC_5_9	HMEC_Root1	HMEC_Root2	HMEC_STAT_2	HMEC_STAT_3	HMEC_STAT_4	HMEC_STAT_G2_3B	HMEC_STAT_G2_3C
HMEC_4_1	0	0.0138814830936191	NA	0.00672893362511357	NA	0.0083252999748052	0.0171922358587737	0.0206800805593886	0.0272001178764114	0.0170092456187368	0.0217014028119106	0.00542193467417279	0.0043079356276483	0.0081111182396684	0.00741191743685933	0.00472806305789383	0.00571973734319231	0.00783577732970661	0.00777371466274207	0.0166559466893499	0.0145611300951224	0.0249517105208389	0.0102247121775323	NA	0.00565848068115077
HMEC_4_2	0.0138814830936191	0	NA	0.0161715056959541	NA	0.0185604213562809	0.0127604641438797	0.0289467267047848	0.0382402304433817	0.0125603420288751	0.0156275034945413	0.0142984293978139	0.00963546745108374	0.00737755036883953	0.0162763867548803	0.0119571491314815	0.0188172562825736	0.00832872529080735	0.0151979449251889	0.0111200561873498	0.00650379226277144	0.0214072847246741	0.0118201337288049	NA	0.019263831628277
HMEC_4_G2_3E	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMEC_4_G2_3F	0.00672893362511357	0.0161715056959541	NA	0	NA	0.0087167785198619	0.0201855757539385	0.0152573828901451	0.024261429978348	0.0212132880932918	0.0252829878956758	0.0106819656755844	0.00873127867650655	0.0102937399026491	0.0109541521409048	0.011152161809609	0.00552582904815091	0.0108751279324156	0.010944710320137	0.0219499548800593	0.0184799730719317	0.0307022048196265	0.0109080162007338	NA	0.00935220879974261
HMEC_4_G2_3G	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMEC_4_G2_4A	0.0083252999748052	0.0185604213562809	NA	0.0087167785198619	NA	0	0.0165636396875233	0.022233275868789	0.029219013870915	0.0177666401211169	0.0215430595750085	0.00706384968271335	0.0110450359085819	0.0112054477442994	0.0153175616702312	0.0115812372393631	0.00605328809498836	0.0104628566901643	0.00513144656153952	0.0203961615939628	0.0177891905549702	0.0267926316954852	0.00868204360862102	NA	0.00745608569590131
HMEC_4_G2_4B	0.0171922358587737	0.0127604641438797	NA	0.0201855757539385	NA	0.0165636396875233	0	0.0351887659980123	0.043928384099644	0.00417218146132339	0.00535953601433451	0.0134141824429643	0.0149211937825819	0.0110348636046701	0.0229899880389162	0.0155448006858041	0.0204963886671497	0.0100430317285775	0.0120518482139158	0.0107171854004198	0.00780874701433214	0.0156500670179211	0.00981445901484517	NA	0.0201432490239322
HMEC_4_G2_4C	0.0206800805593886	0.0289467267047848	NA	0.0152573828901451	NA	0.022233275868789	0.0351887659980123	0	0.0136700716436948	0.036339324653925	0.0403126924739941	0.0253914592628968	0.0227616844708647	0.0248930615591129	0.0199718504439927	0.0248027366367076	0.017726605525844	0.0258252193346468	0.0258443087776609	0.0363249691891123	0.0328764068064921	0.0454894090280614	0.0256505090714326	NA	0.0212455990300126
HMEC_4_G2_4D	0.0272001178764114	0.0382402304433817	NA	0.024261429978348	NA	0.029219013870915	0.043928384099644	0.0136700716436948	0	0.0441810797729891	0.0487601773987572	0.0316264377898383	0.0302807599799177	0.0338909266545288	0.0243615188624344	0.0307048486060189	0.0238547340089602	0.0343446418024872	0.0329165965812196	0.0431565887602298	0.0412053699521617	0.0511249170783342	0.0349870984192861	NA	0.0254831590747927
HMEC_5_1	0.0170092456187368	0.0125603420288751	NA	0.0212132880932918	NA	0.0177666401211169	0.00417218146132339	0.036339324653925	0.0441810797729891	0	0.00503541912853189	0.0130730258020327	0.0145626354785226	0.0117664908637693	0.0219532788394064	0.0143147773488302	0.0210087441304365	0.0105621317662554	0.0127573839662998	0.00702951237766479	0.00629799914671808	0.0118542598680786	0.012021900354142	NA	0.0198594592216087
