	HMEC_4_1_1	HMEC_4_1_2	HMEC_4_1_3	HMEC_4_2_1	HMEC_4_2_2	HMEC_4_2_3	HMEC_4_G2_3F_1	HMEC_4_G2_3F_2	HMEC_4_G2_3F_3	HMEC_4_G2_4A_1	HMEC_4_G2_4A_2	HMEC_4_G2_4A_3	HMEC_4_G2_4B_1	HMEC_4_G2_4B_2	HMEC_4_G2_4B_3	HMEC_4_G2_4C_1	HMEC_4_G2_4C_3	HMEC_4_G2_4D_1	HMEC_4_G2_4D_2	HMEC_4_G2_4D_3	HMEC_5_1_1	HMEC_5_1_2	HMEC_5_1_3	HMEC_5_2_1	HMEC_5_2_2	HMEC_5_2_3	HMEC_5_3_1	HMEC_5_3_2	HMEC_5_3_3	HMEC_5_4_1	HMEC_5_4_2	HMEC_5_4_3	HMEC_5_5_1	HMEC_5_5_2	HMEC_5_5_3	HMEC_5_6_1	HMEC_5_6_2	HMEC_5_6_3	HMEC_5_7_2	HMEC_5_7_3	HMEC_5_8_1	HMEC_5_8_2	HMEC_5_8_3	HMEC_5_9_1	HMEC_5_9_2	HMEC_5_9_3	HMEC_Root1_1	HMEC_Root1_2	HMEC_Root1_3	HMEC_Root2_2	HMEC_Root2_3	HMEC_STAT_2_1	HMEC_STAT_2_2	HMEC_STAT_2_3	HMEC_STAT_3_1	HMEC_STAT_3_2	HMEC_STAT_3_3	HMEC_STAT_4_1	HMEC_STAT_4_2	HMEC_STAT_4_3	HMEC_STAT_G2_3C_2
HMEC_5_1_1	0.00202342779086711	0.007350399235346	0.00687014762764864	0.0112381284622264	0.00915553407460838	0.0175708036933705	0.0107194475142439	0.00827411889407243	0.00604673777788151	0.00977166613934042	0.0245639776781137	0.0046559194529601	0.010130694086647	0.0186733411228315	0.00288969847247472	0.025798626944871	0.019468620456715	0.024574318690175	0.0340592925086698	0.0144001972936388	0	0.00690293634959624	0.0105547245558212	0.00875930108857178	0.00647816283002379	0.0148405270496202	0.0105596377989584	0.00577940813928416	0.005077679240197	0.00512742223582436	0.00755870296233099	0.0129798897630318	0.00874998386365038	0.00260020802907731	0.000783579074486755	0.0133630908092271	0.0197998748614301	0.00850577733694293	0.00685459727754345	0.00983948922918438	0.00846971169489695	0.0113991006997955	0.00435773873811751	0.0495654994007777	0.000922224862216051	0.00619399596634041	0.00605500780653075	0.0106753986168414	0.00436077295273976	0.0184922675681103	0.0119279461479368	0.0082962476388198	0.00833831706282426	0.0134340324631843	0.00846923502404238	0.0230133826525773	0.0205554599569291	0.0152840334854191	0.00917027905050658	0.00495011058633771	0.0115673567525155
HMEC_5_1_2	0.00778978986439491	0.0135986692986848	0.000762672395158665	0.0180801722314945	0.00845487306726036	0.0125995791181767	0.017559310535764	0.0150491657364744	0.00909880201313548	0.0156537500254546	0.0313395843562839	0.00967754078784087	0.00560790601307886	0.0248934704725426	0.007089402932047	0.0324447036565724	0.0263251087413743	0.0313496540422378	0.040646393442656	0.0107310760062594	0.00690293634959624	0	0.00446226550233788	0.00425251620494896	0.00430997339224635	0.00872618082000517	0.0110523565943102	0.0107071192846303	0.0106775838387635	0.0105878225718008	0.00843573737188513	0.0196755428720463	0.01422171531101	0.00765273154970842	0.00692783645515423	0.0183010772663505	0.0266780222586881	0.0137581671713517	0.0110313428578253	0.0126135389235981	0.0149669436242295	0.0180475660700006	0.00944735793301782	0.0561338125270917	0.00669260860189324	0.00883212699476264	0.0108641711975465	0.0173533590530623	0.0101544214467092	0.0248798110359611	0.00664996577629318	0.00590903457325205	0.00294413787768467	0.00861941344604291	0.00729090450137319	0.0163477303112063	0.0149880080395509	0.0214007159458813	0.0149669907252518	0.00929886274237481	0.017352892809308
HMEC_5_1_3	0.010885551817894	0.0170092456187368	0.00403559992539413	0.0215451646085726	0.0125603420288751	0.0126519001037058	0.0212132880932918	0.0187341851396246	0.0122686439156843	0.0177666401211169	0.0345120475913598	0.0131270264676838	0.00417218146132339	0.0278291342850074	0.0105991368982838	0.036339324653925	0.0298643284114963	0.0350894786149258	0.0441810797729891	0.00727895726432439	0.0105547245558212	0.00446226550233788	0	0.00443859395659659	0.00546253659532432	0.00503541912853189	0.0103167262978782	0.0130730258020327	0.0149065511866629	0.0145626354785226	0.0124078448005962	0.0229416965077964	0.0170490222198575	0.0117664908637693	0.0107044051278947	0.0219532788394064	0.0299651908871851	0.0156107423751061	0.0143147773488302	0.0129977295985516	0.018415550314813	0.0210087441304365	0.0129759392962989	0.0590800644685586	0.0105621317662554	0.0103231170293493	0.0127573839662998	0.020854964695228	0.0138886937933563	0.0289577529685129	0.00702951237766479	0.00909949645161897	0.00629799914671808	0.0103507931240448	0.00828069912374297	0.0142166661547683	0.0118542598680786	0.0255978782899425	0.017794930638366	0.012021900354142	0.0198594592216087
HMEC_5_2_1	0.00957097554837621	0.0159797744368381	0.00382863933269952	0.0197163711706983	0.0109601654217585	0.015809142644	0.0189000755670708	0.016887727742436	0.012572800403542	0.0159819087843952	0.0328828658271156	0.0126020457083971	0.00183871324038577	0.0270628579605326	0.00999551816592881	0.0338256824765965	0.0273873829975379	0.0326427627381024	0.042711729675025	0.0103599920379615	0.00875930108857178	0.00425251620494896	0.00443859395659659	0	0.00655982975638417	0.00655155544379781	0.00941251906302744	0.0126175350863606	0.0129853260507751	0.0134423507419014	0.012351447257525	0.0214802444028544	0.0167073654996504	0.00942348834412425	0.0086330116910215	0.0216032900174536	0.0279843834505628	0.013575956242253	0.0143272888839504	0.0126316175191041	0.0155031978755662	0.0195293119098623	0.0123622470562402	0.0559342862700946	0.0085620176879891	0.0076922182696979	0.0114880665792699	0.0193405909204674	0.0128556653543908	0.0267705190419243	0.0100527942686039	0.0101478359944076	0.00636008212922384	0.01188256601823	0.0104154863315747	0.0173863039630428	0.0162598252406501	0.0232198861887826	0.0172365191094188	0.00877590494260561	0.0193277347849545
HMEC_5_2_2	0.0061366788302552	0.011865040474884	0.0038480882973803	0.0166453264687523	0.0116758691657963	0.0137595279909134	0.0167129302033998	0.0140043483822806	0.00734720319531512	0.0132431560635286	0.0293460508914795	0.00809324805977931	0.00713048768080821	0.0224181665998962	0.005797953197388	0.0318573578203661	0.0252900635040199	0.0304889036449009	0.038979862408362	0.00833841035982071	0.00647816283002379	0.00430997339224635	0.00546253659532432	0.00655982975638417	0	0.0103611054117631	0.00857731249219199	0.00772484130531151	0.0110320412436439	0.0100417040694893	0.00934677278911055	0.0177961262565637	0.0116274965989127	0.00848235264154931	0.00694959687957399	0.0170586382952282	0.0250163352126331	0.01156453642153	0.0092645399853454	0.00903994936128126	0.0145788250833105	0.0158954809346157	0.00801504072729552	0.0550599218078396	0.00685317450741553	0.007706106498996	0.00813595720906112	0.0158227778189743	0.00909707197241192	0.0245000745477574	0.00767254050830215	0.00705748276986646	0.00674683505078701	0.0113689559622297	0.00405157643038981	0.0182544930836102	0.0143387846141174	0.0214989156487267	0.0123909912517538	0.00924874328200055	0.0144511431595103
HMEC_5_2_3	0.015342928678848	0.0217014028119106	0.00840600327343996	0.0258788489903011	0.0156275034945413	0.0150409376515711	0.0252829878956758	0.0230847058011558	0.0172485250869051	0.0215430595750085	0.0388818703016712	0.0179562661613227	0.00535953601433451	0.0325474704012821	0.0153663270059021	0.0403126924739941	0.0337967801469844	0.0390941825701523	0.0487601773987572	0.00903260085148824	0.0148405270496202	0.00872618082000517	0.00503541912853189	0.00655155544379781	0.0103611054117631	0	0.0126311381106248	0.0177162358526962	0.0191103972061414	0.0191777450100767	0.0168648175389574	0.0274279147491396	0.0218818287506011	0.0157075187169026	0.0148455003774931	0.0268438506131452	0.0341603227457397	0.0190898034254056	0.0192709491637097	0.0165636303628387	0.021988385824024	0.0253788700823492	0.0177774535777898	0.0620655911514745	0.0147341085724776	0.0133424304139686	0.01679670073175	0.0253635053722684	0.0185620417572534	0.0331383957257199	0.0106895552438918	0.0135343473229702	0.00987914033845789	0.0130152232867228	0.0132084303370501	0.0131326654042855	0.0124873752069902	0.0296032501207344	0.0225503117011032	0.0151501583911449	0.0245148943369606
HMEC_5_3_1	0.00958676573855132	0.014975032719494	0.010325502358391	0.0177619786489225	0.0180753995885893	0.0218003399838139	0.0177435101128062	0.016152631941663	0.0137619903661246	0.01082751177021	0.02904778412358	0.0131820829232715	0.0087769127097997	0.0234735210127378	0.0115599534024694	0.0324919918092978	0.0250391664709448	0.0307059180917171	0.0398621663068738	0.00904963727695941	0.0105596377989584	0.0110523565943102	0.0103167262978782	0.00941251906302744	0.00857731249219199	0.0126311381106248	0	0.010101734201007	0.0153992057088117	0.0150353642491409	0.0169089224302305	0.0188020889064773	0.0145522286392204	0.0126288896278146	0.0108902760995266	0.0219203517112394	0.024670975762038	0.00841668466027687	0.0148526483618299	0.00528593709117427	0.0147390075741926	0.0161312875128749	0.0131521368766689	0.0517730339203987	0.0111284656397189	0.00552165368193211	0.00736091647570752	0.0176975738295773	0.0137231250073769	0.0265984560037089	0.015763969672083	0.0154492499830673	0.0139902822878283	0.0194143410799637	0.0113820002434728	0.0241818857235965	0.0191570952972563	0.0240303293324678	0.0146650038434568	0.00908456609012635	0.0154928562839787
HMEC_5_3_2	0.0038365167267444	0.00542193467417279	0.0104582082001276	0.00979747829100596	0.0142984293978139	0.0194059384428559	0.0106819656755844	0.00799838432728303	0.00555234075681619	0.00706384968271335	0.0217598945842962	0.00433615249680366	0.0134141824429643	0.0148723759560258	0.00484477583955523	0.0253914592628968	0.0185721876342629	0.0237663354658674	0.0316264377898383	0.0140221675262073	0.00577940813928416	0.0107071192846303	0.0130730258020327	0.0126175350863606	0.00772484130531151	0.0177162358526962	0.010101734201007	0	0.00844575076105256	0.00667367927621567	0.0104085724153282	0.0104426458792958	0.00458635399995889	0.00803529761410602	0.00650067686848972	0.01191237557534	0.0176942178191386	0.00693505073715728	0.00551916074298517	0.00658037156058783	0.0100073975387742	0.00841806885817056	0.00452694211710468	0.0485046936065535	0.00667231288517387	0.00804068734557364	0.00366631606324479	0.0089565589636379	0.00517796819244412	0.0185627340887063	0.0140155745101759	0.0110015444424681	0.0125454402660696	0.0168728371501153	0.00773139589578122	0.025582694763782	0.0208954757870303	0.01640831467927	0.0049902243649864	0.00847101900989889	0.00682156272704378
HMEC_5_3_3	0.00618316667232812	0.00610082974643875	0.0109266738540251	0.00899958057002962	0.00838886048211268	0.0192988576461064	0.00805738924490527	0.00572560630655	0.00714525311186757	0.0114374617211572	0.0221929719504078	0.00529907973694428	0.0145974369416142	0.01690670356335	0.0057040645499729	0.0220217309923536	0.0166226830662081	0.0211411076384257	0.0307470127060173	0.0192529520658283	0.005077679240197	0.0106775838387635	0.0149065511866629	0.0129853260507751	0.0110320412436439	0.0191103972061414	0.0153992057088117	0.00844575076105256	0	0.00288230071925934	0.00689442044051794	0.0110416625129034	0.00880965564862233	0.00364860024369534	0.00481996794128562	0.010261581863849	0.0174277170439076	0.0111623758325697	0.00676425967842961	0.0139456652706037	0.00723375955872836	0.0105438045493998	0.00497859697860434	0.0474375105723649	0.00473955935386067	0.0105992858768135	0.00963425809594356	0.00833242941917112	0.00375208175959	0.0142459807256837	0.0146205503474739	0.00981785063264482	0.0108860831016674	0.0146833069825883	0.0119573647939786	0.0257871246962036	0.0242943623260251	0.0107732411299404	0.00909006941500809	0.00803637800394062	0.0116534224872425
HMEC_5_4_1	0.00545580000896599	0.0043079356276483	0.0107947937874304	0.00877622094532017	0.00963546745108374	0.0181676496962116	0.00873127867650655	0.00567641138106423	0.00463449841148132	0.0110450359085819	0.0217248166535141	0.00282559919714503	0.0149211937825819	0.015477087104237	0.00426058289822656	0.0227616844708647	0.0172157898544016	0.0217305336724268	0.0302807599799177	0.0181703601291825	0.00512742223582436	0.0105878225718008	0.0145626354785226	0.0134423507419014	0.0100417040694893	0.0191777450100767	0.0150353642491409	0.00667367927621567	0.00288230071925934	0	0.0059588198409634	0.0102629611092031	0.00648204465412137	0.00505960355630524	0.00530178529856701	0.00842061176872081	0.0173437560474041	0.0110646510868564	0.00390812185783617	0.0128718482070145	0.00874413573129047	0.00972420795220184	0.00259442936183281	0.0483852853812303	0.0051975641061301	0.0109610277086463	0.00886378258970076	0.00762478443932672	0.00150394277483227	0.0148802875665821	0.0136064863386148	0.008824377233573	0.0109448292742405	0.0143378067711647	0.0100822309680173	0.0252743755541919	0.0229353097860027	0.0119369657810747	0.00702913080188696	0.00918763712407675	0.00978873005371336
HMEC_5_4_2	0.00850899423655396	0.00990584606255859	0.00897386431439369	0.0146729868277937	0.00640329310357486	0.012757483197607	0.0144861588482259	0.0115789000624806	0.00549390620068576	0.016225174310402	0.0272637538902262	0.00646716337117083	0.0139205433119251	0.020535506650946	0.00597015526156708	0.0277403418379903	0.0228510797655175	0.0270003161125462	0.0350537469004735	0.017233951023329	0.00755870296233099	0.00843573737188513	0.0124078448005962	0.012351447257525	0.00934677278911055	0.0168648175389574	0.0169089224302305	0.0104085724153282	0.00689442044051794	0.0059588198409634	0	0.0160154338575628	0.0110512999182849	0.007187917714959	0.0076266545115239	0.0113871537864067	0.0230999102692062	0.0156337402294843	0.00649160385891957	0.0158814895607225	0.0139392420409623	0.0155522777931951	0.00625829633200037	0.0540477946947068	0.00725135901285721	0.0134416105200153	0.0126867594746384	0.0134095291338418	0.00663459621344477	0.0195243236346887	0.00915622812501422	0.00403455817930984	0.0073209467094393	0.00876972873125401	0.00886722673321408	0.0202990188183489	0.0193657570036688	0.016301585623449	0.0119853465479647	0.0121950475811011	0.0147868587013315
HMEC_5_4_3	0.012117146820849	0.00643099692518773	0.0196238322820475	0.00262643759838547	0.0193861215205563	0.027684305151237	0.00529670272168093	0.00544016317522719	0.0127410329300324	0.00884219315829371	0.0117017442614553	0.0106941621857022	0.0225873490814893	0.00664994287528865	0.0128604929659	0.0155526636950685	0.00912302313917333	0.0137645284646822	0.0214531042328539	0.0243868147738807	0.0129798897630318	0.0196755428720463	0.0229416965077964	0.0214802444028544	0.0177961262565637	0.0274279147491396	0.0188020889064773	0.0104426458792958	0.0110416625129034	0.0102629611092031	0.0160154338575628	0	0.00733269804277402	0.0134002787720757	0.013223086371565	0.00923207630318426	0.00761291037000023	0.011175543355962	0.0108817655688794	0.0147610137531652	0.00903525673650464	0.0028384343933243	0.0108317626439385	0.039722005697264	0.0134267622172264	0.0156036988924198	0.0115955423559407	0.0027539494329201	0.0099754439788187	0.00989875531692248	0.0230691580608774	0.0187403434411442	0.0207746632790734	0.0245115849452877	0.01752890233003	0.0349534328927861	0.030972085053927	0.00984735166817328	0.00628616244621495	0.0141145489223463	0.00578986092745849
HMEC_5_5_1	0.00735233637846591	0.00314443131284804	0.0141427940691247	0.00749824430894569	0.0158473507174606	0.0211212164413857	0.0092723445155218	0.0064894576967103	0.00630407607496646	0.00848103932200873	0.018413631799539	0.00505222062396108	0.0176919740745151	0.0108710618787756	0.00730980592587712	0.0225287416011471	0.0162665141965658	0.0209471532442759	0.027650896864687	0.0180637537679113	0.00874998386365038	0.01422171531101	0.0170490222198575	0.0167073654996504	0.0116274965989127	0.0218818287506011	0.0145522286392204	0.00458635399995889	0.00880965564862233	0.00648204465412137	0.0110512999182849	0.00733269804277402	0	0.010194575384104	0.00933430360860856	0.00800945120773595	0.0148784200105079	0.00969961867515936	0.00470477276558686	0.0103879087463841	0.0106118489658991	0.00627362925852845	0.00537849060834742	0.0467922160786624	0.00943711758182129	0.01222537433155	0.00763430686640862	0.00608945337791402	0.00553376202301017	0.0156389815104637	0.0165416685117693	0.0128145559099165	0.0154343079055162	0.0188283507048215	0.0105041054441719	0.0284582927615729	0.02384586157548	0.0141906588809907	0.00121939585351975	0.011801053293449	0.00378073737853099
HMEC_5_5_2	0.00450938772186938	0.0081111182396684	0.00781817811603569	0.0113363572418618	0.00737755036883953	0.0180548760801305	0.0102937399026491	0.00816584310491278	0.007405337614602	0.0112054477442994	0.0247672551668854	0.00593447680629808	0.0110348636046701	0.0194085982521183	0.00465893451025722	0.0248930615591129	0.0190050887081084	0.0238874858255115	0.0338909266545288	0.0164886171069562	0.00260020802907731	0.00765273154970842	0.0117664908637693	0.00942348834412425	0.00848235264154931	0.0157075187169026	0.0126288896278146	0.00803529761410602	0.00364860024369534	0.00505960355630524	0.007187917714959	0.0134002787720757	0.010194575384104	0	0.0019237956350373	0.0134056630512021	0.0198301465235202	0.0100510620273452	0.00796576206596192	0.012265046914526	0.00789584974247092	0.0122061864248941	0.00556240399359659	0.0491201291707945	0.00179493877595695	0.00771072125753489	0.00827071279583402	0.0108879857785253	0.0050230230575018	0.0174684237279945	0.012749930255348	0.00866295076910098	0.00835760732304529	0.0132256907042597	0.0104897583715417	0.0234743698550404	0.0220599227322978	0.0139167083683595	0.0105442311036025	0.00534812851376778	0.0130315267655755
HMEC_5_5_3	0.00274999958445863	0.00773010251850812	0.00693421525072373	0.0113625971347935	0.00868637548983891	0.017773162564176	0.0106557087513936	0.00834573895376139	0.00663120744095768	0.0100900866985909	0.0247460646225353	0.00520898598352194	0.0100778873676892	0.019055230133057	0.00351711952721588	0.0256580699164937	0.01940476382399	0.024484111467267	0.0341957452014026	0.0148476527710075	0.000783579074486755	0.00692783645515423	0.0107044051278947	0.0086330116910215	0.00694959687957399	0.0148455003774931	0.0108902760995266	0.00650067686848972	0.00481996794128562	0.00530178529856701	0.0076266545115239	0.013223086371565	0.00933430360860856	0.0019237956350373	0	0.0136464925896638	0.0199005686346039	0.00876876975474159	0.00739627699556753	0.0104132150414103	0.00821446266553529	0.0117031445453133	0.00488539837300969	0.0494279325446355	0.000410388300622954	0.00626398168027792	0.00658125733878936	0.0108727121064334	0.00471815557217346	0.018359702862513	0.0121629949957426	0.00847403864551147	0.0082391333756089	0.0134023835724969	0.00910000486621776	0.0230848031568212	0.020941342235988	0.0150414972515783	0.00971472485352799	0.00463429284606679	0.012112216895038
HMEC_5_6_1	0.0130269524220521	0.00741191743685933	0.0185408348750622	0.00954268245861152	0.0162763867548803	0.0222053398387141	0.0109541521409048	0.00880940108544619	0.00980271266025695	0.0153175616702312	0.0178993204030099	0.00927031803278089	0.0229899880389162	0.0109818057641212	0.0117534513293695	0.0199718504439927	0.0161712860777688	0.0191307071703959	0.0243615188624344	0.024406717664193	0.0133630908092271	0.0183010772663505	0.0219532788394064	0.0216032900174536	0.0170586382952282	0.0268438506131452	0.0219203517112394	0.01191237557534	0.010261581863849	0.00842061176872081	0.0113871537864067	0.00923207630318426	0.00800945120773595	0.0134056630512021	0.0136464925896638	0	0.01520922095583	0.0166998965392853	0.0078169333838802	0.0182716132729322	0.0139930922539529	0.0106583874070577	0.00942884565342446	0.0471585906396834	0.0135754638827333	0.0186171985942244	0.0149721131834243	0.00782888396051893	0.00901522911387752	0.0123286131801445	0.0192702583527253	0.014683137856665	0.0182554146614124	0.0198014061631624	0.0153727099222115	0.0308830140738447	0.0278782827070173	0.0114469871288687	0.0083351782506103	0.0170510370373219	0.00985274882418082
HMEC_5_6_2	0.0191186050357297	0.013921278577143	0.0266113612796303	0.0086871105937648	0.0256397446215564	0.0351590378019053	0.00970224113070545	0.0118999654533933	0.0202987161698491	0.0138797543775742	0.00546882134938868	0.0181558116908305	0.0290585963247716	0.00828223721383363	0.0201692368480554	0.00992307806362406	0.00414754605869469	0.00753041602779163	0.0158437198717295	0.0313063155133302	0.0197998748614301	0.0266780222586881	0.0299651908871851	0.0279843834505628	0.0250163352126331	0.0341603227457397	0.024670975762038	0.0176942178191386	0.0174277170439076	0.0173437560474041	0.0230999102692062	0.00761291037000023	0.0148784200105079	0.0198301465235202	0.0199005686346039	0.01520922095583	0	0.0163657392563358	0.0184333405333577	0.0208222771720929	0.0133651401049566	0.00930238741687592	0.0182511867597302	0.0324058609765476	0.0201431086700374	0.0214853443803294	0.0180444202667851	0.00982539840462807	0.0172370072613766	0.00902229156773211	0.0305315451148014	0.0260762765875281	0.0277809563477771	0.0316652601721221	0.0250563556634859	0.0423294357930106	0.038467187277494	0.0113823133960342	0.0137788888324342	0.0197395217533243	0.0125506194772365
HMEC_5_6_3	0.00728321880106081	0.00934608406892763	0.0133316169355581	0.010061085833822	0.0173458265815196	0.0249114078816319	0.0100813442761097	0.00933052499547352	0.0119774527522501	0.00280407337941782	0.0209747066728615	0.0100530828610424	0.0140556954979667	0.0164368723979234	0.00991121250539727	0.0242208231372886	0.0166690695864695	0.0223515035590159	0.0318454004474202	0.0162377080444405	0.00850577733694293	0.0137581671713517	0.0156107423751061	0.013575956242253	0.01156453642153	0.0190898034254056	0.00841668466027687	0.00693505073715728	0.0111623758325697	0.0110646510868564	0.0156337402294843	0.011175543355962	0.00969961867515936	0.0100510620273452	0.00876876975474159	0.0166998965392853	0.0163657392563358	0	0.0118344238228148	0.00609421665572401	0.00774244628533363	0.00846965304126045	0.0100505836027819	0.0441737647888949	0.00916399413996287	0.00602468637063349	0.00379325888656737	0.0104978538738612	0.0098358693149034	0.0189060609444451	0.0189648797413944	0.0162624279521245	0.0160859896160594	0.0215405187888227	0.0134164919940229	0.0295613831354186	0.0251895600158975	0.0168818745205794	0.00918146108782319	0.0065681935410922	0.00955460742541028
HMEC_5_7_2	0.00620623375451987	0.00472806305789383	0.0111519479840155	0.010266591297705	0.0119571491314815	0.0168415199226964	0.011152161809609	0.00788840420094268	0.00215036268732862	0.0115812372393631	0.0222043284989918	0.00227444328840775	0.0155448006858041	0.0147761135342838	0.00443371543462905	0.0248027366367076	0.0191314386172168	0.0235914220027892	0.0307048486060189	0.0166999669729257	0.00685459727754345	0.0110313428578253	0.0143147773488302	0.0143272888839504	0.0092645399853454	0.0192709491637097	0.0148526483618299	0.00551916074298517	0.00676425967842961	0.00390812185783617	0.00649160385891957	0.0108817655688794	0.00470477276558686	0.00796576206596192	0.00739627699556753	0.0078169333838802	0.0184333405333577	0.0118344238228148	0	0.0119335788346908	0.0116751486364184	0.0101949669379452	0.0025542235858218	0.0502768270425905	0.00729003072059952	0.0120480870371434	0.0088772382886011	0.008745347751034	0.00341930801658242	0.0170577877951587	0.0125623511111086	0.00839720465339676	0.0116018015817299	0.0143282444533143	0.00783823145927321	0.0245232163176392	0.0209633823445055	0.0147616599433006	0.00578097569188377	0.0113625249640899	0.00848436440984402
HMEC_5_7_3	0.0080907840181001	0.0115352791672229	0.0120182466102208	0.0142900665031654	0.0186397125987763	0.0222963006246127	0.0149868631527216	0.0132270440524191	0.0114177643913207	0.00738901358999259	0.0247459597369826	0.0106661531002413	0.0125554598270089	0.0186653833273439	0.0100349549787016	0.0293594537673471	0.0218710920205432	0.0274256161884274	0.0354631057028856	0.0112808342528127	0.00983948922918438	0.0126135389235981	0.0129977295985516	0.0126316175191041	0.00903994936128126	0.0165636303628387	0.00528593709117427	0.00658037156058783	0.0139456652706037	0.0128718482070145	0.0158814895607225	0.0147610137531652	0.0103879087463841	0.012265046914526	0.0104132150414103	0.0182716132729322	0.0208222771720929	0.00609421665572401	0.0119335788346908	0	0.0131691713691737	0.012066659751171	0.010774632253182	0.0493167794861683	0.0106840445764885	0.0070463125886528	0.00447275116849237	0.0140629036108336	0.0113863489055597	0.0235651046751324	0.0164871883994508	0.015207317237831	0.015312310378399	0.0203033636610964	0.010244013302142	0.0265179291331351	0.0205905701339637	0.0215813552011813	0.0103785651788583	0.00970417282154319	0.010701707760676
HMEC_5_8_1	0.00869232266322994	0.00808081259602872	0.0149060109187327	0.00655720978864942	0.0143372413103185	0.0257079016511677	0.00450049516570823	0.00528543014513753	0.0124106092446269	0.00763316715644435	0.0187235667157636	0.00990180392034875	0.0167244364026205	0.0156629956684013	0.01037351240564	0.0186300169209891	0.012018376858649	0.0173148141158998	0.0284852383057931	0.0215481849632934	0.00846971169489695	0.0149669436242295	0.018415550314813	0.0155031978755662	0.0145788250833105	0.021988385824024	0.0147390075741926	0.0100073975387742	0.00723375955872836	0.00874413573129047	0.0139392420409623	0.00903525673650464	0.0106118489658991	0.00789584974247092	0.00821446266553529	0.0139930922539529	0.0133651401049566	0.00774244628533363	0.0116751486364184	0.0131691713691737	0	0.0079314507108488	0.0097325398866621	0.0412964160332347	0.00851120362212009	0.0098657142365681	0.0090268294940068	0.00749820034442197	0.00852720917511918	0.0127284402309852	0.0203201713017534	0.0161750948007088	0.0161661578256839	0.0210778776598813	0.0163347269508449	0.0311925581380744	0.0288865645488225	0.00995050376932454	0.0100435317152136	0.00702870588389507	0.0112639307538343
HMEC_5_8_2	0.0102894810082842	0.00571973734319231	0.0179041515468411	0.00328707812380761	0.0188172562825736	0.0267865498074637	0.00552582904815091	0.00519550860718625	0.0117683856039679	0.00605328809498836	0.013541758915446	0.00962541804629929	0.0204963886671497	0.00835391289503386	0.011481058700836	0.017726605525844	0.0106737772761858	0.0158182746913562	0.0238547340089602	0.0220803658403286	0.0113991006997955	0.0180475660700006	0.0210087441304365	0.0195293119098623	0.0158954809346157	0.0253788700823492	0.0161312875128749	0.00841806885817056	0.0105438045493998	0.00972420795220184	0.0155522777931951	0.0028384343933243	0.00627362925852845	0.0122061864248941	0.0117031445453133	0.0106583874070577	0.00930238741687592	0.00846965304126045	0.0101949669379452	0.012066659751171	0.0079314507108488	0	0.00976776129026261	0.0406153970294307	0.0119608799065935	0.0132292702052052	0.00907218984188561	0.0036094653535991	0.00906238356745018	0.0122542229210215	0.0217954803602787	0.0177985451932458	0.0194779485666404	0.0236584925292918	0.0159276910516357	0.0335695855193802	0.0292571152702637	0.0115988940831581	0.00509124761881262	0.0121308628878198	0.00444449909991917
HMEC_5_8_3	0.003895243861248	0.00441822119781027	0.00952933329370426	0.00969133771940151	0.0106000159906653	0.0171819314188594	0.010064793505253	0.00689437985081414	0.00268320897031363	0.0102104609846432	0.0224789182230415	0.000387774600324985	0.0136479930388182	0.0156646014572147	0.00241750886532094	0.0245307961671304	0.0185456554622697	0.0233025460063146	0.0314328522593496	0.0158859535681762	0.00435773873811751	0.00944735793301782	0.0129759392962989	0.0123622470562402	0.00801504072729552	0.0177774535777898	0.0131521368766689	0.00452694211710468	0.00497859697860434	0.00259442936183281	0.00625829633200037	0.0108317626439385	0.00537849060834742	0.00556240399359659	0.00488539837300969	0.00942884565342446	0.0182511867597302	0.0100505836027819	0.0025542235858218	0.010774632253182	0.0097325398866621	0.00976776129026261	0	0.0494980002507598	0.00481279489825209	0.00977389451456841	0.00719193919334998	0.00849726173330273	0.00146475173969432	0.0168732620863578	0.0122882789263458	0.00803434690593191	0.0102907030813242	0.0139401221637881	0.00777803771114565	0.0241456841475214	0.0209747120803794	0.0141853479745086	0.00615874510317095	0.00884608234386054	0.00891555756953983
HMEC_5_9_1	0.0492098434186804	0.0455768450660874	0.0559844134032045	0.0400340874703816	0.0545084257742701	0.0664660318586271	0.039679367084912	0.0427796790667778	0.0518990880543206	0.0424299098397051	0.0309204249663287	0.0494900542072639	0.0567511089494108	0.0394415054481441	0.050925495581197	0.0287651746458559	0.0314662564391195	0.0285607647444285	0.0304696644163283	0.0602828469592804	0.0495654994007777	0.0561338125270917	0.0590800644685586	0.0559342862700946	0.0550599218078396	0.0620655911514745	0.0517730339203987	0.0485046936065535	0.0474375105723649	0.0483852853812303	0.0540477946947068	0.039722005697264	0.0467922160786624	0.0491201291707945	0.0494279325446355	0.0471585906396834	0.0324058609765476	0.0441737647888949	0.0502768270425905	0.0493167794861683	0.0412964160332347	0.0406153970294307	0.0494980002507598	0	0.0497370424402017	0.0490319715527967	0.0473749764333126	0.0416066954853812	0.0483274587429197	0.0364725779725454	0.0613435861033669	0.0569876406964581	0.0574182775001226	0.0620227427374989	0.0561704141209874	0.0723907914033464	0.0690892366273147	0.0391412283294341	0.0456199069440046	0.0472605516442564	0.0441526007344967
