	HMEC_4_1	HMEC_4_2	HMEC_4_G2_3E	HMEC_4_G2_3F	HMEC_4_G2_3G	HMEC_4_G2_4A	HMEC_4_G2_4B	HMEC_4_G2_4C	HMEC_4_G2_4D	HMEC_5_1	HMEC_5_2	HMEC_5_3	HMEC_5_4	HMEC_5_5	HMEC_5_6	HMEC_5_7	HMEC_5_8	HMEC_5_9	HMEC_Root1	HMEC_Root2	HMEC_STAT_2	HMEC_STAT_3	HMEC_STAT_4	HMEC_STAT_G2_3B	HMEC_STAT_G2_3C
HMEC_4_1	0	0.00711775660386576	0.000661809581690059	NA	0.0114092503745467	0.00448071123949736	0.00845504145127569	0.025898562965567	0.00655534500595018	0.0049761832272674	0.00320858496409844	0.00834495779001505	0.0105239709421196	0.0123525320878581	0.0203593497338161	0.0128802892347524	0.0221743377035609	0.00451833360492269	0.00389037645163198	0.0079221750184715	0.00449121207361628	0.00599439874017309	0.015995639018042	0.0611396581800559	0.0174061693325126
HMEC_4_2	0.00711775660386576	0	0.00771180390582487	NA	0.0106274144779471	0.0113125674839444	0.00167801068750043	0.0229276631572634	0.00660116186106894	0.0097360060401124	0.00468877917500476	0.00995210131367509	0.0131774513128677	0.00770540747016506	0.0251016480016918	0.00792174963763119	0.0269724387195725	0.0110520504783407	0.00898721157520385	0.00864213212693958	0.00709467058793863	0.00729974595340262	0.00984847125010343	0.0567573430788608	0.0234371282088076
HMEC_4_G2_3E	0.000661809581690059	0.00771180390582487	0	NA	0.0119377427068183	0.00381905679200458	0.00908042545150391	0.0264699961984448	0.00713477304827238	0.00454911104087626	0.0035968503855498	0.00817607835168518	0.0101889081371111	0.0130084750879851	0.0197775338238813	0.0135389411097623	0.0215856235938315	0.00386860534822827	0.0034730458103048	0.0084211553721774	0.00498850514502346	0.00598101373331339	0.0166555797726174	0.0617528989113455	0.0167560194579565
HMEC_4_G2_3F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMEC_4_G2_3G	0.0114092503745467	0.0106274144779471	0.0119377427068183	NA	0	0.0151516648432081	0.00994237298681161	0.0146580023465494	0.00499220121559379	0.0163438623596339	0.0122080615435238	0.0188610564915519	0.0215988098476897	0.00625600364497104	0.0316546157294077	0.00690485237354215	0.0334358967239924	0.0155476273713513	0.0152634445580742	0.0035703976952901	0.00695872928624244	0.0160679257897315	0.0107639212291715	0.0502872760850058	0.0280250768770134
HMEC_4_G2_4A	0.00448071123949736	0.0113125674839444	0.00381905679200458	NA	0.0151516648432081	0	0.0127800234321323	0.0298007672234806	0.0106395786894494	0.00386938036850543	0.006765500145547	0.00832216084965465	0.00908001820706062	0.0167929483985798	0.0165891887386561	0.0173370216893923	0.0183346506415468	0.000882920834448121	0.00345588822964284	0.0115816718436428	0.00828538508135159	0.00728039177171468	0.0204701369213203	0.0652777770189651	0.0130493897224095
HMEC_4_G2_4B	0.00845504145127569	0.00167801068750043	0.00908042545150391	NA	0.00994237298681161	0.0127800234321323	0	0.0215251875986095	0.00658080204706955	0.0113845659345662	0.0062906249243698	0.0115840577781545	0.0148244505140993	0.00624247430222014	0.0267789674039739	0.00638615161539426	0.0286497032923082	0.0125739081776155	0.0106072094059916	0.00849850217194196	0.0076248239623737	0.00896424434988696	0.00817130989247355	0.0551301400339665	0.025068180668474
HMEC_4_G2_4C	0.025898562965567	0.0229276631572634	0.0264699961984448	NA	0.0146580023465494	0.0298007672234806	0.0215251875986095	0	0.0193447148541175	0.0307070742952047	0.0260611760352247	0.0325507944628232	0.0355707487482008	0.0152868894620382	0.0462361427160951	0.0152245797508415	0.048034664246005	0.0301708549420673	0.0296502257177643	0.018224608817387	0.0215549707437262	0.0297405150783008	0.0157168563454191	0.0357756810332299	0.0426568431202978
HMEC_4_G2_4D	0.00655534500595018	0.00660116186106894	0.00713477304827238	NA	0.00499220121559379	0.0106395786894494	0.00658080204706955	0.0193447148541175	0	0.0114132474950454	0.00724750493226554	0.0138905447077774	0.0166076135329747	0.00677483798508313	0.026909402041301	0.00743708966806196	0.0287186104424602	0.0109089896544112	0.0103414638609387	0.00206706865503804	0.00243842049007902	0.0111135422539827	0.0112271705085168	0.0546704961863031	0.0236787653815665
HMEC_5_1	0.0049761832272674	0.0097360060401124	0.00454911104087626	NA	0.0163438623596339	0.00386938036850543	0.0113845659345662	0.0307070742952047	0.0114132474950454	0	0.00514668658345605	0.00445699375634501	0.00572430048306921	0.0165173874090162	0.0157324590475101	0.0169461132288738	0.0175840038065478	0.00302054593460504	0.00108590253213348	0.0128898703504645	0.00946442834569212	0.00377205910323948	0.0195086205554859	0.0656800048368083	0.013717250449698
