	HMEC_4_1_1	HMEC_4_1_2	HMEC_4_1_3	HMEC_4_2_1	HMEC_4_2_2	HMEC_4_2_3	HMEC_4_G2_3F_1	HMEC_4_G2_3F_2	HMEC_4_G2_3F_3	HMEC_4_G2_3G_3	HMEC_4_G2_4A_1	HMEC_4_G2_4B_1	HMEC_4_G2_4C_2	HMEC_4_G2_4D_1	HMEC_4_G2_4D_2	HMEC_5_1_1	HMEC_5_1_2	HMEC_5_1_3	HMEC_5_2_1	HMEC_5_2_2	HMEC_5_2_3	HMEC_5_3_1	HMEC_5_3_3	HMEC_5_4_1	HMEC_5_4_2	HMEC_5_4_3	HMEC_5_5_1	HMEC_5_5_2	HMEC_5_5_3	HMEC_5_6_1	HMEC_5_6_2	HMEC_5_6_3	HMEC_5_7_2	HMEC_5_8_1	HMEC_5_8_3	HMEC_5_9_1	HMEC_5_9_2	HMEC_Root1_1	HMEC_Root1_2	HMEC_Root1_3	HMEC_Root2_1	HMEC_Root2_2	HMEC_Root2_3	HMEC_STAT_2_2	HMEC_STAT_2_3	HMEC_STAT_3_1	HMEC_STAT_3_3	HMEC_STAT_4_1	HMEC_STAT_4_2	HMEC_STAT_4_3	HMEC_STAT_G2_3C_2	HMEC_STAT_G2_3C_3
HMEC_4_G2_4A_1	0.00678042425533835	0.00190914239133279	0.0145158133995167	0.021834150552342	0.0213178752031615	0.015859586865431	0.0126764238035075	0.00270589395904378	0.0194453637870948	0.0139713439128127	0	0.0090124675680547	0.0192721361882649	0.0357068853615798	0.0316122164388923	0.0381502090018617	0.0220926204973061	0.0122085195641342	0.0161584521544051	0.00986956360695608	0.00393915017036717	0.0030211611805445	0.0142120199022936	0.0257199385505721	0.00471601624048452	0.0119208852595185	0.0208827467291225	0.00480979092876301	0.0301749566782429	0.0096247315068663	0.0134927216802535	0.0242459925355475	0.0283358983672188	0.0251211136829995	0.00602332447949295	0.0245727267683799	0.0184281195213949	0.00584847861776738	0.0165421102897771	0.0163557794009365	0.0108077058633066	0.0138349839248539	0.0162926965161456	0.0133714152282681	0.00820845627183523	0.0181586842434159	0.0137585151681743	0.0105966548390617	0.0278950979989027	0.016283767317357	0.0306549976204986	0.0350461822990527
HMEC_4_G2_4B_1	0.00225551994251281	0.00801117558259782	0.0055173563954582	0.0193242227600084	0.0167463673048715	0.00738747932802546	0.00398224481465825	0.00656081838994879	0.015538179714509	0.019829353298952	0.0090124675680547	0	0.0154194458336399	0.0354665659555987	0.0306374437583596	0.0377783272760633	0.0175445112609762	0.00704634222112786	0.0160525971712711	0.0108311882991362	0.0052873201259299	0.00715421949335666	0.00682975665244597	0.0201658201398774	0.0134117588412855	0.00951118197687886	0.0199876556893756	0.00646604645967703	0.0304029512343733	0.00813648302702396	0.0051366597791421	0.0218167007162516	0.0245748741115098	0.0237999037090786	0.0127665409382386	0.0157747445524615	0.0094165964217687	0.00903533929658737	0.0148929703560312	0.0123357313703357	0.0132395702713959	0.00807833244042481	0.0081065414624732	0.00981077834855523	0.00369646642508674	0.0176595470581699	0.00922018174005606	0.00562727117278961	0.0244876188178849	0.00964031404380141	0.0377226898539219	0.0293889291071306
HMEC_4_G2_4C_2	0.016259892417024	0.0198465128805702	0.015847952934753	0.00447228393208616	0.0311540009703672	0.0120136233941827	0.0133120186843787	0.0170015872156004	0.000189781510348765	0.0331013164310051	0.0192721361882649	0.0154194458336399	0	0.0508297318186979	0.0159973857749499	0.0531143168690763	0.00300014677588398	0.00838743980352605	0.00723368895062179	0.0258496752046471	0.0180422001102037	0.0198062010720188	0.00976369712602162	0.0335331569943337	0.0236063919743997	0.00735206142397964	0.00714269765306085	0.0203140184522897	0.0169132104253726	0.00964832017271872	0.0182363739494989	0.00671778230411883	0.0389935788067955	0.00945116906639206	0.0173849441369834	0.0229527651948706	0.0163735315177259	0.0138984401275404	0.00455222210070967	0.0273482337906121	0.0279835414126335	0.00747028386036669	0.0110281894099216	0.00603986223988678	0.0125838903658194	0.0330741554923312	0.0062290231908039	0.00996045300695211	0.039099400260896	0.00725301681774934	0.049783462278883	0.041964827978262
HMEC_4_G2_4D_1	0.0350318757835931	0.0340368856762419	0.0359511116570114	0.0547644655338175	0.0212242597814116	0.040194753557112	0.037800696237578	0.0363799318337428	0.0509383632728164	0.0258348629701605	0.0357068853615798	0.0354665659555987	0.0508297318186979	0	0.0659148057547233	0.00245659804443167	0.0527160376440701	0.0425024013781007	0.0507421783407077	0.0261080983719654	0.0343512334480515	0.033352206844915	0.041451777373965	0.021976218149202	0.0346072899433979	0.0446907550896197	0.0551142445314844	0.0320209483470877	0.0652206561513745	0.0428332690293791	0.033138556502378	0.0572588234207166	0.0153781312728255	0.0591054932573649	0.0415263506655515	0.0362554210747653	0.0377024728366347	0.0409808733203825	0.0501163154356962	0.0237365661977292	0.024913866829652	0.0433896766565391	0.0412863668380056	0.0452368345261506	0.0387058276914534	0.0179867158182784	0.0446743083568151	0.0410626030275449	0.0145021646251194	0.0443359266068407	0.031219717554228	0.021938432235271
HMEC_4_G2_4D_2	0.0309170301905702	0.0328370603005559	0.0318079872057862	0.011577951750434	0.0469622891384191	0.0280026911577052	0.029147767980436	0.0301213610101263	0.0159559766044589	0.0453163784468417	0.0316122164388923	0.0306374437583596	0.0159973857749499	0.0659148057547233	0	0.0682667553383095	0.0154539394677677	0.0237420141806441	0.0154885211386078	0.0401255533454919	0.0318520109878688	0.0332070277821371	0.0257061976625121	0.0495023408286477	0.0348524023711414	0.021256784205496	0.0108687033982139	0.0342295903381197	0.00418901456678629	0.0231499601522471	0.0340775292551794	0.0093127324573626	0.0548254036573702	0.00684012861130283	0.0272129358142145	0.0384944300721428	0.0322722324652397	0.0257861163094916	0.0158240551244111	0.0429051804950547	0.0418685559496485	0.0232199293164479	0.0270007215255075	0.0208440478525986	0.027253861050715	0.0479694361064767	0.0216236610745742	0.0250156215377269	0.0548719988040016	0.0232443401052111	0.059783410105019	0.0579261350821038
HMEC_5_1_1	0.0373897147916518	0.0364734715221602	0.0381137963754451	0.0570814916487171	0.0231896376489911	0.0423593640977555	0.0400324721875253	0.0388002861367293	0.0532202343664985	0.0282335522291725	0.0381502090018617	0.0377783272760633	0.0531143168690763	0.00245659804443167	0.0682667553383095	0	0.0549584447818826	0.044806192343115	0.0531289175855186	0.0285292929690477	0.0367576144552303	0.0357797287080818	0.0436845687846744	0.0235844749928336	0.0370613796303571	0.0470428154445288	0.0574795650089012	0.0344342118157064	0.0676110032965287	0.0452056703767472	0.0353254511670625	0.0595716713405632	0.0168878011957569	0.0614533643454241	0.0439765223897387	0.0380101923722421	0.0397452650397038	0.0434032509311375	0.0524702437963241	0.0259334104471438	0.0273615594062774	0.0456654539699101	0.0434537418558876	0.0475616186623684	0.04105263943668	0.0203719385430709	0.0469767916553977	0.0433841549691148	0.0161091101998637	0.0465583419494705	0.0329058986089673	0.0226540515066679
HMEC_5_1_2	0.0186243254230524	0.0225664697769319	0.0171544678234485	0.00501229667808445	0.0325932822255081	0.0130408407789927	0.0149465905071938	0.0197410652383825	0.00281061423602159	0.0358245155127443	0.0220926204973061	0.0175445112609762	0.00300014677588398	0.0527160376440701	0.0154539394677677	0.0549584447818826	0	0.0106773711797101	0.00988680251563028	0.0282025883334764	0.0206256201023186	0.0224518336404567	0.0112936713150967	0.0346180007979037	0.0264975462684732	0.0102050257292747	0.00858068959670307	0.0228360947231716	0.0170997422432835	0.0124879473875417	0.0197614847772879	0.00634737121456866	0.040355426147947	0.00958526282614741	0.0203801916097029	0.0230474666563226	0.0170021538675831	0.0168321538908811	0.00736489937613576	0.0290716993365184	0.0304266102912612	0.00946705207089199	0.0119688551828191	0.00873827695749228	0.0150359317282631	0.0351370168733903	0.00863142744743032	0.0123429033297204	0.0405376621098172	0.00846126804394885	0.0526687223804498	0.042720292025726
HMEC_5_1_3	0.00794815150167428	0.0122867312716193	0.008711601408228	0.0123141752210222	0.0232787057769107	0.00634994831126799	0.00571492182150633	0.00960162252467957	0.00851237646158328	0.0254296086226686	0.0122085195641342	0.00704634222112786	0.00838743980352605	0.0425024013781007	0.0237420141806441	0.044806192343115	0.0106773711797101	0	0.0100200027008261	0.0175351564318546	0.0100849200318942	0.0119957150811861	0.00345606131340226	0.0261505997468778	0.0168835529630168	0.00357119476966696	0.0133242840478104	0.0122100845738913	0.0238137477456625	0.00408848884108608	0.0105020973514908	0.0147937073419737	0.0311550246359584	0.0169197227723031	0.0126339446909577	0.0180864724741749	0.010849362085056	0.00827134180272986	0.00826249289193936	0.0191829590681699	0.0197546820130929	0.00164547446744954	0.005998091629757	0.00298684382331707	0.00440862349888139	0.0246963191193338	0.00217419228319621	0.00170253732303108	0.031166944054663	0.00422645703724542	0.0427620994468783	0.035038115843348
HMEC_5_2_1	0.0158791726468884	0.0173530599039847	0.0187299513737515	0.00673457046117785	0.0327880885732237	0.0159598790588442	0.0157150189993501	0.0146489914513495	0.00739846946002395	0.0299948568897168	0.0161584521544051	0.0160525971712711	0.00723368895062179	0.0507421783407077	0.0154885211386078	0.0531289175855186	0.00988680251563028	0.0100200027008261	0	0.0247583121356454	0.0164613097204177	0.0177401226210263	0.0130845243985963	0.0359847462288539	0.0196724417965392	0.00665488069618245	0.00474477819015105	0.0188312949644273	0.0145160102684817	0.00801681147977597	0.0203501126572428	0.00870690477864345	0.0406198004478168	0.00898938331548844	0.0123269787833405	0.0277300415653925	0.0205915148064297	0.0103150043519941	0.00276647849026265	0.0283370438264824	0.026417133662318	0.0103370363632497	0.0152824026558921	0.00715611149031317	0.0124127167213492	0.0327735493780324	0.00844971968133331	0.0107268813450172	0.0405206212738765	0.0118435102163187	0.0453795009485256	0.0449879961859006
HMEC_5_2_2	0.00959590886143934	0.00806087789671281	0.0141514517049379	0.0293545522395926	0.0126600970493891	0.017652456537453	0.0143857426036668	0.0102765302334721	0.0259883558781691	0.0103606701895856	0.00986956360695608	0.0108311882991362	0.0258496752046471	0.0261080983719654	0.0401255533454919	0.0285292929690477	0.0282025883334764	0.0175351564318546	0.0247583121356454	0	0.00829866138270097	0.00727062686919439	0.0176387093673709	0.0174323156593187	0.0104979599847325	0.0190507679944743	0.029264311087035	0.00593482029456841	0.039203646013581	0.0170070795322897	0.0115525420181006	0.0318623006625223	0.0188599071982871	0.0333746973494612	0.0158803461428982	0.0213966113160629	0.0177136191675058	0.0148829213087228	0.0243937303055888	0.00805393283005441	0.00259586616366884	0.0187856120552828	0.0185644403149727	0.0199032420235214	0.0132752370243282	0.0083110109932987	0.0196429145822618	0.015901687309154	0.0183035640344547	0.0204703495880881	0.0282774766060952	0.0264112922113883
HMEC_5_2_3	0.0030390690523736	0.0027241615613409	0.0107023684611789	0.021255072421371	0.0181875139571199	0.0125057188410157	0.00917024439247811	0.00233969389437804	0.0181965932293534	0.0153621989319586	0.00393915017036717	0.0052873201259299	0.0180422001102037	0.0343512334480515	0.0318520109878688	0.0367576144552303	0.0206256201023186	0.0100849200318942	0.0164613097204177	0.00829866138270097	0	0.00198979792357908	0.0113129931912516	0.0223640693732407	0.00812887192995135	0.0109390144449889	0.0209871548392508	0.00237923354546272	0.030918837226327	0.00879250278916096	0.00955516225133463	0.0237505682034613	0.02556462207077	0.0251251508128088	0.00904091555526479	0.0206481853157708	0.0146527610629643	0.00679951523671884	0.0161780227005348	0.0132663281601242	0.0100861873956006	0.0115812488698846	0.0130868032620017	0.0120053836211808	0.00568627047059633	0.0164164713874612	0.0120040832935062	0.00838247009016618	0.0252401027442093	0.0137622989392252	0.0329315962299663	0.0317265742411253
HMEC_5_3_1	0.00494752547390821	0.00117461433153648	0.0124384892670651	0.0228539436009175	0.0183075327500135	0.0144539396626009	0.0110931184319263	0.00309307947196841	0.0199657266192519	0.0134363376372592	0.0030211611805445	0.00715421949335666	0.0198062010720188	0.033352206844915	0.0332070277821371	0.0357797287080818	0.0224518336404567	0.0119957150811861	0.0177401226210263	0.00727062686919439	0.00198979792357908	0	0.0133026447821745	0.0226997933281414	0.00641255114215705	0.0125905680113994	0.0223618627568985	0.0017886830736281	0.0320786887464734	0.0103675130492735	0.0110111761707785	0.0253319590419582	0.0253986087169597	0.0265486880636428	0.00890685937197266	0.0221346234963218	0.0164051155983486	0.00764452596978882	0.017686690499814	0.0133447936883818	0.00868307051645972	0.013519891155686	0.0150577850026751	0.0137700406619034	0.0076224601985168	0.0155671336823544	0.0138571755495873	0.010296248891405	0.0249884804420116	0.0157368219228194	0.0309458289919223	0.0320273732367801
HMEC_5_3_3	0.00855590398910672	0.0138612233794294	0.00610548742513425	0.0141302633698444	0.021412166621823	0.00292769662922784	0.00365512956387023	0.0115073783669678	0.00983179902651099	0.02649841538242	0.0142120199022936	0.00682975665244597	0.00976369712602162	0.041451777373965	0.0257061976625121	0.0436845687846744	0.0112936713150967	0.00345606131340226	0.0130845243985963	0.0176387093673709	0.0113129931912516	0.0133026447821745	0	0.0238157121907667	0.0189212570104648	0.00695874866684521	0.0158179273726684	0.0130519298815308	0.0262264511299626	0.00745189357319751	0.0085067667206961	0.0164744885178537	0.0292410843108014	0.0190074712241221	0.0156474299479033	0.0147278560996984	0.00752423104504349	0.0112499228660134	0.0109724998775404	0.0177809136607355	0.020067503420722	0.00275671978181581	0.00256438740266287	0.0059409669283624	0.00601188549946834	0.0240017778969292	0.00464190579997691	0.00414890333968937	0.0293640964876013	0.00291396766133234	0.0442273793276151	0.0324287610439698
HMEC_5_4_1	0.0210929796881792	0.0238397104539194	0.0177115890382928	0.037936240471036	0.00482764189419472	0.0216070107975025	0.020490087471552	0.0246823056659637	0.0335859483731105	0.0256876664837475	0.0257199385505721	0.0201658201398774	0.0335331569943337	0.021976218149202	0.0495023408286477	0.0235844749928336	0.0346180007979037	0.0261505997468778	0.0359847462288539	0.0174323156593187	0.0223640693732407	0.0226997933281414	0.0238157121907667	0	0.0277241807636307	0.029334238461442	0.0394455737265271	0.0209115460146885	0.0499194271874711	0.0282614321287037	0.0156610025844677	0.0402452951573968	0.00673090495246249	0.0428079958141749	0.0313930901084871	0.0145628305101277	0.017831026434423	0.0286705380543198	0.0344091206835291	0.00951311422327383	0.0187362705481802	0.0263820236456985	0.0226617495076494	0.0291359167233887	0.0238531614810755	0.0131572186408114	0.0281133575741996	0.0252637747554139	0.00748517719965407	0.02632691873337	0.0410923225002836	0.0093669720866945
HMEC_5_4_2	0.0111575568424882	0.00541434686206275	0.0188122188357784	0.0257953954686684	0.023041164359892	0.02048643140103	0.017230192840274	0.00741564267390356	0.0237856417599003	0.0105524169125107	0.00471601624048452	0.0134117588412855	0.0236063919743997	0.0346072899433979	0.0348524023711414	0.0370613796303571	0.0264975462684732	0.0168835529630168	0.0196724417965392	0.0104979599847325	0.00812887192995135	0.00641255114215705	0.0189212570104648	0.0277241807636307	0	0.0162955954150474	0.0244058761094067	0.00781251840760053	0.0329859978614628	0.0140247941738514	0.0174097179333509	0.0281203123333171	0.0293100600834036	0.0286375676742927	0.00772801289699571	0.0285244244212688	0.022771284651634	0.00975850380815469	0.0204844748887475	0.0182164214485067	0.010265964022847	0.018518295770527	0.0209624081648999	0.0178491017879138	0.012922857339881	0.0180852374382406	0.0183442333650424	0.0152939130970723	0.028702606606984	0.0209888303184703	0.0261912240090907	0.0368449834878608
HMEC_5_4_3	0.00966820598998266	0.0125463659628422	0.012172920745827	0.0103238061412751	0.0261967979205617	0.00988205790283954	0.0091287542462497	0.00969332278948172	0.00752559736766198	0.0257810123782716	0.0119208852595185	0.00951118197687886	0.00735206142397964	0.0446907550896197	0.021256784205496	0.0470428154445288	0.0102050257292747	0.00357119476966696	0.00665488069618245	0.0190507679944743	0.0109390144449889	0.0125905680113994	0.00695874866684521	0.029334238461442	0.0162955954150474	0	0.0104993792608388	0.0132846627390751	0.0208946591277932	0.00229647437167694	0.0136971191735378	0.0128265821747169	0.0340506989011081	0.0144332806394532	0.0106354449181983	0.0216505491179823	0.0144168069970136	0.00669887606772174	0.00543535897154878	0.0218447059868031	0.0210093244410182	0.0044634499813451	0.00942965725927904	0.00177037762457719	0.00600309221786545	0.0267387020502732	0.0029301989756876	0.00407221898112622	0.0339868118104378	0.00678925382665752	0.042473962398084	0.0383477074262236
HMEC_5_5_1	0.0201163127533249	0.0220279661164736	0.0218336265247775	0.00374260657343083	0.0365665618203448	0.018464893838193	0.0189646657629187	0.0192816505688374	0.00721396232952989	0.0347365878250773	0.0208827467291225	0.0199876556893756	0.00714269765306085	0.0551142445314844	0.0108687033982139	0.0574795650089012	0.00858068959670307	0.0133242840478104	0.00474477819015105	0.029264311087035	0.0209871548392508	0.0223618627568985	0.0158179273726684	0.0394455737265271	0.0244058761094067	0.0104993792608388	0	0.0233655427563379	0.0104911180407862	0.0123002325140503	0.02382070435313	0.00459823223288378	0.0444360625141222	0.00424528777255135	0.0169829756400838	0.0298656409931307	0.0230245954566439	0.015035453438428	0.00510157722310841	0.0323161731553406	0.031016010743117	0.0131267856325521	0.0175984302876929	0.0103432084334121	0.0164949814981727	0.0371486909176768	0.011343313472933	0.0144157343338503	0.0444118722728173	0.0138452963721242	0.0499967420170528	0.0482136204782049
